gene	geneProduct
V1912438	hypothetical protein
V1000044	Asparagine synthetase [glutamine-hydrolyzing] 1
V1032201	Multicopper oxidase mco
V1171078	Uracil phosphoribosyltransferase
V1000171	Oligopeptide-binding protein AppA precursor
V1032563	phosphoenolpyruvate carboxykinase
V1034832	Ribonuclease J 2
V1000518	Glv operon regulatory protein
V1034259	Elongation factor Tu
V1268240	Pullulanase
V1552713	Phosphoglucosamine mutase
V1436021	Pullulanase
V1000885	Ribonuclease J 1
V1000108	ATP-dependent protease subunit HslV
V1381763	Glucosamine kinase GspK
V1439186	50S ribosomal protein L19
V1043994	Elongation factor Ts
V1481442	Pullulanase
V1836800	Protein involved in sex pheromone biosynthesis
V1000129	Tyrosine phosphorylated protein A
V1203300	dihydroxyacetone kinase
V1594229	6-phosphogluconate dehydrogenase%2C decarboxylating
V1046766	C protein alpha-antigen precursor
V1064535	Rib/alpha/Esp surface antigen repeat
V1000307	Glutamine synthetase
V1000827	putative tRNA-dihydrouridine synthase
V1553523	Foldase protein PrsA precursor
V1852094	Adenylosuccinate lyase
V1000023	Ribose-phosphate pyrophosphokinase
V1000020	30S ribosomal protein S19
V1143275	Immunoglobulin G-binding protein G precursor
V1000075	Ribonuclease P protein component
V1038287	Tyrosine recombinase XerC
V1423330	Immunoglobulin G-binding protein G precursor
V1000069	Sensor histidine kinase YycG
V1000533	CTP synthase
V1000022	hypothetical protein
V1851978	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1465413	Stage III sporulation protein E
V1612021	Cell division protein SepF
V1033129	Phosphoenolpyruvate-protein phosphotransferase
V1418919	hypothetical protein
V1609073	Triosephosphate isomerase
V1204502	Anaerobic ribonucleoside-triphosphate reductase
V1872766	Ribonucleoside-diphosphate reductase subunit alpha 2
V1008711	Pullulanase
V1000092	D-alanyl-lipoteichoic acid biosynthesis protein DltB
V1000016	50S ribosomal protein L29
V1033096	DNA-directed RNA polymerase subunit alpha
V1074742	30S ribosomal protein S12
V1000318	Phenylalanine--tRNA ligase beta subunit
V1001468	Leucine--tRNA ligase
V1000475	hypothetical protein
V1852039	RNAP delta factor
V1796915	Pullulanase
V1000019	50S ribosomal protein L22
V1151052	repeat
V1064607	Pullulanase
V1852121	Thioredoxin reductase
V1886961	Serine/threonine-protein kinase PrkC
V1163596	Internalin-J precursor
V1000142	Uridylate kinase
V1883370	Pullulanase
V1880119	hypothetical protein
V1291229	hypothetical protein
V1290863	gram-positive signal peptide%2C YSIRK family
V1000140	Proline--tRNA ligase
V1888216	NADH oxidase
V1046767	DNA polymerase I
V1000093	Putative penicillin-binding protein PbpX
V1464388	DNA-directed RNA polymerase subunit beta
V1593034	hypothetical protein
V1882996	repeat
V1851995	Ribosomal RNA small subunit methyltransferase H
V1164544	DNA polymerase III subunit gamma/tau
V1033549	Enolase
V1356068	Ribonuclease J 1
V1167448	Immunoglobulin G-binding protein G precursor
V1000081	Bifunctional oligoribonuclease and PAP phosphatase NrnA
V1607575	DNA polymerase III PolC-type
V1469304	Glutamyl-tRNA(Gln) amidotransferase subunit C
V1000632	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
V1469282	Glutathione transport system permease protein GsiC
V1059249	Glycerol kinase
V1213480	Recombinase A
V1000295	Glycine--tRNA ligase beta subunit
V1000041	putative glycerol uptake facilitator protein
V1000300	Aspartate--tRNA ligase
V1517484	50S ribosomal protein L6
V1503145	Uracil phosphoribosyltransferase
V1617826	Beta-N-acetylhexosaminidase precursor
V1000317	Transcript cleavage factor GreA
V1000117	Ribonuclease Z
V1000503	Calcium-transporting ATPase
V1000152	hypothetical protein
V1399511	6-phosphofructokinase
V1852132	Nicotinate-nucleotide adenylyltransferase
V1000619	Regulatory protein spx
V1615592	LPXTG cell wall anchor domain protein
V1164912	CopAB ATPases metal-fist type repressor
V1000500	DNA ligase
V1382281	50S ribosomal protein L27
V1000106	Formate--tetrahydrofolate ligase 1
V1000637	ATP-dependent Clp protease proteolytic subunit
V1000166	ADP-ribose pyrophosphatase
V1042629	ABC-type transport system involved in multi-copper enzyme maturation%2C permease component
V1033375	Trigger factor
V1381895	Trehalose import ATP-binding protein SugC
V1846885	Vegetative protein 19
V1392006	50S ribosomal protein L19
V1012052	Putative tagatose-6-phosphate ketose/aldose isomerase
V1851983	ATP-dependent DNA helicase PcrA
V1033682	putative L-ascorbate-6-phosphate lactonase UlaG
V1006728	putative oxidoreductase
V1076036	Non-specific ribonucleoside hydrolase RihC
V1615591	hypothetical protein
V1033789	Glucose-specific phosphotransferase enzyme IIA component
V1000558	Putative protein phosphatase 2C-type
V1607589	Signal transduction histidine-protein kinase ArlS
V1032814	hypothetical protein
V1400168	Cell division protein DivIVA
V1000091	hypothetical protein
V1851988	hypothetical protein
V1580786	PTS system mannose-specific EIIC component
V1338876	NADH peroxidase
V1000132	Single-stranded-DNA-specific exonuclease RecJ
V1000574	Septation ring formation regulator EzrA
V1000039	anaerobic ribonucleotide reductase-activating protein
V1000050	Cysteine-rich secretory protein family protein
V1000604	hypothetical protein
V1032476	putative FAD-linked oxidoreductase
V1032826	Adenylate kinase
V1608734	ATP-dependent Clp protease ATP-binding subunit ClpE
V1000154	Recombination protein N
V1032825	preprotein translocase subunit SecY
V1000155	Farnesyl diphosphate synthase
V1000139	DNA polymerase III PolC-type
V1851966	Internalin-J precursor
V1357707	Transcriptional regulatory protein YycF
V1032513	50S ribosomal protein L10
V1006627	Magnesium and cobalt efflux protein CorC
V1851957	Adenosylhomocysteinase
V1237835	Glutathione transport system permease protein GsiC
V1000575	Integrase
V1499649	2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase
V1047208	Elongation factor G
V1000882	Acetate kinase
V1033500	Fructose-bisphosphate aldolase
V1000294	DNA primase
V1912441	Glucitol operon repressor
V1006628	Methionine aminopeptidase 1
V1852109	gram-positive signal peptide%2C YSIRK family
V1000158	Alkaline shock protein 23
V1035129	putative tRNA sulfurtransferase
V1836829	putative ABC transporter ATP-binding protein YheS
V1033120	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
V1806605	Beta-phosphoglucomutase
V1594750	Hypoxanthine-guanine phosphoribosyltransferase
V1033091	50S ribosomal protein L13
V1547327	Immunoglobulin G-binding protein G precursor
V1594580	hypothetical protein
V1598238	Peptide chain release factor 1
V1553706	putative alpha-glucosidase
V1000623	Stage III sporulation protein E
V1000046	Putative universal stress protein
V1268292	DEAD-box ATP-dependent RNA helicase CshA
V1159013	Cell division protein FtsZ
V1000301	Bifunctional (p)ppGpp synthase/hydrolase RelA
V1000834	DEAD-box ATP-dependent RNA helicase CshA
V1491762	N-acetylglucosamine-6-phosphate deacetylase
V1836832	Elongation factor P
V1469296	hypothetical protein
V1390172	hypothetical protein
V1043350	Stage 0 sporulation protein KD
V1431657	30S ribosomal protein S2
V1399193	50S ribosomal protein L5
V1033503	Type-1 restriction enzyme R protein
V1047240	Ascorbate-specific PTS system EIIC component
V1000600	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
V1392051	Acetate kinase
V1150958	DNA topoisomerase 4 subunit A
V1000172	Stage 0 sporulation protein KC
V1032815	50S ribosomal protein L16
V1851960	product=hypothetical protein
V1000057	Ribose-phosphate pyrophosphokinase
V1000086	Purine nucleoside receptor A
V1032527	t(6)A37 threonylcarbamoyladenosine biosynthesis protein
V1445186	Proline--tRNA ligase
V1553617	hypothetical protein
V1000176	putative glutamine ABC transporter permease protein GlnM
V1852140	Methionine--tRNA ligase
V1000074	Glucose-inhibited division protein A
V1000625	Helix-turn-helix domain protein
V1000323	Tagatose-6-phosphate kinase
V1000141	Phosphatidate cytidylyltransferase
V1033003	Phosphoenolpyruvate-protein phosphotransferase
V1852111	Lipoteichoic acid synthase 1
V1464058	Immunoglobulin G-binding protein G precursor
V1000888	ADP-binding protein
V1590848	Ribosome biogenesis GTPase A
V1851958	Nucleoid-associated protein
V1000045	hypothetical protein
V1032526	Acyl-ACP thioesterase
V1034595	putative endopeptidase precursor
V1000327	Replication initiation and membrane attachment protein
V1481434	G3P acyltransferase
V1000502	Inosine-5'-monophosphate dehydrogenase
V1000068	YycH protein
V1000298	glutamyl-tRNA(Gln) amidotransferase subunit E
V1852053	Putative niacin/nicotinamide transporter NaiP
V1420577	repeat
V1000569	Rod shape-determining protein MreC
V1520692	Lyzozyme M1 (1%2C4-beta-N-acetylmuramidase)
V1075594	DNA protecting protein DprA
V1000566	Phospho-N-acetylmuramoyl-pentapeptide-transferase
V1006029	UDP-N-acetylenolpyruvoylglucosamine reductase
V1000456	t(6)A37 threonylcarbamoyladenosine biosynthesis protein
V1000162	Dihydropteroate synthase
V1042441	50S ribosomal protein L22
V1000525	Pantothenate kinase
V1885172	ATP synthase subunit alpha
V1007409	CRISPR-associated endonuclease Cas1
V1580703	Procyclic acidic repetitive protein (PARP)
V1214686	LPXTG cell wall anchor domain protein
V1032601	PTS system maltose-specific EIICB component
V1032632	Maltose transport system permease protein MalF
V1006629	Transposase%2C TnpA family
V1000304	Pullulanase
V1044896	hypothetical protein
V1000643	Ribonuclease R
V1000536	putative chromosome-partitioning protein ParB
V1000056	transcriptional regulator BetI
V1430720	Prolipoprotein diacylglyceryl transferase
V1594601	DNA topoisomerase 1
V1033635	Putative phosphoserine phosphatase 2
V1000066	Serine protease Do-like HtrA
V1415806	Internalin-J precursor
V1006735	gram-positive signal peptide%2C YSIRK family
V1851985	3-hydroxy-3-methylglutaryl-coenzyme A reductase
V1032528	ribosomal-protein-alanine N-acetyltransferase
V1339798	L-serine dehydratase%2C alpha chain
V1462019	Putative L%2CD-transpeptidase YciB precursor
V1872751	gram-positive signal peptide%2C YSIRK family
V1162609	Folate ECF transporter S component FolT
V1852050	Immunoglobulin G-binding protein G precursor
V1158598	Translation initiation factor IF-3
V1000037	Aminopeptidase E
V1000458	Acyl-ACP thioesterase
V1807974	t(6)A37 threonylcarbamoyladenosine biosynthesis protein
V1851972	Peptidase T
V1000563	Guanylate kinase
V1595138	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1295139	PTS-dependent dihydroxyacetone kinase%2C dihydroxyacetone-binding subunit DhaK
V1547364	hypothetical protein
V1163593	gram-positive signal peptide%2C YSIRK family
V1000137	hypothetical protein
V1000602	hypothetical protein
V1000565	UDP-N-acetylmuramoylalanine--D-glutamate ligase
V1076095	hypothetical protein
V1000088	Deoxyadenosine kinase
V1608729	Surface layer protein
V1394176	PTS system galactitol-specific EIIC component
V1000526	Helicase IV
V1006022	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
V1872734	50S ribosomal protein L11
V1046995	F-ATPase gamma subunit
V1420579	putative hydrolase
V1415807	Recombination protein RecR
V1000831	Transcription-repair-coupling factor
V1574088	hypothetical protein
V1136911	Serine--tRNA ligase
V1362340	Putative Ig domain protein
V1340115	Lactose phosphotransferase system repressor
V1574093	hypothetical protein
V1000622	putative inorganic polyphosphate/ATP-NAD kinase
V1151036	Pur operon repressor
V1044111	PTS system maltose-specific EIICB component
V1000634	Excinuclease ABC subunit A
V1469580	GMP synthase [glutamine-hydrolyzing]
V1883114	SigL modulation protein
V1135971	gram-positive signal peptide%2C YSIRK family
V1000118	O-acetyltransferase OatA
V1420578	DNA integrity scanning protein DisA
V1000848	ABC transporter permease protein YxdM
V1033924	30S Ribosomal protein S1
V1204224	hypothetical protein
V1000824	Zinc import ATP-binding protein ZnuC
V1522724	Aminopeptidase C
V1058821	Holliday junction ATP-dependent DNA helicase RuvB
V1424927	50S ribosomal protein L18
V1046993	F-type ATPase subunit b
V1000167	Cold shock-like protein CspG
V1541210	hypothetical protein
V1047958	hypothetical protein
V1000594	Carbamoyl-phosphate synthase large chain
V1032792	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1000631	Peptide chain release factor 2
V1000833	Alanine racemase
V1617343	Penicillin-binding protein 1A
V1000455	Staphylococcal respiratory response protein A
V1885167	Lichenan-specific phosphotransferase enzyme IIB component
V1000836	50S ribosomal protein L31 type B
V1301158	Serine protease Do-like HtrA
V1000099	mevalonate kinase
V1311581	Flavin mononucleotide phosphatase YbjI
V1339995	putative tRNA sulfurtransferase
V1389989	Glucose-6-phosphate isomerase
V1012053	Fructose-specific phosphotransferase enzyme IIB component
V1000331	ribonuclease BN/unknown domain fusion protein
V1000611	Beta-Ala-Xaa dipeptidase
V1464522	GMP synthase [glutamine-hydrolyzing]
V1000151	30S ribosomal protein S16
V1785823	Copper-exporting P-type ATPase B
V1007413	CRISPR type I-E/ECOLI-associated protein CasA/Cse1
V1006017	Ribonucleoside-diphosphate reductase subunit beta nrdF2
V1055496	CopAB ATPases metal-fist type repressor
V1006819	Glutamine transport ATP-binding protein GlnQ
V1000316	Penicillin-binding protein 2B
V1136908	adaptor protein
V1000329	Peptide chain release factor 3
V1032630	Trehalose import ATP-binding protein SugC
V1746777	Copper-exporting P-type ATPase B
V1339684	Surface layer protein
V1420606	addiction module antitoxin%2C RelB/DinJ family
V1000505	Mannosyltransferase OCH1
V1436037	gram-positive signal peptide%2C YSIRK family
V1852079	Sensor protein kinase WalK
V1000121	ATP-dependent Clp protease ATP-binding subunit ClpX
V1594655	Stage 0 sporulation protein KD
V1806595	Ascorbate-specific phosphotransferase enzyme IIA component
V1436276	hypothetical protein
V1000173	ATP-dependent DNA helicase RecG
V1033464	Glutamine synthetase
V1000605	MutS2 protein
V1032984	hypothetical protein
V1033009	Alpha-xylosidase
V1383819	hypothetical protein
V1851981	hypothetical protein
V1385479	hypothetical protein
V1836819	Degradation activator
V1430852	Ribokinase
V1144021	DEAD-box ATP-dependent RNA helicase CshA
V1032750	Vegetative protein 209
V1046751	gram-positive signal peptide%2C YSIRK family
V1000159	putative peptidase
V1852080	UDP-N-acetylmuramate--L-alanine ligase
V1000299	Putative pyruvate%2C phosphate dikinase regulatory protein
V1257307	LPXTG cell wall anchor domain protein
V1807973	Acyl-ACP thioesterase
V1007412	CRISPR-associated Cse2 family protein
V1594437	Dihydroorotate dehydrogenase B (NAD(+))%2C catalytic subunit
V1852085	Magnesium-transporting ATPase%2C P-type 1
V1836802	Putative tRNA (cytidine(34)-2'-O)-methyltransferase
V1033629	Heat shock protein 70
V1430829	UDP-N-acetylglucosamine 2-epimerase
V1852142	gram-positive signal peptide%2C YSIRK family
V1012051	HTH-type transcriptional repressor YvoA
V1392169	hypothetical protein
V1000296	Recombination protein O
V1421357	Alpha-glycerophosphate oxidase
V1000479	Phenylalanine--tRNA ligase beta subunit
V1836815	Galactose/methyl galactoside import ATP-binding protein MglA
V1268476	CBS domain protein
V1000332	Magnesium and cobalt efflux protein CorC
V1112929	AAA domain (dynein-related subfamily)
V1364363	ATP-dependent Clp protease ATP-binding subunit ClpX
V1000149	hypothetical protein
V1552800	30S ribosomal protein S1
V1000090	Guanine/hypoxanthine permease PbuG
V1000322	GTPase YqeH
V1167856	Tyrosine recombinase XerD
V1339795	pheromone autoinducer 2 transporter
V1047291	hypothetical protein
V1008959	Bifunctional protein FolD protein
V1852069	YibE/F-like protein
V1000328	Dephospho-CoA kinase
V1000572	Folylpolyglutamate synthase
V1000470	Oligo-1%2C6-glucosidase
V1000535	Isochorismatase family protein YecD
V1033707	N-acetylneuraminate lyase
V1000077	DNA polymerase III subunit beta
V1000590	Bifunctional protein pyrR
V1001467	S-adenosylmethionine synthase
V1000027	Ribonuclease M5
V1033306	Trigger factor
V1912444	Putative membrane protein insertion efficiency factor
V1000112	hypothetical protein
V1000185	Glucan 1%2C6-alpha-glucosidase
V1755587	hypothetical protein
V1268426	DNA topoisomerase 4 subunit B
V1033484	Na(+)/glucose symporter
V1491946	Rod shape-determining protein MreB
V1104333	Proline iminopeptidase
V1046757	L%2CD-transpeptidase catalytic domain
V1875154	D-alanyl-D-alanine carboxypeptidase DacA precursor
V1032820	50S ribosomal protein L5
V1198530	PTS system galactitol-specific EIIC component
V1482720	hypothetical protein
V1006822	deoxyguanosinetriphosphate triphosphohydrolase-like protein
V1481348	Phenylalanine--tRNA ligase alpha subunit
V1000024	Bifunctional protein GlmU
V1010815	ribosomal-protein-alanine N-acetyltransferase
V1038255	Tyrosine--tRNA ligase
V1847747	Methylmalonyl-CoA carboxyltransferase 12S subunit
V1355689	RNA polymerase sigma factor RpoD
V1000610	Glucose-resistance amylase regulator
V1339711	Foldase protein PrsA precursor
V1852092	Folate ECF transporter S component FolT
V1883305	hypothetical protein
V1000060	Ribonuclease HI
V1000567	cell division protein FtsL
V1000938	Cysteine--tRNA ligase
V1875144	Rib/alpha/Esp surface antigen repeat
V1000538	Nucleoid occlusion protein
V1356484	Histidine--tRNA ligase
V1204222	cytoskeletal protein RodZ
V1852100	Thiamine pyrophosphokinase
V1033216	hypothetical protein
V1001392	Acetate kinase
V1032808	50S ribosomal protein L4
V1033558	Phosphoglycerate kinase
V1136980	hypothetical protein
V1852074	D-alanine--poly(phosphoribitol) ligase subunit 2
V1880007	Surface layer protein
V1033757	Glutamate--tRNA ligase
V1092573	50S ribosomal protein L1
V1000537	Sporulation initiation inhibitor protein soj
V1032309	Stress protein H5
V1884691	Surface layer protein
V1032751	Elongation factor Ts
V1000884	L-arabinose transport system permease protein AraQ
V1594712	RNA polymerase sigma factor RpoD
V1032819	50S ribosomal protein L24
V1000157	hypothetical protein
V1032628	Intracellular maltogenic amylase
V1175000	Aminopeptidase N
V1046991	F-ATPase subunit 6
V1012054	PTS system N-acetylgalactosamine-specific EIIC component 1
V1000881	D-serine/D-alanine/glycine transporter
V1338860	Proline--tRNA ligase
V1469285	Hypoxanthine-guanine phosphoribosyltransferase
V1445578	Pollen proteins Ole e I like protein
V1167714	Putative PBSX repressor
V1000067	Putative metallo-hydrolase YycJ
V1032626	Acetate kinase
V1355907	hypothetical protein
V1000463	hypothetical protein
V1469295	Folylpolyglutamate synthase
V1000051	hypothetical protein
V1167421	Chromosomal replication initiator protein DnaA
V1034230	L-lactate dehydrogenase
V1518677	hypothetical protein
V1381260	Adenylosuccinate synthetase
V1000073	Putative NrdI-like protein
V1000120	putative GTP-binding protein EngB
V1682844	Copper-exporting P-type ATPase B
V1580709	30S ribosomal protein S21
V1392092	putative aminodeoxychorismate lyase
V1380885	Copper-exporting P-type ATPase B
V1000169	Chromosome partition protein Smc
V1000609	putative MscS family protein YkuT
V1000624	Peptidase M16 inactive domain protein
V1047301	Gram positive anchor
V1886968	hypothetical protein
V1852066	hypothetical protein
V1204335	PPOX class probable F420-dependent enzyme%2C family
V1042869	polynucleotide kinase
V1418918	Glutamate racemase
V1851990	D-alanine--D-alanine ligase A
V1032821	30S ribosomal protein S8
V1851977	Lipopolysaccharide export system ATP-binding protein LptB
V1000635	glmZ(sRNA)-inactivating NTPase
V1574081	major facilitator superfamily transporter
V1000490	hypothetical protein
V1032822	hypothetical protein
V1000597	DNA mismatch repair protein MutL
V1000556	putative ABC transporter ATP-binding protein
V1887313	30S ribosomal protein S6
V1000486	Penicillin-binding protein F
V1032210	anaerobic ribonucleotide reductase-activating protein
V1032638	Translation initiation factor IF-2
V1505207	Adenosine monophosphate-protein transferase SoFic
V1383406	Ribosome-releasing factor
V1420722	hypothetical protein
V1000454	Aspartate racemase
V1256156	product=hypothetical protein
V1000026	Ribosomal RNA small subunit methyltransferase A
V1364620	Transcriptional repressor NrdR
V1852101	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
V1000504	Nicotinate phosphoribosyltransferase pncB2
V1036199	Carbamoyl-phosphate synthase small chain
V1808765	product=putative transport protein YifK
V1000529	putative integral membrane protein
V1033821	hypothetical protein
V1000478	Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
V1000552	putative galacturonate locus repressor
V1582475	Tyrosine recombinase XerC
V1107920	hypothetical protein
V1034300	PTS system oligo-beta-mannoside-specific EIIC component
V1055790	Heat shock protein 70
V1420655	EcoKI restriction-modification system protein HsdS
V1149263	HTH-type transcriptional regulator YodB
V1018798	Tetracycline resistance protein TetM from transposon TnFO1
V1237154	Cephalosporin-C deacetylase
V1594239	Glycine--tRNA ligase alpha subunit
V1594751	UDP-N-acetylmuramoylalanine--D-glutamate ligase
V1483378	anaerobic ribonucleotide reductase-activating protein
V1000113	GTP-binding protein EngA
V1006815	Phosphate acetyltransferase
V1875146	ABC-type transporter ATP-binding protein EcsA
V1381941	hypothetical protein
V1000002	tRNA pseudouridine synthase A
V1608875	hypothetical protein
V1143372	Pollen proteins Ole e I like protein
V1463112	DNA polymerase III PolC
V1883290	hypothetical protein
V1381580	H(+)/Cl(-) exchange transporter ClcA
V1237186	hypothetical protein
V1033891	hypothetical protein
V1886694	GTP pyrophosphokinase YjbM
V1033034	50S ribosomal protein L35
V1000102	ATP-dependent helicase/nuclease subunit A
V1295066	Putative glycosyltransferase EpsH
V1204587	Minicell-associated protein DivIVA
V1000028	putative deoxyribonuclease YcfH
V1000133	sortase
V1144429	hypothetical protein
V1498992	Glucosamine-6-phosphate deaminase
V1000321	Ribosomal silencing factor RsfS
V1000457	t(6)A37 threonylcarbamoyladenosine biosynthesis protein
V1851962	hypothetical protein
V1882158	hypothetical protein
V1032602	hypothetical protein
V1053544	hypothetical protein
V1608752	LPPG:FO 2-phospho-L-lactate transferase
V1552776	autoinducer 2 ABC transporter permease LsrC
V1033133	Ribosomal RNA small subunit methyltransferase H
V1033428	EIIAB-Man
V1000599	DNA polymerase IV
V1883371	Glv operon regulatory protein
V1851974	Primosomal protein DnaI
