gene	geneProduct
V1295109	Thiol-activated cytolysin
V1000143	Elongation factor Ts
V1138616	Maltodextrin phosphorylase
V1012818	Acyl-CoA dehydrogenase%2C short-chain specific
V1000845	Glucose-6-phosphate isomerase
V1006020	50S ribosomal protein L2
V1201618	Formate acetyltransferase
V1150293	putative oxidoreductase
V1144133	hypothetical protein
V1000080	hypothetical protein
V1073738	50S ribosomal protein L22
V1139649	DNA-directed RNA polymerase subunit beta'
V1851961	ATP-dependent Clp protease ATP-binding subunit ClpE
V1607555	Beta-N-acetylhexosaminidase precursor
V1852083	50S ribosomal protein L5
V1081813	ATP synthase subunit alpha
V1593034	hypothetical protein
V1000005	30S ribosomal protein S11
V1394807	Elongation factor Tu
V1178485	hypothetical protein
V1295196	Cell division protein FtsA
V1000528	30S ribosomal protein S7
V1481366	30S ribosomal protein S1
V1143377	EIIABC-Fru
V1064534	DNA-directed RNA polymerase subunit beta
V1000534	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1851967	Heat-inducible transcription repressor HrcA
V1000630	preprotein translocase subunit SecA
V1082561	50S ribosomal protein L4
V1852084	50S ribosomal protein L23
V1000007	Translation initiation factor IF-1
V1081399	protein TolR
V1000129	Tyrosine phosphorylated protein A
V1039802	Benzylsuccinate synthase alpha subunit
V1000564	Cell division protein FtsZ
V1042355	EIIAB-Man
V1436794	Maltose-binding periplasmic proteins/domains
V1076102	50S ribosomal protein L15
V1080826	50S ribosomal protein L1
V1391872	TonB-linked outer membrane protein%2C SusC/RagA family
V1155393	Vegetative protein 19
V1552772	Pyruvate kinase
V1013092	Formate acetyltransferase
V1272241	hypothetical protein
V1083489	preprotein translocase subunit SecY
V1237835	Glutathione transport system permease protein GsiC
V1070888	Thiol-activated cytolysin
V1084754	SusD family protein
V1000551	Intracellular maltogenic amylase
V1000134	HSP-70 cofactor
V1152427	Malate dehydrogenase
V1080453	bifunctional preprotein translocase subunit SecD/SecF
V1469282	Glutathione transport system permease protein GsiC
V1138803	Heat shock protein 70
V1073737	hypothetical protein
V1464396	hypothetical protein
V1150295	Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
V1082145	Enterobactin outer-membrane receptor
V1152905	F-type ATPase subunit delta
V1313344	Cyclodextrin-binding protein precursor
V1075732	Autolytic lysozyme
V1070407	Maltodextrin-binding protein
V1000596	Stress protein H5
V1081021	Isoleucine--tRNA ligase
V1038020	hypothetical protein
V1000570	Rod shape-determining protein MreB
V1000013	30S ribosomal protein S8
V1079141	Pyruvate-flavodoxin oxidoreductase
V1000184	Bacteriophage peptidoglycan hydrolase
V1037868	hypothetical protein
V1083488	30S ribosomal protein S5
V1087127	6-phosphofructokinase isozyme 1
V1113940	hypothetical protein
V1000011	50S ribosomal protein L18
V1109620	hypothetical protein
V1552777	Translation initiation factor IF-2
V1836804	Lysine--tRNA ligase
V1000642	Enolase
V1299127	Penicillin-binding protein B
V1154539	Glyceraldehyde-3-phosphate dehydrogenase
V1851982	putative ABC transporter ATP-binding protein YheS
V1150302	ADP-ribosylglycohydrolase
V1886336	Phosphocarrier protein HPr
V1000828	ATP-dependent zinc metalloprotease FtsH
V1000109	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
V1079173	Translation initiation factor IF-2
V1038350	putative 3-hydroxybutyryl-CoA dehydrogenase
V1016844	Iron-regulated outer membrane proteins
V1400074	ATP-dependent protease ATPase subunit ClpY
V1238174	Vegetative protein 300
V1153964	Acyl-CoA dehydrogenase%2C short-chain specific
V1085061	Cytosol non-specific dipeptidase
V1000835	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
V1190680	Meso-diaminopimelate D-dehydrogenase
V1000168	Isoleucine--tRNA ligase
V1013795	Nucleoside triphosphate pyrophosphohydrolase
V1075073	50S ribosomal protein L13
V1000108	ATP-dependent protease subunit HslV
V1392216	Stress protein H5
V1014074	Formate acetyltransferase
V1138247	Glycerophosphoryl diester phosphodiesterase precursor
V1887021	Trigger factor
V1075465	Elongation factor Ts
V1000641	Triosephosphate isomerase
V1073923	DNA-directed RNA polymerase subunit alpha
V1000012	50S ribosomal protein L6
V1000627	Ribonuclease Y
V1080854	hypothetical protein
V1043994	Elongation factor Ts
V1081970	Acyl-CoA dehydrogenase
V1084381	Chaperone protein ClpB 1
V1000014	50S ribosomal protein L14
V1075411	Vegetative protein 19
V1074055	hypothetical protein
V1141150	Enolase
V1140098	ATP synthase subunit beta%2C sodium ion specific
V1076928	50S ribosomal protein L28
V1841306	hypothetical protein
V1150292	hypothetical protein
V1000603	Putative Holliday junction resolvase
V1912439	hypothetical protein
V1613141	30S ribosomal protein S11
V1177532	50S ribosomal protein L11
V1006736	Beta-N-acetylhexosaminidase precursor
V1171078	Uracil phosphoribosyltransferase
V1037687	Stress protein H5
V1139917	Aspartate--tRNA ligase
V1266145	S-adenosylmethionine synthase
V1504152	Serotype-specific antigen 1 precursor
V1073219	Methylmalonyl-CoA carboxyltransferase 5S subunit
V1000499	Glutamyl-tRNA(Gln) amidotransferase subunit A
V1581223	Helix-destabilizing protein
V1076810	50S ribosomal protein L7/L12
V1000490	hypothetical protein
V1180070	Leucine Rich repeats (2 copies)
V1175702	hypothetical protein
V1010370	Ferrous iron transport protein B
V1617409	hypothetical protein
V1082180	Fumarate reductase flavoprotein subunit
V1150296	ABC-type uncharacterized transport system%2C permease component
V1080488	Pyruvate%2C phosphate dikinase
V1000944	50S ribosomal protein L1
V1016891	Helix-destabilizing protein
V1074700	Triosephosphate isomerase
V1043350	Stage 0 sporulation protein KD
V1083710	Phenylalanine--tRNA ligase beta subunit
V1138253	putative propionyl-CoA carboxylase beta chain 5
V1000144	Vegetative protein 209
V1167440	6-phospho-alpha-glucosidase 1
V1203300	dihydroxyacetone kinase
V1384350	30S ribosomal protein S7
V1000885	Ribonuclease J 1
V1493841	Beta-N-acetylhexosaminidase precursor
V1381169	DNA-directed RNA polymerase subunit beta
V1139283	Glucokinase
V1014517	pyrroloquinoline quinone biosynthesis protein PqqE
V1381099	F-ATPase gamma subunit
V1366884	co-chaperonin GroES
V1009707	putative NADH oxidase
V1000093	Putative penicillin-binding protein PbpX
V1073922	hypothetical protein
V1420563	DNA gyrase subunit B
V1415812	hypothetical protein
V1080812	High temperature protein G
V1074148	Trigger factor
V1836800	Protein involved in sex pheromone biosynthesis
V1594655	Stage 0 sporulation protein KD
V1059001	Phosphoenolpyruvate-protein phosphotransferase
V1852133	Translation initiation factor IF-3
V1612264	hypothetical protein
V1594784	Diacylglycerol kinase
V1053762	hypothetical protein
V1138248	Phosphate-selective porin
V1015867	50S ribosomal protein L11
V1009698	Alkyl hydroperoxide reductase subunit C
V1073235	putative PEP-CTERM system TPR-repeat lipoprotein
V1138324	protease3
V1081240	hypothetical protein
V1089092	hypothetical protein
V1087133	chromosome segregation protein SMC
V1380987	hypothetical protein
V1033375	Trigger factor
V1073427	4-alpha-glucanotransferase
V1000638	Central glycolytic genes regulator
V1836829	putative ABC transporter ATP-binding protein YheS
V1000518	Glv operon regulatory protein
V1080489	Valine--tRNA ligase
V1000323	Tagatose-6-phosphate kinase
V1266125	Formate acetyltransferase
V1084025	putative TonB-dependent receptor precursor
V1000075	Ribonuclease P protein component
V1000519	PTS system maltose-specific EIICB component
V1075480	Glucose-6-phosphate isomerase
V1339706	PTS system mannose-specific EIIC component
V1162881	Phosphoglucomutase
V1000326	Threonine--tRNA ligase
V1000121	ATP-dependent Clp protease ATP-binding subunit ClpX
V1139821	V-type ATP synthase subunit I
V1150297	Phosphotransferase enzyme family protein
V1884213	Pyruvate-flavodoxin oxidoreductase
V1074771	G-3-P permease
V1079327	hypothetical protein
V1083487	hypothetical protein
V1139410	Aldehyde-alcohol dehydrogenase
V1085162	(S)-sulfolactate dehydrogenase
V1580955	Heat shock protein 70
V1000172	Stage 0 sporulation protein KC
V1432853	50S ribosomal protein L21
V1265029	hypothetical protein
V1204231	Fibrinogen-binding protein precursor
V1000010	50S ribosomal protein L30
V1191213	type 2 lantibiotic biosynthesis protein LanM
V1138294	Elongation factor G
V1150299	hypothetical protein
V1001468	Leucine--tRNA ligase
V1041200	Group II intron-encoded protein LtrA
V1080997	Arginine--tRNA ligase
V1150291	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
V1039764	hypothetical protein
V1139605	Vegetative protein 209
V1615860	repeat
V1145224	hypothetical protein
V1203355	Chaperone protein DnaJ
V1085032	Alkyl hydroperoxide reductase subunit C
V1481442	Pullulanase
V1011483	DNA protection during starvation protein
V1886961	Serine/threonine-protein kinase PrkC
V1138313	Phosphoglucomutase
V1000082	Replicative DNA helicase
V1394176	PTS system galactitol-specific EIIC component
V1356068	Ribonuclease J 1
V1000009	50S ribosomal protein L15
V1380542	Endo-beta-N-acetylglucosaminidase F2 precursor
V1150298	HAD hydrolase%2C family IIB
V1000558	Putative protein phosphatase 2C-type
V1465413	Stage III sporulation protein E
V1836820	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
V1000892	Phosphoglucosamine mutase
V1841384	Tyrosine recombinase XerD
V1000003	hypothetical protein
V1151052	repeat
V1034595	putative endopeptidase precursor
V1852039	RNAP delta factor
V1000318	Phenylalanine--tRNA ligase beta subunit
V1000304	Pullulanase
V1884198	Acetyl-CoA acetyltransferase
V1836797	Sulfur carrier protein ThiS adenylyltransferase
V1000601	Alanine--tRNA ligase
V1000503	Calcium-transporting ATPase
V1576351	hypothetical protein
V1080459	DNA gyrase subunit B
V1000301	Bifunctional (p)ppGpp synthase/hydrolase RelA
V1269313	hypothetical protein
V1077624	hypothetical protein
V1345638	hypothetical protein
V1075971	hypothetical protein
V1073798	Phosphoserine aminotransferase
V1000317	Transcript cleavage factor GreA
V1000022	hypothetical protein
V1073610	ATP-dependent zinc metalloprotease FtsH
V1012379	Flavodoxin
V1198583	CRISPR-associated endonuclease Cas9 2
V1580786	PTS system mannose-specific EIIC component
V1381763	Glucosamine kinase GspK
V1441127	50S ribosomal protein L1
V1073739	50S ribosomal protein L2
V1140670	ATP synthase subunit alpha%2C sodium ion specific
V1463918	Z1 domain protein
V1074886	50S ribosomal protein L9
V1085507	glycogen synthase
V1380652	50S ribosomal protein L15
V1000015	hypothetical protein
V1083391	Alkaline phosphatase precursor
V1138601	Tyrosine-protein kinase ptk
V1590848	Ribosome biogenesis GTPase A
V1017544	Elongation factor Tu
V1006021	hypothetical protein
V1553523	Foldase protein PrsA precursor
V1400258	Pyruvate kinase I
V1552713	Phosphoglucosamine mutase
V1082990	hypothetical protein
V1084261	tetratricopeptide repeat protein
V1440338	Outer membrane protein alpha precursor
V1000307	Glutamine synthetase
V1138661	Alanine--tRNA ligase
V1079172	hypothetical protein
V1108928	ATP synthase subunit beta%2C sodium ion specific
V1034832	Ribonuclease J 2
V1081969	Electron transfer flavoprotein large subunit
V1547407	hypothetical protein
V1000502	Inosine-5'-monophosphate dehydrogenase
V1313345	Maltose transport system permease protein MalF
V1000044	Asparagine synthetase [glutamine-hydrolyzing] 1
V1175000	Aminopeptidase N
V1500012	Triosephosphate isomerase
V1076095	hypothetical protein
V1547956	hypothetical protein
V1138312	Periplasmic pH-dependent serine endoprotease DegQ precursor
V1010716	hypothetical protein
V1000526	Helicase IV
V1852101	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
V1080828	hypothetical protein
V1607589	Signal transduction histidine-protein kinase ArlS
V1033129	Phosphoenolpyruvate-protein phosphotransferase
V1841403	hypothetical protein
V1380402	Adhesin YadA precursor
V1139691	preprotein translocase subunit SecY
V1851978	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1852140	Methionine--tRNA ligase
V1076773	Acyl carrier protein
V1177863	Malonyl CoA-acyl carrier protein transacylase
V1140341	Fructose-bisphosphate aldolase
V1001475	putative ABC transporter ATP-binding protein YxlF
V1079324	Lon protease 1
V1139904	Alcohol dehydrogenase 1
V1138614	Vegetative protein 209
V1076330	Helix-destabilizing protein
V1613031	hypothetical protein
V1463941	hypothetical protein
V1081266	CTP synthase
V1138297	Susd and RagB outer membrane lipoprotein
V1265557	Outer membrane protein alpha precursor
V1138844	Histidine--tRNA ligase
V1312248	Trigger factor
V1612021	Cell division protein SepF
V1852121	Thioredoxin reductase
V1000643	Ribonuclease R
V1046767	DNA polymerase I
V1013990	50S ribosomal protein L21
V1367500	Outer membrane porin F precursor
V1109182	50S ribosomal protein L13
V1001394	Telomeric repeat-binding factor 2
V1000037	Aminopeptidase E
V1071061	hypothetical protein
V1204223	repeat
V1082319	Neutral endopeptidase
V1400168	Cell division protein DivIVA
V1268476	CBS domain protein
V1154707	V-type sodium ATPase catalytic subunit A
V1500737	6-phosphofructokinase isozyme 1
V1357231	flagellar basal body-associated protein FliL
V1073924	50S ribosomal protein L17
V1083585	hypothetical protein
V1016291	pyridoxamine 5'-phosphate oxidase%2C FMN-binding family
V1083207	Glucose-1-phosphatase precursor
V1163596	Internalin-J precursor
V1000140	Proline--tRNA ligase
V1060343	F-type ATPase subunit delta
V1000533	CTP synthase
V1841419	Acetate kinase
V1042360	hypothetical protein
V1145030	hypothetical protein
V1000176	putative glutamine ABC transporter permease protein GlnM
V1085154	hypothetical protein
V1381895	Trehalose import ATP-binding protein SugC
V1008711	Pullulanase
V1367057	DNA-directed RNA polymerase subunit beta'
V1436021	Pullulanase
V1000142	Uridylate kinase
V1841430	TonB-linked outer membrane protein%2C SusC/RagA family
V1037878	putative enoyl-CoA hydratase echA8
V1000019	50S ribosomal protein L22
V1381908	Ribose-phosphate pyrophosphokinase
V1000166	ADP-ribose pyrophosphatase
V1000294	DNA primase
V1301126	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1082749	DNA gyrase subunit A
V1074885	30S ribosomal protein S6
V1265582	Elongation factor Tu
V1594229	6-phosphogluconate dehydrogenase%2C decarboxylating
V1607583	Intermediate filament protein
V1036980	Acetate CoA-transferase YdiF
V1000132	Single-stranded-DNA-specific exonuclease RecJ
V1268240	Pullulanase
V1073415	F-type ATPase subunit b
V1085846	hypothetical protein
V1500210	Proline--tRNA ligase
V1442272	Immunoglobulin G-binding protein G precursor
V1291933	lipid A biosynthesis lauroyl acyltransferase
V1074742	30S ribosomal protein S12
V1080858	preprotein translocase subunit SecA
V1138642	Phosphomannomutase/phosphoglucomutase
V1851977	Lipopolysaccharide export system ATP-binding protein LptB
V1522030	Beta-N-acetylhexosaminidase precursor
V1000300	Aspartate--tRNA ligase
V1000023	Ribose-phosphate pyrophosphokinase
V1017894	Outer membrane protein
V1249122	hypothetical protein
V1213480	Recombinase A
V1015868	50S ribosomal protein L1
V1018464	Vegetative protein 209
V1000081	Bifunctional oligoribonuclease and PAP phosphatase NrnA
V1522724	Aminopeptidase C
V1000117	Ribonuclease Z
V1014932	Oligopeptide-binding protein AppA precursor
V1399511	6-phosphofructokinase
V1073414	Lipid-binding protein
V1362340	Putative Ig domain protein
V1912441	Glucitol operon repressor
V1039101	Trigger factor
V1076036	Non-specific ribonucleoside hydrolase RihC
V1525460	hypothetical protein
V1113941	tape measure domain protein
V1851966	Internalin-J precursor
V1000834	DEAD-box ATP-dependent RNA helicase CshA
V1385524	hypothetical protein
V1498595	C-20 methyltransferase BchU
V1517484	50S ribosomal protein L6
V1000295	Glycine--tRNA ligase beta subunit
V1079145	NADH-quinone oxidoreductase subunit 4
V1159013	Cell division protein FtsZ
V1073210	hypothetical protein
V1836815	Galactose/methyl galactoside import ATP-binding protein MglA
V1139144	50S ribosomal protein L3
V1464388	DNA-directed RNA polymerase subunit beta
V1000001	30S ribosomal protein S9
V1042252	EIIAB-Man
V1000088	Deoxyadenosine kinase
V1385479	hypothetical protein
V1562682	Carbon starvation protein A
V1000169	Chromosome partition protein Smc
V1139033	Lysine--tRNA ligase
V1079294	3-oxoacyl-[acyl-carrier-protein] synthase 2
V1074548	50S ribosomal protein L14
V1082647	Lysine 6-dehydrogenase
V1440527	Adenylosuccinate lyase
V1080015	Transketolase
V1079169	DNA topoisomerase 1
V1430377	Lipid A export ATP-binding/permease protein MsbA
V1463920	AIPR protein
V1012925	Phosphate acetyltransferase
V1043301	30S ribosomal protein S12
V1138298	hypothetical protein
V1852094	Adenylosuccinate lyase
V1150301	hypothetical protein
V1000092	D-alanyl-lipoteichoic acid biosynthesis protein DltB
V1064607	Pullulanase
V1079230	Threonine--tRNA ligase
V1079328	Ribonuclease G
V1038287	Tyrosine recombinase XerC
V1012602	Acetate kinase
V1000827	putative tRNA-dihydrouridine synthase
V1072180	hypothetical protein
V1368681	DNA-directed RNA polymerase subunit alpha
V1074401	putative transcriptional regulatory proteinc
V1602989	hypothetical protein
V1033924	30S Ribosomal protein S1
V1080608	protease3
V1084062	Cytochrome d ubiquinol oxidase subunit 2
V1042470	hypothetical protein
V1157323	hypothetical protein
V1015866	hypothetical protein
V1102799	Oligopeptide-binding protein AmiA precursor
V1085033	Alkyl hydroperoxide reductase subunit F
V1155973	Carbon starvation protein A
V1073209	tape measure domain protein
V1138351	Adenylate kinase
V1010209	Isoleucine--tRNA ligase
V1412710	fibritin
V1836832	Elongation factor P
V1084373	Phosphoglycerate kinase
V1071065	Rod shape-determining protein MreB
V1074547	50S ribosomal protein L5
V1000159	putative peptidase
V1000203	phage head morphogenesis protein%2C SPP1 gp7 family
V1010605	Heat shock protein 70
V1083554	3-oxoacyl-[acyl-carrier-protein] synthase 2
V1174424	hypothetical protein
V1164544	DNA polymerase III subunit gamma/tau
V1080630	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
V1139162	Pyrimidine-nucleoside phosphorylase
V1392083	L-aspartate oxidase
V1139807	V-type sodium pump subunit B
V1000625	Helix-turn-helix domain protein
V1081379	Outer membrane protein Omp85
V1012852	DNA-directed RNA polymerase subunit alpha
V1180252	Glucan 1%2C4-alpha-maltotetraohydrolase precursor
V1083208	Phosphate-selective porin
V1291229	hypothetical protein
V1191783	Modification methylase HaeIII
V1103535	hypothetical protein
V1569324	hypothetical protein
V1075214	30S ribosomal protein S12
V1102145	Elongation factor Ts
V1107759	PTS system mannose-specific EIIC component
V1073413	F-ATPase subunit 6
V1273957	Putative metal chaperone YciC
V1138249	Phosphate-selective porin
V1043325	hypothetical protein
V1541161	Arginine transport system permease protein ArtQ
V1000476	Modulator of FtsH protease HflK
V1151091	Thiol-activated cytolysin
V1138250	hypothetical protein
V1138323	Retaining alpha-galactosidase precursor
V1154407	DNA-directed RNA polymerase subunit beta'
V1334686	hypothetical protein
V1000611	Beta-Ala-Xaa dipeptidase
V1140260	Haemagglutinin
V1431657	30S ribosomal protein S2
V1442456	50S ribosomal protein L15
V1852085	Magnesium-transporting ATPase%2C P-type 1
V1058170	hypothetical protein
V1075213	30S ribosomal protein S7
V1074475	NADH-quinone oxidoreductase subunit H
V1046752	Beta-N-acetylhexosaminidase precursor
V1074528	3-oxoacyl-[acyl-carrier-protein] synthase 3
V1013406	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
V1469304	Glutamyl-tRNA(Gln) amidotransferase subunit C
V1156648	F-ATPase gamma subunit%2C sodium ion specific
V1107502	Putative amidase domain protein
V1109371	50S ribosomal protein L4
V1046766	C protein alpha-antigen precursor
V1006814	Site-specific recombinase XerD
V1043514	50S ribosomal protein L10
V1851983	ATP-dependent DNA helicase PcrA
V1298017	Competence-specific nuclease
V1083359	Asparagine--tRNA ligase
V1364877	F-ATPase epsilon subunit
V1072282	NAD(P)H-quinone oxidoreductase subunit K 1 precursor
V1192632	hypothetical protein
V1082201	Pullulanase precursor
V1166828	hypothetical protein
V1200344	Negative regulator of genetic competence ClpC/MecB
V1037377	Rubrerythrin
V1081809	Glutamine synthetase
V1883810	hypothetical protein
V1541210	hypothetical protein
V1082262	Cytosol non-specific dipeptidase
V1000016	50S ribosomal protein L29
V1568540	hypothetical protein
V1006728	putative oxidoreductase
V1912438	hypothetical protein
V1358470	Formate acetyltransferase 1
V1000329	Peptide chain release factor 3
V1594601	DNA topoisomerase 1
V1081814	F-ATPase gamma subunit
V1841425	Enterobactin outer-membrane receptor
V1143298	hypothetical protein
V1000313	Xaa-Pro dipeptidyl-peptidase
V1076929	50S ribosomal protein L33 2
V1200366	30S ribosomal protein S1
V1334690	Phage-related protein
V1380944	Major phosphate-irrepressible acid phosphatase precursor
V1368148	hypothetical protein
V1158598	Translation initiation factor IF-3
V1072281	putative ABC transporter ATP-binding protein YheS
V1075594	DNA protecting protein DprA
V1851972	Peptidase T
V1530479	Purine nucleoside receptor A
V1152318	D-alanine--D-alanine ligase B
V1138261	Prolyl tripeptidyl peptidase precursor
V1036274	DivIVA domain protein
V1154408	DNA-directed RNA polymerase subunit beta
V1006819	Glutamine transport ATP-binding protein GlnQ
V1038507	SigL modulation protein
V1000623	Stage III sporulation protein E
V1073993	Glucosamine-6-phosphate deaminase 1
V1000574	Septation ring formation regulator EzrA
V1110458	50S ribosomal protein L5
V1139078	Oligopeptide-binding protein AppA precursor
V1083864	Major Facilitator Superfamily protein
V1500057	50S ribosomal protein L14
V1851995	Ribosomal RNA small subunit methyltransferase H
V1393914	phage portal protein%2C SPP1 family
V1000316	Penicillin-binding protein 2B
V1000500	DNA ligase
V1851964	hypothetical protein
V1000938	Cysteine--tRNA ligase
V1074062	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
V1000020	30S ribosomal protein S19
V1431274	hypothetical protein
V1150300	hypothetical protein
V1138309	Elongation factor 4
V1141925	30S ribosomal protein S8
V1000152	hypothetical protein
V1449437	phage major capsid protein%2C HK97 family
V1440590	50S ribosomal protein L2
V1058821	Holliday junction ATP-dependent DNA helicase RuvB
V1138974	Heat shock protein 70
V1542216	hypothetical protein
V1080012	Pyruvate kinase
V1154952	hypothetical protein
V1400588	Low-affinity inorganic phosphate transporter 1
V1000631	Peptide chain release factor 2
V1138617	Quinolinate synthase A
V1841310	TonB-linked outer membrane protein%2C SusC/RagA family
V1085680	Aminopeptidase C
V1481434	G3P acyltransferase
V1103366	hypothetical protein
V1138549	Beta-galactosidase
V1249468	30S ribosomal protein S16
V1418931	putative secreted protein
V1499093	co-chaperonin GroES
V1085016	hypothetical protein
V1464524	Triosephosphate isomerase
V1000106	Formate--tetrahydrofolate ligase 1
V1084672	hypothetical protein
V1139151	DNA polymerase III subunit alpha
V1015865	Preprotein translocase subunit SecE
V1000565	UDP-N-acetylmuramoylalanine--D-glutamate ligase
V1034630	DNA protection during starvation protein
V1016290	Leucine--tRNA ligase
V1159199	hypothetical protein
V1000331	ribonuclease BN/unknown domain fusion protein
V1083335	Thiol-activated cytolysin
V1152185	putative dihydroxyacetone kinase regulator
V1852132	Nicotinate-nucleotide adenylyltransferase
V1504153	hypothetical protein
V1329205	putative zinc transport system zinc-binding lipoprotein AdcA precursor
V1401722	Outer membrane porin F precursor
V1081500	L-fucose permease
V1075074	hypothetical protein
V1113938	hypothetical protein
V1152196	Phosphoglycerate kinase
V1073590	Elongation factor P
V1070068	preprotein translocase subunit SecA
V1585494	hypothetical protein
V1502554	50S ribosomal protein L9
V1150333	phage tail tape measure protein%2C TP901 family%2C core region
V1000632	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
V1491946	Rod shape-determining protein MreB
V1408361	fibritin
V1607579	hypothetical protein
V1000569	Rod shape-determining protein MreC
V1291747	Fumarate hydratase class I%2C aerobic
V1085416	hypothetical protein
V1151989	hypothetical protein
V1073807	3-oxoacyl-[acyl-carrier-protein] synthase 2
V1000536	putative chromosome-partitioning protein ParB
V1072586	Thermophilic serine proteinase precursor
V1152092	3-oxoacyl-[acyl-carrier-protein] synthase 2
V1522831	hypothetical protein
V1576731	30S ribosomal protein S8
V1141022	DNA-directed RNA polymerase subunit alpha
V1435073	hypothetical protein
V1237196	Phage gp6-like head-tail connector protein
V1085814	cell division protein FtsN
V1012820	(R)-2-hydroxyglutaryl-CoA dehydratase subunit alpha
V1400436	Aminopeptidase N
V1090535	DNA protection during starvation protein
V1080143	hypothetical protein
V1010822	Colicin I receptor precursor
V1000296	Recombination protein O
V1334684	hypothetical protein
V1431950	elongation factor Ts
V1000141	Phosphatidate cytidylyltransferase
V1075094	Translation initiation factor IF-3
V1081232	Formate acetyltransferase 1
V1082181	succinate dehydrogenase (or fumarate reductase) cytochrome b subunit%2C b558 family
V1000836	50S ribosomal protein L31 type B
V1151036	Pur operon repressor
V1033503	Type-1 restriction enzyme R protein
V1598238	Peptide chain release factor 1
V1074546	30S ribosomal protein S14
V1074141	Oxa1Ec
V1485407	Multiple sugar-binding protein precursor
V1395075	hypothetical protein
V1080455	DNA-binding protein HU-beta
V1553617	hypothetical protein
V1820402	Collagen triple helix repeat (20 copies)
V1081088	Phosphate acetyltransferase
V1000069	Sensor histidine kinase YycG
V1072280	HSP-70 cofactor
