gene	geneProduct
V1032563	phosphoenolpyruvate carboxykinase
V1684077	Cell division protein FtsA
V1033213	Farnesyl diphosphate synthase
V1033168	UTP--glucose-1-phosphate uridylyltransferase
V1032349	Uracil phosphoribosyltransferase
V1032468	Ribosome-binding ATPase YchF
V1032371	Putative penicillin-binding protein PbpX
V1032699	Aminopeptidase E
V1684156	Lysine--tRNA ligase
V1032813	50S ribosomal protein L22
V1033200	Asparagine--tRNA ligase
V1047113	Serine/threonine-protein kinase PrkC
V1032406	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
V1796922	ATP-dependent protease ATPase subunit ClpY
V1032615	Phosphate transport system permease protein PstC
V1032978	50S ribosomal protein L27
V1806600	Surface layer protein
V1033033	Aspartate--tRNA ligase
V1033383	Bacteriocin class II with double-glycine leader peptide
V1206514	Ribose-phosphate pyrophosphokinase
V1033682	putative L-ascorbate-6-phosphate lactonase UlaG
V1032381	Phosphoenolpyruvate carboxylase
V1032407	Bifunctional protein GlmU
V1755585	DNA gyrase subunit B
V1806647	DNA primase
V1032812	30S ribosomal protein S19
V1032903	Chromosome partition protein Smc
V1032434	Phenylalanine--tRNA ligase beta subunit
V1032614	Phosphate-binding protein PstS 1 precursor
V1032476	putative FAD-linked oxidoreductase
V1552781	DNA polymerase III PolC-type
V1796890	hypothetical protein
V1033542	Endoribonuclease YbeY
V1033217	Elongation factor P
V1388962	DNA topoisomerase 4 subunit A
V1047070	Penicillin-binding protein 2B
V1033347	Phosphoglycerol transferase%2C alkaline phosphatase superfamily
V1338889	Tyrosine phosphorylated protein A
V1684092	Ribosomal RNA small subunit methyltransferase B
V1755566	PPOX class probable F420-dependent enzyme%2C family
V1032211	D-aspartate ligase
V1886306	ATP-dependent Clp protease ATP-binding subunit ClpC
V1755579	Ribonuclease R
V1032299	DNA ligase
V1047061	Threonine--tRNA ligase
V1885167	Lichenan-specific phosphotransferase enzyme IIB component
V1032997	DNA topoisomerase 1
V1032558	Phosphoglucosamine mutase
V1032410	CTP synthase
V1033416	Guanylate kinase
V1807973	Acyl-ACP thioesterase
V1684181	hypothetical protein
V1032316	Putative Holliday junction resolvase
V1032330	putative tRNA sulfurtransferase
V1047152	Asparagine synthetase [glutamine-hydrolyzing] 1
V1034186	Recombination protein N
V1032728	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
V1891385	50S ribosomal protein L29
V1101441	Multidrug-efflux transporter 3
V1033427	PTS system mannose-specific EIIC component
V1032571	Fumarate reductase flavoprotein subunit precursor
V1819389	pyridoxamine kinase
V1806578	Cell division protein FtsZ
V1216924	Ribonucleoside-diphosphate reductase 2 subunit beta
V1033135	Zinc import ATP-binding protein ZnuC
V1032752	Uridylate kinase
V1693896	50S ribosomal protein L3
V1796838	Fumarate hydratase class II
V1204779	Stage 0 sporulation protein KD
V1033101	Bifunctional protein pyrR
V1033325	putative cell division protein YtgP
V1047301	Gram positive anchor
V1033514	50S ribosomal protein L1
V1033215	Exodeoxyribonuclease 7 large subunit
V1885137	Aminopeptidase C
V1203404	Phenylalanine--tRNA ligase alpha subunit
V1032880	DNA gyrase subunit A
V1101424	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
V1033136	putative zinc transport system permease protein AdcB
V1032753	Ribosome-releasing factor
V1032300	Protein involved in sex pheromone biosynthesis
V1034200	ABC transporter ATP-binding protein YtrE
V1032373	D-alanine--poly(phosphoribitol) ligase subunit 2
V1033030	Bifunctional (p)ppGpp synthase/hydrolase RelA
V1101399	Inosine-5'-monophosphate dehydrogenase
V1032228	D-alanine--D-alanine ligase A
V1034244	Ribonuclease J 1
V1032601	PTS system maltose-specific EIICB component
V1033202	hypothetical protein
V1033674	gram-positive signal peptide%2C YSIRK family
V1338876	NADH peroxidase
V1032801	Ribonuclease P protein component
V1101372	Stage 0 sporulation protein KE
V1032941	Exo-glucosaminidase LytG precursor
V1032767	Magnesium-transporting ATPase%2C P-type 1
V1033138	Rod shape-determining protein MreC
V1033172	DNA-binding protein HU
V1033032	Histidine--tRNA ligase
V1796834	ATP-dependent DNA helicase PcrA
V1033050	[Citrate [pro-3S]-lyase] ligase
V1033340	ATP-dependent DNA helicase RecG
V1033120	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
V1033392	putative cysteine desulfurase
V1032337	Rod shape-determining protein RodA
V1033090	30S ribosomal protein S9
V1033212	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
V1047159	Aldehyde-alcohol dehydrogenase
V1692640	Enolase
V1033258	Spo0B-associated GTP-binding protein
V1880007	Surface layer protein
V1034247	Ornithine decarboxylase%2C inducible
V1884691	Surface layer protein
V1883379	Major Facilitator Superfamily protein
V1033413	Adenylosuccinate synthetase
V1033156	putative membrane protein
V1047177	Maltose phosphorylase
V1033321	Surface layer protein
V1034206	FeS cluster assembly protein SufB
V1883114	SigL modulation protein
V1819373	Aldehyde-alcohol dehydrogenase
V1032395	Zonula occludens toxin
V1032679	Transcription-repair-coupling factor
V1806596	putative tRNA-dihydrouridine synthase
V1163759	Purine nucleoside receptor A
V1047210	putative manganese-dependent inorganic pyrophosphatase
V1162957	Surface layer protein
V1033384	hypothetical protein
V1101548	acetoin dehydrogenase E2 subunit dihydrolipoyllysine-residue acetyltransferase
V1033376	DNA protection during starvation protein
V1755580	L-2-hydroxyisocaproate dehydrogenase
V1150387	Signal transduction histidine-protein kinase ArlS
V1032626	Acetate kinase
V1032804	6-phosphogluconate dehydrogenase%2C NADP(+)-dependent%2C decarboxylating
V1423402	Pyruvate kinase
V1033099	Dihydroorotase
V1047240	Ascorbate-specific PTS system EIIC component
V1032292	Nicotinate phosphoribosyltransferase pncB2
V1034221	Phosphoglucomutase
V1047236	ATP-dependent Clp protease ATP-binding subunit ClpE
V1032816	50S ribosomal protein L29
V1033324	Leucine--tRNA ligase
V1032402	preprotein translocase subunit SecA
V1047198	Carbamoyl-phosphate synthase large chain
V1796915	Pullulanase
V1033497	Methionyl-tRNA formyltransferase
V1806588	Thermostable monoacylglycerol lipase
V1819360	gram-positive signal peptide%2C YSIRK family
V1034187	Primosomal protein N'
V1764180	hypothetical protein
V1033669	Dipeptidase A
V1033650	hypothetical protein
V1034178	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
V1032642	Phosphatidate cytidylyltransferase
V1033490	50S ribosomal protein L19
V1033848	Adenine phosphoribosyltransferase
V1462044	Elongation factor Tu
V1806654	23S rRNA (uracil-C(5))-methyltransferase RlmCD
V1033139	Rod shape-determining protein MreB
V1033541	glutamyl-tRNA(Gln) amidotransferase subunit E
V1885045	Transposase IS116/IS110/IS902 family protein
V1033722	putative peptidase
V1032996	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
V1338897	Bacitracin export ATP-binding protein BceA
V1204586	Cell division protein FtsZ
V1883305	hypothetical protein
V1033565	RNA polymerase sigma factor RpoD
V1684079	cell division protein MraZ
V1033728	hypothetical protein
V1033393	NifU-like protein
V1819405	Dipeptidase A
V1032351	Serine--tRNA ligase
V1033004	Adapter protein MecA
V1034284	Ribonuclease Z
V1033278	ADP-ribose pyrophosphatase
V1033095	hypothetical protein
V1163598	Glucose-6-phosphate isomerase
V1033697	hypothetical protein
V1033348	G3P acyltransferase
V1032910	Replication initiation and membrane attachment protein
V1764178	preprotein translocase subunit SecY
V1033188	Glucosamine kinase GspK
V1882399	SagB-type dehydrogenase domain protein
V1033036	Putative ribosome biogenesis GTPase RsgA
V1755545	GTPase Era
V1032633	Maltose transport system permease protein MalG
V1101430	Bacterial Ig-like domain (group 3)
V1033414	Adenylosuccinate lyase
V1883370	Pullulanase
V1033201	hypothetical protein
V1034232	C protein alpha-antigen precursor
V1163714	D-alanyl-lipoteichoic acid biosynthesis protein DltD
V1204801	Surface layer protein
V1101199	transposase%2C IS605 OrfB family
V1684120	Foldase protein PrsA precursor
V1032919	Xaa-Pro dipeptidase
V1032731	Serine hydroxymethyltransferase
V1032525	Ribosomal RNA small subunit methyltransferase I
V1033391	putative ABC transporter ATP-binding protein
V1001513	hypothetical protein
V1032217	Phosphate-import permease protein PhnE
V1034299	Putative acetyltransferase YjbC
V1032940	AtlE
V1033501	30S ribosomal protein S20
V1033268	D-inositol 3-phosphate glycosyltransferase
V1034207	Phosphate acyltransferase
V1891344	hypothetical protein
V1033157	Putative peptidoglycan binding domain protein
V1819365	ATP-dependent protease subunit HslV
V1199427	Transposase DDE domain protein
V1032412	Dipeptidase A
V1033745	Serine/threonine exchanger SteT
V1046988	Chaperone protein DnaJ
V1032954	Aryl-phospho-beta-D-glucosidase BglH
V1032523	DNA polymerase III subunit gamma/tau
V1033012	hypothetical protein
V1032845	Xaa-Pro dipeptidyl-peptidase
V1033170	3-hydroxy-3-methylglutaryl-coenzyme A reductase
V1047005	ATP-dependent helicase/nuclease subunit A
V1032989	Proline iminopeptidase
V1033009	Alpha-xylosidase
V1143301	FeS cluster assembly protein SufB
V1033253	tRNA-specific 2-thiouridylase MnmA
V1032881	DNA replication and repair protein RecF
V1032747	Neutral endopeptidase
V1884791	Peptidase T
V1032779	Penicillin-binding protein F
V1032665	Helicase IV
V1143193	Elongation factor 4
V1886365	t(6)A37 threonylcarbamoyladenosine biosynthesis protein RimN
V1882173	putative oxidoreductase
V1033020	Peptide chain release factor 3
V1101383	Membrane-bound protein LytR
V1032782	hypothetical protein
V1046992	Lipid-binding protein
V1032517	DNA polymerase III subunit gamma/tau
V1033158	YGGT family protein
V1033623	RNA pyrophosphohydrolase
V1202459	hypothetical protein
V1828827	30S ribosomal protein S20
V1033124	FmtA-like protein
V1033267	GDP-mannose-dependent alpha-(1-2)-phosphatidylinositol mannosyltransferase
V1033588	Glycine--tRNA ligase alpha subunit
V1034181	Pur operon repressor
V1033035	50S ribosomal protein L20
V1338861	Bifunctional oligoribonuclease and PAP phosphatase NrnA
V1806651	putative endopeptidase Spr precursor
V1032745	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
V1034199	Dihydroorotate dehydrogenase B (NAD(+))%2C catalytic subunit
V1033025	23S rRNA (uracil-C(5))-methyltransferase RlmCD
V1552715	hypothetical protein
V1880033	Lactate 2-monooxygenase
V1887262	S-adenosylmethionine synthase
V1033052	Citrate lyase subunit beta
V1819364	DegV domain-containing protein
V1033349	Membrane-bound protein LytR
V1032227	hypothetical protein
V1032957	Aryl-phospho-beta-D-glucosidase BglH
V1046998	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
V1891308	glutathione ABC transporter permease GsiC
V1034281	Inner membrane transporter YjeM
V1883128	hypothetical protein
V1047211	N-formylmethionyl-tRNA deformylase
V1033494	Bacitracin export permease protein BceB
V1150431	Type-1 restriction enzyme R protein
V1032313	preprotein translocase subunit YajC
V1032393	Putative zinc protease AlbF
V1101200	tetratricopeptide repeat protein
V1033127	Replicative DNA helicase
V1033499	Arginine--tRNA ligase
V1032391	Stage III sporulation protein E
V1033361	putative DEAD-box ATP-dependent RNA helicase
V1806589	YbbR-like protein
V1796921	AMP nucleosidase
V1033069	Cysteine--tRNA ligase
V1424383	Glutamyl-tRNA(Gln) amidotransferase subunit C
V1032595	potassium transport protein Kup
V1163288	Gas vesicle protein
V1552699	Surface layer protein
V1032955	PTS system oligo-beta-mannoside-specific EIIC component
V1883371	Glv operon regulatory protein
V1552755	Lipoteichoic acid synthase 1
V1032318	MutS2 protein
V1033444	hypothetical protein
V1424934	DNA-directed RNA polymerase subunit alpha
V1047268	Cystathionine beta-lyase family protein involved in aluminum resistance
V1033624	polynucleotide kinase
V1336048	putative amino acid permease YhdG
V1032405	Prolipoprotein diacylglyceryl transferase
V1033399	hypothetical protein
V1796884	RNAP delta factor
V1032640	hypothetical protein
V1033155	Putative penicillin-binding protein PbpX
V1032216	Phosphate-import permease protein PhnE
V1806595	Ascorbate-specific phosphotransferase enzyme IIA component
V1032331	Cysteine desulfurase
V1033707	N-acetylneuraminate lyase
V1208364	gram-positive signal peptide%2C YSIRK family
V1891294	hypothetical protein
V1608693	Aspartate-semialdehyde dehydrogenase
V1796880	putative hydrolase
V1033132	Penicillin-binding protein B
V1033130	UDP-N-acetylmuramoylalanine--D-glutamate ligase
V1887317	hypothetical protein
V1032649	Transcriptional regulatory protein YycF
V1033511	cyclic 3'%2C5'-adenosine monophosphate phosphodiesterase
V1143422	Transposase%2C IS30 family
V1032882	DNA polymerase III subunit beta
V1424786	putative transcriptional regulatory protein
V1446944	hypothetical protein
V1032524	Initiation-control protein YabA
V1047058	hypothetical protein
V1033100	Aspartate carbamoyltransferase
V1796839	Citrate lyase alpha chain
V1032652	Serine protease Do-like HtrA
V1101380	putative membrane protein
V1032361	Inner membrane ABC transporter permease protein YcjP
V1890912	Dipeptidase A
V1101427	Glutamine transport ATP-binding protein GlnQ
V1163626	DNA gyrase subunit A
V1032555	UDP-N-acetylenolpyruvoylglucosamine reductase
V1034216	hypothetical protein
V1448274	C protein alpha-antigen precursor
V1033695	putative hydrophobic domain protein
V1796864	Trehalose import ATP-binding protein SugC
V1033581	Deoxyguanosine kinase
V1032729	Glucan 1%2C6-alpha-glucosidase
V1032995	Tyrosine recombinase XerC
V1882165	hypothetical protein
V1033606	AMP nucleosidase
V1047196	DegV domain-containing protein
V1883278	Fluoroquinolones export ATP-binding proteinc/MT2762
V1424924	Vegetative protein 19
V1034371	hypothetical protein
V1796925	Xylulose kinase
V1101425	bacteriocin biosynthesis docking scaffold%2C SagD family
V1032519	Recombination protein RecR
V1796881	Aminopeptidase E
V1032459	FMN reductase
V1032831	autolysin
V1796841	Ribokinase
V1032562	hypothetical protein
V1552798	Sigma-A
V1032557	DNA integrity scanning protein DisA
V1034224	Peptide chain release factor 1
V1828860	MucBP domain protein
V1032472	Sensor histidine kinase YycG
V1032421	hypothetical protein
V1033021	Magnesium and cobalt efflux protein CorC
V1032394	3-oxoacyl-[acyl-carrier-protein] reductase FabG
V1872748	ABC transporter ATP-binding protein YtrB
V1032830	Cytidylate kinase
V1101442	FmtA-like protein
V1033685	hypothetical protein
V1032521	Thymidylate kinase
V1033496	Putative protein phosphatase 2C-type
V1032698	Tyrosine--tRNA ligase 1
V1032312	Holliday junction ATP-dependent DNA helicase RuvB
V1047112	Recombination protein N
V1033692	Release factor glutamine methyltransferase
V1033757	Glutamate--tRNA ligase
V1032469	hypothetical protein
V1033687	HTH-type transcriptional activator CmpR
V1101438	N-acetylgalactosamine-N%2CN'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
V1047006	tRNA (adenine(22)-N(1))-methyltransferase
V1033493	hypothetical protein
V1033612	Magnesium and cobalt efflux protein CorC
V1101426	ABC-2 type transporter
V1163933	hypothetical protein
V1796840	hypothetical protein
V1032909	Primosomal protein DnaI
V1872750	Transposase
V1033256	Exodeoxyribonuclease V alpha chain
V1033568	Phosphate import ATP-binding protein PstB 3
V1032462	Thiamine biosynthesis lipoprotein ApbE precursor
V1047293	Transposase DDE domain protein
V1033250	hypothetical protein
V1032404	HPr kinase/phosphorylase
V1162954	Trigger factor
V1032310	DNA mismatch repair protein MutS
V1033330	Formate--tetrahydrofolate ligase 1
V1032575	Thymidylate synthase
V1684119	Transposase
V1806574	Divalent metal cation transporter MntH
V1033595	Penicillin-binding protein 1A
V1000378	50S ribosomal protein L3
V1162941	Phosphoglycerol transferase%2C alkaline phosphatase superfamily
V1032923	putative hydrolase YutF
V1033028	Ribosomal protein L11 methyltransferase
V1338879	UMP phosphatase
V1032635	Riboflavin biosynthesis protein RibF
V1032674	Signal transduction histidine-protein kinase BaeS
V1034230	L-lactate dehydrogenase
V1101440	Membrane-bound protein LytR
V1806432	gram-positive signal peptide%2C YSIRK family
V1101375	Signal recognition particle receptor FtsY
V1032465	Nucleoid occlusion protein
V1032746	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
V1033633	hypothetical protein
V1032922	Trifunctional nucleotide phosphoesterase protein YfkN precursor
V1885173	2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase precursor
V1796918	Putative N-acetyl-LL-diaminopimelate aminotransferase
V1884865	hypothetical protein
V1033463	Cystathionine beta-lyase family protein involved in aluminum resistance
V1808084	hypothetical protein
V1162595	putative cation-transporting ATPase F
V1032682	CBS domain protein
V1101401	putative membrane protein
V1684075	Putative penicillin-binding protein PbpX
V1162596	Bacterial regulatory proteins%2C tetR family
V1033078	DNA polymerase III subunit alpha
V1150392	Alpha-xylosidase
V1032883	Cell division protein FtsW
V1032602	hypothetical protein
V1033084	Phosphoserine phosphatase 1
V1032293	NH(3)-dependent NAD(+) synthetase
V1149114	Spermidine/putrescine import ATP-binding protein PotA
V1764175	Vegetative protein 19
V1033159	photosystem II S4 domain protein
V1033678	metal-binding protein
V1033055	Arabinose import ATP-binding protein AraG
V1033167	ribonuclease BN/unknown domain fusion protein
V1033128	hypothetical protein
V1034192	hypothetical protein
V1033533	HIT-like protein
V1032226	YibE/F-like protein
V1424385	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
V1033372	hypothetical protein
V1764225	50S ribosomal protein L7/L12
V1033484	Na(+)/glucose symporter
V1503161	Rib/alpha/Esp surface antigen repeat
V1032838	Surface layer protein
V1101420	Putative membrane protein YdgH
V1033184	putative protein containing a divergent version of the methyl-accepting chemotaxis-like domain protein
V1819407	FOG: Transposase
V1046974	Single-stranded-DNA-specific exonuclease RecJ
V1033515	Phosphate-binding protein PstS 1 precursor
V1033703	hypothetical protein
V1033259	hypothetical protein
V1032990	Lipid A export ATP-binding/permease protein MsbA
V1887289	ASCH domain protein
V1389191	Ribosomal RNA large subunit methyltransferase L
V1883274	Acetate kinase
V1032627	Oligo-1%2C6-glucosidase
V1806610	H(+)/Cl(-) exchange transporter ClcA
V1162988	Transposase%2C IS30 family
V1891194	Energy-coupling factor transporter ATP-binding protein EcfA1
V1886924	Zinc-transporting ATPase
V1047076	hypothetical protein
V1033342	hypothetical protein
V1034271	Multidrug-efflux transporter 3
V1101403	Putative aminopeptidase YsdC
V1806650	putative sugar transferase EpsL
V1033013	Accessory gene regulator protein A
V1796843	Xylulose-5-phosphate phosphoketolase
V1033117	Xylulose-5-phosphate phosphoketolase
V1047158	D-serine/D-alanine/glycine transporter
V1032314	DEAD-box ATP-dependent RNA helicase CshB
V1046999	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
V1032603	EIICBA-Glc
V1366239	Single-stranded-DNA-specific exonuclease RecJ
V1033622	hypothetical protein
V1033471	Glucitol operon repressor
V1032930	putative secreted protein
V1034183	putative nicotinate-nucleotide adenylyltransferase
V1032914	DNA polymerase I
V1032593	Serine/threonine exchanger SteT
V1033045	6-phospho-alpha-glucosidase 1
V1033163	UDP-glucose 4-epimerase
V1796917	Bacillibactin transport regulator
V1684170	Chromosomal replication initiator protein DnaA
V1033763	Flavodoxin
V1033053	Glucosamine-6-phosphate deaminase
V1047068	Phenylalanine--tRNA ligase beta subunit
V1034218	Dipeptidase
V1034301	putative oxidoreductase/MSMEI_2347
V1032332	Septation ring formation regulator EzrA
V1163687	hypothetical protein
V1033314	UDP-N-acetylmuramate--L-alanine ligase
V1033425	hypothetical protein
V1032360	putative metal-dependent RNase%2C consists of a metallo-beta-lactamase domain and an RNA-binding KH domain
V1808158	Transposase%2C IS30 family
V1423860	Phosphocarrier protein HPr
V1032322	Glutamate racemase
V1032474	Aspartate racemase
V1033075	Sporulation initiation inhibitor protein soj
V1033400	hypothetical protein
V1101384	Oligoendopeptidase F%2C plasmid
V1204768	DNA mismatch repair protein MutL
V1034345	hypothetical protein
V1033569	Phosphate import ATP-binding protein PstB 3
V1032206	Neutral endopeptidase
V1034324	Beta-Ala-Xaa dipeptidase
V1047199	hypothetical protein
V1032803	Glucose-inhibited division protein A
V1032466	putative chromosome-partitioning protein ParB
V1032683	transposase%2C IS605 OrfB family
V1163762	Glucose-6-phosphate 1-dehydrogenase
V1884554	Tryptophan--tRNA ligase 2
V1047286	hypothetical protein
V1032703	Stage 0 sporulation protein KE
V1032231	Arginine transport system permease protein ArtQ
V1101410	3-hydroxy-3-methylglutaryl-coenzyme A reductase
V1047157	Putative multidrug export ATP-binding/permease protein
V1033642	OsmC-like protein
V1032426	Membrane protein YidC 1
V1033472	Tagatose-6-phosphate kinase
V1033214	Exodeoxyribonuclease 7 small subunit
V1032719	polynucleotide kinase
V1819404	hypothetical protein
V1828851	RNAP delta factor
V1883238	PTS system EIIBC component
V1033146	CCA-adding enzyme
V1032419	putative nicotinate-nucleotide adenylyltransferase
V1033257	O-acetyltransferase OatA
V1032637	Ribosome-binding factor A
V1032232	Ribose-phosphate pyrophosphokinase
V1796845	Inner membrane transporter YcaM
V1033115	putative endopeptidase p60 precursor
V1032612	hypothetical protein
V1828795	L-lactate permease
V1163654	Methionine--tRNA ligase
V1032802	tRNA modification GTPase MnmE
V1032396	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
V1033781	Rhomboid protease GluP
V1796911	Guiding PBP1-shuttling protein
V1806652	hypothetical protein
V1552717	Exodeoxyribonuclease 7 large subunit
V1034266	Cysteine desulfurase
V1807953	Surface layer protein
V1032837	hypothetical protein
V1047055	PTS system glucitol/sorbitol-specific transporter subunit IIA
V1101444	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1032422	hypothetical protein
V1032724	Chaperone protein YajL
V1032769	Antibiotic biosynthesis monooxygenase
V1033332	Riboflavin biosynthesis protein RibBA
V1884715	MutS2 protein
V1446956	C protein alpha-antigen precursor
