gene	geneProduct
V1439186	50S ribosomal protein L19
V1170101	Chaperone protein ClpB 1
V1576738	methylmalonyl-CoA epimerase
V1000009	50S ribosomal protein L15
V1000601	Alanine--tRNA ligase
V1203300	dihydroxyacetone kinase
V1143274	gram-positive signal peptide%2C YSIRK family
V1043350	Stage 0 sporulation protein KD
V1339558	Phosphotransferase system%2C galactitol-specific IIB component
V1381763	Glucosamine kinase GspK
V1108481	addiction module antitoxin%2C RelB/DinJ family
V1145548	30S ribosomal protein S1
V1015867	50S ribosomal protein L11
V1013684	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1000892	Phosphoglucosamine mutase
V1440338	Outer membrane protein alpha precursor
V1000625	Helix-turn-helix domain protein
V1145082	Beta/alpha-amylase precursor
V1064607	Pullulanase
V1499649	2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase
V1102240	Chaperone protein DnaJ
V1000142	Uridylate kinase
V1609073	Triosephosphate isomerase
V1037878	putative enoyl-CoA hydratase echA8
V1000037	Aminopeptidase E
V1039802	Benzylsuccinate synthase alpha subunit
V1000176	putative glutamine ABC transporter permease protein GlnM
V1006728	putative oxidoreductase
V1266145	S-adenosylmethionine synthase
V1198583	CRISPR-associated endonuclease Cas9 2
V1001475	putative ABC transporter ATP-binding protein YxlF
V1380402	Adhesin YadA precursor
V1552713	Phosphoglucosamine mutase
V1549573	co-chaperonin GroES
V1017894	Outer membrane protein
V1391823	Haemagglutinin
V1068939	1%2C4-alpha-glucan branching enzyme GlgB
V1011016	ATP synthase subunit beta
V1038290	FeoA domain protein
V1496913	hypothetical protein
V1886961	Serine/threonine-protein kinase PrkC
V1191213	type 2 lantibiotic biosynthesis protein LanM
V1000093	Putative penicillin-binding protein PbpX
V1607589	Signal transduction histidine-protein kinase ArlS
V1301126	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1836815	Galactose/methyl galactoside import ATP-binding protein MglA
V1000140	Proline--tRNA ligase
V1000827	putative tRNA-dihydrouridine synthase
V1465413	Stage III sporulation protein E
V1000632	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
V1018464	Vegetative protein 209
V1000020	30S ribosomal protein S19
V1000010	50S ribosomal protein L30
V1012051	HTH-type transcriptional repressor YvoA
V1010368	putative membrane protein
V1015868	50S ribosomal protein L1
V1081232	Formate acetyltransferase 1
V1038361	Elongation factor Tu
V1608734	ATP-dependent Clp protease ATP-binding subunit ClpE
V1034832	Ribonuclease J 2
V1074742	30S ribosomal protein S12
V1381895	Trehalose import ATP-binding protein SugC
V1000044	Asparagine synthetase [glutamine-hydrolyzing] 1
V1364027	maltose ABC transporter periplasmic protein
V1380652	50S ribosomal protein L15
V1000828	ATP-dependent zinc metalloprotease FtsH
V1010603	Heat-inducible transcription repressor HrcA
V1012054	PTS system N-acetylgalactosamine-specific EIIC component 1
V1015704	Formate acetyltransferase 1
V1607575	DNA polymerase III PolC-type
V1580875	Lactose phosphotransferase system repressor
V1594229	6-phosphogluconate dehydrogenase%2C decarboxylating
V1912438	hypothetical protein
V1006819	Glutamine transport ATP-binding protein GlnQ
V1356068	Ribonuclease J 1
V1038252	F-ATPase gamma subunit
V1462019	Putative L%2CD-transpeptidase YciB precursor
V1000623	Stage III sporulation protein E
V1469304	Glutamyl-tRNA(Gln) amidotransferase subunit C
V1875176	2-hydroxyglutaryl-CoA dehydratase component A
V1039101	Trigger factor
V1000558	Putative protein phosphatase 2C-type
V1000015	hypothetical protein
V1000086	Purine nucleoside receptor A
V1039764	hypothetical protein
V1485199	Histidine kinase-%2C DNA gyrase B-%2C and HSP90-like ATPase
V1035132	hypothetical protein
V1000533	CTP synthase
V1268240	Pullulanase
V1000504	Nicotinate phosphoribosyltransferase pncB2
V1011009	Putative F0F1-ATPase subunit (ATPase_gene1)
V1000307	Glutamine synthetase
V1464388	DNA-directed RNA polymerase subunit beta
V1036115	HSP-70 cofactor
V1037768	Pyruvate formate-lyase 1-activating enzyme
V1000023	Ribose-phosphate pyrophosphokinase
V1034630	DNA protection during starvation protein
V1036274	DivIVA domain protein
V1036191	Alkyl hydroperoxide reductase subunit C
V1015866	hypothetical protein
V1500439	Elongation factor Tu
V1412710	fibritin
V1138289	Heat shock protein J
V1541210	hypothetical protein
V1834832	transcriptional regulator ICP4
V1000502	Inosine-5'-monophosphate dehydrogenase
V1164544	DNA polymerase III subunit gamma/tau
V1066332	HSP-70 cofactor
V1013406	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
V1008711	Pullulanase
V1577351	hypothetical protein
V1574093	hypothetical protein
V1000318	Phenylalanine--tRNA ligase beta subunit
V1364807	Alkyl hydroperoxide reductase subunit C
V1200344	Negative regulator of genetic competence ClpC/MecB
V1213480	Recombinase A
V1503145	Uracil phosphoribosyltransferase
V1912441	Glucitol operon repressor
V1400168	Cell division protein DivIVA
V1399511	6-phosphofructokinase
V1037173	hypothetical protein
V1200366	30S ribosomal protein S1
V1392006	50S ribosomal protein L19
V1291229	hypothetical protein
V1339795	pheromone autoinducer 2 transporter
V1594437	Dihydroorotate dehydrogenase B (NAD(+))%2C catalytic subunit
V1000465	Galactose-6-phosphate isomerase subunit LacB
V1564264	Heat shock protein 70
V1265582	Elongation factor Tu
V1000081	Bifunctional oligoribonuclease and PAP phosphatase NrnA
V1337362	Fimbrial subunit type 1 precursor
V1000301	Bifunctional (p)ppGpp synthase/hydrolase RelA
V1036261	Inner membrane ABC transporter permease protein YcjP
V1337358	Thiol-activated cytolysin
V1000566	Phospho-N-acetylmuramoyl-pentapeptide-transferase
V1012782	Ribonuclease J 1
V1017440	Vegetative protein 296
V1485691	Elongation factor Tu
V1290863	gram-positive signal peptide%2C YSIRK family
V1382281	50S ribosomal protein L27
V1141833	hypothetical protein
V1000295	Glycine--tRNA ligase beta subunit
V1000643	Ribonuclease R
V1328345	hypothetical protein
V1000169	Chromosome partition protein Smc
V1033789	Glucose-specific phosphotransferase enzyme IIA component
V1070740	ATP-dependent Clp protease ATP-binding subunit ClpC
V1436021	Pullulanase
V1852053	Putative niacin/nicotinamide transporter NaiP
V1046767	DNA polymerase I
V1481442	Pullulanase
V1851981	hypothetical protein
V1017590	Aspartokinase
V1374569	DNA gyrase subunit B
V1464396	hypothetical protein
V1547364	hypothetical protein
V1013990	50S ribosomal protein L21
V1038287	Tyrosine recombinase XerC
V1076095	hypothetical protein
V1016890	hypothetical protein
V1240761	Colicin I receptor precursor
V1001477	hypothetical protein
V1102145	Elongation factor Ts
V1038507	SigL modulation protein
V1166828	hypothetical protein
V1000300	Aspartate--tRNA ligase
V1067810	NAD-specific glutamate dehydrogenase
V1076036	Non-specific ribonucleoside hydrolase RihC
V1079173	Translation initiation factor IF-2
V1000294	DNA primase
V1000593	Carbamoyl-phosphate synthase small chain
V1000836	50S ribosomal protein L31 type B
V1408361	fibritin
V1166804	Colicin I receptor precursor
V1010826	Translation initiation factor IF-3
V1000019	50S ribosomal protein L22
V1000834	DEAD-box ATP-dependent RNA helicase CshA
V1000141	Phosphatidate cytidylyltransferase
V1594655	Stage 0 sporulation protein KD
V1000139	DNA polymerase III PolC-type
V1852140	Methionine--tRNA ligase
V1273957	Putative metal chaperone YciC
V1012921	hypothetical protein
V1553523	Foldase protein PrsA precursor
V1431657	30S ribosomal protein S2
V1481434	G3P acyltransferase
V1012601	phosphoglycolate phosphatase
V1503164	Serine-rich repeat protein GspB
V1140902	Adhesin YadA precursor
V1000503	Calcium-transporting ATPase
V1159777	L-ribulose-5-phosphate 4-epimerase
V1000069	Sensor histidine kinase YycG
V1881721	co-chaperonin GroES
V1000022	hypothetical protein
V1000039	anaerobic ribonucleotide reductase-activating protein
V1037967	hypothetical protein
V1075033	Glyceraldehyde-3-phosphate dehydrogenase A
V1138246	Cell division inhibitor MinD
V1445200	hypothetical protein
V1590848	Ribosome biogenesis GTPase A
V1011952	hypothetical protein
V1037449	HaeIII restriction endonuclease
V1155143	DNA gyrase subunit A
V1000152	hypothetical protein
V1159013	Cell division protein FtsZ
V1000155	Farnesyl diphosphate synthase
V1615860	repeat
V1852132	Nicotinate-nucleotide adenylyltransferase
V1042360	hypothetical protein
V1404674	hypothetical protein
V1015609	Bifunctional protein BirA
V1000536	putative chromosome-partitioning protein ParB
V1266177	Nickel-binding periplasmic protein precursor
V1006022	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
V1151249	Fibrinogen-binding protein A
V1041179	Dipeptidase A
V1584186	hypothetical protein
V1158598	Translation initiation factor IF-3
V1820421	Iron hydrogenase 1
V1019923	Sporulation initiation inhibitor protein soj
V1330473	hypothetical protein
V1011014	ATP synthase subunit alpha
V1000317	Transcript cleavage factor GreA
V1204223	repeat
V1000088	Deoxyadenosine kinase
V1602989	hypothetical protein
V1010170	Cytosol non-specific dipeptidase
V1038293	DNA phosphorothioation system restriction enzyme
V1526141	Phenylalanine--tRNA ligase beta subunit
V1000092	D-alanyl-lipoteichoic acid biosynthesis protein DltB
V1000565	UDP-N-acetylmuramoylalanine--D-glutamate ligase
V1010371	Manganese-dependent inorganic pyrophosphatase
V1000605	MutS2 protein
V1036367	hypothetical protein
V1000574	Septation ring formation regulator EzrA
V1020418	Adenylosuccinate synthetase
V1469296	hypothetical protein
V1010633	Fimbrial subunit type 1 precursor
V1009496	Transcriptional regulator SlyA
V1042531	50S ribosomal protein L1
V1356188	Guanine deaminase
V1000329	Peptide chain release factor 3
V1037659	Divergent AAA domain protein
V1013092	Formate acetyltransferase
V1006628	Methionine aminopeptidase 1
V1000563	Guanylate kinase
V1888216	NADH oxidase
V1000166	ADP-ribose pyrophosphatase
V1016421	hypothetical protein
V1079798	TonB-linked outer membrane protein%2C SusC/RagA family
V1138247	Glycerophosphoryl diester phosphodiesterase precursor
V1806808	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
V1006627	Magnesium and cobalt efflux protein CorC
V1011015	F-ATPase gamma subunit
V1036795	putative transcriptional regulatory protein pdtaR
V1295139	PTS-dependent dihydroxyacetone kinase%2C dihydroxyacetone-binding subunit DhaK
V1000500	DNA ligase
V1011011	F-ATPase subunit 6
V1138248	Phosphate-selective porin
V1037518	50S ribosomal protein L7/L12
V1145663	Elongation factor G
V1000132	Single-stranded-DNA-specific exonuclease RecJ
V1000327	Replication initiation and membrane attachment protein
V1594712	RNA polymerase sigma factor RpoD
V1152427	Malate dehydrogenase
V1201514	Anaerobic ribonucleoside-triphosphate reductase
V1014274	Ribosomal large subunit pseudouridine synthase D
V1820483	putative cysteine desulfurase
V1445186	Proline--tRNA ligase
V1058821	Holliday junction ATP-dependent DNA helicase RuvB
V1075594	DNA protecting protein DprA
V1010897	5-methylthioadenosine/S-adenosylhomocysteine deaminase
V1014328	hypothetical protein
V1000056	transcriptional regulator BetI
V1238882	hypothetical protein
V1037682	putative chromosome-partitioning protein ParB
V1011950	hypothetical protein
V1598238	Peptide chain release factor 1
V1013797	Transcription-repair-coupling factor
V1138312	Periplasmic pH-dependent serine endoprotease DegQ precursor
V1151091	Thiol-activated cytolysin
V1010324	Nuclease SbcCD subunit C
V1000602	hypothetical protein
V1145034	hypothetical protein
V1852111	Lipoteichoic acid synthase 1
V1012852	DNA-directed RNA polymerase subunit alpha
V1151052	repeat
V1881346	Tryptophan synthase beta chain
V1875168	Acyl carrier protein
V1491762	N-acetylglucosamine-6-phosphate deacetylase
V1037422	F-type ATPase subunit b
V1355511	hypothetical protein
V1014182	Single-stranded-DNA-specific exonuclease RecJ
V1191179	Dark-response protein 21
V1016290	Leucine--tRNA ligase
V1000611	Beta-Ala-Xaa dipeptidase
V1000316	Penicillin-binding protein 2B
V1010209	Isoleucine--tRNA ligase
V1607579	hypothetical protein
V1044896	hypothetical protein
V1238024	Minicell-associated protein DivIVA
V1150958	DNA topoisomerase 4 subunit A
V1136952	Modification methylase DpnIIB
V1000118	O-acetyltransferase OatA
V1079897	Inner membrane protein YbhL
V1036418	hypothetical protein
V1000538	Nucleoid occlusion protein
V1000046	Putative universal stress protein
V1017849	Pyruvate formate-lyase 1-activating enzyme
V1491946	Rod shape-determining protein MreB
V1011960	L-fuculose phosphate aldolase
V1136951	Modification methylase MboII
V1014250	Phosphoenolpyruvate synthase
V1851958	Nucleoid-associated protein
V1011012	F-type ATPase subunit b
V1064199	Type III restriction enzyme%2C res subunit
V1067672	50S ribosomal protein L7/L12
V1000296	Recombination protein O
V1037423	ATP synthase subunit alpha
V1515580	Glycine reductase complex component B subunits alpha and beta
V1112929	AAA domain (dynein-related subfamily)
V1522724	Aminopeptidase C
V1268476	CBS domain protein
V1012055	EIIAB-Man
V1000048	hypothetical protein
V1852100	Thiamine pyrophosphokinase
V1000167	Cold shock-like protein CspG
V1000057	Ribose-phosphate pyrophosphokinase
V1104333	Proline iminopeptidase
V1485198	putative methyltransferase
V1033129	Phosphoenolpyruvate-protein phosphotransferase
V1367590	Elongation factor Ts
V1006029	UDP-N-acetylenolpyruvoylglucosamine reductase
V1469457	hypothetical protein
V1081021	Isoleucine--tRNA ligase
V1144615	Colicin I receptor precursor
V1000154	Recombination protein N
V1013977	putative selenium metabolism protein%2C YedE family
V1394807	Elongation factor Tu
V1036811	Aspartate 1-decarboxylase precursor
V1399575	Adhesin YadA precursor
V1499048	DNA-directed RNA polymerase subunit beta
V1150961	Adhesin YadA precursor
V1000304	Pullulanase
V1151039	Adhesin YadA precursor
V1485115	Adhesin YadA precursor
V1000106	Formate--tetrahydrofolate ligase 1
V1553617	hypothetical protein
V1328036	hypothetical protein
V1010322	Oxidative stress genes repressor
V1137033	hypothetical protein
V1010707	Regulatory protein PchR
V1381260	Adenylosuccinate synthetase
V1038532	hypothetical protein
V1139649	DNA-directed RNA polymerase subunit beta'
V1036829	hypothetical protein
V1081813	ATP synthase subunit alpha
V1044111	PTS system maltose-specific EIICB component
V1010901	Ribonuclease R
V1012697	PP2C-family Ser/Thr phosphatase
V1000332	Magnesium and cobalt efflux protein CorC
V1059249	Glycerol kinase
V1035129	putative tRNA sulfurtransferase
V1036826	Phosphoenolpyruvate carboxylase
V1000196	tape measure domain protein
V1015123	Glutamine--tRNA ligase
V1445419	Pyruvate kinase
V1000631	Peptide chain release factor 2
V1851983	ATP-dependent DNA helicase PcrA
V1006818	inner membrane transport permease
V1464182	Adhesin YadA precursor
V1077152	50S ribosomal protein L10
V1039162	Putative DNA-invertase from lambdoid prophage Rac
V1836802	Putative tRNA (cytidine(34)-2'-O)-methyltransferase
V1000456	t(6)A37 threonylcarbamoyladenosine biosynthesis protein
V1014514	Ribonuclease 3
V1392036	Integrase
V1139744	Pullulanase
V1071185	hypothetical protein
V1595138	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1038267	Threonine--tRNA ligase
V1036155	hypothetical protein
V1168807	Translation initiation factor IF-1
V1145239	50S ribosomal protein L10
V1436037	gram-positive signal peptide%2C YSIRK family
V1010604	HSP-70 cofactor
V1384481	NifU-like protein
V1011572	Cation efflux system protein CzcA
V1033579	ABC-2 family transporter protein
V1466175	Vegetative protein 19
V1420578	DNA integrity scanning protein DisA
V1000525	Pantothenate kinase
V1191447	Pyridoxamine 5'-phosphate oxidase
V1389989	Glucose-6-phosphate isomerase
V1036227	Dipeptide-binding protein DppE precursor
V1000592	Dihydroorotase
V1013989	putative ribosomal protein
V1013794	hypothetical protein
V1576787	Cadmium%2C zinc and cobalt-transporting ATPase
V1015610	ATP-dependent zinc metalloprotease FtsH
V1140854	ATP-dependent Clp protease ATP-binding subunit ClpC
V1820396	Septal ring factor
V1237898	photosystem II S4 domain protein
V1014275	Fructose-bisphosphate aldolase
V1553706	putative alpha-glucosidase
V1000213	Helix-turn-helix domain protein
V1000590	Bifunctional protein pyrR
V1036282	Polyphosphate glucokinase
V1430708	LPXTG cell wall anchor domain protein
V1820497	Lysine--tRNA ligase
V1851988	hypothetical protein
V1355689	RNA polymerase sigma factor RpoD
V1034592	ABC-type uncharacterized transport system%2C permease component
V1167856	Tyrosine recombinase XerD
V1162252	RNA polymerase principal sigma factor HrdB
V1138842	30S ribosomal protein S1
V1033924	30S Ribosomal protein S1
V1368264	Maltose transport system permease protein MalG
V1036186	Periplasmic serine endoprotease DegP precursor
V1000824	Zinc import ATP-binding protein ZnuC
V1015185	Copper-exporting P-type ATPase A
V1154539	Glyceraldehyde-3-phosphate dehydrogenase
V1481348	Phenylalanine--tRNA ligase alpha subunit
V1000151	30S ribosomal protein S16
V1015865	Preprotein translocase subunit SecE
V1009516	Enolase
V1140098	ATP synthase subunit beta%2C sodium ion specific
V1000180	Uracil transporter
V1036687	FeS cluster assembly protein SufB
V1000298	glutamyl-tRNA(Gln) amidotransferase subunit E
V1072280	HSP-70 cofactor
V1218476	hypothetical protein
V1615592	LPXTG cell wall anchor domain protein
V1836829	putative ABC transporter ATP-binding protein YheS
V1340020	PTS system galactitol-specific EIIC component
V1037426	Inner membrane protein YbhL
V1012821	methylmalonyl-CoA epimerase
V1010898	Adenosylhomocysteinase
V1503166	hypothetical protein
V1312248	Trigger factor
V1010331	DNA mismatch repair protein MutS
V1010589	putative assembly protein
V1010362	Tyrosine phosphorylated protein A
V1739300	Divergent AAA domain protein
V1000328	Dephospho-CoA kinase
V1000158	Alkaline shock protein 23
V1851972	Peptidase T
V1000331	ribonuclease BN/unknown domain fusion protein
V1036379	1%2C4-alpha-glucan branching enzyme GlgB
V1392169	hypothetical protein
V1240407	hypothetical protein
V1594750	Hypoxanthine-guanine phosphoribosyltransferase
V1409362	DNA topoisomerase 1
V1011951	putative RNA-binding protein (contains KH domain)
V1167711	gram-positive signal peptide%2C YSIRK family
V1036300	Pseudouridine kinase
