gene	geneProduct
V1463720	Outer membrane protein assembly factor BamA precursor
V1041541	hypothetical protein
V1011016	ATP synthase subunit beta
V1066315	DNA topoisomerase 1
V1012625	Endo-beta-N-acetylglucosaminidase D
V1010650	Heat-inducible transcription repressor HrcA
V1230489	colicin uptake protein TolQ
V1232404	hypothetical protein
V1012344	ATP-dependent Clp protease proteolytic subunit precursor
V1069716	Gamma-DL-glutamyl hydrolase precursor
V1070984	30S ribosomal protein S18
V1232877	Tyrosine recombinase XerC
V1231069	Phosphoglucomutase
V1442456	50S ribosomal protein L15
V1039274	Tyrosine--tRNA ligase
V1180870	hypothetical protein
V1295435	6-phosphofructokinase
V1067159	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
V1153974	hypothetical protein
V1106664	Formate acetyltransferase 1
V1069264	hypothetical protein
V1072495	TonB-linked outer membrane protein%2C SusC/RagA family
V1039566	Long-chain-fatty-acid--CoA ligase FadD15
V1007013	Acyl-CoA dehydrogenase%2C short-chain specific
V1232103	putative periplasmic serine endoprotease DegP-like precursor
V1053399	TonB-linked outer membrane protein%2C SusC/RagA family
V1374907	hypothetical protein
V1068200	50S ribosomal protein L15
V1194990	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
V1557704	Ferrous iron uptake protein
V1102145	Elongation factor Ts
V1042631	hypothetical protein
V1374752	Ferric enterobactin receptor precursor
V1007169	Ribonuclease Y
V1073023	Outer membrane protein/protective antigen OMA87
V1230385	Polyribonucleotide nucleotidyltransferase
V1013894	50S ribosomal protein L5
V1066282	Translation initiation factor IF-3
V1564210	Rib/alpha/Esp surface antigen repeat
V1065438	Stress protein H5
V1039718	succinate dehydrogenase (or fumarate reductase) cytochrome b subunit%2C b558 family
V1104746	Evolved beta-galactosidase subunit alpha
V1066845	2-amino-3-ketobutyrate coenzyme A ligase
V1011473	Xylose import ATP-binding protein XylG
V1040532	hypothetical protein
V1231390	hypothetical protein
V1043514	50S ribosomal protein L10
V1069846	TonB-linked outer membrane protein%2C SusC/RagA family
V1369467	Endo-1%2C4-beta-xylanase Z precursor
V1041181	hypothetical protein
V1016737	hypothetical protein
V1042475	Aspartate ammonia-lyase
V1068792	Trifunctional nucleotide phosphoesterase protein YfkN precursor
V1007056	Vegetative protein 300
V1012602	Acetate kinase
V1043838	50S ribosomal protein L13
V1065535	Putative serine protease HtrA
V1158244	50S ribosomal protein L4
V1013305	Alkyl hydroperoxide reductase subunit C
V1016297	Phosphoglucosamine mutase
V1067543	Alkyl hydroperoxide reductase subunit F
V1067477	Xaa-Pro aminopeptidase
V1087548	hypothetical protein
V1196949	hypothetical protein
V1465360	hypothetical protein
V1102248	ATPase involved in DNA repair
V1068164	Pyruvate-flavodoxin oxidoreductase
V1385954	hypothetical protein
V1595332	F-type ATPase subunit b
V1295813	Methionine aminopeptidase
V1066129	Ferrous iron transport protein B
V1182270	hypothetical protein
V1082415	hypothetical protein
V1068204	30S ribosomal protein S8
V1068210	50S ribosomal protein L2
V1440338	Outer membrane protein alpha precursor
V1068227	Asparagine--tRNA ligase
V1012852	DNA-directed RNA polymerase subunit alpha
V1231389	hypothetical protein
V1560186	S-adenosylmethionine synthase
V1067099	6-phosphofructokinase
V1380920	2-iminoacetate synthase
V1011483	DNA protection during starvation protein
V1065536	Pyruvate kinase
V1068226	Ribosomal large subunit pseudouridine synthase B
V1010064	Lipid-binding protein
V1146440	DNA-binding protein HU
V1081635	hypothetical protein
V1066337	hypothetical protein
V1039101	Trigger factor
V1230862	DNA-directed RNA polymerase subunit alpha
V1230263	Fumarate reductase flavoprotein subunit
V1169850	hypothetical protein
V1151398	Serine hydroxymethyltransferase
V1230406	bifunctional preprotein translocase subunit SecD/SecF
V1011879	Ribonuclease J 1
V1012770	putative ribosomal protein
V1014494	Tyrosine phosphorylated protein A
V1040561	Sporulation related domain protein
V1069274	F-type ATPase subunit b
V1036980	Acetate CoA-transferase YdiF
V1068666	Cell division protein FtsA
V1039004	hypothetical protein
V1012413	hypothetical protein
V1007053	Guanylate kinase
V1011331	Neutral endopeptidase
V1070545	30S ribosomal protein S16
V1070853	Na(+)-translocating NADH-quinone reductase subunit F
V1408649	Elongation factor Tu-B
V1015389	hypothetical protein
V1019962	Aminopeptidase C
V1056297	Elongation factor Tu
V1487411	hypothetical protein
V1012585	hypothetical protein
V1421625	hypothetical protein
V1594957	hypothetical protein
V1404036	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1010826	Translation initiation factor IF-3
V1066356	Phenylalanine--tRNA ligase beta subunit
V1230865	50S ribosomal protein L15
V1014484	Dipeptidase A
V1067203	SusD family protein
V1231332	Enolase
V1010346	30S ribosomal protein S4
V1067428	SusD family protein
V1366895	Arginine deiminase
V1011015	F-ATPase gamma subunit
V1190938	DNA-directed RNA polymerase subunit beta
V1230875	50S ribosomal protein L22
V1087726	NAD-specific glutamate dehydrogenase
V1014673	Dipeptidase
V1016182	Polyribonucleotide nucleotidyltransferase
V1067742	NADH-quinone oxidoreductase subunit L
V1230231	TonB-linked outer membrane protein%2C SusC/RagA family
V1640373	30S ribosomal protein S6
V1195966	Cold-shock DEAD box protein A
V1355862	Gluconolactonase
V1013990	50S ribosomal protein L21
V1015385	hypothetical protein
V1231006	Pyruvate%2C phosphate dikinase
V1011736	Elongation factor P
V1159356	hypothetical protein
V1069144	Ribonuclease E
V1200828	hypothetical protein
