gene	geneProduct
V1436794	Maltose-binding periplasmic proteins/domains
V1000641	Triosephosphate isomerase
V1886336	Phosphocarrier protein HPr
V1366884	co-chaperonin GroES
V1400258	Pyruvate kinase I
V1393635	Flagellin subunit protein B2
V1000009	50S ribosomal protein L15
V1000326	Threonine--tRNA ligase
V1171078	Uracil phosphoribosyltransferase
V1339929	L-lactate dehydrogenase
V1014517	pyrroloquinoline quinone biosynthesis protein PqqE
V1010320	putative FAD-linked oxidoreductase
V1010072	Outer membrane porin F precursor
V1000630	preprotein translocase subunit SecA
V1381099	F-ATPase gamma subunit
V1000010	50S ribosomal protein L30
V1295196	Cell division protein FtsA
V1195125	hypothetical protein
V1883290	hypothetical protein
V1295109	Thiol-activated cytolysin
V1559746	hypothetical protein
V1198530	PTS system galactitol-specific EIIC component
V1851980	Procyclic acidic repetitive protein (PARP)
V1042355	EIIAB-Man
V1000828	ATP-dependent zinc metalloprotease FtsH
V1156648	F-ATPase gamma subunit%2C sodium ion specific
V1006021	hypothetical protein
V1013091	Pyruvate formate-lyase 1-activating enzyme
V1064534	DNA-directed RNA polymerase subunit beta
V1076330	Helix-destabilizing protein
V1013795	Nucleoside triphosphate pyrophosphohydrolase
V1011088	Chaperone protein DnaJ
V1016230	Adhesin YadA precursor
V1380652	50S ribosomal protein L15
V1059001	Phosphoenolpyruvate-protein phosphotransferase
V1013977	putative selenium metabolism protein%2C YedE family
V1009707	putative NADH oxidase
V1000627	Ribonuclease Y
V1009698	Alkyl hydroperoxide reductase subunit C
V1481459	Putative Ig domain protein
V1033375	Trigger factor
V1851966	Internalin-J precursor
V1150430	hypothetical protein
V1000835	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
V1042531	50S ribosomal protein L1
V1382261	RlpA-like protein precursor
V1138258	hypothetical protein
V1485113	hypothetical protein
V1000845	Glucose-6-phosphate isomerase
V1265557	Outer membrane protein alpha precursor
V1504152	Serotype-specific antigen 1 precursor
V1000144	Vegetative protein 209
V1007059	Phosphoglycerate kinase
V1000075	Ribonuclease P protein component
V1500439	Elongation factor Tu
V1098933	50S ribosomal protein L7/L12
V1000551	Intracellular maltogenic amylase
V1000015	hypothetical protein
V1016891	Helix-destabilizing protein
V1140260	Haemagglutinin
V1154707	V-type sodium ATPase catalytic subunit A
V1000827	putative tRNA-dihydrouridine synthase
V1391945	product=Deoxyuridine 5'-triphosphate nucleotidohydrolase
V1000499	Glutamyl-tRNA(Gln) amidotransferase subunit A
V1014867	EIIAB-Man
V1140341	Fructose-bisphosphate aldolase
V1585250	50S ribosomal protein L5
V1594784	Diacylglycerol kinase
V1007076	Maltose-binding periplasmic proteins/domains
V1000109	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
V1430967	hypothetical protein
V1014932	Oligopeptide-binding protein AppA precursor
V1038290	FeoA domain protein
V1380987	hypothetical protein
V1000001	30S ribosomal protein S9
V1098849	30S ribosomal protein S16
V1000300	Aspartate--tRNA ligase
V1000093	Putative penicillin-binding protein PbpX
V1006798	High temperature protein G
V1552772	Pyruvate kinase
V1040054	putative ABC transporter ATP-binding protein YheS
V1463773	hypothetical protein
V1067559	Phosphoglycerate kinase
V1012423	hypothetical protein
V1157905	Inner membrane protein YjiY
V1266145	S-adenosylmethionine synthase
V1852094	Adenylosuccinate lyase
V1000638	Central glycolytic genes regulator
V1067114	Thioredoxin reductase
V1000168	Isoleucine--tRNA ligase
V1851967	Heat-inducible transcription repressor HrcA
V1162881	Phosphoglucomutase
V1099403	Thiol-activated cytolysin
V1099385	Pathogen-specific membrane antigen
V1836823	hypothetical protein
V1001468	Leucine--tRNA ligase
V1044382	Spore protein SP21
V1381169	DNA-directed RNA polymerase subunit beta
V1440338	Outer membrane protein alpha precursor
V1008438	putative periplasmic serine endoprotease DegP-like precursor
V1011471	Purine nucleoside receptor A
V1012424	30S ribosomal protein S5
V1200606	Outer membrane porin F precursor
V1011483	DNA protection during starvation protein
V1066640	Elongation factor Tu
V1485691	Elongation factor Tu
V1013968	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
V1138976	Heat-inducible transcription repressor HrcA
V1013127	Arginine deiminase
V1139078	Oligopeptide-binding protein AppA precursor
V1070026	Chaperone protein ClpB 1
V1141223	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1384350	30S ribosomal protein S7
V1067672	50S ribosomal protein L7/L12
V1012677	V-type ATP synthase subunit I
V1015867	50S ribosomal protein L11
V1548529	V-type ATP synthase subunit I
V1099394	Maltose transport system permease protein MalG
V1235913	ATP synthase subunit alpha
V1568540	hypothetical protein
V1524769	Hexagonal wall protein
V1153346	hypothetical protein
V1013684	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1016291	pyridoxamine 5'-phosphate oxidase%2C FMN-binding family
V1000020	30S ribosomal protein S19
V1553523	Foldase protein PrsA precursor
V1107502	Putative amidase domain protein
V1067558	Glyceraldehyde-3-phosphate dehydrogenase
V1012414	50S ribosomal protein L3
V1067144	hypothetical protein
V1181275	Adhesin YadA precursor
V1155672	autotransporter-associated beta strand repeat
V1884213	Pyruvate-flavodoxin oxidoreductase
V1015150	Vegetative protein 19
V1000601	Alanine--tRNA ligase
V1531057	Heat shock protein 70-2
V1043994	Elongation factor Ts
V1851978	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1852039	RNAP delta factor
V1265462	Heat shock protein 70-2
V1356918	Methionine aminopeptidase 1
V1012356	hypothetical protein
V1313175	Enolase
V1079141	Pyruvate-flavodoxin oxidoreductase
V1145082	Beta/alpha-amylase precursor
V1401722	Outer membrane porin F precursor
V1506464	Elongation factor Tu
V1012925	Phosphate acetyltransferase
V1203300	dihydroxyacetone kinase
V1852142	gram-positive signal peptide%2C YSIRK family
V1068823	Iron-regulated protein A precursor
V1367057	DNA-directed RNA polymerase subunit beta'
V1139605	Vegetative protein 209
V1099124	Cell division protein FtsZ
V1532613	hypothetical protein
V1037768	Pyruvate formate-lyase 1-activating enzyme
V1140021	Bifunctional protein GlmU
V1074742	30S ribosomal protein S12
V1075033	Glyceraldehyde-3-phosphate dehydrogenase A
V1042470	hypothetical protein
V1011651	Phosphoenolpyruvate-protein phosphotransferase
V1011009	Putative F0F1-ATPase subunit (ATPase_gene1)
V1015859	Haemagglutinin
V1066910	Ribonuclease Y
V1000108	ATP-dependent protease subunit HslV
V1138803	Heat shock protein 70
V1465413	Stage III sporulation protein E
V1194965	hypothetical protein
V1012422	30S ribosomal protein S8
V1007090	NADH dehydrogenase
V1012419	50S ribosomal protein L14
V1836833	C protein alpha-antigen precursor
V1006685	Chaperone protein ClpB 1
V1006736	Beta-N-acetylhexosaminidase precursor
V1010065	F-type ATPase subunit b
V1586889	hypothetical protein
V1836820	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
V1000142	Uridylate kinase
V1043350	Stage 0 sporulation protein KD
V1066925	Oligopeptide-binding protein AppA precursor
V1469282	Glutathione transport system permease protein GsiC
V1018031	50S ribosomal protein L11
V1099609	Trigger factor
V1144908	Heat shock protein 70-2
V1442456	50S ribosomal protein L15
V1104514	AIPR protein
V1014079	30S ribosomal protein S12
V1040547	Putative amidase domain protein
V1493841	Beta-N-acetylhexosaminidase precursor
V1585936	50S ribosomal protein L15
V1200321	F-ATPase gamma subunit%2C sodium ion specific
V1000019	50S ribosomal protein L22
V1381895	Trehalose import ATP-binding protein SugC
V1109151	Pyruvate formate-lyase 1-activating enzyme
V1011016	ATP synthase subunit beta
V1420563	DNA gyrase subunit B
V1098932	50S ribosomal protein L10
V1237835	Glutathione transport system permease protein GsiC
V1409952	Root adhesin
V1200468	hypothetical protein
V1007054	DNA-directed RNA polymerase subunit beta
V1012417	50S ribosomal protein L16
V1203355	Chaperone protein DnaJ
V1000603	Putative Holliday junction resolvase
V1068836	High temperature protein G
V1562682	Carbon starvation protein A
V1000317	Transcript cleavage factor GreA
V1085032	Alkyl hydroperoxide reductase subunit C
V1381763	Glucosamine kinase GspK
V1010603	Heat-inducible transcription repressor HrcA
V1067099	6-phosphofructokinase
V1151052	repeat
V1099144	Formate acetyltransferase 1
V1548048	DNA-directed RNA polymerase subunit beta'
V1257379	Ribonucleases G and E
V1000088	Deoxyadenosine kinase
V1060343	F-type ATPase subunit delta
V1081813	ATP synthase subunit alpha
V1000596	Stress protein H5
V1000892	Phosphoglucosamine mutase
V1357591	Nickel uptake substrate-specific transmembrane region
V1141925	30S ribosomal protein S8
V1602989	hypothetical protein
V1039764	hypothetical protein
V1400074	ATP-dependent protease ATPase subunit ClpY
V1013129	Carbamate kinase 1
V1836829	putative ABC transporter ATP-binding protein YheS
V1368307	hypothetical protein
V1065923	ATP synthase subunit beta%2C sodium ion specific
V1000023	Ribose-phosphate pyrophosphokinase
V1015219	Elongation factor Ts
V1036980	Acetate CoA-transferase YdiF
V1559739	hypothetical protein
V1154540	Phosphoglycerate kinase
V1000134	HSP-70 cofactor
V1191497	Outer membrane porin F precursor
V1154407	DNA-directed RNA polymerase subunit beta'
V1851982	putative ABC transporter ATP-binding protein YheS
V1006814	Site-specific recombinase XerD
V1000022	hypothetical protein
V1066648	DNA-directed RNA polymerase subunit beta
V1923947	hypothetical protein
V1010716	hypothetical protein
V1166870	Outer membrane protein alpha precursor
V1109371	50S ribosomal protein L4
V1552713	Phosphoglucosamine mutase
V1000184	Bacteriophage peptidoglycan hydrolase
V1000821	Lyzozyme M1 (1%2C4-beta-N-acetylmuramidase)
V1323334	NAD(+)--arginine ADP-ribosyltransferase EFV
V1851961	ATP-dependent Clp protease ATP-binding subunit ClpE
V1077152	50S ribosomal protein L10
V1574736	Cell division protein SepF
V1000082	Replicative DNA helicase
V1409362	DNA topoisomerase 1
V1073738	50S ribosomal protein L22
V1013130	C4-dicarboxylate anaerobic carrier
V1011783	Aldehyde-alcohol dehydrogenase
V1016297	Phosphoglucosamine mutase
V1013967	Dihydrolipoyl dehydrogenase
V1138842	30S ribosomal protein S1
V1380402	Adhesin YadA precursor
V1012676	Sodium ATPase proteolipid component
V1069215	Heat shock protein 70
V1498834	hypothetical protein
V1012679	Aspartate-semialdehyde dehydrogenase
V1017440	Vegetative protein 296
V1157323	hypothetical protein
V1582926	Flagellin
V1000140	Proline--tRNA ligase
V1043301	30S ribosomal protein S12
V1440477	hypothetical protein
V1013751	50S ribosomal protein L15
V1067311	Phosphoenolpyruvate carboxykinase [ATP]
V1010209	Isoleucine--tRNA ligase
V1299127	Penicillin-binding protein B
V1017114	preprotein translocase%2C SecG subunit
V1000318	Phenylalanine--tRNA ligase beta subunit
V1017544	Elongation factor Tu
V1017894	Outer membrane protein
V1836800	Protein involved in sex pheromone biosynthesis
V1548295	Pseudouridine kinase
V1010070	Na(+)-translocating ATPase subunit epsilon
V1047876	Chromosome partition protein Smc
V1139410	Aldehyde-alcohol dehydrogenase
V1379996	Outer membrane protein alpha precursor
V1012420	50S ribosomal protein L24
V1034832	Ribonuclease J 2
V1012505	Lipopolysaccharide export system ATP-binding protein LptB
V1099491	Helix-destabilizing protein
V1499048	DNA-directed RNA polymerase subunit beta
V1013741	hypothetical protein
V1602762	putative ATP-dependent Clp protease ATP-binding subunit
V1506181	Ribokinase
V1172123	V-type sodium ATPase catalytic subunit A
V1883569	Neopullulanase 2
V1017771	hypothetical protein
V1046751	gram-positive signal peptide%2C YSIRK family
V1000533	CTP synthase
V1439186	50S ribosomal protein L19
V1175888	Fimbrial subunit type 1 precursor
V1066641	Vegetative protein 19
V1139904	Alcohol dehydrogenase 1
V1000117	Ribonuclease Z
V1072266	Enolase
V1017115	Triosephosphate isomerase
V1012602	Acetate kinase
V1011095	Stage 0 sporulation protein KA
V1014378	DNA gyrase subunit A
V1066658	flagellar capping protein
V1000526	Helicase IV
V1820402	Collagen triple helix repeat (20 copies)
V1851981	hypothetical protein
V1018464	Vegetative protein 209
V1080812	High temperature protein G
V1011840	50S ribosomal protein L1
V1038507	SigL modulation protein
V1014359	6-phosphofructokinase
V1139807	V-type sodium pump subunit B
V1139649	DNA-directed RNA polymerase subunit beta'
V1000044	Asparagine synthetase [glutamine-hydrolyzing] 1
V1000625	Helix-turn-helix domain protein
V1102938	Colicin I receptor precursor
V1017148	hypothetical protein
V1052248	Alkyl hydroperoxide reductase subunit C
V1037377	Rubrerythrin
V1420994	Flagellin
V1067061	Threonine--tRNA ligase 2
V1010064	Lipid-binding protein
V1068297	Trigger factor
V1580955	Heat shock protein 70
V1561440	Extracellular serine protease precursor
V1166828	hypothetical protein
V1442547	2-oxoisovalerate dehydrogenase subunit beta
V1011337	30S ribosomal protein S1
V1006728	putative oxidoreductase
V1000295	Glycine--tRNA ligase beta subunit
V1010068	F-ATPase gamma subunit%2C sodium ion specific
V1836815	Galactose/methyl galactoside import ATP-binding protein MglA
V1014360	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1011014	ATP synthase subunit alpha
V1043514	50S ribosomal protein L10
V1154952	hypothetical protein
V1155973	Carbon starvation protein A
V1012343	Trigger factor
V1099344	DNA-directed RNA polymerase subunit beta
V1166804	Colicin I receptor precursor
V1518214	Ribosome hibernation promoting factor
V1522030	Beta-N-acetylhexosaminidase precursor
V1158598	Translation initiation factor IF-3
V1000037	Aminopeptidase E
V1000132	Single-stranded-DNA-specific exonuclease RecJ
V1139934	Nickel uptake substrate-specific transmembrane region
V1000466	Galactose-6-phosphate isomerase subunit LacA
V1000942	hypothetical protein
V1272241	hypothetical protein
V1000137	hypothetical protein
V1430517	PTS system galactitol-specific EIIC component
V1553529	Beta-N-acetylhexosaminidase precursor
V1000016	50S ribosomal protein L29
V1191213	type 2 lantibiotic biosynthesis protein LanM
V1150309	phage tail tape measure protein%2C TP901 family%2C core region
V1380123	Na(+)-translocating ATPase gamma chain
V1753038	hypothetical protein
V1014869	product=PTS system mannose-specific EIIC component
V1154408	DNA-directed RNA polymerase subunit beta
V1310991	Phosphoenolpyruvate carboxylase
V1164544	DNA polymerase III subunit gamma/tau
V1075585	hypothetical protein
V1008574	Phosphoglycerate kinase
V1066160	putative L-ascorbate-6-phosphate lactonase UlaG
V1400436	Aminopeptidase N
V1084381	Chaperone protein ClpB 1
V1382281	50S ribosomal protein L27
V1190680	Meso-diaminopimelate D-dehydrogenase
V1139080	FMN reductase [NAD(P)H]
V1017113	DNA-binding protein HRm
V1195282	hypothetical protein
V1008890	ATP-dependent Clp protease ATP-binding subunit ClpC
V1000558	Putative protein phosphatase 2C-type
V1167440	6-phospho-alpha-glucosidase 1
V1067937	Pyruvate formate-lyase-activating enzyme
V1099037	Stress protein H5
V1099420	ATP synthase subunit alpha
V1394159	hypothetical protein
V1007062	DegV domain-containing protein
V1110458	50S ribosomal protein L5
V1006749	colicin uptake protein TolQ
V1485647	hypothetical protein
V1099467	1%2C4-alpha-glucan branching enzyme GlgB
V1007211	hypothetical protein
V1152427	Malate dehydrogenase
V1356068	Ribonuclease J 1
V1099421	F-ATPase gamma subunit
V1067146	hypothetical protein
V1000121	ATP-dependent Clp protease ATP-binding subunit ClpX
V1583003	B-type flagellin
V1099084	Heat shock protein 70
V1213480	Recombinase A
V1563205	Outer membrane porin F precursor
V1012674	V-ATPase subunit C
V1007070	Isoleucine--tRNA ligase
V1007557	Pyruvate%2C phosphate dikinase
V1009873	Rubredoxin-oxygen oxidoreductase
V1081021	Isoleucine--tRNA ligase
V1065438	Stress protein H5
V1067088	Fructose-bisphosphate aldolase
V1150294	Serine 3-dehydrogenase
V1527518	Bifunctional protein GlmU
V1011094	Sugar phosphatase YidA
V1000643	Ribonuclease R
V1098941	Butanolide receptor
V1046752	Beta-N-acetylhexosaminidase precursor
V1065535	Putative serine protease HtrA
V1006747	protein TolR
V1011839	50S ribosomal protein L10
V1008495	Formate acetyltransferase
V1559743	hypothetical protein
V1011714	Transketolase 1
V1852085	Magnesium-transporting ATPase%2C P-type 1
V1012820	(R)-2-hydroxyglutaryl-CoA dehydratase subunit alpha
V1328008	hypothetical protein
V1000465	Galactose-6-phosphate isomerase subunit LacB
V1000503	Calcium-transporting ATPase
V1000301	Bifunctional (p)ppGpp synthase/hydrolase RelA
V1016060	Malate dehydrogenase
V1380920	2-iminoacetate synthase
V1013128	Ornithine carbamoyltransferase
V1098891	Trehalose import ATP-binding protein SugC
V1000106	Formate--tetrahydrofolate ligase 1
V1883804	Phage minor structural protein GP20
V1007073	sn-glycerol-3-phosphate import ATP-binding protein UgpC
V1380851	hypothetical protein
V1201556	DNA-directed RNA polymerase subunit beta'
V1151091	Thiol-activated cytolysin
V1107083	Phosphoenolpyruvate-protein phosphotransferase
V1851983	ATP-dependent DNA helicase PcrA
V1171494	Septal ring factor
V1009119	Fructose-bisphosphate aldolase
V1066917	Alanine--tRNA ligase
V1000834	DEAD-box ATP-dependent RNA helicase CshA
V1464524	Triosephosphate isomerase
V1012031	hypothetical protein
V1012330	1%2C4-alpha-glucan branching enzyme
V1339706	PTS system mannose-specific EIIC component
V1006779	Triosephosphate isomerase
V1364877	F-ATPase epsilon subunit
V1240494	Polyketide biosynthesis malonyl CoA-acyl carrier protein transacylase PksC
V1242574	Internalin-A precursor
V1017738	Ribonuclease Y
V1612021	Cell division protein SepF
V1176971	hypothetical protein
V1138616	Maltodextrin phosphorylase
V1012032	DNA-directed RNA polymerase subunit alpha
V1141613	50S ribosomal protein L24
V1178697	Sodium ATPase proteolipid component
V1153964	Acyl-CoA dehydrogenase%2C short-chain specific
V1011090	Putative peptidyl-prolyl cis-trans isomerase Cbf2 precursor
V1469296	hypothetical protein
V1015866	hypothetical protein
V1080826	50S ribosomal protein L1
V1139686	Alkyl hydroperoxide reductase subunit C
V1051795	Signal recognition particle receptor FtsY
V1038361	Elongation factor Tu
V1553528	Beta-N-acetylhexosaminidase precursor
V1000594	Carbamoyl-phosphate synthase large chain
V1000092	D-alanyl-lipoteichoic acid biosynthesis protein DltB
V1000304	Pullulanase
V1012421	Alternate 30S ribosomal protein S14
V1000611	Beta-Ala-Xaa dipeptidase
V1514891	Alanine--tRNA ligase
V1564264	Heat shock protein 70
V1265582	Elongation factor Tu
V1195145	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
V1374569	DNA gyrase subunit B
V1000564	Cell division protein FtsZ
V1015868	50S ribosomal protein L1
V1196189	hypothetical protein
V1048488	DNA polymerase III subunit beta
V1107900	hypothetical protein
V1067581	Flagellar hook protein FlgE
V1852053	Putative niacin/nicotinamide transporter NaiP
V1012852	DNA-directed RNA polymerase subunit alpha
V1000166	ADP-ribose pyrophosphatase
V1375131	hypothetical protein
V1076036	Non-specific ribonucleoside hydrolase RihC
V1012506	LIV-I protein H
V1049092	Polyribonucleotide nucleotidyltransferase
V1580717	TM2 domain protein
V1014673	Dipeptidase
V1580875	Lactose phosphotransferase system repressor
V1000081	Bifunctional oligoribonuclease and PAP phosphatase NrnA
V1042613	50S ribosomal protein L14
V1465010	PTS system maltose- and glucose-specific EIICB component
V1343296	Polyketide biosynthesis malonyl CoA-acyl carrier protein transacylase PksC
V1849462	Ornithine decarboxylase%2C constitutive
V1195651	Elongation factor Ts
V1102240	Chaperone protein DnaJ
V1000500	DNA ligase
V1000525	Pantothenate kinase
V1240761	Colicin I receptor precursor
V1139756	Acetoin:2%2C6-dichlorophenolindophenol oxidoreductase subunit alpha
V1445303	phage tail tape measure protein%2C TP901 family%2C core region
V1070407	Maltodextrin-binding protein
V1008252	SusD family protein
V1069719	Glutamate--tRNA ligase
V1886961	Serine/threonine-protein kinase PrkC
V1099005	Leucine--tRNA ligase
V1230887	TonB-linked outer membrane protein%2C SusC/RagA family
V1196019	hypothetical protein
V1485407	Multiple sugar-binding protein precursor
V1067115	Alkyl hydroperoxide reductase subunit C
V1150302	ADP-ribosylglycohydrolase
V1483001	DNA-directed RNA polymerase subunit beta'
V1820483	putative cysteine desulfurase
V1214686	LPXTG cell wall anchor domain protein
V1399193	50S ribosomal protein L5
V1595727	50S ribosomal protein L13
V1390171	C protein alpha-antigen precursor
V1243234	TM2 domain protein
V1042252	EIIAB-Man
V1139081	Neutral endopeptidase
V1008255	Vegetative protein 209
V1013966	Pyridoxamine 5'-phosphate oxidase
V1109058	exodeoxyribonuclease III (xth)
V1039802	Benzylsuccinate synthase alpha subunit
V1014494	Tyrosine phosphorylated protein A
V1079798	TonB-linked outer membrane protein%2C SusC/RagA family
V1083488	30S ribosomal protein S5
V1400168	Cell division protein DivIVA
V1430515	Elongation factor G
V1617550	V-type sodium ATPase catalytic subunit A
V1006680	Lon protease
V1154955	Pseudouridine kinase
V1047979	Glucose-6-phosphate isomerase
V1314267	Heat-inducible transcription repressor HrcA
V1000195	hypothetical protein
V1530479	Purine nucleoside receptor A
V1431657	30S ribosomal protein S2
V1084025	putative TonB-dependent receptor precursor
V1111701	Phosphocarrier protein HPr
V1469304	Glutamyl-tRNA(Gln) amidotransferase subunit C
V1594655	Stage 0 sporulation protein KD
V1151454	Chaperone protein ClpB 1
V1011331	Neutral endopeptidase
V1013989	putative ribosomal protein
V1852140	Methionine--tRNA ligase
V1150293	putative oxidoreductase
V1017566	Ribosome hibernation promoting factor
V1151036	Pur operon repressor
V1392216	Stress protein H5
V1012921	hypothetical protein
V1294696	hypothetical protein
V1000632	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
V1011012	F-type ATPase subunit b
V1099490	30S ribosomal protein S6
V1000176	putative glutamine ABC transporter permease protein GlnM
V1107081	tRNA (guanine-N(1)-)-methyltransferase
V1033572	C protein alpha-antigen precursor
V1000569	Rod shape-determining protein MreC
V1752973	hypothetical protein
V1001475	putative ABC transporter ATP-binding protein YxlF
V1240562	PIII-type proteinase precursor
V1073737	hypothetical protein
V1201514	Anaerobic ribonucleoside-triphosphate reductase
V1012508	Leucine-%2C isoleucine-%2C valine-%2C threonine-%2C and alanine-binding protein precursor
V1436021	Pullulanase
V1000159	putative peptidase
V1011473	Xylose import ATP-binding protein XylG
V1014991	putative RNA-binding protein%2C contains TRAM domain
V1390055	hypothetical protein
V1000623	Stage III sporulation protein E
