gene	geneProduct
V1420563	DNA gyrase subunit B
V1000013	30S ribosomal protein S8
V1136203	t(6)A37 threonylcarbamoyladenosine biosynthesis protein
V1000499	Glutamyl-tRNA(Gln) amidotransferase subunit A
V1553523	Foldase protein PrsA precursor
V1799342	DNA-directed RNA polymerase subunit beta'
V1000630	preprotein translocase subunit SecA
V1157115	Enolase
V1481366	30S ribosomal protein S1
V1000840	F-ATPase gamma subunit
V1000642	Enolase
V1213485	Maltose transport system permease protein MalF
V1469282	Glutathione transport system permease protein GsiC
V1203306	LPXTG cell wall anchor domain protein
V1203452	Muramidase-2 precursor
V1400074	ATP-dependent protease ATPase subunit ClpY
V1171078	Uracil phosphoribosyltransferase
V1836800	Protein involved in sex pheromone biosynthesis
V1094639	Pullulanase
V1000044	Asparagine synthetase [glutamine-hydrolyzing] 1
V1000108	ATP-dependent protease subunit HslV
V1836820	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
V1155228	Elongation factor Tu
V1006727	30S ribosomal protein S1
V1872766	Ribonucleoside-diphosphate reductase subunit alpha 2
V1034832	Ribonuclease J 2
V1000007	Translation initiation factor IF-1
V1000587	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1000132	Single-stranded-DNA-specific exonuclease RecJ
V1594784	Diacylglycerol kinase
V1000144	Vegetative protein 209
V1299127	Penicillin-binding protein B
V1000168	Isoleucine--tRNA ligase
V1442352	Pullulanase
V1211229	ATP synthase subunit beta
V1448327	F-ATPase gamma subunit
V1136305	Beta-phosphoglucomutase
V1852133	Translation initiation factor IF-3
V1612021	Cell division protein SepF
V1042355	EIIAB-Man
V1503141	LPXTG cell wall anchor domain protein
V1043994	Elongation factor Ts
V1212480	C protein alpha-antigen precursor
V1000892	Phosphoglucosamine mutase
V1912438	hypothetical protein
V1000525	Pantothenate kinase
V1136440	50S ribosomal protein L16
V1136510	50S ribosomal protein L2
V1000603	Putative Holliday junction resolvase
V1000162	Dihydropteroate synthase
V1213511	t(6)A37 threonylcarbamoyladenosine biosynthesis protein
V1006021	hypothetical protein
V1851982	putative ABC transporter ATP-binding protein YheS
V1000142	Uridylate kinase
V1000588	Orotate phosphoribosyltransferase
V1136388	Phosphoglycerate kinase
V1597389	50S ribosomal protein L11
V1203556	Acyl-ACP thioesterase
V1000010	50S ribosomal protein L30
V1000594	Carbamoyl-phosphate synthase large chain
V1301126	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1000625	Helix-turn-helix domain protein
V1851978	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1852094	Adenylosuccinate lyase
V1136222	hypothetical protein
V1819416	ATP-dependent Clp protease ATP-binding subunit ClpE
V1211201	preprotein translocase subunit SecY
V1136163	50S ribosomal protein L10
V1851964	hypothetical protein
V1607579	hypothetical protein
V1886961	Serine/threonine-protein kinase PrkC
V1136635	Phosphocarrier protein HPr
V1136538	Trigger factor
V1211184	DNA-directed RNA polymerase subunit beta
V1000558	Putative protein phosphatase 2C-type
V1000828	ATP-dependent zinc metalloprotease FtsH
V1136304	Trehalose import ATP-binding protein SugC
V1000091	hypothetical protein
V1442368	Ribosomal large subunit pseudouridine synthase D
V1000500	DNA ligase
V1213705	Fructose-bisphosphate aldolase
V1448519	Glyceraldehyde-3-phosphate dehydrogenase
V1465413	Stage III sporulation protein E
V1074742	30S ribosomal protein S12
V1852121	Thioredoxin reductase
V1000082	Replicative DNA helicase
V1464388	DNA-directed RNA polymerase subunit beta
V1203300	dihydroxyacetone kinase
V1852039	RNAP delta factor
V1581223	Helix-destabilizing protein
V1000009	50S ribosomal protein L15
V1059001	Phosphoenolpyruvate-protein phosphotransferase
V1000589	Orotidine 5'-phosphate decarboxylase
V1036199	Carbamoyl-phosphate synthase small chain
V1899703	Folate ECF transporter S component FolT
V1000503	Calcium-transporting ATPase
V1064194	Immunoglobulin G-binding protein G precursor
V1000093	Putative penicillin-binding protein PbpX
V1356068	Ribonuclease J 1
V1058821	Holliday junction ATP-dependent DNA helicase RuvB
V1000834	DEAD-box ATP-dependent RNA helicase CshA
V1000001	30S ribosomal protein S9
V1430317	GTP-binding protein HflX
V1000155	Farnesyl diphosphate synthase
V1000504	Nicotinate phosphoribosyltransferase pncB2
V1213480	Recombinase A
V1000140	Proline--tRNA ligase
V1594229	6-phosphogluconate dehydrogenase%2C decarboxylating
V1852028	Immunoglobulin G-binding protein G precursor
V1000092	D-alanyl-lipoteichoic acid biosynthesis protein DltB
V1607575	DNA polymerase III PolC-type
V1000300	Aspartate--tRNA ligase
V1136049	50S ribosomal protein L13
V1599154	Heat shock protein 70
V1606134	gram-positive signal peptide%2C YSIRK family
V1046767	DNA polymerase I
V1594655	Stage 0 sporulation protein KD
V1000020	30S ribosomal protein S19
V1615860	repeat
V1136465	30S ribosomal protein S5
V1439186	50S ribosomal protein L19
V1469304	Glutamyl-tRNA(Gln) amidotransferase subunit C
V1136359	Glutamine synthetase
V1851995	Ribosomal RNA small subunit methyltransferase H
V1599266	Carbamoyl-phosphate synthase large chain
V1000502	Inosine-5'-monophosphate dehydrogenase
V1000307	Glutamine synthetase
V1000117	Ribonuclease Z
V1136202	ribosomal-protein-alanine N-acetyltransferase
V1136548	Elongation factor Ts
V1380652	50S ribosomal protein L15
V1136121	30S ribosomal protein S6
V1000634	Excinuclease ABC subunit A
V1203478	EIIAB-Man
V1000827	putative tRNA-dihydrouridine synthase
V1000643	Ribonuclease R
V1211345	ATP synthase subunit alpha
V1000069	Sensor histidine kinase YycG
V1000526	Helicase IV
V1000139	DNA polymerase III PolC-type
V1136119	Esterase EstB
V1000107	Lipoprotein signal peptidase
V1158332	Pyruvate kinase
V1882996	repeat
V1912376	Pyruvate oxidase
V1000152	hypothetical protein
V1000632	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
V1607589	Signal transduction histidine-protein kinase ArlS
V1000161	ABC-2 type transporter
V1211411	Ribosomal RNA small subunit methyltransferase H
V1001468	Leucine--tRNA ligase
V1006017	Ribonucleoside-diphosphate reductase subunit beta nrdF2
V1000015	hypothetical protein
V1211334	Enolase
V1000022	hypothetical protein
V1076330	Helix-destabilizing protein
V1851983	ATP-dependent DNA helicase PcrA
V1552713	Phosphoglucosamine mutase
V1237698	50S ribosomal protein L3
V1000490	hypothetical protein
V1156179	30S ribosomal protein S1
V1164544	DNA polymerase III subunit gamma/tau
V1609073	Triosephosphate isomerase
V1339706	PTS system mannose-specific EIIC component
V1836815	Galactose/methyl galactoside import ATP-binding protein MglA
V1204223	repeat
V1136308	putative endopeptidase precursor
V1000295	Glycine--tRNA ligase beta subunit
V1000023	Ribose-phosphate pyrophosphokinase
V1000184	Bacteriophage peptidoglycan hydrolase
V1491730	GTP-binding protein HflX
V1599336	gram-positive signal peptide%2C YSIRK family
V1364877	F-ATPase epsilon subunit
V1064607	Pullulanase
V1143346	hypothetical protein
V1136418	Phosphoenolpyruvate carboxykinase [ATP]
V1154974	50S ribosomal protein L4
V1136272	D-lactate dehydrogenase
V1000141	Phosphatidate cytidylyltransferase
V1000637	ATP-dependent Clp protease proteolytic subunit
V1203570	Glucose-6-phosphate isomerase
V1000154	Recombination protein N
V1522724	Aminopeptidase C
V1469297	tRNA-dihydrouridine synthase B
V1000593	Carbamoyl-phosphate synthase small chain
V1237574	Folylpolyglutamate synthase
V1000605	MutS2 protein
V1060343	F-type ATPase subunit delta
V1000172	Stage 0 sporulation protein KC
V1542216	hypothetical protein
V1000019	50S ribosomal protein L22
V1580717	TM2 domain protein
V1006728	putative oxidoreductase
V1159013	Cell division protein FtsZ
V1000475	hypothetical protein
V1886543	Vegetative protein 19
V1008711	Pullulanase
V1481434	G3P acyltransferase
V1203286	N-acetylmuramic acid 6-phosphate etherase
V1852092	Folate ECF transporter S component FolT
V1852118	hypothetical protein
V1150958	DNA topoisomerase 4 subunit A
V1608734	ATP-dependent Clp protease ATP-binding subunit ClpE
V1430689	DNA polymerase III PolC-type
V1000836	50S ribosomal protein L31 type B
V1000563	Guanylate kinase
V1033375	Trigger factor
V1000572	Folylpolyglutamate synthase
V1000301	Bifunctional (p)ppGpp synthase/hydrolase RelA
V1381763	Glucosamine kinase GspK
V1136118	Sorbose-specific phosphotransferase enzyme IIB component
V1154972	hypothetical protein
V1852140	Methionine--tRNA ligase
V1112929	AAA domain (dynein-related subfamily)
V1000166	ADP-ribose pyrophosphatase
V1034595	putative endopeptidase precursor
V1000074	Glucose-inhibited division protein A
V1852132	Nicotinate-nucleotide adenylyltransferase
V1000569	Rod shape-determining protein MreC
V1154969	50S ribosomal protein L15
V1000565	UDP-N-acetylmuramoylalanine--D-glutamate ligase
V1431657	30S ribosomal protein S2
V1000169	Chromosome partition protein Smc
V1006627	Magnesium and cobalt efflux protein CorC
V1000631	Peptide chain release factor 2
V1000456	t(6)A37 threonylcarbamoyladenosine biosynthesis protein
V1000164	GTP cyclohydrolase 1
V1000051	hypothetical protein
V1000623	Stage III sporulation protein E
V1136462	30S ribosomal protein S8
V1436021	Pullulanase
V1000066	Serine protease Do-like HtrA
V1852053	Putative niacin/nicotinamide transporter NaiP
V1000574	Septation ring formation regulator EzrA
V1851988	hypothetical protein
V1399511	6-phosphofructokinase
V1852080	UDP-N-acetylmuramate--L-alanine ligase
V1076036	Non-specific ribonucleoside hydrolase RihC
V1106600	hypothetical protein
V1597118	F-ATPase subunit 6
V1000505	Mannosyltransferase OCH1
V1001467	S-adenosylmethionine synthase
V1599324	Uracil phosphoribosyltransferase
V1000296	Recombination protein O
V1799340	hypothetical protein
V1268240	Pullulanase
V1392006	50S ribosomal protein L19
V1435970	hypothetical protein
V1598238	Peptide chain release factor 1
V1000833	Alanine racemase
V1203703	Heat-inducible transcription repressor HrcA
V1136448	PTS system mannose-specific EIIC component
V1000318	Phenylalanine--tRNA ligase beta subunit
V1553617	hypothetical protein
V1143352	hypothetical protein
V1301158	Serine protease Do-like HtrA
V1400168	Cell division protein DivIVA
V1423938	Enolase
V1136297	Cytochrome d ubiquinol oxidase subunit 1
V1035129	putative tRNA sulfurtransferase
V1000081	Bifunctional oligoribonuclease and PAP phosphatase NrnA
V1136570	SigL modulation protein
V1203419	Cytochrome d ubiquinol oxidase subunit 2
V1000622	putative inorganic polyphosphate/ATP-NAD kinase
V1136120	hypothetical protein
V1158598	Translation initiation factor IF-3
V1000329	Peptide chain release factor 3
V1038287	Tyrosine recombinase XerC
V1000619	Regulatory protein spx
V1000317	Transcript cleavage factor GreA
V1136188	TetR family transcriptional regulator
V1167856	Tyrosine recombinase XerD
V1430720	Prolipoprotein diacylglyceryl transferase
V1000479	Phenylalanine--tRNA ligase beta subunit
V1000327	Replication initiation and membrane attachment protein
V1000167	Cold shock-like protein CspG
V1339711	Foldase protein PrsA precursor
V1445186	Proline--tRNA ligase
V1000016	50S ribosomal protein L29
V1000180	Uracil transporter
V1547325	bacteriocin biosynthesis docking scaffold%2C SagD family
V1156008	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1885719	hypothetical protein
V1000088	Deoxyadenosine kinase
V1136438	50S ribosomal protein L14
V1136352	Tyrosine phosphorylated protein A
V1594437	Dihydroorotate dehydrogenase B (NAD(+))%2C catalytic subunit
V1339798	L-serine dehydratase%2C alpha chain
V1851972	Peptidase T
V1000294	DNA primase
V1211276	hypothetical protein
V1295109	Thiol-activated cytolysin
V1213499	F-type ATPase subunit delta
V1541210	hypothetical protein
V1885690	Putative penicillin-binding protein PbpX
V1852111	Lipoteichoic acid synthase 1
V1000885	Ribonuclease J 1
V1000118	O-acetyltransferase OatA
V1211165	MucBP domain protein
V1000633	Excinuclease ABC subunit B
V1000137	hypothetical protein
V1399193	50S ribosomal protein L5
V1000073	Putative NrdI-like protein
V1000635	glmZ(sRNA)-inactivating NTPase
V1000559	Ribosomal RNA small subunit methyltransferase B
V1213486	Maltose transport system permease protein MalG
V1448268	MucBP domain protein
V1599277	GTPase Era
V1268426	DNA topoisomerase 4 subunit B
V1000592	Dihydroorotase
V1000590	Bifunctional protein pyrR
V1000597	DNA mismatch repair protein MutL
V1033129	Phosphoenolpyruvate-protein phosphotransferase
V1010815	ribosomal-protein-alanine N-acetyltransferase
V1852100	Thiamine pyrophosphokinase
V1000086	Purine nucleoside receptor A
V1448276	Lyzozyme M1 (1%2C4-beta-N-acetylmuramidase)
V1481442	Pullulanase
V1000881	D-serine/D-alanine/glycine transporter
V1136615	HSP-70 cofactor
V1245090	Major Facilitator Superfamily protein
V1381260	Adenylosuccinate synthetase
V1392169	hypothetical protein
V1469296	hypothetical protein
V1595138	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1268476	CBS domain protein
V1293700	hypothetical protein
V1000600	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
V1203343	DNA gyrase subunit A
V1547364	hypothetical protein
V1000057	Ribose-phosphate pyrophosphokinase
V1000039	anaerobic ribonucleotide reductase-activating protein
V1000556	putative ABC transporter ATP-binding protein
V1355907	hypothetical protein
V1136437	50S ribosomal protein L24
V1364363	ATP-dependent Clp protease ATP-binding subunit ClpX
V1136463	50S ribosomal protein L6
V1000604	hypothetical protein
V1430852	Ribokinase
V1136116	Ribonuclease P protein component
V1381895	Trehalose import ATP-binding protein SugC
V1382281	50S ribosomal protein L27
V1038255	Tyrosine--tRNA ligase
V1211327	Neutral endopeptidase
V1211258	ATP-dependent zinc metalloprotease FtsH
V1499649	2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase
V1852143	hypothetical protein
V1000068	YycH protein
V1006022	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
V1606560	product=L-Ala-D/L-Glu epimerase
V1006819	Glutamine transport ATP-binding protein GlnQ
V1000037	Aminopeptidase E
V1136265	Recombination protein O
V1136387	Triosephosphate isomerase
V1000121	ATP-dependent Clp protease ATP-binding subunit ClpX
V1000133	sortase
V1151036	Pur operon repressor
V1203277	Elongation factor 4
V1426355	Translation initiation factor IF-3
V1212427	Adenylate kinase
V1000130	putative PEP-CTERM system TPR-repeat lipoprotein
V1448286	Tagatose-6-phosphate kinase
V1211166	chromosome segregation protein SMC
V1075594	DNA protecting protein DprA
V1203388	GTP-binding protein HflX
V1006729	Thymidylate synthase
V1851957	Adenosylhomocysteinase
V1211182	Alanine--tRNA ligase
V1599069	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1819528	Lyzozyme M1 (1%2C4-beta-N-acetylmuramidase)
V1000185	Glucan 1%2C6-alpha-glucosidase
V1112930	gram-positive signal peptide%2C YSIRK family
V1000937	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1136335	Asparagine synthetase [glutamine-hydrolyzing] 1
V1108481	addiction module antitoxin%2C RelB/DinJ family
V1599309	Isoleucine--tRNA ligase
V1491946	Rod shape-determining protein MreB
V1600995	hypothetical protein
V1852079	Sensor protein kinase WalK
V1291229	hypothetical protein
V1000090	Guanine/hypoxanthine permease PbuG
V1042869	polynucleotide kinase
V1580786	PTS system mannose-specific EIIC component
V1136573	50S ribosomal protein L1
V1852074	D-alanine--poly(phosphoribitol) ligase subunit 2
V1880839	putative endopeptidase precursor
V1851981	hypothetical protein
V1008959	Bifunctional protein FolD protein
V1064199	Type III restriction enzyme%2C res subunit
V1356163	hypothetical protein
V1000536	putative chromosome-partitioning protein ParB
V1000831	Transcription-repair-coupling factor
V1594712	RNA polymerase sigma factor RpoD
V1599151	Translation initiation factor IF-2
V1851958	Nucleoid-associated protein
V1580703	Procyclic acidic repetitive protein (PARP)
V1000938	Cysteine--tRNA ligase
V1000159	putative peptidase
V1136562	putative transposase OrfB
V1268292	DEAD-box ATP-dependent RNA helicase CshA
V1436276	hypothetical protein
V1000552	putative galacturonate locus repressor
V1000538	Nucleoid occlusion protein
V1136076	Bifunctional protein GlmU
V1836802	Putative tRNA (cytidine(34)-2'-O)-methyltransferase
V1136252	Phosphoglucomutase
V1211279	Aminopeptidase N
V1211371	Glutamate--tRNA ligase
V1136681	F-type ATPase subunit b
V1590848	Ribosome biogenesis GTPase A
V1000824	Zinc import ATP-binding protein ZnuC
V1136303	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
V1383406	Ribosome-releasing factor
V1607584	hypothetical protein
V1852101	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
V1167421	Chromosomal replication initiator protein DnaA
V1211322	Phosphoglucosamine mutase
V1033571	Ribulose-phosphate 3-epimerase
V1000115	Segregation and condensation protein A
V1600206	preprotein translocase subunit SecA
V1033789	Glucose-specific phosphotransferase enzyme IIA component
V1339995	putative tRNA sulfurtransferase
V1000176	putative glutamine ABC transporter permease protein GlnM
V1553706	putative alpha-glucosidase
V1880284	Vegetative protein 209
V1006029	UDP-N-acetylenolpyruvoylglucosamine reductase
V1599343	Negative regulator of genetic competence ClpC/MecB
V1006628	Methionine aminopeptidase 1
V1151052	repeat
V1799382	hypothetical protein
V1136299	Lactate 2-monooxygenase
V1912444	Putative membrane protein insertion efficiency factor
V1000566	Phospho-N-acetylmuramoyl-pentapeptide-transferase
V1000602	hypothetical protein
V1469580	GMP synthase [glutamine-hydrolyzing]
V1203477	product=hypothetical protein
V1136980	hypothetical protein
V1852085	Magnesium-transporting ATPase%2C P-type 1
V1851969	hypothetical protein
V1136122	Helix-destabilizing protein
V1599332	Ribonuclease R
V1608752	LPPG:FO 2-phospho-L-lactate transferase
V1420577	repeat
V1000560	Methionyl-tRNA formyltransferase
V1357707	Transcriptional regulatory protein YycF
V1136391	2%2C5-diketo-D-gluconic acid reductase B
V1392092	putative aminodeoxychorismate lyase
V1000151	30S ribosomal protein S16
V1136558	YbbR-like protein
V1203723	cell division protein MraZ
V1875154	D-alanyl-D-alanine carboxypeptidase DacA precursor
V1436037	gram-positive signal peptide%2C YSIRK family
V1143343	hypothetical protein
V1143377	EIIABC-Fru
V1046753	adaptor protein
V1000050	Cysteine-rich secretory protein family protein
V1852017	Cytidylate kinase
V1000077	DNA polymerase III subunit beta
V1000114	Ribosomal large subunit pseudouridine synthase B
V1000173	ATP-dependent DNA helicase RecG
V1143998	Plasmid stabilisation system protein
V1594751	UDP-N-acetylmuramoylalanine--D-glutamate ligase
V1000332	Magnesium and cobalt efflux protein CorC
V1033829	NifU-like protein
V1000113	GTP-binding protein EngA
V1481349	Methionine import ATP-binding protein MetN 2
V1600706	Putative niacin/nicotinamide transporter NaiP
V1000506	D-inositol 3-phosphate glycosyltransferase
V1581527	putative transcriptional regulator
V1000316	Penicillin-binding protein 2B
V1714616	6-phosphofructokinase
V1836832	Elongation factor P
V1599337	MucBP domain protein
V1819527	hypothetical protein
V1481295	Penicillin-binding protein 2B
V1000610	Glucose-resistance amylase regulator
V1000045	hypothetical protein
V1381001	NH(3)-dependent NAD(+) synthetase
V1000024	Bifunctional protein GlmU
V1000455	Staphylococcal respiratory response protein A
V1448368	Oligopeptide-binding protein AppA precursor
V1415807	Recombination protein RecR
V1580761	D-alanine--poly(phosphoribitol) ligase subunit 1
V1000120	putative GTP-binding protein EngB
V1000331	ribonuclease BN/unknown domain fusion protein
V1340355	MucBP domain protein
V1420579	putative hydrolase
V1420578	DNA integrity scanning protein DisA
V1599985	L-Ala-D/L-Glu epimerase
V1000298	glutamyl-tRNA(Gln) amidotransferase subunit E
V1000599	DNA polymerase IV
V1599149	Proline--tRNA ligase
V1000102	ATP-dependent helicase/nuclease subunit A
V1615032	ATP-dependent zinc metalloprotease FtsH
V1799323	product=Cysteine--tRNA ligase
V1606068	putative endopeptidase precursor
V1006815	Phosphate acetyltransferase
V1203409	Adenosylcobalamin-dependent ribonucleoside-triphosphate reductase
V1000486	Penicillin-binding protein F
V1006820	Alpha-hemolysin translocation ATP-binding protein HlyB
V1042441	50S ribosomal protein L22
V1000158	Alkaline shock protein 23
V1000624	Peptidase M16 inactive domain protein
V1149263	HTH-type transcriptional regulator YodB
V1595790	Formate--tetrahydrofolate ligase
V1136075	Ribose-phosphate pyrophosphokinase
V1001488	Mannosylfructose-phosphate synthase
V1033757	Glutamate--tRNA ligase
V1851966	Internalin-J precursor
V1136115	Stage III sporulation protein J
V1000936	Alpha-ribazole phosphatase
V1000322	GTPase YqeH
V1000156	Exodeoxyribonuclease 7 large subunit
V1000087	L-arabinose transporter permease protein
V1138214	hypothetical protein
V1355689	RNA polymerase sigma factor RpoD
V1001487	D-inositol 3-phosphate glycosyltransferase
V1462019	Putative L%2CD-transpeptidase YciB precursor
V1000555	hypothetical protein
V1006735	gram-positive signal peptide%2C YSIRK family
V1046750	hypothetical protein
V1000099	mevalonate kinase
V1000882	Acetate kinase
V1000524	Competence-specific nuclease
V1000537	Sporulation initiation inhibitor protein soj
V1203390	MucBP domain protein
V1044896	hypothetical protein
V1136324	Threonine--tRNA ligase
V1389989	Glucose-6-phosphate isomerase
V1000328	Dephospho-CoA kinase
V1338854	Immunoglobulin G-binding protein G precursor
V1104333	Proline iminopeptidase
V1339704	Lipid A export ATP-binding/permease protein MsbA
V1000028	putative deoxyribonuclease YcfH
V1213492	Ornithine decarboxylase%2C inducible
V1430690	NH(3)-dependent NAD(+) synthetase
V1580709	30S ribosomal protein S21
V1136048	Energy-coupling factor transporter transmembrane protein EcfT
V1600193	DNA polymerase I
V1136389	Adenylosuccinate synthetase
V1000611	Beta-Ala-Xaa dipeptidase
V1464522	GMP synthase [glutamine-hydrolyzing]
V1203451	D-alanyl-lipoteichoic acid biosynthesis protein DltB
V1420606	addiction module antitoxin%2C RelB/DinJ family
V1136248	Recombinase A
V1799345	putative membrane protein
V1000567	cell division protein FtsL
V1107920	hypothetical protein
V1819428	Foldase protein PrsA precursor
V1203690	Aldose 1-epimerase
V1592383	D-alanine--poly(phosphoribitol) ligase subunit 1
V1000056	transcriptional regulator BetI
V1880132	PTS system N-acetylgalactosamine-specific EIIC component 1
V1594580	hypothetical protein
V1203647	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
V1097503	DNA-directed RNA polymerase subunit beta'
V1884741	hypothetical protein
V1238840	Translation initiation factor IF-1
V1599167	Bifunctional (p)ppGpp synthase/hydrolase RelA
V1799337	tRNA pseudouridine synthase A
V1819427	hypothetical protein
V1006822	deoxyguanosinetriphosphate triphosphohydrolase-like protein
V1136422	Rod shape-determining protein MreB
V1000481	putative ABC-type exoprotein transport system%2C permease component
V1211254	Ribonuclease Y
V1136550	putative protein containing a divergent version of the methyl-accepting chemotaxis-like domain protein
V1101155	Enolase
V1136255	DNA gyrase subunit B
V1381580	H(+)/Cl(-) exchange transporter ClcA
V1000529	putative integral membrane protein
V1295329	Holo-[acyl-carrier-protein] synthase
V1599322	30S ribosomal protein S4
V1213596	GTP-binding protein obg
V1238011	Flavodoxin
V1000150	tRNA (guanine-N(1)-)-methyltransferase
V1032620	Ribonucleoside-diphosphate reductase 2 subunit beta
V1136269	Putative NADH-flavin reductase
V1851974	Primosomal protein DnaI
V1000945	Modification methylase TaqI
V1000059	Putative glycosyltransferase EpsH
V1481348	Phenylalanine--tRNA ligase alpha subunit
V1211176	EIIABC-Fru
V1000309	hypothetical protein
V1000535	Isochorismatase family protein YecD
V1000089	Deoxyguanosine kinase
V1222158	NADH dehydrogenase
