gene	count	length
V1481436	9312	279
V1000108	9297	525
V1491714	9273	1425
V1239597	9229	735
V1887021	9213	1341
V1033302	9184	1296
V1085154	9141	423
V1500383	9055	1317
V1852094	9048	1305
V1398674	9017	297
V1884207	8921	1410
V1851978	8906	1308
V1362785	8902	1389
V1037512	8883	552
V1851960	8882	843
V1153964	8877	1308
V1481430	8870	1386
V1400264	8818	2547
V1060343	8814	360
V1820379	8809	444
V1059001	8773	1065
V1852109	8741	1302
V1364433	8700	756
V1012925	8683	1035
V1070888	8682	1551
V1339706	8644	804
V1574088	8612	6735
V1092088	8568	309
V1000005	8549	390
V1218477	8532	1392
V1000144	8445	774
V1001394	8430	501
V1000570	8421	1044
V1000603	8361	432
V1552751	8337	1104
V1009873	8331	1239
V1010716	8287	501
V1017544	8277	1188
V1000326	8275	1932
V1166924	8275	1902
V1879897	8259	498
V1411091	8258	540
V1852133	8253	408
V1547956	8234	1440
V1237835	8186	363
V1000075	8178	372
V1036256	8172	1341
V1095854	8166	384
V1724791	8150	138
V1000001	8130	396
V1381169	8100	2031
V1400074	8051	1431
V1000007	8050	252
V1295918	8003	99
V1012602	7966	1200
V1064200	7931	1842
V1491685	7914	1116
V1353182	7884	375
V1012053	7864	492
V1567909	7838	246
V1574110	7832	660
V1519910	7822	222
V1581223	7801	405
V1553668	7789	1308
V1064534	7765	3699
V1037377	7747	552
V1016291	7723	426
V1879985	7696	561
V1886585	7666	642
V1000117	7632	927
V1298018	7626	261
V1367240	7625	885
V1000885	7595	1290
V1000082	7580	1374
V1612021	7475	429
V1162881	7472	1749
V1000466	7414	429
V1494140	7404	528
V1144304	7304	342
V1836800	7206	1131
V1576661	7189	1347
V1364188	7138	1278
V1852039	7127	555
V1469282	7114	978
V1000323	7106	915
V1073455	7032	1623
V1389384	6999	657
V1852121	6999	1557
V1491698	6975	2709
V1067673	6970	1206
V1043994	6951	660
V1152674	6945	996
V1000168	6942	2874
V1001468	6922	2415
V1481366	6900	930
V1036259	6888	2250
V1016891	6862	414
V1036177	6861	1794
V1420563	6846	1971
V1880077	6794	1347
V1034595	6788	786
V1594051	6787	1293
V1553618	6753	894
V1076330	6743	465
V1000835	6662	1368
V1000604	6659	312
V1367057	6600	4239
V1338161	6591	351
V1836820	6587	1560
V1198628	6583	573
V1565357	6581	1782
V1012819	6579	1122
V1000172	6576	930
V1362379	6571	972
V1553616	6539	1686
V1394176	6529	1569
V1576500	6506	681
V1046752	6505	756
V1553529	6464	780
V1006021	6461	360
V1384350	6409	480
V1340709	6387	480
V1166870	6385	1446
V1011483	6375	438
V1580786	6345	327
V1886538	6327	351
V1439186	6318	405
V1170101	6297	2643
V1367838	6276	2148
V1576738	6258	780
V1000009	6237	441
V1577140	6214	3606
V1000601	6183	2721
V1580921	6182	657
V1203300	6171	1689
V1143274	6163	1368
V1289783	6150	1182
V1043350	6149	705
V1339558	6132	324
V1547329	6105	972
V1381763	6075	918
V1249839	6073	441
V1520185	6070	393
V1108481	6061	330
V1521364	6050	330
V1145548	6045	1503
V1015867	6043	426
V1013684	6030	1320
V1375318	6026	1938
V1879928	6013	936
V1000892	6011	1353
V1440338	6011	1434
V1000625	5983	1104
V1484064	5983	681
V1297375	5977	186
V1145082	5903	1863
V1389769	5892	405
V1086903	5888	921
V1064607	5879	5193
V1553772	5873	321
V1499649	5861	1053
V1164543	5857	1293
V1481337	5835	984
V1326836	5830	324
V1102240	5807	1233
V1583797	5788	600
V1200739	5769	930
V1553632	5739	978
V1000142	5732	726
V1609073	5708	324
V1037878	5678	783
V1000037	5676	1311
V1039802	5667	2508
V1608313	5666	450
V1886582	5643	2412
V1000176	5636	639
V1006728	5623	837
V1581212	5611	507
V1266145	5602	1230
V1198583	5582	4116
V1001475	5574	891
V1380402	5562	3228
V1552713	5554	1353
V1549573	5551	336
V1017894	5542	429
V1391823	5538	6024
V1068939	5536	2286
V1033925	5530	198
V1011016	5523	1419
V1038290	5509	216
V1496913	5505	354
V1886961	5505	1968
V1191213	5496	2637
V1000093	5480	2286
V1607589	5477	1551
V1301126	5466	1830
V1836815	5432	1539
V1000140	5419	1746
V1000827	5416	996
V1886496	5395	312
V1851999	5389	243
V1339618	5379	339
V1265052	5357	1296
V1465413	5353	1425
V1000632	5351	1020
V1341444	5326	315
V1018464	5319	819
V1000020	5287	285
V1000010	5262	186
V1395747	5261	870
V1012051	5252	711
V1010368	5220	402
V1576837	5206	1287
V1852138	5205	893
V1174611	5159	372
V1469293	5159	558
V1392272	5126	1023
V1886461	5125	321
V1015868	5107	717
V1033474	5092	894
V1081232	5088	2376
V1038361	5076	1230
V1608734	5057	1827
V1034832	5049	1902
V1469417	5041	492
V1074742	5040	414
V1381895	5036	1110
V1000044	5026	1950
V1364027	5017	1365
V1380652	5016	441
V1000828	5007	2046
V1010603	4992	1074
V1012054	4992	906
V1464441	4975	2643
V1015704	4962	2376
V1879918	4953	438
V1607575	4952	4287
V1580875	4917	840
V1594229	4916	1410
V1886712	4915	1212
V1912438	4898	5448
V1574482	4893	288
V1592800	4856	195
V1006819	4853	786
V1356068	4843	1698
V1038252	4835	1005
V1417001	4830	1539
V1462019	4830	717
V1201619	4803	141
V1000623	4793	2265
V1469304	4790	336
V1432502	4783	591
V1340044	4762	894
V1875176	4761	801
V1039101	4752	1326
V1886411	4733	1647
V1000558	4685	750
V1886464	4683	255
V1000015	4677	267
V1000086	4673	1089
V1039764	4672	300
V1366835	4670	819
V1485199	4668	2085
V1375474	4667	174
V1035132	4666	843
V1886609	4666	234
V1000533	4661	1623
V1268240	4661	4962
V1000504	4652	1479
V1011009	4647	285
V1462086	4645	312
V1886399	4643	315
V1481312	4641	1500
V1000307	4637	1338
V1464388	4599	3438
V1036115	4598	699
V1037768	4598	750
V1463972	4571	1953
V1886153	4567	447
V1519499	4558	444
V1481445	4540	6438
V1000023	4528	993
V1034630	4517	483
V1033560	4504	741
V1036274	4497	1356
V1553684	4497	1341
V1036191	4466	564
V1593006	4460	5889
V1015866	4450	540
V1500439	4443	1203
V1412710	4429	1212
V1138289	4417	705
V1541210	4416	645
V1834832	4400	9669
V1000502	4397	1143
V1164544	4395	1830
V1066332	4391	621
V1000325	4390	201
V1013406	4384	1908
V1561820	4384	1452
V1552737	4380	1521
V1008711	4377	4848
V1577351	4370	609
V1482461	4369	1938
V1482551	4364	912
V1399043	4355	519
V1574093	4350	6354
V1094593	4341	357
V1000318	4335	2415
V1364807	4329	522
V1200344	4324	2652
V1213480	4321	1062
V1503145	4319	630
V1912441	4310	762
V1481392	4298	147
V1077866	4297	387
V1400168	4286	840
V1399511	4260	282
V1891332	4229	5532
V1037173	4213	636
V1200366	4210	1962
V1039311	4208	3420
V1392006	4206	387
V1503139	4206	2349
V1288460	4193	315
V1373874	4185	681
V1291229	4176	4476
V1339795	4148	1146
V1491718	4147	804
V1562543	4147	618
V1433284	4135	201
V1594437	4135	954
V1000465	4134	576
V1564264	4132	1908
V1265582	4131	1209
V1000081	4128	2016
V1337362	4118	1641
V1000301	4115	2253
V1036261	4107	924
V1416302	4086	315
V1469572	4082	303
V1337358	4081	1176
V1000566	4079	972
V1012782	4078	1662
V1017440	4071	747
V1485691	4059	1200
V1290863	4052	1302
V1382281	4031	300
V1042408	4017	366
V1420576	4016	840
V1483949	4015	207
V1046737	4013	780
V1141833	4007	243
V1000295	4006	2070
V1000643	4001	2277
V1449303	3999	219
V1328345	3996	2139
V1000169	3995	3558
V1430382	3995	1074
V1265662	3987	1464
V1879882	3978	438
V1033789	3977	498
V1070740	3977	2532
V1436021	3977	5076
V1852053	3975	1314
V1046767	3972	2709
V1481442	3947	5304
V1553580	3932	2205
V1366482	3927	420
V1851981	3923	5952
V1581271	3914	249
V1483404	3908	1866
V1886116	3907	342
V1153304	3901	297
V1888221	3884	3681
V1017590	3878	1224
V1374569	3872	1968
V1464396	3867	6777
V1547364	3865	4326
V1013990	3863	312
V1038287	3855	924
V1076095	3853	1026
V1016890	3852	309
V1553729	3846	1638
V1240761	3843	4938
V1374264	3835	747
V1001477	3831	423
V1102145	3825	648
V1038507	3812	555
V1166828	3811	285
V1000300	3805	1839
V1067810	3797	1338
V1076036	3796	942
V1079173	3792	2979
V1000294	3788	1803
V1000593	3781	1083
V1392944	3777	438
V1000836	3772	279
V1398523	3762	312
V1034135	3751	186
V1408361	3749	1431
V1166804	3747	4764
V1010826	3743	465
V1000019	3715	354
V1430753	3708	1890
V1000834	3706	1464
V1000141	3693	798
V1594655	3691	1035
V1000139	3686	4263
V1519450	3686	447
V1886922	3683	8052
V1852140	3680	2028
V1886398	3673	123
V1273957	3672	1191
V1012921	3664	546
V1553523	3664	942
V1431657	3663	588
V1553994	3663	459
V1481434	3656	633
V1012601	3648	690
V1363754	3646	1200
V1363976	3646	1776
V1503164	3645	9888
V1140902	3643	3279
V1000503	3628	2664
V1038210	3625	309
V1159777	3620	738
V1886512	3615	825
V1295801	3612	807
V1481429	3609	7854
V1553605	3598	498
V1576349	3592	1101
V1000069	3588	1839
V1881721	3587	333
V1000022	3579	309
V1573360	3576	207
V1000039	3569	714
V1037967	3568	570
V1581637	3568	351
V1075033	3566	1020
V1138246	3554	1101
V1445200	3549	552
V1552718	3534	2568
V1886598	3513	468
V1590848	3507	870
V1852016	3506	129
V1011952	3501	408
V1886558	3496	351
V1366998	3494	2589
V1144281	3491	375
V1523909	3475	3207
V1445345	3460	183
V1553598	3451	897
V1090580	3450	771
V1368877	3435	714
V1037449	3415	957
V1155143	3411	2466
V1000152	3410	1428
V1886662	3410	720
V1159013	3404	1371
V1552729	3404	678
V1234818	3386	312
V1316499	3381	1125
V1000155	3378	867
V1615860	3363	7791
V1467466	3361	192
V1852132	3350	1230
V1392302	3347	933
V1100534	3346	192
V1886737	3342	510
V1042360	3335	1308
V1404674	3324	621
V1337176	3323	162
V1015609	3321	987
V1000536	3318	879
V1266177	3317	1818
V1006022	3313	690
V1469298	3293	636
V1151249	3285	5454
V1041179	3281	1440
V1584186	3277	663
V1158598	3274	387
V1820421	3274	1464
V1547357	3271	150
V1373952	3266	3720
V1019923	3265	828
V1330473	3258	642
V1011014	3254	1536
V1000317	3253	525
V1204223	3252	7362
V1096366	3250	345
V1000088	3249	645
V1602989	3237	1389
V1574805	3233	1149
V1010170	3232	1455
V1038293	3219	2553
V1526141	3217	2646
V1000092	3216	1218
V1000565	3212	1383
V1888222	3210	255
V1010371	3195	1314
V1000605	3189	2361
V1036367	3185	1920
V1000574	3184	1728
V1020418	3182	1284
V1553654	3181	1428
V1469296	3177	267
V1575066	3177	705
V1010633	3175	1932
V1009496	3165	441
V1042531	3162	693
V1356188	3161	1359
V1000329	3159	1572
V1037659	3158	1443
V1137029	3148	978
V1013092	3144	2253
V1000076	3133	141
V1006628	3130	822
V1000563	3129	627
V1888216	3126	1431
V1566080	3124	351
V1553586	3123	930
V1000166	3114	564
V1016421	3111	432
V1886400	3107	171
V1079798	3104	3066
V1440651	3104	1278
V1138247	3103	1713
V1806808	3101	2496
V1006627	3083	915
V1265244	3076	1902
V1011015	3070	861
V1036795	3066	789
V1366656	3058	306
V1295139	3054	1032
V1000500	3049	2019
V1173748	3045	588
V1886719	3041	753
V1011011	3040	672
V1138248	3039	1341
V1037518	3034	381
V1324413	3032	279
V1145663	3030	2130
V1000132	3029	2286
V1423312	3020	2901
V1000327	3014	1347
V1594712	3007	1200
V1152427	3003	990
V1033790	2998	1014
V1201514	2994	2250
V1530689	2986	1317
V1014274	2983	906
V1820483	2983	1230
V1445186	2976	2127
V1058821	2975	1020
V1075594	2971	855
V1572527	2965	186
V1010897	2963	1284
V1014328	2954	324
V1000056	2950	666
V1238882	2941	6927
V1037682	2940	918
V1011950	2938	1356
V1598238	2937	1095
V1398731	2933	159
V1013797	2928	3288
V1138312	2925	1470
V1151091	2925	1635
V1143990	2922	567
V1481441	2919	1437
V1010324	2916	3045
V1388913	2912	192
V1000602	2910	273
V1579455	2910	438
V1469327	2907	519
V1145034	2904	3774
V1852111	2897	2151
V1012852	2896	978
V1151052	2896	7704
V1881346	2886	1233
V1144313	2882	360
V1339861	2877	435
V1522026	2876	1029
V1875168	2875	300
V1138580	2872	264
V1491762	2871	1236
V1037422	2858	543
V1355511	2858	1719
V1101083	2847	255
V1014182	2842	1977
V1191179	2833	774
V1016290	2827	2481
V1000611	2825	1398
V1091760	2819	624
V1463662	2817	336
V1000316	2813	2103
V1139037	2791	303
V1553746	2788	2220
V1010209	2786	2799
V1607579	2786	4860
V1044896	2785	468
V1238024	2783	519
V1150958	2782	2499
V1136952	2781	1917
V1295374	2781	1467
V1000118	2773	1923
V1079897	2772	720
V1425811	2769	837
V1595063	2769	882
V1036418	2766	285
V1033646	2763	2295
V1200516	2762	225
V1366629	2762	318
V1886584	2761	690
V1888223	2759	819
V1000538	2740	849
V1000046	2738	477
V1017849	2732	840
V1449006	2730	465
V1098081	2724	318
V1491946	2723	1044
V1011960	2720	633
V1136951	2718	1965
V1014250	2716	2370
V1851958	2716	357
V1011012	2713	495
V1064199	2712	2640
V1383881	2707	1116
V1362252	2703	2790
V1576072	2697	285
V1067672	2694	381
V1576856	2693	777
V1464033	2687	1161
V1000296	2684	747
V1037423	2683	1662
V1469322	2683	801
V1149270	2682	201
V1515580	2682	1485
V1112929	2680	1269
V1879856	2677	312
V1522724	2676	1353
V1553587	2672	1236
V1268476	2666	699
V1012055	2663	399
V1574627	2663	231
V1144065	2659	489
V1144023	2656	528
V1000048	2655	864
V1852100	2654	807
V1364647	2653	432
V1886616	2649	774
V1000167	2639	219
V1000057	2638	990
V1104333	2637	993
V1485198	2637	1251
V1445250	2634	132
V1481437	2632	1239
V1033129	2627	1521
V1420585	2626	1809
V1367590	2618	864
V1384044	2609	834
V1420575	2607	834
V1006029	2605	915
V1469457	2601	441
V1886513	2591	696
V1081021	2587	3663
V1144615	2583	4749
V1000154	2582	1680
V1013977	2577	1083
V1394807	2575	1200
V1036811	2573	384
V1399575	2572	3459
V1499048	2559	3828
V1121567	2558	168
V1551811	2549	201
V1150961	2547	3531
V1000304	2546	1872
V1151039	2542	2493
V1485115	2535	3423
V1000106	2530	1677
V1574907	2530	1035
V1553617	2526	2817
V1292575	2525	960
V1356684	2524	1734
V1328036	2523	1554
V1010322	2521	411
V1043198	2521	1056
V1137033	2518	2079
V1499765	2518	633
V1010707	2510	1008
V1381260	2510	870
V1522031	2507	1227
V1374236	2506	483
V1038532	2505	420
V1139649	2505	4374
V1036829	2504	597
V1081813	2504	1584
V1430612	2502	2025
V1044111	2499	354
V1886482	2492	495
V1383877	2487	1284
V1010901	2483	2334
V1012697	2478	747
V1592899	2476	324
V1000332	2474	1344
V1886580	2473	696
V1059249	2471	459
V1195980	2471	1326
V1576630	2471	1971
V1375699	2467	528
V1035129	2464	1227
V1033881	2463	291
V1036826	2462	2757
V1000196	2459	2922
V1015123	2459	1674
V1294663	2458	261
V1886253	2456	261
V1171816	2452	153
V1445419	2449	1488
V1000631	2447	1080
V1373836	2447	1701
V1851983	2447	2235
V1006818	2446	801
V1464182	2445	3171
V1265700	2440	4794
V1077152	2438	525
V1143907	2438	132
V1886377	2434	1098
V1039162	2430	1683
V1836802	2430	513
V1553703	2429	3213
V1000456	2427	1047
V1014514	2425	726
V1392036	2423	1131
V1139744	2420	5721
V1071185	2419	2094
V1595138	2417	762
V1000006	2414	117
V1074834	2412	2100
V1482487	2408	1029
V1038267	2405	2031
V1036155	2402	1209
V1168807	2402	240
V1374340	2397	2466
V1145239	2388	651
V1436037	2387	1296
V1886965	2385	444
V1553707	2381	456
V1010604	2377	573
V1553674	2377	831
V1384481	2373	438
V1420559	2360	3171
V1011572	2352	3048
V1033579	2352	885
V1466175	2350	1095
V1420578	2346	876
V1000525	2345	867
V1191447	2345	849
V1389989	2344	327
V1036227	2342	1629
V1000592	2338	1278
V1554368	2336	711
V1374878	2333	246
V1373917	2332	468
V1013989	2331	336
V1302930	2331	351
V1013794	2326	279
V1576787	2324	2586
V1015610	2320	1941
V1140854	2314	2925
V1820396	2314	927
V1483815	2313	372
V1237898	2308	792
V1322633	2299	105
V1014275	2294	966
V1520249	2293	390
V1553706	2293	2961
V1357367	2292	204
V1000213	2290	369
V1000590	2288	543
V1036282	2286	774
V1430708	2281	1062
V1820497	2277	1533
V1851988	2272	1392
V1355689	2270	1152
V1034592	2266	753
V1886577	2266	348
V1167856	2265	927
V1530442	2261	621
V1162252	2259	1470
V1138842	2256	1782
V1033924	2255	312
V1368264	2255	921
V1552764	2253	1407
V1036186	2252	1794
V1000824	2246	654
V1015185	2244	2031
V1154539	2243	1011
V1481348	2240	1101
V1144117	2238	453
V1000151	2237	273
V1015865	2237	231
V1464152	2236	1392
V1009516	2235	1296
V1140098	2234	1527
V1463704	2234	1833
V1363297	2232	1035
V1000180	2231	1314
V1036687	2230	1428
V1034548	2228	153
V1000298	2226	444
V1072280	2224	606
V1218476	2222	273
V1615592	2219	552
V1836829	2216	1623
V1169695	2212	114
V1340020	2201	711
V1037426	2196	747
V1012821	2191	918
V1010898	2183	1242
V1503166	2183	3753
V1312248	2177	1374
V1010331	2176	2601
V1879843	2176	342
V1010589	2175	4296
V1037879	2171	135
V1345089	2169	132
V1010362	2165	1806
V1739300	2165	1533
V1000328	2158	594
V1888250	2154	804
V1000158	2151	414
V1339799	2149	822
V1851972	2146	1332
V1000331	2145	921
V1374012	2145	1626
V1458733	2145	2262
V1553602	2143	1269
V1036379	2142	2286
V1392169	2142	363
V1240407	2140	927
V1594750	2140	576
V1409362	2139	2271
V1011951	2137	228
V1167711	2131	1338
V1036300	2130	1149
V1469274	2127	1095
V1042441	2124	339
V1356740	2124	93
V1339886	2123	432
V1214686	2114	9123
V1886500	2111	606
V1045334	2109	393
V1886673	2108	2079
V1157569	2106	855
V1162245	2104	2490
V1469580	2102	1563
V1886570	2102	780
V1886647	2101	831
V1414120	2094	147
V1138859	2093	969
V1420560	2091	1269
V1313683	2088	855
V1574082	2086	1281
V1272241	2084	330
V1327808	2082	258
V1100374	2079	642
V1097461	2077	333
V1014791	2076	519
V1073738	2075	411
V1036258	2074	834
V1000458	2073	720
V1151036	2069	861
V1012114	2067	1305
V1297404	2063	3024
V1399193	2063	204
V1096409	2062	363
V1292479	2061	1056
V1415807	2060	609
V1580703	2058	2175
V1464618	2057	1293
V1820405	2056	1263
V1013976	2054	3540
V1886446	2054	828
V1000016	2051	186
V1381698	2048	1218
V1238678	2047	285
V1340623	2043	426
V1374615	2042	735
V1496995	2042	201
V1105456	2041	1665
V1000526	2040	2310
V1010593	2039	1302
V1552725	2036	1386
V1000490	2035	474
V1037415	2032	405
V1420606	2032	279
V1369413	2030	495
V1547320	2030	1383
V1000024	2029	1386
V1000077	2029	1143
V1836832	2027	561
V1000185	2025	1620
V1580713	2021	1632
V1577512	2018	1530
V1576098	2017	1044
V1036298	2016	1425
V1528357	2013	1671
V1013149	2012	3600
V1009697	2011	474
V1340487	2011	552
V1887018	2011	846
V1000322	2010	1113
V1340475	2010	396
V1033772	2009	1080
V1415806	2008	4086
V1000559	2007	1314
V1464174	2007	1170
V1553606	2007	591
V1295084	2003	429
V1079141	1999	3576
V1852080	1998	1380
V1033375	1996	1299
V1594580	1995	192
V1886502	1994	1113
V1181936	1992	2007
V1000299	1989	834
V1380162	1989	6675
V1038276	1986	330
V1000091	1984	1155
V1339919	1983	411
V1293700	1982	441
V1265185	1980	1956
V1000634	1976	2817
V1088192	1976	1308
V1136911	1975	1332
V1337573	1974	447
V1365279	1972	279
V1076687	1971	477
V1436495	1971	426
V1164542	1970	1047
V1000476	1968	882
V1459186	1966	483
V1076023	1965	1116
V1357028	1965	657
V1374529	1965	2121
V1619822	1964	672
V1000050	1962	1440
V1160507	1962	666
V1014819	1959	1269
V1447216	1958	510
V1806795	1958	1089
V1000028	1953	774
V1000149	1949	783
V1088148	1949	156
V1237505	1948	1455
V1079172	1947	1266
V1464337	1945	723
V1594239	1944	909
V1367869	1942	663
V1467000	1942	276
V1158372	1940	1488
V1705041	1934	1407
V1000177	1932	834
V1230286	1932	993
V1073610	1931	2121
V1268292	1930	2712
V1836807	1930	186
V1138974	1927	1818
V1875193	1927	5490
V1265198	1922	1902
V1392092	1922	1110
V1852108	1921	759
V1036959	1920	1962
V1009869	1917	624
V1012698	1914	1944
V1036260	1911	2010
V1066331	1908	1173
V1265692	1908	5055
V1180681	1906	2652
V1036169	1904	1407
V1524332	1904	5973
V1806797	1904	1572
V1010860	1903	441
V1483085	1903	4182
V1072266	1902	1308
V1339798	1900	930
V1886651	1895	381
V1482586	1890	1704
V1166954	1889	1932
V1498827	1887	942
V1136980	1886	297
V1375820	1885	1086
V1381441	1884	525
V1886589	1882	354
V1483378	1881	585
V1000113	1880	1329
V1102938	1880	4788
V1204226	1880	798
V1037529	1879	1206
V1167639	1875	963
V1268242	1875	1305
V1000537	1874	774
V1342892	1872	2430
V1446687	1872	195
V1392446	1870	681
V1000567	1869	366
V1000848	1869	1968
V1551637	1866	306
V1036465	1865	2391
V1912444	1865	360
V1356515	1864	1065
V1687741	1863	1344
V1010815	1861	528
V1820375	1859	1467
V1886382	1859	261
V1014590	1858	2982
V1010162	1855	555
V1463738	1855	939
V1405827	1847	393
V1464000	1847	837
V1011013	1845	567
V1594751	1844	981
V1036422	1840	2049
V1012781	1839	2022
V1042447	1838	1401
V1038909	1835	2139
V1576462	1834	2598
V1037450	1830	1059
V1110016	1830	1146
V1301166	1830	9579
V1015734	1828	1665
V1036118	1827	2325
V1144728	1820	2622
V1593025	1820	3216
V1138313	1819	1749
V1102445	1816	453
V1886654	1815	531
V1000159	1814	1110
V1164541	1813	2181
V1614119	1813	7248
V1328545	1811	195
V1042629	1810	675
V1162902	1809	843
V1338858	1809	1326
V1074700	1808	762
V1036685	1807	1155
V1513939	1807	915
V1009870	1806	639
V1000479	1803	654
V1150430	1801	7041
V1006822	1800	1386
V1000074	1799	1893
V1033942	1798	372
V1886507	1797	486
V1362258	1796	2445
V1852069	1796	1593
V1010990	1794	1284
V1166996	1792	957
V1607588	1789	7899
V1269212	1788	213
V1237636	1786	753
V1006125	1780	900
V1000569	1776	849
V1585028	1772	654
V1037345	1769	2706
V1884167	1769	696
V1043900	1767	318
V1000137	1764	1125
V1108928	1764	1404
V1595331	1764	678
V1000624	1763	1230
V1239886	1762	117
V1230290	1759	330
V1518180	1757	576
V1852031	1755	5790
V1553615	1752	558
V1042761	1750	474
V1464316	1750	249
V1141150	1748	1311
V1875187	1748	12092
V1000619	1747	399
V1340988	1746	405
V1564708	1746	981
V1000610	1744	1077
V1000173	1743	2022
V1374743	1742	2262
V1886413	1741	615
V1886557	1740	420
V1010817	1739	558
V1886554	1736	402
V1082713	1735	1245
V1886498	1731	1260
V1329036	1730	1617
V1581530	1729	384
