gene	count	length
V1064534	7328	3699
V1341888	7315	1602
V1000003	7311	384
V1851966	7260	8442
V1012672	7255	1761
V1190407	7243	2586
V1190195	7202	1527
V1000143	7201	879
V1197020	7201	687
V1295109	7194	1578
V1010320	7187	1434
V1000528	7141	471
V1000551	7054	1749
V1395502	7015	96
V1469282	7014	978
V1203355	7010	1143
V1000013	6950	399
V1229971	6939	888
V1007076	6937	1299
V1067063	6909	1311
V1594514	6869	1365
V1157905	6868	1521
V1012670	6848	2397
V1000080	6838	297
V1358470	6823	735
V1067455	6822	1173
V1879848	6819	324
V1235967	6812	276
V1059001	6740	1065
V1065326	6711	2109
V1190192	6697	1698
V1010067	6674	1515
V1852083	6645	588
V1886336	6617	282
V1070014	6605	1197
V1146847	6583	666
V1200606	6579	1116
V1013130	6553	1455
V1504615	6550	963
V1541135	6524	1668
V1594875	6518	1023
V1065539	6472	2163
V1577629	6467	2166
V1069716	6438	1293
V1886409	6435	618
V1367011	6431	150
V1420994	6429	1524
V1851982	6425	1587
V1836804	6413	1512
V1013129	6406	933
V1266125	6390	2265
V1167217	6375	1020
V1066645	6355	1707
V1395556	6328	195
V1464212	6323	1797
V1000601	6301	2721
V1464284	6275	1134
V1505663	6267	2490
V1000129	6264	1899
V1519450	6237	447
V1034594	6229	1953
V1065317	6211	1185
V1066197	6210	1449
V1000570	6205	1044
V1879847	6152	330
V1235912	6141	885
V1364188	6136	1278
V1087726	6109	1266
V1000627	6087	1632
V1000134	6062	549
V1374204	6058	2331
V1010605	6057	1854
V1033474	6034	894
V1576462	6032	2598
V1086489	6008	384
V1420584	5903	492
V1506704	5900	1404
V1109394	5892	840
V1000944	5891	693
V1075411	5870	933
V1015469	5867	1017
V1879985	5836	561
V1346806	5815	1251
V1000603	5802	432
V1481392	5796	147
V1168342	5794	276
V1066652	5767	426
V1009707	5750	1338
V1000630	5712	2400
V1065558	5689	1617
V1298018	5677	261
V1393635	5677	1461
V1879882	5662	438
V1584490	5659	1359
V1014080	5629	2079
V1064194	5612	2259
V1065926	5606	717
V1000821	5602	1101
V1346702	5590	348
V1504937	5565	1560
V1012333	5512	1311
V1011016	5501	1419
V1299127	5501	2154
V1389384	5500	657
V1344449	5479	3810
V1065552	5475	1236
V1000012	5469	531
V1195869	5461	567
V1504145	5448	1281
V1000885	5435	1290
V1505174	5423	3132
V1346342	5417	1899
V1068964	5413	1419
V1879897	5407	498
V1000499	5403	1440
V1200741	5396	900
V1464441	5380	2643
V1394465	5371	2265
V1577921	5361	1794
V1851978	5333	1308
V1034135	5328	186
V1000109	5327	1314
V1191330	5322	6843
V1347336	5290	441
V1198050	5289	102
V1065454	5282	837
V1201875	5263	2199
V1066658	5241	1605
V1886558	5217	351
V1368199	5176	735
V1413458	5173	1680
V1068084	5170	279
V1483459	5154	1653
V1175702	5149	627
V1066653	5130	513
V1015220	5116	777
V1358498	5112	645
V1033302	5102	1296
V1356665	5094	1014
V1852133	5092	408
V1440258	5087	8913
V1379917	5086	2178
V1616906	5081	2274
V1541222	5077	1374
V1014358	5075	1452
V1000093	5046	2286
V1065916	5039	1410
V1319614	5028	540
V1036980	5027	1644
V1547338	5026	291
V1240499	5018	2256
V1499093	4998	195
V1109127	4993	1017
V1365312	4993	264
V1044382	4990	429
V1464834	4972	756
V1852050	4960	2157
V1000168	4930	2874
V1066643	4922	453
V1356879	4897	519
V1363555	4897	1380
V1000318	4870	2415
V1483410	4858	1842
V1879849	4857	195
V1042555	4855	993
V1066655	4852	1320
V1070848	4837	1335
V1581223	4836	405
V1577320	4829	2742
V1066651	4812	741
V1386621	4809	927
V1000835	4794	1368
V1013431	4792	1146
V1341867	4782	492
V1373601	4760	1554
V1067115	4754	582
V1358842	4753	588
V1013128	4752	993
V1042478	4744	1308
V1374205	4744	1014
V1577176	4727	2124
V1034832	4709	1902
V1000010	4687	186
V1070081	4660	1170
V1577339	4653	924
V1852094	4651	1305
V1403255	4638	1422
V1065580	4637	984
V1168235	4636	678
V1000184	4625	1218
V1886466	4618	348
V1505077	4604	966
V1065437	4602	1290
V1011136	4597	558
V1066160	4592	1077
V1552777	4588	3591
V1052940	4584	879
V1241918	4564	987
V1482599	4555	1611
V1171078	4548	717
V1012379	4546	414
V1373610	4540	1527
V1503811	4521	1713
V1339706	4516	804
V1000001	4511	396
V1060343	4496	360
V1547956	4494	1440
V1000300	4487	1839
V1364877	4487	441
V1594784	4484	915
V1194949	4470	8865
V1006021	4465	360
V1167828	4464	1650
V1503838	4438	4356
V1891332	4437	5532
V1066657	4431	390
V1012677	4426	1923
V1886635	4417	849
V1065924	4409	570
V1499765	4408	633
V1012952	4407	1101
V1583003	4406	1497
V1000892	4400	1353
V1420563	4392	1971
V1047883	4381	528
V1173434	4381	732
V1529059	4376	537
V1552751	4376	1104
V1356897	4364	318
V1483513	4364	1458
V1504857	4357	2031
V1852028	4357	2100
V1000014	4351	369
V1851964	4347	510
V1000475	4328	279
V1162881	4323	1749
V1374406	4307	810
V1370616	4302	489
V1594655	4299	1035
V1505167	4290	2820
V1163596	4288	7965
V1067076	4279	1578
V1012052	4249	1170
V1065517	4247	801
V1362479	4243	1932
V1349964	4221	633
V1065579	4218	594
V1504571	4218	3564
V1066659	4215	417
V1357316	4213	1236
V1886582	4199	2412
V1379996	4188	1263
V1408929	4183	2706
V1553636	4182	1332
V1144532	4175	10164
V1204223	4170	7362
V1014932	4153	1569
V1578522	4150	1041
V1879928	4137	936
V1295456	4136	852
V1880077	4136	1347
V1167379	4130	891
V1340709	4123	480
V1000015	4093	267
V1379850	4093	8895
V1879950	4089	882
V1067102	4084	3234
V1190158	4079	801
V1567909	4075	246
V1190145	4071	2199
V1065335	4069	936
V1879918	4068	438
V1013091	4033	735
V1389769	4025	405
V1400074	4025	1431
V1238174	4024	567
V1467629	4022	531
V1513624	4012	393
V1153972	4005	480
V1553899	4001	1044
V1194952	4000	771
V1153984	3999	3081
V1616703	3998	8901
V1345562	3987	735
V1886405	3985	2478
V1852085	3984	2775
V1066662	3968	1599
V1373615	3958	3090
V1576201	3957	2205
V1168223	3949	693
V1144304	3945	342
V1000108	3932	525
V1519910	3932	222
V1594291	3928	1311
V1594229	3919	1410
V1607579	3914	4860
V1135971	3912	2004
V1375437	3902	1656
V1602989	3883	1389
V1067905	3872	1203
V1070407	3852	1344
V1033560	3847	741
V1463976	3836	519
V1065576	3828	672
V1386545	3828	1416
V1000144	3827	774
V1503584	3821	1311
V1297375	3820	186
V1043994	3812	660
V1000828	3807	2046
V1346617	3807	1566
V1463123	3806	822
V1137152	3797	1356
V1373607	3796	3009
V1067825	3794	2541
V1355901	3794	1488
V1066664	3790	1737
V1609217	3790	393
V1167583	3786	600
V1346732	3785	858
V1013795	3777	1020
V1000009	3775	441
V1503145	3774	630
V1504273	3773	1473
V1011651	3759	1710
V1203300	3756	1689
V1430882	3751	717
V1043198	3740	1056
V1565406	3737	1530
V1065555	3736	1440
V1009698	3733	564
V1504232	3729	3138
V1013967	3716	1695
V1836820	3709	1560
V1015375	3706	1632
V1167672	3704	630
V1338854	3700	2034
V1065325	3699	1056
V1203298	3684	1146
V1465413	3683	1425
V1372567	3669	270
V1041109	3667	2088
V1362709	3657	1437
V1013977	3654	1083
V1001468	3631	2415
V1542216	3628	5388
V1583121	3627	2850
V1553663	3616	2079
V1151052	3615	7704
V1609073	3607	324
V1010947	3602	2073
V1360981	3591	393
V1491698	3588	2709
V1504798	3578	2133
V1000176	3561	639
V1616810	3553	1311
V1339870	3543	1107
V1343313	3542	2589
V1195053	3534	618
V1144023	3519	528
V1423331	3515	2805
V1069958	3514	300
V1364505	3513	816
V1553523	3511	942
V1851960	3502	843
V1000295	3484	2070
V1104827	3474	6474
V1066656	3473	492
V1065550	3471	708
V1014867	3461	993
V1067062	3459	315
V1053253	3445	2973
V1033881	3437	291
V1408649	3436	1206
V1408626	3428	13179
V1421911	3428	459
V1548529	3428	1221
V1065313	3421	795
V1592983	3412	9618
V1065545	3386	1356
V1553618	3381	894
V1295411	3378	897
V1238067	3368	549
V1070302	3356	906
V1836800	3356	1131
V1552713	3351	1353
V1143377	3349	1899
V1013311	3344	1455
V1000092	3340	1218
V1013969	3340	966
V1852132	3334	1230
V1547329	3331	972
V1576738	3326	780
V1357254	3321	1068
V1464819	3316	1128
V1000604	3314	312
V1852039	3311	555
V1884213	3311	3552
V1504444	3310	2355
V1040473	3297	1155
V1559772	3292	1311
V1548048	3286	3975
V1236161	3276	642
V1481442	3276	5304
V1065542	3275	1434
V1520185	3270	393
V1380652	3263	441
V1386949	3262	531
V1594237	3262	1413
V1069194	3256	822
V1039005	3253	3882
V1000533	3249	1623
V1506132	3248	1398
V1167797	3237	999
V1070305	3231	651
V1366656	3229	306
V1015867	3224	426
V1010065	3213	498
V1612021	3206	429
V1008596	3205	1626
V1418919	3200	4539
V1007059	3198	1227
V1065925	3189	516
V1886712	3183	1212
V1852140	3177	2028
V1381763	3174	918
V1064607	3172	5193
V1065922	3172	411
V1886398	3170	123
V1580921	3169	657
V1167635	3166	954
V1369387	3163	1161
V1482598	3163	1620
V1068294	3155	2250
V1011014	3151	1536
V1421169	3149	879
V1430517	3147	1413
V1000006	3145	117
V1181752	3142	1455
V1345484	3137	1392
V1615860	3137	7791
V1164543	3132	1293
V1065553	3129	993
V1421010	3126	582
V1507220	3125	1209
V1000172	3117	930
V1364433	3110	756
V1067579	3107	1614
V1886585	3104	642
V1464425	3101	5019
V1532613	3098	513
V1070304	3092	1677
V1014517	3089	1407
V1190854	3089	1821
V1640362	3087	9702
V1363976	3083	1776
V1549656	3082	849
V1603887	3081	1053
V1043560	3080	900
V1000564	3067	1263
V1554961	3063	291
V1481429	3062	7854
V1070341	3061	2253
V1423344	3058	1422
V1576837	3057	1287
V1564210	3054	2781
V1001394	3048	501
V1403660	3048	582
V1065314	3045	948
V1592800	3043	195
V1065316	3036	993
V1357591	3036	867
V1295083	3035	1074
V1367500	3035	1164
V1067144	3033	1623
V1394413	3032	306
V1066174	3027	1347
V1039342	3023	519
V1348629	3023	552
V1554041	3023	708
V1888216	3023	1431
V1585250	3022	570
V1886451	3019	1605
V1295076	3018	2655
V1602669	3015	2352
V1000023	3014	993
V1000082	3009	1374
V1355999	3009	1983
V1000294	3008	1803
V1000317	3002	525
V1589915	3000	297
V1000142	2991	726
V1523254	2988	636
V1065938	2985	459
V1103148	2982	2739
V1383819	2981	2475
V1348571	2980	576
V1204231	2975	2640
V1067945	2970	582
V1013968	2949	1026
V1564264	2947	1908
V1295046	2946	804
V1583900	2946	993
V1886538	2946	351
V1067914	2944	939
V1381895	2941	1110
V1382261	2936	525
V1340164	2924	747
V1553668	2921	1308
V1108195	2914	975
V1442778	2913	1203
V1101641	2912	597
V1075809	2904	1278
V1375517	2903	1077
V1000037	2898	1311
V1290782	2893	1113
V1548997	2891	1212
V1364552	2889	672
V1415805	2886	1230
V1394651	2875	390
V1430967	2869	369
V1483540	2863	1341
V1585494	2859	855
V1421101	2853	1404
V1167389	2851	546
V1399043	2845	519
V1423318	2841	1695
V1012820	2837	1287
V1088759	2833	1137
V1067466	2831	348
V1067571	2821	2085
V1067580	2819	408
V1006819	2818	786
V1066919	2818	1494
V1384350	2813	480
V1111384	2812	273
V1481436	2812	279
V1886961	2810	1968
V1159013	2807	1371
V1012038	2798	3048
V1553999	2795	708
V1008496	2793	759
V1167194	2791	2157
V1381169	2789	2031
V1266145	2784	1230
V1011471	2780	1017
V1191213	2779	2637
V1000075	2773	372
V1000020	2771	285
V1201506	2760	1284
V1330982	2759	717
V1198530	2758	1473
V1521364	2750	330
V1011783	2744	2652
V1553865	2743	1332
V1065572	2738	510
V1038290	2736	216
V1065574	2736	444
V1078022	2735	357
V1167798	2732	1326
V1886399	2730	315
V1487245	2728	1947
V1065363	2725	789
V1066937	2725	504
V1342123	2722	672
V1012925	2717	1035
V1074742	2713	414
V1037207	2709	663
V1607589	2708	1551
V1229985	2706	213
V1912438	2706	5448
V1065511	2701	1149
V1851995	2700	954
V1200468	2694	432
V1256531	2691	453
V1501378	2691	558
V1463687	2690	1206
V1146002	2683	993
V1364769	2678	576
V1166804	2674	4764
V1065569	2672	312
V1068443	2671	933
V1065353	2661	2709
V1000117	2657	927
V1145998	2657	1326
V1167405	2647	1344
V1067188	2643	1776
V1016891	2638	414
V1000086	2637	1089
V1504450	2635	3282
V1000307	2632	1338
V1409160	2630	1110
V1000019	2629	354
V1012423	2627	534
V1013304	2623	1650
V1067072	2622	1956
V1000558	2615	750
V1359492	2614	543
V1576829	2614	2589
V1836807	2613	186
V1373715	2612	2421
V1088211	2605	1380
V1363264	2604	1908
V1388911	2604	297
V1065506	2603	537
V1070591	2598	2589
V1256496	2598	696
V1009575	2597	2595
V1146501	2596	915
V1364483	2592	270
V1432502	2590	591
V1503810	2589	759
V1562543	2588	618
V1269217	2587	321
V1042408	2584	366
V1000325	2581	201
V1066918	2581	1308
V1007054	2580	3438
V1167678	2580	1749
V1001475	2576	891
V1481441	2575	1437
V1102449	2574	10164
V1594051	2573	1293
V1290770	2566	846
V1076330	2563	465
V1196115	2561	1335
V1505102	2561	1779
V1040581	2558	621
V1399511	2558	282
V1065575	2556	1314
V1010068	2547	864
V1012674	2541	909
V1608734	2541	1827
V1067453	2540	660
V1886400	2539	171
V1356394	2536	2166
V1347769	2535	660
V1356068	2534	1698
V1576349	2529	1101
V1469327	2518	519
V1581212	2518	507
V1017544	2517	1188
V1066644	2516	828
V1065347	2511	495
V1559864	2511	1614
V1066936	2507	795
V1012819	2503	1122
V1343896	2503	819
V1000044	2500	1950
V1066636	2500	1302
V1001367	2495	1011
V1012424	2491	498
V1347308	2488	1398
V1013966	2475	417
V1355860	2471	444
V1066151	2469	2277
V1172123	2469	1815
V1581271	2469	249
V1268240	2466	4962
V1439186	2464	405
V1436021	2461	5076
V1099467	2459	2298
V1356949	2458	1359
V1012676	2451	459
V1065562	2448	624
V1066144	2447	267
V1006720	2446	759
V1554095	2445	1110
V1235890	2442	2088
V1007073	2440	1071
V1008711	2438	4848
V1167651	2435	510
V1385920	2434	1323
V1012414	2432	627
V1065374	2423	1716
V1077866	2420	387
V1153346	2419	483
V1000611	2413	1398
V1583368	2411	2442
V1547357	2406	150
V1368480	2404	993
V1069949	2403	969
V1067450	2401	273
V1038287	2395	924
V1462086	2392	312
V1144855	2386	1107
V1852121	2385	1557
V1366895	2382	1218
V1006719	2381	1320
V1553684	2379	1341
V1065466	2375	1668
V1065456	2372	945
V1577480	2367	897
V1099144	2366	2376
V1185703	2366	282
V1016291	2365	426
V1200513	2365	1035
V1040402	2363	1530
V1000016	2361	186
V1076036	2358	942
V1469293	2358	558
V1167827	2357	1236
V1230453	2356	1614
V1006685	2355	2592
V1445345	2353	183
V1052941	2352	9306
V1065484	2351	288
V1167569	2345	345
V1836829	2344	1623
V1067906	2340	1062
V1011015	2339	861
V1439169	2338	228
V1295374	2337	1467
V1348786	2334	390
V1557783	2332	903
V1072870	2329	1623
V1000069	2325	1839
V1066147	2325	483
V1012053	2323	492
V1065435	2322	1209
V1265700	2321	4794
V1437389	2321	678
V1102242	2318	5208
V1046767	2317	2709
V1362900	2317	2583
V1595063	2316	882
V1000503	2312	2664
V1421154	2312	1245
V1011009	2304	285
V1289783	2304	1182
V1482551	2304	912
V1437530	2302	567
V1356425	2298	1986
V1066663	2295	1851
V1445186	2294	2127
V1463686	2294	1335
V1375650	2292	1320
V1018031	2290	426
V1066916	2287	588
V1522724	2287	1353
V1200588	2283	1353
V1503141	2283	9558
V1437020	2280	1101
V1006728	2279	837
V1603598	2277	1017
V1153964	2275	1308
V1364412	2275	720
V1000022	2273	309
V1852138	2273	893
V1000502	2272	1143
V1167571	2272	558
V1355712	2270	1584
V1346233	2267	1632
V1068298	2264	549
V1015219	2262	909
V1069595	2261	429
V1159530	2261	987
V1201501	2261	2253
V1421344	2261	960
V1141070	2260	972
V1066138	2257	1413
V1608875	2257	372
V1167445	2254	1638
V1504087	2254	2469
V1237779	2253	144
V1012422	2248	396
V1213480	2247	1062
V1340115	2247	798
V1346167	2245	1278
V1071524	2243	444
V1017114	2242	201
V1236566	2242	417
V1000301	2241	2253
V1593006	2240	5889
V1547417	2238	2220
V1118976	2237	159
V1085663	2235	447
V1065571	2232	369
V1416556	2232	1293
V1464958	2229	1563
V1879856	2226	312
V1553956	2224	405
V1065527	2223	903
V1200647	2222	1206
V1367057	2222	4239
V1553632	2216	978
V1398674	2215	297
V1882040	2206	927
V1098891	2203	1128
V1099189	2203	879
V1469304	2203	336
V1584680	2203	1254
V1039802	2201	2508
V1298017	2200	1008
V1541210	2197	645
V1580786	2197	327
V1194946	2196	819
V1301126	2194	1830
V1000632	2190	1020
V1110483	2188	399
V1240761	2180	4938
V1190263	2176	1593
V1572527	2175	186
V1067441	2172	1566
V1138550	2172	1890
V1519499	2171	444
V1552718	2171	2568
V1585624	2171	834
V1314267	2170	579
V1099276	2169	1011
V1886619	2169	1047
V1151035	2168	2604
V1390273	2168	2262
V1415806	2166	4086
V1000166	2165	564
V1201810	2163	849
V1350467	2161	573
V1033925	2160	198
V1851988	2159	1392
V1886580	2158	696
V1342924	2152	2238
V1469298	2145	636
V1882996	2144	7089
V1295112	2143	1182
V1039094	2141	570
V1014869	2139	918
V1017566	2136	303
V1557302	2134	1683
V1355861	2132	828
V1504272	2127	1479
V1874622	2124	1878
V1012679	2123	981
V1265557	2117	1425
V1067907	2115	1344
V1373577	2113	1608
V1000081	2111	2016
V1420576	2110	840
V1295229	2109	96
V1400168	2109	840
V1505588	2108	1950
V1000834	2103	1464
V1576947	2097	1611
V1065567	2096	258
V1585936	2094	576
V1011483	2092	438
V1420560	2092	1269
V1067921	2091	1392
V1379987	2091	1875
V1067562	2088	432
V1012419	2085	387
V1201877	2085	2433
V1580854	2083	474
V1504336	2082	2022
V1238012	2076	723
V1434823	2075	366
V1420577	2073	3645
V1068490	2071	1530
V1851983	2069	2235
V1886496	2069	312
V1144281	2062	375
V1034630	2061	483
V1503578	2061	978
V1886464	2061	255
V1067947	2060	1206
V1577952	2060	1449
V1041703	2059	993
V1000500	2057	2019
V1069093	2054	1494
V1037768	2053	750
V1041428	2051	1719
V1506181	2051	870
V1099394	2049	924
V1559180	2048	429
V1705112	2048	270
V1000625	2046	1104
V1065434	2046	1380
V1617187	2044	1779
V1420585	2039	1809
V1066923	2033	1602
V1483972	2033	10128
V1168678	2031	654
V1137029	2028	978
V1371447	2027	417
V1504816	2024	3684
V1013360	2023	1722
V1041590	2020	189
V1068449	2020	1806
V1014079	2018	387
V1386354	2018	849
V1017656	2016	2580
V1066631	2015	639
V1164544	2014	1830
V1051831	2012	1614
V1067111	2012	2511
V1409994	2011	1107
V1418913	2007	2556
V1065935	2004	2046
V1445250	2001	132
V1574805	2001	1149
V1504882	1996	1392
V1067066	1995	1713
V1182975	1994	858
V1240809	1994	156
V1290863	1993	1302
V1014868	1990	813
V1608313	1990	450
V1181710	1988	1947
V1594288	1988	1347
V1616875	1988	1266
V1402492	1985	348
V1430382	1984	1074
V1197432	1983	561
V1583636	1980	117
V1000594	1977	3192
V1190199	1977	2247
V1233284	1977	1281
V1012602	1972	1200
V1291229	1972	4476
V1076768	1970	699
V1148079	1969	174
V1481312	1968	1500
V1065526	1967	1092
V1356188	1967	1359
V1504231	1966	2508
V1011843	1965	1197
V1015868	1965	717
V1068934	1964	789
V1144065	1963	489
V1144210	1963	402
V1107292	1962	1206
V1167869	1962	1083
V1554037	1962	831
V1882989	1962	7992
V1065880	1960	924
V1033375	1959	1299
V1067955	1956	393
V1000616	1955	2511
V1065554	1953	936
V1382281	1948	300
V1883569	1946	2997
V1567200	1942	876
V1010070	1941	402
V1359092	1937	306
V1356611	1935	1425
V1375370	1934	1500
V1202264	1930	1128
V1554133	1930	1014
V1112930	1928	1371
V1066615	1925	2160
V1366629	1924	318
V1070409	1922	873
V1469580	1922	1563
V1151917	1921	1239
V1196609	1921	939
V1562682	1921	1506
V1503495	1917	4221
V1065515	1916	2574
V1330066	1916	1134
V1020444	1915	1224
V1889488	1912	333
V1010716	1911	501
V1079387	1909	846
V1033646	1908	2295
V1406723	1905	177
V1016297	1904	1365
V1011939	1903	1596
V1012417	1903	423
V1593727	1901	1194
V1430515	1898	1548
V1012051	1897	711
V1040580	1896	639
V1607588	1894	7899
V1017894	1893	429
V1091760	1891	624
V1345542	1890	2049
V1006029	1889	915
V1364641	1885	594
V1852101	1885	1119
V1409030	1884	489
V1464388	1883	3438
V1065564	1882	387
V1168502	1882	429
V1421640	1880	684
V1339618	1878	339
V1065581	1877	522
V1395203	1876	1404
V1069011	1875	561
V1095854	1874	384
V1380162	1874	6675
V1167523	1873	1086
V1265713	1872	1551
V1000304	1871	1872
V1392092	1866	1110
V1513759	1866	297
V1577140	1862	3606
V1331626	1860	573
V1007090	1856	594
V1008595	1853	276
V1463972	1853	1953
V1200373	1852	1113
V1351712	1852	456
V1483786	1852	510
V1000643	1851	2277
V1000088	1850	645
V1010661	1849	1536
V1482461	1849	1938
V1886513	1849	696
V1042142	1848	615
V1347378	1848	873
V1040657	1843	1416
V1347988	1843	942
V1366716	1843	1527
V1010064	1842	240
V1065358	1838	2088
V1067576	1838	1326
V1503139	1838	2349
V1343020	1837	1773
V1593144	1837	1437
V1067443	1836	1542
V1373874	1834	681
V1882884	1834	132
V1465329	1833	2130
V1357153	1831	1326
V1362577	1831	2790
V1366482	1823	420
V1526386	1822	999
V1167858	1820	411
V1000140	1819	1746
V1065463	1818	1770
V1728013	1817	441
V1067468	1816	2493
V1167891	1815	681
V1012420	1812	384
V1348010	1811	318
V1381397	1809	954
V1039311	1808	3420
V1047876	1800	3441
V1576500	1800	681
V1046203	1798	258
V1851972	1794	1332
V1099037	1793	1626
V1067493	1791	2019
V1438435	1790	390
V1012343	1784	1278
V1415804	1781	783
V1886616	1781	774
V1066650	1779	513
V1033129	1778	1521
V1530689	1777	1317
V1594594	1777	1278
V1071116	1776	1575
V1040177	1775	2562
V1820379	1775	444
V1886461	1774	321
V1397443	1772	405
V1593025	1771	3216
