gene	geneProduct
V1599339	Aryl-phospho-beta-D-glucosidase BglH
V1136569	Peptide chain release factor 1
V1819442	UDP-N-acetylenolpyruvoylglucosamine reductase
V1136271	Cystathionine beta-lyase family protein involved in aluminum resistance
V1599139	Putative ribosome biogenesis GTPase RsgA
V1211172	gram-positive signal peptide%2C YSIRK family
V1136263	PhoH-like protein
V1213539	Aryl-phospho-beta-D-glucosidase BglA
V1047247	PTS system galactitol-specific EIIC component
V1136501	Serine protease Do-like HtrA
V1212593	putative acetyltransferase
V1613977	purine nucleoside phosphorylase
V1136392	putative ABC transporter ATP-binding protein
V1211373	Acetate kinase
V1203623	Lactose phosphotransferase system repressor
V1211521	ADP-ribose pyrophosphatase
V1136325	ATP-dependent helicase
V1899754	Deoxyadenosine kinase
V1136312	ATP-dependent Clp protease proteolytic subunit
V1599240	ATP-dependent helicase/nuclease subunit A
V1448351	HTH-type transcriptional repressor YvoA
V1203652	putative aminodeoxychorismate lyase
V1448309	Oxalyl-CoA decarboxylase
V1599137	Ribosomal RNA small subunit methyltransferase B
V1481309	conjugal transfer ATP-binding protein TraC
V1615067	UDP-N-acetylmuramate--L-alanine ligase
V1211759	ATP-dependent protease subunit HslV
V1448293	Ribose-phosphate pyrophosphokinase
V1799290	Elongation factor P
V1899636	Beta antigen
V1203407	hypothetical protein
V1211249	Phosphate acyltransferase
V1599155	Elongation factor 4
V1211293	Stage 0 sporulation protein KC
V1448413	Isoleucine--tRNA ligase
V1203567	hypothetical protein
V1213517	CutC-like protein
V1136152	hypothetical protein
V1212471	Glucan 1%2C6-alpha-glucosidase
V1886433	Modification methylase HhaI
V1599260	Aspartokinase 3
V1885605	Dipeptidase A
V1136269	Putative NADH-flavin reductase
V1600646	putative zinc transport system permease protein AdcB
V1600194	GTPase YqeH
V1156119	RNAP delta factor
V1222158	NADH dehydrogenase
V1211175	Glucomannan utilization protein R
V1211366	Pyruvate formate-lyase 1-activating enzyme
V1599261	Neutral endopeptidase
V1211718	Signal peptidase IB
V1599132	Bifunctional protein FolD protein
V1885604	Glutamyl-tRNA(Gln) amidotransferase subunit C
V1136547	Trehalose import ATP-binding protein SugC
V1448544	mobile mystery protein B
V1600635	Tyrosine-protein phosphatase precursor
V1136175	Biofilm regulatory protein A precursor
V1599170	putative amino acid permease YhdG
V1221300	50S ribosomal protein L7/L12
V1599980	O-GlcNAcase NagJ precursor
V1599291	GDP-mannose-dependent alpha-(1-2)-phosphatidylinositol mannosyltransferase
V1599232	Ribosomal large subunit pseudouridine synthase D
V1212487	Staphylococcal respiratory response protein A
V1819569	Ribosomal RNA small subunit methyltransferase G
V1136066	Pantothenate kinase
V1606172	Maltose phosphorylase
V1136156	Sporulation initiation inhibitor protein soj
V1448308	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
V1203545	HPr kinase/phosphorylase
V1211431	Glycine--tRNA ligase alpha subunit
V1203406	hypothetical protein
V1136107	putative MFS family transporter protein
V1203409	Adenosylcobalamin-dependent ribonucleoside-triphosphate reductase
V1203722	Recombination protein RecR
V1799366	Lipase precursor
V1136601	metal-binding protein
V1599338	Glucose uptake protein GlcU
V1600694	putative cell division protein YtgP
V1211255	Inner membrane protein YjjP
V1136117	Chromosomal replication initiator protein DnaA
V1885577	D-alanyl-lipoteichoic acid biosynthesis protein DltD
V1136135	GMP synthase [glutamine-hydrolyzing]
V1136292	deoxyguanosinetriphosphate triphosphohydrolase-like protein
V1211281	Aldose 1-epimerase
V1599313	UDP-N-acetylmuramoylalanine--D-glutamate ligase
V1899657	ATP-dependent Clp protease ATP-binding subunit ClpE
V1136313	Putative sporulation transcription regulator WhiA
V1599229	hypothetical protein
V1819496	Restriction enzyme BgcI subunit alpha
V1599297	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
V1599241	ATP-dependent helicase/deoxyribonuclease subunit B
V1136110	Holliday junction ATP-dependent DNA helicase RuvB
V1912315	hypothetical protein
V1136074	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
V1211228	Calcium-transporting ATPase
V1136300	Deoxyguanosine kinase
V1136220	hypothetical protein
V1448285	potassium transport protein Kup
V1136370	Galactokinase
V1203408	23S rRNA (uracil-C(5))-methyltransferase RlmCD
V1599346	Lon protease 2
V1912377	6-phosphogluconate dehydrogenase%2C decarboxylating
V1209667	type IV secretion system protein VirD4
V1211344	hypothetical protein
V1136519	Acetate kinase
V1448521	3'-5' exoribonuclease YhaM
V1899701	DNA polymerase IV
V1600638	putative chromosome-partitioning protein ParB
V1203397	hypothetical protein
V1136112	Glucose-6-phosphate 1-dehydrogenase
V1899673	Putative NAD(P)H nitroreductase YodC
V1339690	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
V1799297	Tyrosine recombinase XerD
V1213497	Tyrosine--tRNA ligase
V1136589	30S ribosomal protein S16
V1203625	ASCH domain protein
V1203766	Acyl carrier protein
V1339706	PTS system mannose-specific EIIC component
V1481310	type IV secretion system protein VirD4
V1203386	Transcriptional regulatory protein YycF
V1448399	glmZ(sRNA)-inactivating NTPase
V1136311	D-inositol 3-phosphate glycosyltransferase
V1599136	Primosomal protein N'
V1799322	Cysteine--tRNA ligase
V1213527	ribonuclease BN/unknown domain fusion protein
V1136318	PTS system oligo-beta-mannoside-specific EIIC component
V1599354	MutS2 protein
V1599290	Beta-1%2C6-galactofuranosyltransferase WbbI
V1599147	Ditrans%2Cpolycis-undecaprenyl-diphosphate synthase ((2E%2C6E)-farnesyl-diphosphate specific)
V1136199	hypothetical protein
V1136567	Spermine/spermidine acetyltransferase
V1218793	Archaeal ATPase
V1599146	Cyclopropane-fatty-acyl-phospholipid synthase
V1136276	Adapter protein MecA 1
V1136407	DNA-binding protein HU
V1213519	Chaperone protein DnaJ
V1136094	hypothetical protein
V1448403	hypothetical protein
V1880660	Diaminopropionate ammonia-lyase
V1136454	Nicotinate-nucleotide adenylyltransferase
V1599152	Riboflavin biosynthesis protein RibF
V1601058	Helicase IV
V1136219	Aminopeptidase E
V1799333	Protein-disulfide isomerase
V1136079	Ribonuclease M5
V1211472	Acetyl-CoA acetyltransferase
V1448379	Multidrug resistance ABC transporter ATP-binding and permease protein
V1599265	nicotinamidase/pyrazinamidase
V1615127	t(6)A37 threonylcarbamoyladenosine biosynthesis protein RimN
V1136143	hypothetical protein
V1599279	hypothetical protein
V1601111	DNA polymerase III PolC-type
V1211301	Phosphate acetyltransferase
V1819524	MucBP domain protein
V1605846	Lysine--tRNA ligase
V1158338	Uracil phosphoribosyltransferase
V1819487	hypothetical protein
V1203361	NADPH azoreductase
V1819530	Lichenan-specific phosphotransferase enzyme IIA component
V1600640	putative ABC transporter ATP-binding protein
V1213493	hypothetical protein
V1819514	Trifunctional nucleotide phosphoesterase protein YfkN precursor
V1136044	Inner membrane transporter YcaM
V1601167	hypothetical protein
V1136590	Cell division protein FtsL
V1136299	Lactate 2-monooxygenase
V1136354	Formyl-coenzyme A transferase
V1136450	putative phage-associated protein
V1136455	putative nicotinate-nucleotide adenylyltransferase
V1213560	Oligopeptide-binding protein AppA precursor
V1339855	Aryl-phospho-beta-D-glucosidase BglA
V1136198	hypothetical protein
V1599327	Levansucrase precursor
V1136667	hypothetical protein
V1211273	PTS system%2C glucitol/sorbitol-specific IIA component
V1819481	hypothetical protein
V1599145	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
V1899700	Catabolite control protein A
V1436495	co-chaperonin GroES
V1238017	Rib/alpha/Esp surface antigen repeat
V1203402	EIICB-Lac
V1203390	MucBP domain protein
V1599308	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
V1884746	Aminopeptidase E
V1136403	Galactose-6-phosphate isomerase subunit LacB
V1203544	Peptide chain release factor 2
V1136480	Folylpolyglutamate synthase
V1599356	Xaa-Pro dipeptidase
V1448404	Ribulose-phosphate 3-epimerase
V1599175	putative oxidoreductase
V1599312	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
V1899670	putative glycosyltransferase EpsJ
V1136353	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
V1599243	mevalonate kinase
V1136053	Chaperone protein YajL
V1599191	Carboxy-terminal processing protease CtpA precursor
V1599182	ATP-dependent helicase HepA
V1211218	Lactose transport system permease protein LacF
V1136264	Endoribonuclease YbeY
V1605871	t(6)A37 threonylcarbamoyladenosine biosynthesis protein
V1047245	HTH domain protein
V1047246	Galactitol-specific phosphotransferase enzyme IIB component
V1211237	hypothetical protein
V1448340	Mercuric reductase
V1599192	Ribosome biogenesis GTPase A
V1600707	Putative multidrug export ATP-binding/permease protein
V1136200	Adenosine monophosphate-protein transferase VbhT
V1136238	CRISPR-associated protein Cas9/Csn1%2C subtype II/NMEMI
V1600631	Bacterial regulatory proteins%2C tetR family
V1899694	DEAD-box ATP-dependent RNA helicase CshA
V1899644	NH(3)-dependent NAD(+) synthetase
V1136251	Aldose 1-epimerase
V1599235	cyclic 3'%2C5'-adenosine monophosphate phosphodiesterase
V1599344	polynucleotide kinase
V1597060	DNA-directed RNA polymerase subunit beta
V1899634	C protein alpha-antigen precursor
V1606074	Trehalose-6-phosphate hydrolase
V1136572	hypothetical protein
V1448384	Oligopeptide-binding protein AppA precursor
V1203678	DNA polymerase III subunit gamma/tau
V1599180	Segregation and condensation protein A
V1211211	23S rRNA (uracil-C(5))-methyltransferase RlmCD
V1899649	putative ABC-type exoprotein transport system%2C permease component
V1886396	Restriction enzyme BgcI subunit beta
V1213671	DNA integrity scanning protein DisA
V1136261	hypothetical protein
V1899749	CsbD-like protein
V1212536	DegV domain-containing protein
V1203584	Histidine--tRNA ligase
V1601035	Oligoendopeptidase F%2C plasmid
V1596866	putative N-acetyltransferase YvbK
V1899714	hypothetical protein
