gene	geneProduct
V1047112	Recombination protein N
V1819410	Staphylococcal respiratory response protein A
V1150392	Alpha-xylosidase
V1796869	hypothetical protein
V1033319	hypothetical protein
V1033052	Citrate lyase subunit beta
V1033163	UDP-glucose 4-epimerase
V1033084	Phosphoserine phosphatase 1
V1033021	Magnesium and cobalt efflux protein CorC
V1033642	OsmC-like protein
V1047198	Carbamoyl-phosphate synthase large chain
V1032469	hypothetical protein
V1162596	Bacterial regulatory proteins%2C tetR family
V1032922	Trifunctional nucleotide phosphoesterase protein YfkN precursor
V1828860	MucBP domain protein
V1101384	Oligoendopeptidase F%2C plasmid
V1033722	putative peptidase
V1047055	PTS system glucitol/sorbitol-specific transporter subunit IIA
V1819404	hypothetical protein
V1033159	photosystem II S4 domain protein
V1684120	Foldase protein PrsA precursor
V1101401	putative membrane protein
V1033462	tRNA dimethylallyltransferase
V1033496	Putative protein phosphatase 2C-type
V1032351	Serine--tRNA ligase
V1032227	hypothetical protein
V1047268	Cystathionine beta-lyase family protein involved in aluminum resistance
V1684119	Transposase
V1047058	hypothetical protein
V1047006	tRNA (adenine(22)-N(1))-methyltransferase
V1033320	hypothetical protein
V1101420	Putative membrane protein YdgH
V1033078	DNA polymerase III subunit alpha
V1047005	ATP-dependent helicase/nuclease subunit A
V1032232	Ribose-phosphate pyrophosphokinase
V1032360	putative metal-dependent RNase%2C consists of a metallo-beta-lactamase domain and an RNA-binding KH domain
V1032394	3-oxoacyl-[acyl-carrier-protein] reductase FabG
V1034371	hypothetical protein
V1033267	GDP-mannose-dependent alpha-(1-2)-phosphatidylinositol mannosyltransferase
V1033130	UDP-N-acetylmuramoylalanine--D-glutamate ligase
V1032830	Cytidylate kinase
V1033028	Ribosomal protein L11 methyltransferase
V1032314	DEAD-box ATP-dependent RNA helicase CshB
V1032226	YibE/F-like protein
V1366248	Cysteine-rich secretory protein family protein
V1033685	hypothetical protein
V1796866	NEM-activable K(+)/H(+) antiporter
V1033167	ribonuclease BN/unknown domain fusion protein
V1034299	Putative acetyltransferase YjbC
V1034216	hypothetical protein
V1424383	Glutamyl-tRNA(Gln) amidotransferase subunit C
V1033533	HIT-like protein
V1684170	Chromosomal replication initiator protein DnaA
V1884865	hypothetical protein
V1204887	N-acetylmuramic acid 6-phosphate etherase
V1032698	Tyrosine--tRNA ligase 1
V1033268	D-inositol 3-phosphate glycosyltransferase
V1034281	Inner membrane transporter YjeM
V1032517	DNA polymerase III subunit gamma/tau
V1032920	Catabolite control protein A
V1033330	Formate--tetrahydrofolate ligase 1
V1032388	pheromone autoinducer 2 transporter
V1032883	Cell division protein FtsW
V1828789	N-acetylmuramic acid 6-phosphate etherase
V1032362	Lactose transport system permease protein LacF
V1032421	hypothetical protein
V1034218	Dipeptidase
V1033170	3-hydroxy-3-methylglutaryl-coenzyme A reductase
V1033278	ADP-ribose pyrophosphatase
V1807999	NADH peroxidase
V1032313	preprotein translocase subunit YajC
V1806610	H(+)/Cl(-) exchange transporter ClcA
V1033682	putative L-ascorbate-6-phosphate lactonase UlaG
V1032551	Uracil-DNA glycosylase
V1033257	O-acetyltransferase OatA
V1033254	Putative phosphoserine phosphatase 2
V1796916	Acetate kinase
V1887289	ASCH domain protein
V1032837	hypothetical protein
V1033400	hypothetical protein
V1796925	Xylulose kinase
V1032405	Prolipoprotein diacylglyceryl transferase
V1033425	hypothetical protein
V1033752	Putative glutamine amidotransferasec
V1047290	hypothetical protein
V1032462	Thiamine biosynthesis lipoprotein ApbE precursor
V1033633	hypothetical protein
V1796884	RNAP delta factor
V1891125	hypothetical protein
V1033184	putative protein containing a divergent version of the methyl-accepting chemotaxis-like domain protein
V1598290	Serine-rich repeat protein GspB
V1886371	Alanine racemase
V1101503	Magnesium-transporting ATPase%2C P-type 1
V1806432	gram-positive signal peptide%2C YSIRK family
V1034193	putative integral membrane protein
V1032640	hypothetical protein
V1891194	Energy-coupling factor transporter ATP-binding protein EcfA1
V1149298	Transposase
V1033095	hypothetical protein
V1033314	UDP-N-acetylmuramate--L-alanine ligase
V1424385	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
V1034345	hypothetical protein
V1806608	Galactoside transport system permease protein MglC
V1819407	FOG: Transposase
V1796839	Citrate lyase alpha chain
V1032990	Lipid A export ATP-binding/permease protein MsbA
V1552715	hypothetical protein
V1032356	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
V1884834	major capsid protein
V1033048	Aminopeptidase E
V1032332	Septation ring formation regulator EzrA
V1032718	hypothetical protein
V1796921	AMP nucleosidase
V1808018	Xylulose-5-phosphate phosphoketolase
V1885173	2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase precursor
V1032322	Glutamate racemase
V1034239	Oleate hydratase
V1032293	NH(3)-dependent NAD(+) synthetase
V1032913	Formamidopyrimidine-DNA glycosylase
V1033183	hypothetical protein
V1101414	Choloylglycine hydrolase
V1032592	glutamine amidotransferase
V1032424	hypothetical protein
V1032782	hypothetical protein
V1033657	FeS assembly SUF system protein
V1032627	Oligo-1%2C6-glucosidase
V1034273	NEM-activable K(+)/H(+) antiporter
V1033075	Sporulation initiation inhibitor protein soj
V1033781	Rhomboid protease GluP
V1033678	metal-binding protein
V1199358	Flavin mononucleotide phosphatase YbjI
V1047188	hypothetical protein
V1032612	hypothetical protein
V1047240	Ascorbate-specific PTS system EIIC component
V1032675	hypothetical protein
V1033035	50S ribosomal protein L20
V1032404	HPr kinase/phosphorylase
V1032803	Glucose-inhibited division protein A
V1047068	Phenylalanine--tRNA ligase beta subunit
V1033588	Glycine--tRNA ligase alpha subunit
V1446896	putative transposase
V1912152	polynucleotide kinase
V1033757	Glutamate--tRNA ligase
V1819375	Ornithine carbamoyltransferase%2C catabolic
V1033404	hypothetical protein
V1828795	L-lactate permease
V1032465	Nucleoid occlusion protein
V1033515	Phosphate-binding protein PstS 1 precursor
V1033499	Arginine--tRNA ligase
V1047196	DegV domain-containing protein
V1032635	Riboflavin biosynthesis protein RibF
V1047075	gram-positive signal peptide%2C YSIRK family
V1032310	DNA mismatch repair protein MutS
V1032923	putative hydrolase YutF
V1033581	Deoxyguanosine kinase
V1032916	Peptidoglycan endopeptidase RipA precursor
V1033342	hypothetical protein
V1764178	preprotein translocase subunit SecY
V1883383	putative ABC transporter ATP-binding protein
V1033120	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
V1885082	Regulatory protein spx
V1162941	Phosphoglycerol transferase%2C alkaline phosphatase superfamily
V1032221	Tyrosine-protein phosphatase precursor
V1206511	putative ABC-type exoprotein transport system%2C permease component
V1032765	Putative N-acetyl-LL-diaminopimelate aminotransferase
V1032930	putative secreted protein
V1032802	tRNA modification GTPase MnmE
V1034183	putative nicotinate-nucleotide adenylyltransferase
V1047157	Putative multidrug export ATP-binding/permease protein
V1910524	Lactose operon repressor
V1424934	DNA-directed RNA polymerase subunit alpha
V1032460	NADPH azoreductase
V1032833	Ribosomal large subunit pseudouridine synthase B
V1032683	transposase%2C IS605 OrfB family
V1150389	Farnesyl diphosphate synthase
V1032834	Segregation and condensation protein B
V1032995	Tyrosine recombinase XerC
V1101403	Putative aminopeptidase YsdC
V1033134	Saliva-binding protein
V1032772	5'-nucleotidase YfbR
V1424924	Vegetative protein 19
V1033627	hypothetical protein
V1032204	Transcript cleavage factor GreA
V1101408	putative oxidoreductase/MSMEI_2347
V1423892	SigL modulation protein
V1338879	UMP phosphatase
V1032594	Ribose-5-phosphate isomerase A
V1033501	30S ribosomal protein S20
V1163933	hypothetical protein
V1337289	HTH-type transcriptional repressor Bm3R1
V1032396	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
V1047142	Excinuclease ABC subunit C
V1033146	CCA-adding enzyme
V1047160	Putative mutator protein MutT4
V1032474	Aspartate racemase
V1034275	Serine/threonine exchanger SteT
V1684135	Transposase
V1047197	hypothetical protein
V1684086	hypothetical protein
V1032209	1%2C2-phenylacetyl-CoA monooxygenase%2C subunit D
V1033564	Peptidase family M23
V1047109	Exodeoxyribonuclease 7 large subunit
V1033068	Mini-ribonuclease 3
V1047215	Aminopeptidase N
V1033248	Oxidoreductase YdhF
V1033485	Xylose isomerase-like TIM barrel
V1204595	putative acetyltransferase
V1032466	putative chromosome-partitioning protein ParB
V1828851	RNAP delta factor
