gene	geneProduct
V1017193	Trigger factor
V1017796	Meso-diaminopimelate D-dehydrogenase
V1014777	50S ribosomal protein L2
V1827468	Methylmalonyl-CoA carboxyltransferase 5S subunit
V1014771	30S ribosomal protein S7
V1015462	50S ribosomal protein L28
V1216094	putative TonB-dependent receptor precursor
V1014697	putative PEP-CTERM system TPR-repeat lipoprotein
V1164984	Phosphocarrier protein HPr
V1011110	Aspartate ammonia-lyase
V1164779	Secreted 45 kDa protein precursor
V1118878	Carbamate kinase 1
V1016412	hypothetical protein
V1470366	F-ATPase subunit 6
V1015295	Polyribonucleotide nucleotidyltransferase
V1470182	Elongation factor G
V1017694	50S ribosomal protein L13
V1116819	putative N-acetyltransferase YjcF
V1051796	Isoleucine--tRNA ligase
V1600541	hypothetical protein
V1827624	Acetate kinase
V1016109	50S ribosomal protein L21
V1014693	Biopolymer transport protein ExbB
V1021334	hypothetical protein
V1016408	50S ribosomal protein L17
V1019700	Cytochrome d ubiquinol oxidase subunit 2
V1164632	DNA-directed RNA polymerase subunit alpha
V1122911	50S ribosomal protein L13
V1021421	F-type ATPase subunit delta
V1672914	cAMP factor
V1019108	Glutamine--tRNA ligase
V1164762	Fructose-bisphosphate aldolase
V1018877	6-phosphofructokinase isozyme 1
V1164607	N-acetylglucosamine-6-phosphate deacetylase
V1601150	hypothetical protein
V1049712	Cytochrome d ubiquinol oxidase subunit 1
V1807021	30S ribosomal protein S16
V1119205	Putative universal stress protein
V1016596	Heat shock protein J
V1120025	Heat shock protein 70
V1015611	Maltodextrin phosphorylase
V1118309	Maltose/maltodextrin-binding protein precursor
V1686825	Phosphoglucomutase
V1164621	hypothetical protein
V1012234	Flavodoxin
V1118942	DNA-directed RNA polymerase subunit beta
V1014696	hypothetical protein
V1012818	Acyl-CoA dehydrogenase%2C short-chain specific
V1011118	Malate dehydrogenase
V1016375	Rubrerythrin
V1122214	F-ATPase epsilon subunit
V1118245	30S ribosomal protein S13
V1827657	MG2 domain protein
V1020407	chromosome segregation protein SMC
V1470438	Glucose-6-phosphate isomerase
V1054467	Threonine--tRNA ligase
V1052645	30S ribosomal protein S8
V1599524	Anaerobic ribonucleoside-triphosphate reductase
V1013694	TonB-linked outer membrane protein%2C SusC/RagA family
V1470229	EIICBA-Glc
V1016595	HSP-70 cofactor
V1014773	hypothetical protein
V1049966	DNA gyrase subunit A
V1164701	dihydroxyacetone kinase
V1018074	Ribosomal large subunit pseudouridine synthase B
V1018588	peptidylprolyl isomerase
V1012320	DNA gyrase subunit B
V1015145	Triosephosphate isomerase
V1013292	TonB-linked outer membrane protein%2C SusC/RagA family
V1022782	Ferritin
V1017701	ATP-dependent zinc metalloprotease FtsH
V1018255	6-phosphofructokinase isozyme 1
V1016378	Methionine--tRNA ligase
V1015416	Lon protease 1
V1020453	50S ribosomal protein L5
V1054875	phage major capsid protein%2C HK97 family
V1117002	Subtilase family protein
V1470615	PTS system mannose-specific EIIC component
V1117011	Cyclopropane-fatty-acyl-phospholipid synthase
V1049974	Aminopeptidase C
V1023663	hypothetical protein
V1049975	Xaa-Pro aminopeptidase
V1016288	protease3
V1049612	Translation initiation factor IF-3
V1013868	Outer membrane protein Omp85
V1513970	hypothetical protein
V1051480	hypothetical protein
V1049446	putative alpha-1%2C2-mannosidase
V1470616	EIIAB-Man
V1019200	putative propionyl-CoA carboxylase beta chain 5
V1164819	L-serine dehydratase%2C alpha chain
V1013552	preprotein translocase subunit SecA
V1121137	Putative oxidoreductase YceM
V1600439	Alkyl hydroperoxide reductase subunit C
V1470269	L-lactate dehydrogenase
V1049960	50S ribosomal protein L9
V1863400	streptococcal histidine triad protein
V1119727	Response regulator ArlR
V1057522	Transposase
V1018510	Valine--tRNA ligase
V1119141	50S ribosomal protein L16
V1164983	50S ribosomal protein L7/L12
V1049613	Putative metal chaperone YciC
V1123965	50S ribosomal protein L24
V1601151	hypothetical protein
V1118246	Translation initiation factor IF-1
V1014124	putative membrane protein
V1119056	Trigger factor
V1118444	Phosphoglycerate kinase
V1123966	50S ribosomal protein L14
V1014812	bifunctional preprotein translocase subunit SecD/SecF
V1023255	30S ribosomal protein S15
V1015296	lipoprotein involved with copper homeostasis and adhesion
V1164616	hypothetical protein
V1014774	50S ribosomal protein L3
V1013831	hypothetical protein
V1013429	hypothetical protein
V1073738	50S ribosomal protein L22
V1526937	50S ribosomal protein L15
V1047645	DNA topoisomerase 1
V1470026	putative zinc transport system zinc-binding lipoprotein AdcA precursor
V1014814	hypothetical protein
V1016897	Alanine--tRNA ligase
V1047630	V8-like Glu-specific endopeptidase
V1725426	hypothetical protein
V1594784	Diacylglycerol kinase
V1051443	Aspartate--tRNA ligase
V1025085	30S ribosomal protein S12
V1047208	Elongation factor G
V1049616	Phenylalanine--tRNA ligase beta subunit
V1874630	Outer membrane protein alpha precursor
V1014695	Biopolymer transport protein ExbD/TolR
V1117987	3-oxoacyl-[acyl-carrier-protein] synthase 3
V1599803	Bacterial Ig-like domain (group 3)
V1018783	Translation initiation factor IF-1
V1015057	Fumarate hydratase class I%2C aerobic
V1016572	3-oxoacyl-[acyl-carrier-protein] synthase 3
V1123045	30S ribosomal protein S12
V1049359	Lysine--tRNA ligase
V1012477	Neutral endopeptidase
V1013839	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
V1014011	Acyl-CoA dehydrogenase
V1470042	Isoleucine--tRNA ligase
V1047668	50S ribosomal protein L7/L12
V1119329	Cell division protein FtsZ
V1014778	hypothetical protein
V1014173	Proline--tRNA ligase
V1049609	F-type ATPase subunit b
V1049621	Anaerobic ribonucleoside-triphosphate reductase
V1021099	hypothetical protein
V1470432	Translation initiation factor IF-2
V1012227	Ribonuclease E
V1013293	SusD family protein
V1016571	hypothetical protein
V1049959	30S ribosomal protein S6
V1050601	Chaperone protein DnaJ
V1119709	F-type ATPase subunit delta
V1016420	Arginine--tRNA ligase
V1016289	S-adenosylmethionine synthase
V1020452	30S ribosomal protein S14
V1019448	Glucose-6-phosphate isomerase
V1119144	50S ribosomal protein L2
V1514120	hypothetical protein
V1013019	Efflux pump membrane transporter BepE
V1164648	Aldehyde-alcohol dehydrogenase
V1049383	Phosphate acetyltransferase
V1117003	ATP-dependent zinc metalloprotease FtsH
V1827526	hypothetical protein
V1049607	F-ATPase subunit 6
V1470268	DNA gyrase subunit A
V1049617	putative transcriptional regulatory proteinc
V1119142	hypothetical protein
V1032820	50S ribosomal protein L5
V1053586	outer membrane receptor FepA
V1164553	ATP-dependent zinc metalloprotease FtsH
V1016694	Phosphomannomutase/phosphoglucomutase
V1074069	hypothetical protein
V1123148	30S ribosomal protein S8
V1827650	protease3
V1052647	hypothetical protein
V1122885	Lipid-binding protein
V1014629	Cytosol non-specific dipeptidase
V1164572	Elongation factor Ts
V1232012	Inner membrane protein YbhL
V1118308	Maltose transport system permease protein MalF
V1014593	Adenylate kinase
V1019099	Phosphoglucomutase
V1232129	Leucine--tRNA ligase
V1599363	DivIVA domain protein
V1120691	Zinc import ATP-binding protein ZnuC
V1231469	2-oxoglutarate oxidoreductase subunit KorA
V1017695	hypothetical protein
V1119969	Helix-destabilizing protein
V1016615	Ribonucleoside-diphosphate reductase subunit alpha 2
V1125082	putative ribosomal protein
V1051602	Tyrosine phosphorylated protein A
V1470237	Glucan 1%2C6-alpha-glucosidase
V1014012	Electron transfer flavoprotein large subunit
V1053588	Cell division inhibitor MinD
V1052451	TonB-linked outer membrane protein%2C SusC/RagA family
V1017195	ATP-dependent Clp protease ATP-binding subunit ClpX
V1015875	Long-chain-fatty-acid--CoA ligase FadD15
V1827506	ATP-dependent helicase HepA
V1054543	ATP-dependent DNA helicase RecQ
V1118194	Thiosulfate sulfurtransferase GlpE
V1121984	Triosephosphate isomerase
V1306539	50S ribosomal protein L13
V1470111	PII-type proteinase precursor
V1014917	Glucokinase
V1102830	3-oxoacyl-[acyl-carrier-protein] synthase 2
V1119731	Integrase
V1016695	Histidine--tRNA ligase
V1051084	Prolyl tripeptidyl peptidase precursor
V1231557	NADH-quinone oxidoreductase subunit N
V1470112	hypothetical protein
V1000886	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1053510	Asparagine--tRNA ligase
V1013838	putative FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor
V1014968	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1470009	preprotein translocase subunit SecA
V1015939	Elongation factor 4
V1119536	Aminopeptidase C
V1014755	NAD(P)H-quinone oxidoreductase subunit K 1 precursor
V1013669	putative ABC transporter ATP-binding protein YjjK
V1014753	NADH-quinone oxidoreductase subunit H
V1470314	gram-positive signal peptide%2C YSIRK family
V1215409	3-oxoacyl-[acyl-carrier-protein] synthase 3
V1117749	Heat-inducible transcription repressor HrcA
V1120396	Ribonucleoside-diphosphate reductase subunit alpha 2
V1155482	Elongation factor G
V1016107	Serine--tRNA ligase
V1050349	Glycine--tRNA ligase
V1118447	Glutamine synthetase
V1120246	Cell division protein DivIVA
V1016068	chromosome segregation protein SMC
V1020008	Photosystem I P700 chlorophyll a apoprotein A2
V1470405	Beta-Ala-Xaa dipeptidase
V1119515	DNA gyrase subunit B
V1470283	Acetate kinase
V1051386	Oligopeptidase A
V1012925	Phosphate acetyltransferase
V1052646	50S ribosomal protein L14
V1164978	Cell division protein SepF
V1154299	Folylpolyglutamate synthase
V1164573	30S ribosomal protein S2
V1049611	F-ATPase gamma subunit
V1238174	Vegetative protein 300
V1051083	Oxa1Ec
V1684366	Stage 0 sporulation protein KA
V1013551	DNA topoisomerase 3
V1118251	hypothetical protein
V1050615	DNA polymerase III subunit alpha
V1017808	Thioredoxin reductase
V1118244	30S ribosomal protein S11
V1600714	50S ribosomal protein L21
V1049716	Tyrosine-protein kinase wzc
V1013430	Thiol-activated cytolysin
V1470402	NADH dehydrogenase
V1600673	Ribonucleoside-diphosphate reductase subunit alpha 2
V1012325	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
V1015494	Cell division protein FtsZ
V1807010	F0F1 ATP synthase subunit B
V1164613	D-alanyl-lipoteichoic acid biosynthesis protein DltB
V1470032	Diacetyl reductase [(S)-acetoin forming]
V1014882	succinate dehydrogenase (or fumarate reductase) cytochrome b subunit%2C b558 family
V1019229	2-oxoglutarate oxidoreductase subunit KorB
V1118249	50S ribosomal protein L15
V1014013	Electron transfer flavoprotein small subunit
V1016594	putative ABC transporter ATP-binding protein YheS
V1050621	Carbamoyl-phosphate synthase large chain
V1470105	Septation ring formation regulator EzrA
V1672771	DNA polymerase III PolC-type
V1827507	Type I restriction-modification system methyltransferase subunit
V1014141	Alanine racemase
V1015493	Cell division protein FtsA
V1051321	Inosine-5'-monophosphate dehydrogenase
V1119328	pyridoxal phosphate enzyme%2C YggS family
V1119566	Methionine gamma-lyase
V1164560	Arginine--tRNA ligase
V1020489	Major Facilitator Superfamily protein
V1049706	8-amino-7-oxononanoate synthase
V1124197	putative transcriptional regulatory protein YeeN
V1049709	Long-chain-fatty-acid--CoA ligase
V1014749	NADH-quinone oxidoreductase subunit L
V1469991	putative aminodeoxychorismate lyase
V1155483	Elongation factor Tu
V1016627	Cysteine--tRNA ligase
V1123149	hypothetical protein
V1470499	50S ribosomal protein L10
V1600297	Stage 0 sporulation protein KA
V1470256	Aminopeptidase N
V1470046	Tyrosine phosphorylated protein A
V1470542	Ribonucleoside-diphosphate reductase subunit alpha 2
V1016554	Phosphoribosylformylglycinamidine synthase
V1470279	Competence-specific nuclease
V1119592	hypothetical protein
V1470576	Methionine--tRNA ligase
V1023500	30S ribosomal protein S18
V1050293	Prolyl tripeptidyl peptidase precursor
V1050753	Na(+)-translocating NADH-quinone reductase subunit F
V1014115	Recombinase A
V1013018	Multidrug resistance protein MdtE precursor
V1053584	Riboflavin biosynthesis protein RibBA
V1470220	Serine/threonine-protein kinase StkP
V1015072	MutS2 protein
V1014856	Cadmium%2C zinc and cobalt-transporting ATPase
V1122330	50S ribosomal protein L11
V1014049	NADP-dependent malic enzyme
V1052944	Adenylosuccinate synthetase
V1164569	ATP-dependent Clp protease ATP-binding subunit ClpE
V1050813	Transketolase
V1014239	DNA gyrase subunit B
V1016021	putative mannose-6-phosphate isomerase GmuF
V1470102	S-adenosylmethionine synthase
V1600862	Translation initiation factor IF-1
V1013693	SusD family protein
V1525443	Malate dehydrogenase
V1012323	Glutamine synthetase
V1049714	Ribonuclease Y
V1600280	Cyclodextrin-binding protein precursor
V1164564	Glutamate--tRNA ligase
V1119330	Cell division protein FtsA
V1011111	L-asparaginase 2 precursor
V1123620	50S ribosomal protein L19
V1164703	Glutamine transport system permease protein GlnP
V1014781	50S ribosomal protein L29
V1118941	Chromosome partition protein Smc
V1470074	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1019951	hypothetical protein
V1600817	hypothetical protein
V1470450	Uridylate kinase
V1017197	Na(+)-translocating NADH-quinone reductase subunit B
V1117232	Glucokinase
V1043738	putative secreted protein
V1470500	putative ATP-dependent Clp protease ATP-binding subunit
V1018271	hypothetical protein
V1471224	Dihydrolipoyl dehydrogenase
V1827528	CTP synthase
V1013818	Rod shape-determining protein MreB
V1120800	Nucleoside permease NupX
V1015426	hypothetical protein
V1470280	Penicillin-binding protein F
V1012478	Succinyl-CoA ligase [ADP-forming] subunit beta
V1013339	Ribonucleoside-diphosphate reductase NrdZ
V1013427	FeS cluster assembly protein SufB
V1120704	50S ribosomal protein L3
V1470008	N-acetylmuramoyl-L-alanine amidase domain-containing protein precursor
V1051739	Phenylalanine--tRNA ligase alpha subunit
V1016262	(2E%2C6E)-farnesyl diphosphate synthase
V1019776	hypothetical protein
V1047640	UDP-N-acetylmuramate--L-alanine ligase
V1116824	Inosine-5'-monophosphate dehydrogenase
V1118311	LysM domain protein
V1617409	hypothetical protein
V1056640	cobalt transporter ATP-binding subunit
V1470665	Phosphoglucosamine mutase
V1015293	Glucosamine-6-phosphate deaminase
V1470338	L-serine dehydratase%2C beta chain
V1013870	Cationic 19 kDa outer membrane protein
V1017828	Signal recognition particle receptor FtsY
V1122325	Translation initiation factor IF-3
V1600441	DNA protection during starvation protein
V1050603	Prolyl tripeptidyl peptidase precursor
V1013812	Ribonuclease R
V1807053	Penicillin-binding protein 2D
V1013867	putative protein related to plant photosystem II stability/assembly factor
V1017194	ATP-dependent Clp protease proteolytic subunit
V1469989	Inner membrane protein YbhL
V1015201	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
V1014114	Lysine 6-dehydrogenase
V1050298	Nitrogen assimilation regulatory protein
V1121214	Replicative DNA helicase
V1600849	hypothetical protein
V1607147	CTP synthase
V1016775	UDP-3-O-acylglucosamine N-acyltransferase
V1827541	regulatory ATPase RavA
V1016186	3-oxoacyl-[acyl-carrier-protein] reductase FabG
V1470206	Transketolase
V1470388	ribosomal-protein-L7/L12-serine acetyltransferase
V1014238	hypothetical protein
V1016358	RNA polymerase sigma-54 factor 2
V1049608	Lipid-binding protein
V1118250	50S ribosomal protein L30
V1120692	Manganese transport system membrane protein MntB
V1018515	UDP-glucose 4-epimerase
V1051474	Ferrous iron transport protein B
V1123967	hypothetical protein
V1470467	DNA primase
V1600709	Butanolide receptor
V1014525	Cysteine synthase
V1015225	Nitric oxide reductase
V1118247	Adenylate kinase
V1014633	hypothetical protein
V1014752	NADH-quinone oxidoreductase subunit I
V1015874	Peptide chain release factor 2
V1016161	Ribosome-binding ATPase YchF
V1022411	hypothetical protein
V1049387	Pyridoxal biosynthesis lyase PdxS
V1016536	Adenylosuccinate lyase
V1470425	Ribonuclease J 2
V1016022	Excinuclease ABC subunit A
V1016526	2-amino-3-ketobutyrate coenzyme A ligase
V1051477	hypothetical protein
V1126954	Deoxyribose-phosphate aldolase
V1050424	hypothetical protein
V1000546	Maltose/maltodextrin-binding protein precursor
V1470043	photosystem II S4 domain protein
V1470072	Phosphoenolpyruvate carboxylase
V1470203	Glycine--tRNA ligase beta subunit
V1599810	Trigger factor
V1013425	putative ATP-dependent transporter SufC
V1018297	Deoxyribose-phosphate aldolase
V1118831	UDP-glucose 4-epimerase
V1470240	Proline--tRNA ligase
V1015381	Dipeptidase A
V1016804	Replicative DNA helicase
V1016355	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
V1051324	hypothetical protein
V1124155	putative manganese-dependent inorganic pyrophosphatase
V1470287	Cysteine--tRNA ligase
V1686795	hypothetical protein
V1019227	Tetratricopeptide repeat
V1014756	NAD(P)H-quinone oxidoreductase subunit 3
V1106402	hypothetical protein
V1470093	Alanine--tRNA ligase
V1600909	F-ATPase gamma subunit
V1117529	DNA mismatch repair protein MutS
V1827570	Outer membrane receptor for ferrienterochelin and colicins
V1019950	General stress protein CTC
V1600815	Galactofuranosyl transferase GlfT2
V1014172	RNA polymerase sigma factor RpoD
V1051744	Lysine-sensitive aspartokinase 3
V1016210	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
V1049367	Beta-galactosidase
V1103372	putative protein involved in outer membrane biogenesis
V1122310	anaerobic ribonucleotide reductase-activating protein
V1018269	outer membrane assembly lipoprotein YfiO
V1121216	Thioredoxin-1
V1164577	Bifunctional oligoribonuclease and PAP phosphatase NrnA
V1083487	hypothetical protein
V1470098	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
V1014921	Peptide chain release factor 3
V1247562	30S ribosomal protein S1
V1014010	Fructose-1%2C6-bisphosphatase class 3
V1015497	hypothetical protein
V1016139	Pyruvate kinase
V1600668	Serine/threonine-protein kinase PknE
V1000079	DNA gyrase subunit A
V1017696	4-hydroxy-tetrahydrodipicolinate reductase
V1119913	Phosphate acetyltransferase
V1013424	FeS cluster assembly protein SufD
V1019456	Protease 4
V1600674	Ribonucleoside-diphosphate reductase subunit beta nrdF2
V1014656	DNA primase
V1051325	hypothetical protein
V1052945	hypothetical protein
V1119446	Penicillin-binding protein 2X
V1470723	DNA topoisomerase 4 subunit B
V1049963	hypothetical protein
V1154045	hypothetical protein
V1887556	50S ribosomal protein L10
V1014700	Peptidyl-prolyl cis-trans isomerase SurA
V1014142	DNA recombination protein RmuC
V1014855	putative tRNA-dihydrouridine synthase
V1016970	DNA gyrase subunit A
V1047638	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--LD-lysine ligase
V1616534	hypothetical protein
V1015078	Phospho-N-acetylmuramoyl-pentapeptide-transferase
V1470608	50S ribosomal protein L5
V1470943	Maltose transport system permease protein MalG
V1672761	Valine--tRNA ligase
V1700806	Penicillin-binding protein 1A
V1011112	Anaerobic C4-dicarboxylate transporter DcuA
V1119871	Purine nucleoside receptor A
V1470715	Elongation factor 4
V1012476	putative ABC transporter ATP-binding protein YheS
V1015464	t(6)A37 threonylcarbamoyladenosine biosynthesis protein
V1016777	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
V1470184	Ribonuclease J 1
V1672823	Redox-sensing transcriptional repressor rex
V1011120	Aminopeptidase E
V1015417	Queuine tRNA-ribosyltransferase
V1470299	HSP-70 cofactor
V1485811	4-alpha-glucanotransferase
V1017196	Na(+)-translocating NADH-quinone reductase subunit A
V1020201	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
V1016208	hypothetical protein
V1047657	Regulator of sigma E protease
V1119143	50S ribosomal protein L22
V1380793	L-2%2C4-diaminobutyrate decarboxylase
V1118351	Stage 0 sporulation protein KE
V1017370	Phosphoserine aminotransferase
V1157000	hypothetical protein
V1013692	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
V1157562	dTDP-glucose 4%2C6-dehydratase 2
V1013819	Bifunctional purine biosynthesis protein PurH
V1015465	Methionine aminopeptidase
V1015651	outer membrane protein assembly factor YaeT
V1050344	Membrane-bound metallopeptidase
V1121702	Ribosomal RNA small subunit methyltransferase H
V1018193	Sensory transduction protein regX3
V1085741	putative membrane protein
V1120801	Uridine phosphorylase
V1108961	TonB-linked outer membrane protein%2C SusC/RagA family
V1012225	Cold-shock DEAD box protein A
V1050811	hypothetical protein
V1119726	Signal transduction histidine-protein kinase ArlS
V1164772	30S ribosomal protein S19
V1513972	Penicillin-binding protein 1A
V1017487	Na+/H+ antiporter%2C NhaD family
V1470180	D-alanine--poly(phosphoribitol) ligase subunit 1
V1015079	UDP-N-acetylmuramoylalanine--D-glutamate ligase
V1014754	NADH-quinone oxidoreductase subunit 4
V1021269	Cell division ATP-binding protein FtsE
V1827610	Na/Pi-cotransporter II-related protein
V1053509	NAD(P)H-quinone oxidoreductase chain 4 1
V1470385	Aspartate--tRNA ligase
V1018996	phosphatidylserine decarboxylase
V1600908	ATP synthase subunit alpha
V1231428	hypothetical protein
V1015294	Glucosamine-6-phosphate deaminase 1
V1016624	putative protease YhbU precursor
V1051385	putative CtpA-like serine protease
V1053542	Organic solvent tolerance protein OstA
V1118090	D-alanyl-lipoteichoic acid biosynthesis protein DltD
V1485691	Elongation factor Tu
V1832352	Elongation factor Tu
V1018082	tRNA(1-methyladenosine) methyltransferase
V1047643	TonB-linked outer membrane protein%2C SusC/RagA family
V1514685	Trifunctional nucleotide phosphoesterase protein YfkN precursor
V1049708	Aspartate aminotransferase
V1230135	Ribosome maturation factor RimP
V1014411	Pullulanase precursor
V1470397	Adenylosuccinate synthetase
V1120109	DNA-binding protein HU
V1046751	gram-positive signal peptide%2C YSIRK family
V1118044	Trehalose import ATP-binding protein SugC
V1157849	Listeria-Bacteroides repeat domain (List_Bact_rpt)
V1469992	GTP-binding protein EngA
V1524746	Ribonucleoside-diphosphate reductase subunit beta
V1016980	hypothetical protein
V1049360	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
V1053585	hypothetical protein
V1010370	Ferrous iron transport protein B
V1234527	F-ATPase epsilon subunit
V1599813	Formate acetyltransferase 1
V1119832	Lipid II:glycine glycyltransferase
V1451098	hypothetical protein
V1470264	GMP synthase [glutamine-hydrolyzing]
V1470419	dTDP-glucose 4%2C6-dehydratase
V1487257	cell division protein FtsN
V1827523	hypothetical protein
V1827540	Ribosomal protein S12 methylthiotransferase RimO
V1827589	Uridine phosphorylase
V1050598	Prolyl endopeptidase
V1051444	hypothetical protein
V1600770	NlpC/P60 family protein
V1012715	hypothetical protein
V1014602	Endonuclease YhcR precursor
V1016105	hypothetical protein
V1050817	GMP synthase [glutamine-hydrolyzing]
V1118817	Farnesyl diphosphate synthase
V1123046	30S ribosomal protein S7
V1123637	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
V1403478	hypothetical protein
V1470301	Argininosuccinate lyase 1
V1017521	tol-pal system protein YbgF
V1049363	Phosphatidate cytidylyltransferase
V1054871	hypothetical protein
V1055002	HIT-like protein
V1123715	5-dehydro-2-deoxygluconokinase
V1153131	50S ribosomal protein L13
V1164628	Chaperone protein DnaJ
V1049627	Glutamine-dependent NAD(+) synthetase
V1124119	putative zinc transport system zinc-binding lipoprotein AdcA precursor
V1013336	Chromosomal replication initiator protein DnaA
V1013545	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
V1022066	Peroxide operon regulator
V1049615	potassium transport protein Kup
V1164633	hypothetical protein
V1015080	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
V1017715	Xanthan lyase precursor
V1000519	PTS system maltose-specific EIICB component
V1014156	Lipoteichoic acid synthase 1
V1014513	GTP pyrophosphokinase
V1014969	Amidophosphoribosyltransferase
V1015612	glycogen synthase
V1050917	Phosphoribosylaminoimidazole-succinocarboxamide synthase
V1015202	hypothetical protein
V1017198	Na(+)-translocating NADH-quinone reductase subunit C
V1513937	hypothetical protein
V1470722	DNA topoisomerase 4 subunit A
V1010320	putative FAD-linked oxidoreductase
V1013294	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase
V1599781	Dark-response protein 21
V1016102	Alkyl hydroperoxide reductase subunit C
V1017637	Alkaline phosphatase precursor
V1053063	Stage III sporulation protein E
V1362709	hypothetical protein
V1470194	Formate acetyltransferase
V1013423	Cysteine desulfurase
V1014601	hypothetical protein
V1017379	Glutamyl- and glutaminyl-tRNA synthetases
V1050604	Ribosomal RNA large subunit methyltransferase K/L
V1049505	(Dimethylallyl)adenosine tRNA methylthiotransferase MiaB
V1117448	Phosphate-binding protein PstS precursor
V1119146	50S ribosomal protein L4
V1470315	2-dehydropantoate 2-reductase
V1599844	putative transcriptional regulatory protein pdtaR
V1600897	50S ribosomal protein L7/L12
V1700858	hypothetical protein
V1054872	hypothetical protein
V1054873	hypothetical protein
V1672810	ATP-dependent helicase HepA
V1807041	Mramp
V1054317	TonB-linked outer membrane protein%2C SusC/RagA family
V1470420	Hyaluronate lyase precursor
