gene	geneProduct
V1000008	Adenylate kinase
V1067088	Fructose-bisphosphate aldolase
V1507021	Flagellin
V1273194	Phase 1-I flagellin
V1524769	Hexagonal wall protein
V1201618	Formate acetyltransferase
V1067454	Heat shock protein 70
V1046766	C protein alpha-antigen precursor
V1012671	V-type sodium pump subunit B
V1345817	co-chaperonin GroES
V1464057	Immunoglobulin G-binding protein G precursor
V1464061	Immunoglobulin G-binding protein G precursor
V1836823	hypothetical protein
V1167440	6-phospho-alpha-glucosidase 1
V1464058	Immunoglobulin G-binding protein G precursor
V1068288	Aldehyde-alcohol dehydrogenase
V1014074	Formate acetyltransferase
V1851967	Heat-inducible transcription repressor HrcA
V1011086	Heat-inducible transcription repressor HrcA
V1491714	30S ribosomal protein S1
V1392216	Stress protein H5
V1391945	product=Deoxyuridine 5'-triphosphate nucleotidohydrolase
V1168352	DNA protection during starvation protein
V1883290	hypothetical protein
V1380851	hypothetical protein
V1504360	ATP-dependent Clp protease ATP-binding subunit ClpC
V1066613	product=enterobactin exporter EntS
V1037687	Stress protein H5
V1201556	DNA-directed RNA polymerase subunit beta'
V1010072	Outer membrane porin F precursor
V1145959	Formate acetyltransferase 1
V1066641	Vegetative protein 19
V1042479	Glyceraldehyde-3-phosphate dehydrogenase A
V1306539	50S ribosomal protein L13
V1068297	Trigger factor
V1066917	Alanine--tRNA ligase
V1040877	Phosphoenolpyruvate carboxykinase [ATP]
V1346922	Dipeptidase A
V1852084	50S ribosomal protein L23
V1000005	30S ribosomal protein S11
V1065433	putative NADH oxidase
V1011088	Chaperone protein DnaJ
V1143275	Immunoglobulin G-binding protein G precursor
V1482601	type 2 lantibiotic biosynthesis protein LanM
V1000007	Translation initiation factor IF-1
V1067037	Alcohol dehydrogenase 1
V1065535	Putative serine protease HtrA
V1552772	Pyruvate kinase
V1013127	Arginine deiminase
V1295007	Valine--tRNA ligase
V1067114	Thioredoxin reductase
V1099403	Thiol-activated cytolysin
V1010370	Ferrous iron transport protein B
V1580955	Heat shock protein 70
V1464364	Glyceraldehyde-3-phosphate dehydrogenase
V1042355	EIIAB-Man
V1504607	Photosystem I P700 chlorophyll a apoprotein A2
V1000519	PTS system maltose-specific EIICB component
V1066171	putative zinc transport system zinc-binding lipoprotein AdcA precursor
V1580898	hypothetical protein
V1070026	Chaperone protein ClpB 1
V1006727	30S ribosomal protein S1
V1066614	EIIAB-Man
V1482600	Protease 2
V1887021	Trigger factor
V1000845	Glucose-6-phosphate isomerase
V1346640	hypothetical protein
V1007060	Glyceraldehyde-3-phosphate dehydrogenase
V1345647	Succinyl-CoA ligase [ADP-forming] subunit alpha
V1295196	Cell division protein FtsA
V1010069	ATP synthase subunit beta%2C sodium ion specific
V1065536	Pyruvate kinase
V1000840	F-ATPase gamma subunit
V1074835	hypothetical protein
V1014673	Dipeptidase
V1000326	Threonine--tRNA ligase
V1111738	co-chaperonin GroES
V1000040	Anaerobic ribonucleoside-triphosphate reductase
V1067560	Triosephosphate isomerase
V1000011	50S ribosomal protein L18
V1481366	30S ribosomal protein S1
V1000518	Glv operon regulatory protein
V1386220	Glutamine synthetase
V1070282	Heat shock protein 70-2
V1000638	Central glycolytic genes regulator
V1066642	30S ribosomal protein S7
V1066927	Pyruvate%2C phosphate dikinase
V1067581	Flagellar hook protein FlgE
V1064534	DNA-directed RNA polymerase subunit beta
V1341888	flagellar capping protein
V1000003	hypothetical protein
V1851966	Internalin-J precursor
V1012672	V-type sodium ATPase catalytic subunit A
V1190407	Immunoglobulin G-binding protein G precursor
V1190195	Phase 1-C flagellin
V1000143	Elongation factor Ts
V1197020	Formate acetyltransferase 1
V1295109	Thiol-activated cytolysin
V1010320	putative FAD-linked oxidoreductase
V1000528	30S ribosomal protein S7
V1000551	Intracellular maltogenic amylase
V1469282	Glutathione transport system permease protein GsiC
V1203355	Chaperone protein DnaJ
V1000013	30S ribosomal protein S8
V1229971	hypothetical protein
V1007076	Maltose-binding periplasmic proteins/domains
V1067063	D-lactate dehydrogenase
V1594514	ATP synthase subunit beta%2C sodium ion specific
V1157905	Inner membrane protein YjiY
V1000080	hypothetical protein
V1358470	Formate acetyltransferase 1
V1067455	Heat shock protein J
V1235967	flagellar biosynthesis anti-sigma factor FlgM
V1059001	Phosphoenolpyruvate-protein phosphotransferase
V1065326	Chemotaxis protein CheA
V1190192	hypothetical protein
V1010067	ATP synthase subunit alpha%2C sodium ion specific
V1852083	50S ribosomal protein L5
V1886336	Phosphocarrier protein HPr
V1070014	Elongation factor Tu
V1146847	Putative flagellin YvzB
V1200606	Outer membrane porin F precursor
V1013130	C4-dicarboxylate anaerobic carrier
V1504615	hypothetical protein
V1065539	Ferrous iron transport protein B
V1069716	Gamma-DL-glutamyl hydrolase precursor
V1420994	Flagellin
V1851982	putative ABC transporter ATP-binding protein YheS
V1836804	Lysine--tRNA ligase
V1013129	Carbamate kinase 1
V1266125	Formate acetyltransferase
V1167217	Glyceraldehyde-3-phosphate dehydrogenase A
V1066645	Cyclomaltodextrinase
V1464212	hypothetical protein
V1000601	Alanine--tRNA ligase
V1505663	hypothetical protein
V1000129	Tyrosine phosphorylated protein A
V1034594	Immunoglobulin G-binding protein G precursor
V1065317	Flagellar motor switch protein FliN
V1066197	Carbon starvation protein A
V1000570	Rod shape-determining protein MreB
V1087726	NAD-specific glutamate dehydrogenase
V1000627	Ribonuclease Y
V1000134	HSP-70 cofactor
V1374204	Maltose phosphorylase
V1010605	Heat shock protein 70
V1086489	hypothetical protein
V1506704	Xaa-Pro aminopeptidase
V1000944	50S ribosomal protein L1
V1075411	Vegetative protein 19
V1015469	Electron transfer flavoprotein large subunit
V1346806	Phosphoglycerate kinase
V1000603	Putative Holliday junction resolvase
V1168342	co-chaperonin GroES
V1066652	50S ribosomal protein L11
V1009707	putative NADH oxidase
V1000630	preprotein translocase subunit SecA
V1065558	Phosphoenolpyruvate-protein phosphotransferase
V1393635	Flagellin subunit protein B2
V1584490	Putative flagellin YvzB
V1014080	Elongation factor G
V1064194	Immunoglobulin G-binding protein G precursor
V1065926	F-ATPase subunit 6
V1000821	Lyzozyme M1 (1%2C4-beta-N-acetylmuramidase)
V1346702	hypothetical protein
V1504937	Alkyl hydroperoxide reductase subunit F
V1012333	Enolase
V1011016	ATP synthase subunit beta
V1299127	Penicillin-binding protein B
V1344449	DNA-directed RNA polymerase subunit beta
V1065552	Arginine deiminase
V1000012	50S ribosomal protein L6
V1195869	Alkyl hydroperoxide reductase subunit C
V1504145	Serine hydroxymethyltransferase
V1000885	Ribonuclease J 1
V1505174	Streptopain precursor
V1346342	2-oxoglutarate oxidoreductase subunit KorA
V1068964	Cell division protein FtsZ
V1000499	Glutamyl-tRNA(Gln) amidotransferase subunit A
V1394465	Fimbrial subunit type 1 precursor
V1577921	30S ribosomal protein S1
V1851978	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1000109	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
V1191330	Adhesin YadA precursor
V1347336	50S ribosomal protein L11
V1065454	hypothetical protein
V1201875	Methyl-accepting chemotaxis protein McpC
V1066658	flagellar capping protein
V1175702	hypothetical protein
V1066653	hypothetical protein
V1015220	30S ribosomal protein S2
V1356665	DNA-directed RNA polymerase subunit alpha
V1852133	Translation initiation factor IF-3
V1440258	hypothetical protein
V1379917	Elongation factor G
V1616906	hypothetical protein
V1014358	Pyruvate kinase I
V1000093	Putative penicillin-binding protein PbpX
V1065916	Phase 1-C flagellin
V1036980	Acetate CoA-transferase YdiF
V1240499	Putative endo-beta-N-acetylglucosaminidase precursor
V1499093	co-chaperonin GroES
V1109127	Alcohol dehydrogenase 1
V1044382	Spore protein SP21
V1464834	Formate acetyltransferase
V1852050	Immunoglobulin G-binding protein G precursor
V1000168	Isoleucine--tRNA ligase
V1066643	30S ribosomal protein S12
V1356879	50S ribosomal protein L10
V1000318	Phenylalanine--tRNA ligase beta subunit
V1042555	Malate dehydrogenase
V1066655	hypothetical protein
V1070848	putative NADH oxidase
V1581223	Helix-destabilizing protein
V1066651	50S ribosomal protein L1
V1386621	DegV domain-containing protein
V1000835	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
V1013431	Acyl-CoA dehydrogenase%2C short-chain specific
V1341867	50S ribosomal protein L13
V1067115	Alkyl hydroperoxide reductase subunit C
V1358842	Alkyl hydroperoxide reductase subunit C
V1013128	Ornithine carbamoyltransferase
V1042478	Enolase
V1374205	Maltose operon transcriptional repressor
V1577176	Vegetative protein 19
V1034832	Ribonuclease J 2
V1000010	50S ribosomal protein L30
V1070081	Heat shock protein J
V1852094	Adenylosuccinate lyase
V1065580	DNA-directed RNA polymerase subunit alpha
V1000184	Bacteriophage peptidoglycan hydrolase
V1505077	hypothetical protein
V1065437	Adenylosuccinate synthetase
V1011136	hypothetical protein
V1066160	putative L-ascorbate-6-phosphate lactonase UlaG
V1552777	Translation initiation factor IF-2
V1052940	hypothetical protein
V1241918	hypothetical protein
V1482599	Lipid A export ATP-binding/permease protein MsbA
V1171078	Uracil phosphoribosyltransferase
V1012379	Flavodoxin
V1503811	Glycerophosphoryl diester phosphodiesterase precursor
V1339706	PTS system mannose-specific EIIC component
V1000001	30S ribosomal protein S9
V1060343	F-type ATPase subunit delta
V1547956	hypothetical protein
V1000300	Aspartate--tRNA ligase
V1364877	F-ATPase epsilon subunit
V1594784	Diacylglycerol kinase
V1194949	hypothetical protein
V1006021	hypothetical protein
V1503838	DNA-directed RNA polymerase subunit beta'
V1066657	Flagellar protein FliS
V1012677	V-type ATP synthase subunit I
V1065924	F-type ATPase subunit delta
V1012952	putative selenium metabolism protein%2C YedE family
V1583003	B-type flagellin
V1000892	Phosphoglucosamine mutase
V1420563	DNA gyrase subunit B
V1047883	RlpA-like protein precursor
V1356897	hypothetical protein
V1504857	Neutral endopeptidase
V1852028	Immunoglobulin G-binding protein G precursor
V1000014	50S ribosomal protein L14
V1851964	hypothetical protein
V1000475	hypothetical protein
V1162881	Phosphoglucomutase
V1370616	Flavodoxin
V1594655	Stage 0 sporulation protein KD
V1505167	Protease 3 precursor
V1163596	Internalin-J precursor
V1067076	Glucose-6-phosphate isomerase
V1012052	Putative tagatose-6-phosphate ketose/aldose isomerase
V1065517	Distal rod protein
V1362479	Heat shock protein 70-2
V1065579	30S ribosomal protein S4
V1504571	Pyruvate-flavodoxin oxidoreductase
V1066659	flagellar protein FlaG
V1379996	Outer membrane protein alpha precursor
V1408929	Hexagonal wall protein
V1144532	hypothetical protein
V1204223	repeat
V1014932	Oligopeptide-binding protein AppA precursor
V1167379	hypothetical protein
V1000015	hypothetical protein
V1379850	hypothetical protein
V1067102	Isoleucine--tRNA ligase
V1190158	hypothetical protein
V1190145	hypothetical protein
V1065335	Elongation factor Ts
V1013091	Pyruvate formate-lyase 1-activating enzyme
V1400074	ATP-dependent protease ATPase subunit ClpY
V1238174	Vegetative protein 300
V1194952	hypothetical protein
V1153984	hypothetical protein
V1616703	hypothetical protein
V1345562	hypothetical protein
V1852085	Magnesium-transporting ATPase%2C P-type 1
V1066662	Hook-filament junction protein
V1168223	50S ribosomal protein L1
V1000108	ATP-dependent protease subunit HslV
V1594291	Elongation factor Tu
V1594229	6-phosphogluconate dehydrogenase%2C decarboxylating
V1607579	hypothetical protein
V1135971	gram-positive signal peptide%2C YSIRK family
V1602989	hypothetical protein
V1067905	Acetate kinase
V1070407	Maltodextrin-binding protein
V1065576	Adenylate kinase
V1000144	Vegetative protein 209
V1503584	Enolase
V1043994	Elongation factor Ts
V1000828	ATP-dependent zinc metalloprotease FtsH
V1346617	putative propionyl-CoA carboxylase beta chain 5
V1463123	Response regulator ArlR
V1137152	hypothetical protein
V1067825	ATP-dependent Clp protease ATP-binding subunit ClpC
V1355901	Glycerol kinase
V1066664	Flagellar hook-associated protein 1
V1167583	HSP-70 cofactor
V1013795	Nucleoside triphosphate pyrophosphohydrolase
V1000009	50S ribosomal protein L15
V1503145	Uracil phosphoribosyltransferase
V1504273	putative periplasmic serine endoprotease DegP-like precursor
V1011651	Phosphoenolpyruvate-protein phosphotransferase
V1203300	dihydroxyacetone kinase
V1065555	C4-dicarboxylate anaerobic carrier
V1009698	Alkyl hydroperoxide reductase subunit C
V1504232	Streptopain precursor
V1013967	Dihydrolipoyl dehydrogenase
V1836820	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
V1015375	Stress protein H5
V1167672	50S ribosomal protein L4
V1338854	Immunoglobulin G-binding protein G precursor
V1065325	Chemotaxis response regulator protein-glutamate methylesterase
V1203298	Trehalose import ATP-binding protein SugC
V1465413	Stage III sporulation protein E
V1041109	High temperature protein G
V1362709	hypothetical protein
V1013977	putative selenium metabolism protein%2C YedE family
V1001468	Leucine--tRNA ligase
V1542216	hypothetical protein
V1583121	Translation initiation factor IF-2
V1151052	repeat
V1609073	Triosephosphate isomerase
V1010947	Vegetative protein 19
V1504798	hypothetical protein
V1000176	putative glutamine ABC transporter permease protein GlnM
V1616810	The GLUG motif
V1343313	Chaperone protein ClpB 1
V1195053	hypothetical protein
V1423331	Magnesium-transporting ATPase%2C P-type 1
V1553523	Foldase protein PrsA precursor
V1851960	product=hypothetical protein
V1000295	Glycine--tRNA ligase beta subunit
V1066656	FlgN protein
V1065550	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1014867	EIIAB-Man
V1067062	glutaredoxin-like protein%2C YruB-family
V1053253	hypothetical protein
V1408649	Elongation factor Tu-B
V1421911	hypothetical protein
V1548529	V-type ATP synthase subunit I
V1065313	Chemotaxis protein PomA
V1065545	Putative aminotransferase/MSMEI_6121
V1295411	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
V1238067	50S ribosomal protein L5
V1070302	Trehalose transport system permease protein SugA
V1836800	Protein involved in sex pheromone biosynthesis
V1552713	Phosphoglucosamine mutase
V1143377	EIIABC-Fru
V1013311	putative FAD-linked oxidoreductase
V1000092	D-alanyl-lipoteichoic acid biosynthesis protein DltB
V1013969	Acetoin:2%2C6-dichlorophenolindophenol oxidoreductase subunit alpha
V1852132	Nicotinate-nucleotide adenylyltransferase
V1576738	methylmalonyl-CoA epimerase
V1464819	hypothetical protein
V1000604	hypothetical protein
V1852039	RNAP delta factor
V1884213	Pyruvate-flavodoxin oxidoreductase
V1504444	Outer membrane cobalamin receptor protein
V1040473	hypothetical protein
V1548048	DNA-directed RNA polymerase subunit beta'
V1481442	Pullulanase
V1065542	hypothetical protein
V1380652	50S ribosomal protein L15
V1386949	hypothetical protein
V1594237	hypothetical protein
V1069194	colicin uptake protein TolQ
V1039005	hypothetical protein
V1000533	CTP synthase
V1506132	Fumarate hydratase class II
V1167797	Elongation factor Ts
V1070305	Beta-phosphoglucomutase
V1015867	50S ribosomal protein L11
V1010065	F-type ATPase subunit b
V1612021	Cell division protein SepF
V1008596	hypothetical protein
V1418919	hypothetical protein
V1007059	Phosphoglycerate kinase
V1065925	F-type ATPase subunit b
V1852140	Methionine--tRNA ligase
V1381763	Glucosamine kinase GspK
V1064607	Pullulanase
V1065922	F-ATPase epsilon subunit
V1167635	putative epimerase/dehydratase
V1482598	Type IV secretory pathway%2C VirB4 components
V1068294	Anaerobic ribonucleoside-triphosphate reductase
V1011014	ATP synthase subunit alpha
V1430517	PTS system galactitol-specific EIIC component
V1181752	Outer membrane protein alpha precursor
V1345484	G-3-P permease
V1615860	repeat
V1065553	Ornithine carbamoyltransferase%2C catabolic
V1421010	50S ribosomal protein L6
V1507220	Aminopeptidase E
V1000172	Stage 0 sporulation protein KC
V1067579	Flagellar hook-length control protein FliK
V1532613	hypothetical protein
V1070304	Oligo-1%2C6-glucosidase 1
V1014517	pyrroloquinoline quinone biosynthesis protein PqqE
V1190854	Methyl-accepting chemotaxis protein 4
V1640362	Dihydroneopterin aldolase
V1000564	Cell division protein FtsZ
V1070341	Iron-regulated outer membrane proteins
V1564210	Rib/alpha/Esp surface antigen repeat
V1001394	Telomeric repeat-binding factor 2
V1403660	hypothetical protein
V1065314	Outer membrane protein OmpAb
V1065316	Flagellar motor switch protein FliM
V1357591	Nickel uptake substrate-specific transmembrane region
V1295083	Heat-inducible transcription repressor HrcA
V1367500	Outer membrane porin F precursor
V1067144	hypothetical protein
V1066174	Glutamate-aspartate carrier protein
V1039342	50S ribosomal protein L10
V1348629	cell division protein FtsN
V1888216	NADH oxidase
V1585250	50S ribosomal protein L5
V1295076	Pyruvate%2C phosphate dikinase
V1602669	Colicin I receptor precursor
V1000023	Ribose-phosphate pyrophosphokinase
V1000082	Replicative DNA helicase
V1355999	Fumarate reductase flavoprotein subunit
V1000294	DNA primase
V1000317	Transcript cleavage factor GreA
V1000142	Uridylate kinase
V1065938	Helix-destabilizing protein
V1103148	Magnesium-transporting ATPase%2C P-type 1
V1383819	hypothetical protein
V1348571	50S ribosomal protein L5
V1204231	Fibrinogen-binding protein precursor
V1067945	hypothetical protein
V1013968	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
V1564264	Heat shock protein 70
V1295046	Maltose operon transcriptional repressor
V1583900	Ornithine carbamoyltransferase
V1067914	Tromp-1
V1381895	Trehalose import ATP-binding protein SugC
V1382261	RlpA-like protein precursor
V1108195	Modification methylase HhaI
V1375517	Outer membrane porin F precursor
V1000037	Aminopeptidase E
V1290782	Putative endo-beta-N-acetylglucosaminidase precursor
V1548997	hypothetical protein
V1364552	Biopolymer transport protein ExbD/TolR
V1415805	hypothetical protein
V1430967	hypothetical protein
V1585494	hypothetical protein
V1421101	Glucose-6-phosphate isomerase
V1167389	hypothetical protein
V1423318	Immunoglobulin G-binding protein G precursor
V1012820	(R)-2-hydroxyglutaryl-CoA dehydratase subunit alpha
V1067466	preprotein translocase subunit YajC
V1067571	DNA topoisomerase 1
V1067580	flagellar operon protein
V1006819	Glutamine transport ATP-binding protein GlnQ
V1066919	Nicotinate phosphoribosyltransferase pncB2
V1384350	30S ribosomal protein S7
V1111384	Lipid-binding protein
V1886961	Serine/threonine-protein kinase PrkC
V1159013	Cell division protein FtsZ
V1012038	Pullulanase precursor
V1008496	Pyruvate formate-lyase 1-activating enzyme
V1167194	Gingipain R2 precursor
V1381169	DNA-directed RNA polymerase subunit beta
V1266145	S-adenosylmethionine synthase
V1011471	Purine nucleoside receptor A
V1191213	type 2 lantibiotic biosynthesis protein LanM
V1000075	Ribonuclease P protein component
V1000020	30S ribosomal protein S19
V1201506	Putative flagellin YvzB
V1198530	PTS system galactitol-specific EIIC component
V1011783	Aldehyde-alcohol dehydrogenase
V1065572	30S ribosomal protein S5
V1038290	FeoA domain protein
V1065574	50S ribosomal protein L15
V1167798	Phosphate-selective porin
V1487245	Heat shock protein 70-2
V1065363	Chemotaxis protein methyltransferase
V1066937	hypothetical protein
V1342123	Dark-response protein 21
V1012925	Phosphate acetyltransferase
V1074742	30S ribosomal protein S12
V1037207	putative phage-associated protein
V1607589	Signal transduction histidine-protein kinase ArlS
V1229985	hypothetical protein
V1912438	hypothetical protein
V1065511	Gamma-DL-glutamyl hydrolase precursor
V1851995	Ribosomal RNA small subunit methyltransferase H
V1200468	hypothetical protein
V1146002	Ornithine carbamoyltransferase
V1364769	Phosphoenolpyruvate carboxykinase [ATP]
V1166804	Colicin I receptor precursor
V1065569	50S ribosomal protein L24
V1068443	1-deoxy-D-xylulose-5-phosphate synthase
V1065353	Translation initiation factor IF-2
V1000117	Ribonuclease Z
V1145998	Outer membrane receptor for ferrienterochelin and colicins
V1167405	preprotein translocase subunit SecY
V1067188	30S ribosomal protein S1
V1016891	Helix-destabilizing protein
V1000086	Purine nucleoside receptor A
V1504450	hypothetical protein
V1000307	Glutamine synthetase
V1000019	50S ribosomal protein L22
V1012423	hypothetical protein
V1013304	Thioredoxin reductase
V1067072	Lysine--tRNA ligase
V1000558	Putative protein phosphatase 2C-type
V1576829	Chaperone protein ClpB 1
V1373715	ATP-dependent zinc metalloprotease FtsH 4
V1363264	Thiol-activated cytolysin
V1065506	SigL modulation protein
V1070591	Chaperone protein ClpB 1
V1009575	Chaperone protein ClpB 1
V1503810	hypothetical protein
V1269217	hypothetical protein
V1066918	5-methylthioadenosine/S-adenosylhomocysteine deaminase
V1007054	DNA-directed RNA polymerase subunit beta
V1167678	Phosphoglucomutase
V1001475	putative ABC transporter ATP-binding protein YxlF
V1102449	hypothetical protein
V1290770	adaptor protein
V1076330	Helix-destabilizing protein
V1505102	hypothetical protein
V1040581	protein TolR
V1399511	6-phosphofructokinase
V1065575	preprotein translocase subunit SecY
V1010068	F-ATPase gamma subunit%2C sodium ion specific
V1012674	V-ATPase subunit C
V1608734	ATP-dependent Clp protease ATP-binding subunit ClpE
V1067453	HSP-70 cofactor
V1347769	protein TolR
V1356068	Ribonuclease J 1
V1017544	Elongation factor Tu
V1066644	putative integral membrane protein
V1065347	Translation initiation factor IF-3
V1066936	hypothetical protein
V1012819	(R)-2-hydroxyglutaryl-CoA dehydratase subunit beta
V1000044	Asparagine synthetase [glutamine-hydrolyzing] 1
V1066636	Putative endo-beta-N-acetylglucosaminidase precursor
V1001367	Aspartate--ammonia ligase
V1012424	30S ribosomal protein S5
V1013966	Pyridoxamine 5'-phosphate oxidase
V1355860	50S ribosomal protein L23
V1066151	bifunctional preprotein translocase subunit SecD/SecF
V1172123	V-type sodium ATPase catalytic subunit A
V1268240	Pullulanase
V1439186	50S ribosomal protein L19
V1436021	Pullulanase
V1099467	1%2C4-alpha-glucan branching enzyme GlgB
V1356949	Succinyl-diaminopimelate desuccinylase
V1012676	Sodium ATPase proteolipid component
V1065562	50S ribosomal protein L4
V1066144	Cold shock-like protein
V1006720	ABC transporter ATP-binding protein YxdL
V1235890	Immunoglobulin G-binding protein G precursor
V1007073	sn-glycerol-3-phosphate import ATP-binding protein UgpC
V1008711	Pullulanase
V1167651	hypothetical protein
V1385920	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
V1012414	50S ribosomal protein L3
V1065374	dihydroxyacetone kinase
V1153346	hypothetical protein
V1000611	Beta-Ala-Xaa dipeptidase
V1583368	putative TonB-dependent receptor precursor
V1069949	Fructose-bisphosphate aldolase
V1067450	30S ribosomal protein S20
V1038287	Tyrosine recombinase XerC
V1144855	hypothetical protein
V1852121	Thioredoxin reductase
V1366895	Arginine deiminase
V1006719	FtsX-like permease family protein
V1065466	Glutamine--tRNA ligase
V1065456	Chemotaxis protein CheV
V1099144	Formate acetyltransferase 1
V1016291	pyridoxamine 5'-phosphate oxidase%2C FMN-binding family
V1200513	Rod shape-determining protein MreB
V1040402	ATP synthase subunit beta%2C sodium ion specific
V1000016	50S ribosomal protein L29
V1076036	Non-specific ribonucleoside hydrolase RihC
V1167827	hypothetical protein
V1230453	Phosphoenolpyruvate carboxykinase [ATP]
V1006685	Chaperone protein ClpB 1
V1065484	Stage V sporulation protein G
V1167569	30S ribosomal protein S6
V1836829	putative ABC transporter ATP-binding protein YheS
V1067906	cytidylate kinase
V1011015	F-ATPase gamma subunit
V1439169	Translation initiation factor IF-1
V1348786	30S ribosomal protein S11
V1072870	Stress protein H5
V1000069	Sensor histidine kinase YycG
V1066147	Cob(I)yrinic acid a%2Cc-diamide adenosyltransferase
V1012053	Fructose-specific phosphotransferase enzyme IIB component
V1065435	Argininosuccinate synthase
V1437389	Phosphoenolpyruvate carboxykinase [ATP]
V1102242	Colicin I receptor precursor
V1046767	DNA polymerase I
V1000503	Calcium-transporting ATPase
V1421154	Glutamate permease
V1011009	Putative F0F1-ATPase subunit (ATPase_gene1)
V1437530	hypothetical protein
V1356425	Methenyltetrahydrofolate cyclohydrolase
V1066663	Flagellar hook-associated protein 1
V1445186	Proline--tRNA ligase
V1463686	Maltose transport system permease protein MalF
V1018031	50S ribosomal protein L11
V1066916	hypothetical protein
V1522724	Aminopeptidase C
V1503141	LPXTG cell wall anchor domain protein
V1006728	putative oxidoreductase
V1603598	Malate dehydrogenase
V1153964	Acyl-CoA dehydrogenase%2C short-chain specific
V1364412	hypothetical protein
V1000022	hypothetical protein
V1000502	Inosine-5'-monophosphate dehydrogenase
V1167571	50S ribosomal protein L9
V1355712	ATP synthase subunit alpha
V1346233	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
V1068298	Chaperone protein YajL
V1015219	Elongation factor Ts
V1069595	hypothetical protein
V1201501	Putative endo-beta-N-acetylglucosaminidase precursor
V1141070	hypothetical protein
