gene	geneProduct
V1436794	Maltose-binding periplasmic proteins/domains
V1551637	hypothetical protein
V1085680	Aminopeptidase C
V1144133	hypothetical protein
V1074700	Triosephosphate isomerase
V1082561	50S ribosomal protein L4
V1167440	6-phospho-alpha-glucosidase 1
V1367869	Trehalose import ATP-binding protein SugC
V1073993	Glucosamine-6-phosphate deaminase 1
V1073798	Phosphoserine aminotransferase
V1073922	hypothetical protein
V1009873	Rubredoxin-oxygen oxidoreductase
V1553528	Beta-N-acetylhexosaminidase precursor
V1138953	Fimbrial subunit type 1 precursor
V1266177	Nickel-binding periplasmic protein precursor
V1312248	Trigger factor
V1000003	hypothetical protein
V1038290	FeoA domain protein
V1076928	50S ribosomal protein L28
V1138844	Histidine--tRNA ligase
V1012925	Phosphate acetyltransferase
V1082319	Neutral endopeptidase
V1367057	DNA-directed RNA polymerase subunit beta'
V1440338	Outer membrane protein alpha precursor
V1013253	Elongation factor Tu
V1036261	Inner membrane ABC transporter permease protein YcjP
V1355511	hypothetical protein
V1080630	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
V1000008	Adenylate kinase
V1083391	Alkaline phosphatase precursor
V1249122	hypothetical protein
V1000842	F-ATPase subunit 6
V1036227	Dipeptide-binding protein DppE precursor
V1074210	Gas vesicle protein
V1162245	Maltodextrin phosphorylase
V1265582	Elongation factor Tu
V1841419	Acetate kinase
V1006685	Chaperone protein ClpB 1
V1036606	F-type ATPase subunit b
V1037492	flagellar basal body-associated protein FliL
V1445200	hypothetical protein
V1084754	SusD family protein
V1011952	hypothetical protein
V1391945	product=Deoxyuridine 5'-triphosphate nucleotidohydrolase
V1036980	Acetate CoA-transferase YdiF
V1031976	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
V1076929	50S ribosomal protein L33 2
V1580898	hypothetical protein
V1153964	Acyl-CoA dehydrogenase%2C short-chain specific
V1440527	Adenylosuccinate lyase
V1006055	Thiol-activated cytolysin
V1138261	Prolyl tripeptidyl peptidase precursor
V1841423	putative adenylyltransferase/sulfurtransferase MoeZ
V1082749	DNA gyrase subunit A
V1139917	Aspartate--tRNA ligase
V1010716	hypothetical protein
V1364027	maltose ABC transporter periplasmic protein
V1273957	Putative metal chaperone YciC
V1009707	putative NADH oxidase
V1011014	ATP synthase subunit alpha
V1037422	F-type ATPase subunit b
V1082262	Cytosol non-specific dipeptidase
V1051831	Phosphoenolpyruvate carboxykinase [ATP]
V1087334	outer membrane assembly lipoprotein YfiO
V1080858	preprotein translocase subunit SecA
V1000840	F-ATPase gamma subunit
V1841396	hypothetical protein
V1037377	Rubrerythrin
V1010605	Heat shock protein 70
V1082432	Methionine--tRNA ligase
V1072215	NADH-quinone oxidoreductase subunit L
V1038267	Threonine--tRNA ligase
V1011843	Elongation factor Tu
V1079145	NADH-quinone oxidoreductase subunit 4
V1036826	Phosphoenolpyruvate carboxylase
V1000886	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1011016	ATP synthase subunit beta
V1526141	Phenylalanine--tRNA ligase beta subunit
V1081266	CTP synthase
V1138351	Adenylate kinase
V1000080	hypothetical protein
V1140181	putative adenylyltransferase/sulfurtransferase MoeZ
V1075480	Glucose-6-phosphate isomerase
V1012819	(R)-2-hydroxyglutaryl-CoA dehydratase subunit beta
V1383841	50S ribosomal protein L10
V1073739	50S ribosomal protein L2
V1180252	Glucan 1%2C4-alpha-maltotetraohydrolase precursor
V1081970	Acyl-CoA dehydrogenase
V1367590	Elongation factor Ts
V1496913	hypothetical protein
V1500210	Proline--tRNA ligase
V1079801	NADH dehydrogenase-like protein
V1265517	Trehalose import ATP-binding protein SugC
V1384369	fimbrial isopeptide formation D2 domain protein
V1138297	Susd and RagB outer membrane lipoprotein
V1085814	cell division protein FtsN
V1138249	Phosphate-selective porin
V1200468	hypothetical protein
V1018464	Vegetative protein 209
V1841310	TonB-linked outer membrane protein%2C SusC/RagA family
V1074475	NADH-quinone oxidoreductase subunit H
V1017894	Outer membrane protein
V1080997	Arginine--tRNA ligase
V1079328	Ribonuclease G
V1138250	hypothetical protein
V1000487	Fructose-bisphosphate aldolase
V1000305	Enolase
V1102145	Elongation factor Ts
V1138549	Beta-galactosidase
V1295109	Thiol-activated cytolysin
V1074771	G-3-P permease
V1200098	thiamine biosynthesis protein ThiF
V1883810	hypothetical protein
V1075332	Chaperone protein YajL
V1166870	Outer membrane protein alpha precursor
V1152318	D-alanine--D-alanine ligase B
V1834832	transcriptional regulator ICP4
V1016890	hypothetical protein
V1145464	hypothetical protein
V1138310	Sensory transduction protein regX3
V1037423	ATP synthase subunit alpha
V1200344	Negative regulator of genetic competence ClpC/MecB
V1249468	30S ribosomal protein S16
V1306539	50S ribosomal protein L13
V1445419	Pyruvate kinase
V1074550	50S ribosomal protein L29
V1081969	Electron transfer flavoprotein large subunit
V1077624	hypothetical protein
V1036274	DivIVA domain protein
V1018798	Tetracycline resistance protein TetM from transposon TnFO1
V1036260	Pullulanase precursor
V1010633	Fimbrial subunit type 1 precursor
V1138617	Quinolinate synthase A
V1080012	Pyruvate kinase
V1087133	chromosome segregation protein SMC
V1000011	50S ribosomal protein L18
V1380987	hypothetical protein
V1245732	Enolase
V1000641	Triosephosphate isomerase
V1082201	Pullulanase precursor
V1852084	50S ribosomal protein L23
V1083419	bacteriocin biosynthesis docking scaffold%2C SagD family
V1291848	Cationic 19 kDa outer membrane protein
V1039764	hypothetical protein
V1431950	elongation factor Ts
V1000079	DNA gyrase subunit A
V1362785	maltose ABC transporter periplasmic protein
V1138614	Vegetative protein 209
V1084373	Phosphoglycerate kinase
V1074548	50S ribosomal protein L14
V1172803	Phosphoglycerate kinase
V1339929	L-lactate dehydrogenase
V1391872	TonB-linked outer membrane protein%2C SusC/RagA family
V1172209	H+ Antiporter protein
V1036379	1%2C4-alpha-glucan branching enzyme GlgB
V1237403	Transaldolase
V1138974	Heat shock protein 70
V1138323	Retaining alpha-galactosidase precursor
V1139144	50S ribosomal protein L3
V1000547	Trehalose import ATP-binding protein SugC
V1075094	Translation initiation factor IF-3
V1852083	50S ribosomal protein L5
V1073924	50S ribosomal protein L17
V1576351	hypothetical protein
V1576738	methylmalonyl-CoA epimerase
V1080455	DNA-binding protein HU-beta
V1011950	hypothetical protein
V1486399	hypothetical protein
V1074056	Septal ring factor
V1139691	preprotein translocase subunit SecY
V1000519	PTS system maltose-specific EIICB component
V1080828	hypothetical protein
V1010826	Translation initiation factor IF-3
V1009516	Enolase
V1000944	50S ribosomal protein L1
V1080489	Valine--tRNA ligase
V1881313	hypothetical protein
V1087223	Glutamine synthetase
V1072281	putative ABC transporter ATP-binding protein YheS
V1036611	Inorganic pyrophosphatase
V1385524	hypothetical protein
V1613266	hypothetical protein
V1039101	Trigger factor
V1037345	Aldehyde-alcohol dehydrogenase
V1172076	Trehalose import ATP-binding protein SugC
V1081878	Serine hydroxymethyltransferase
V1016291	pyridoxamine 5'-phosphate oxidase%2C FMN-binding family
V1036725	hypothetical protein
V1500790	Inner membrane lipoprotein YiaD precursor
V1043301	30S ribosomal protein S12
V1012852	DNA-directed RNA polymerase subunit alpha
V1146313	F-ATPase gamma subunit
V1073412	F-ATPase epsilon subunit
V1084672	hypothetical protein
V1613200	hypothetical protein
V1036367	hypothetical protein
V1008929	Glyceraldehyde-3-phosphate dehydrogenase A
V1145034	hypothetical protein
V1073590	Elongation factor P
V1079230	Threonine--tRNA ligase
V1358470	Formate acetyltransferase 1
V1036784	Tromp-1
V1039802	Benzylsuccinate synthase alpha subunit
V1139595	hypothetical protein
V1038324	putative ABC transporter ATP-binding protein YxlF
V1036282	Polyphosphate glucokinase
V1073422	hypothetical protein
V1081088	Phosphate acetyltransferase
V1074528	3-oxoacyl-[acyl-carrier-protein] synthase 3
V1036795	putative transcriptional regulatory protein pdtaR
V1036115	HSP-70 cofactor
V1138601	Tyrosine-protein kinase ptk
V1157772	Translation initiation factor IF-3
V1008595	co-chaperonin GroES
V1277970	Glucose-6-phosphate isomerase
V1576731	30S ribosomal protein S8
V1037868	hypothetical protein
V1085846	hypothetical protein
V1547407	hypothetical protein
V1074309	Dipeptidase A
V1522831	hypothetical protein
V1082990	hypothetical protein
V1013990	50S ribosomal protein L21
V1154707	V-type sodium ATPase catalytic subunit A
V1000009	50S ribosomal protein L15
V1085033	Alkyl hydroperoxide reductase subunit F
V1080608	protease3
V1851967	Heat-inducible transcription repressor HrcA
V1146100	SsrA-binding protein
V1392083	L-aspartate oxidase
V1074401	putative transcriptional regulatory proteinc
V1036422	Long-chain-fatty-acid--CoA ligase FadD15
V1010209	Isoleucine--tRNA ligase
V1075539	3-oxoacyl-[acyl-carrier-protein] reductase FabG
V1466175	Vegetative protein 19
V1000534	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1841399	NAD(P)H-quinone oxidoreductase chain 4 1
V1036298	Antiseptic resistance protein
V1000012	50S ribosomal protein L6
V1012601	phosphoglycolate phosphatase
V1138642	Phosphomannomutase/phosphoglucomutase
V1039201	putative adenylyltransferase/sulfurtransferase MoeZ
V1851964	hypothetical protein
V1015718	hypothetical protein
V1038271	CTP synthase
V1042355	EIIAB-Man
V1499268	8-amino-7-oxononanoate synthase
V1139821	V-type ATP synthase subunit I
V1011483	DNA protection during starvation protein
V1138734	Glutamine--tRNA ligase
V1074886	50S ribosomal protein L9
V1381099	F-ATPase gamma subunit
V1072282	NAD(P)H-quinone oxidoreductase subunit K 1 precursor
V1009870	50S ribosomal protein L3
V1912439	hypothetical protein
V1036092	Putative transcriptional regulator YvhJ
V1852133	Translation initiation factor IF-3
V1074141	Oxa1Ec
V1076789	Regulatory protein AsnC
V1008438	putative periplasmic serine endoprotease DegP-like precursor
V1000143	Elongation factor Ts
V1195882	Fructose-bisphosphate aldolase
V1082083	Cell division protein FtsZ
V1155973	Carbon starvation protein A
V1000845	Glucose-6-phosphate isomerase
V1140341	Fructose-bisphosphate aldolase
V1109151	Pyruvate formate-lyase 1-activating enzyme
V1158372	ATP synthase subunit beta
V1180398	hypothetical protein
V1083420	bacteriocin biosynthesis cyclodehydratase domain protein
V1337383	Aminopeptidase C
V1268572	30S ribosomal protein S14
V1006265	30S ribosomal protein S20
V1011015	F-ATPase gamma subunit
V1383824	Nickel-binding periplasmic protein precursor
V1072214	NADH-quinone oxidoreductase subunit N
V1006021	hypothetical protein
V1000013	30S ribosomal protein S8
V1841306	hypothetical protein
V1038532	hypothetical protein
V1687741	Maltodextrin-binding protein
V1017590	Aspartokinase
V1083902	Anaerobic ribonucleoside-triphosphate reductase
V1036841	ATP-dependent zinc metalloprotease FtsH
V1074292	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
V1059541	putative adenylyltransferase/sulfurtransferase MoeZ
V1036191	Alkyl hydroperoxide reductase subunit C
V1082087	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
V1036186	Periplasmic serine endoprotease DegP precursor
V1380652	50S ribosomal protein L15
V1082647	Lysine 6-dehydrogenase
V1081379	Outer membrane protein Omp85
V1157569	F-ATPase subunit 6
V1013406	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
V1080456	Glycine--tRNA ligase
V1079324	Lon protease 1
V1081148	Carbamoyl-phosphate synthase large chain
V1334911	30S ribosomal protein S2
V1203355	Chaperone protein DnaJ
V1841381	SagB-type dehydrogenase domain protein
V1071065	Rod shape-determining protein MreB
V1180070	Leucine Rich repeats (2 copies)
V1082460	Ferrous iron transport protein B
V1082075	Phosphoribosylformylglycinamidine synthase
V1820421	Iron hydrogenase 1
V1081500	L-fucose permease
V1074547	50S ribosomal protein L5
V1295196	Cell division protein FtsA
V1020418	Adenylosuccinate synthetase
V1083554	3-oxoacyl-[acyl-carrier-protein] synthase 2
V1036804	CRISPR-associated protein Cas9/Csn1%2C subtype II/NMEMI
V1313683	F-ATPase subunit 6
V1139410	Aldehyde-alcohol dehydrogenase
V1010699	2-iminoacetate synthase
V1000005	30S ribosomal protein S11
V1036616	Aminopeptidase C
V1138628	sucrose/H+ symporter
V1032060	Transaldolase
V1000596	Stress protein H5
V1038272	Lysine--tRNA ligase
V1200366	30S ribosomal protein S1
V1079142	hypothetical protein
V1138985	Tyrosine phosphorylated protein A
V1178949	SusD family protein
V1368681	DNA-directed RNA polymerase subunit alpha
V1084154	Nitrogen assimilation regulatory protein
V1046751	gram-positive signal peptide%2C YSIRK family
V1883290	hypothetical protein
V1036479	Serine/threonine-protein kinase PknB
V1036378	Uridylate kinase
V1399582	Prolyl tripeptidyl peptidase precursor
V1162256	30S ribosomal protein S4
V1154952	hypothetical protein
V1339706	PTS system mannose-specific EIIC component
V1375540	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
V1279223	hypothetical protein
V1011012	F-type ATPase subunit b
V1253512	F0F1 ATP synthase subunit delta
V1037426	Inner membrane protein YbhL
V1139605	Vegetative protein 209
V1011951	putative RNA-binding protein (contains KH domain)
V1499937	Glucosamine-6-phosphate deaminase
V1875176	2-hydroxyglutaryl-CoA dehydratase component A
V1000184	Bacteriophage peptidoglycan hydrolase
V1172210	hypothetical protein
V1612381	Adenylosuccinate synthetase
V1441297	hypothetical protein
V1081290	Cysteine--tRNA ligase
V1355610	PAP2 superfamily protein
V1072335	Ribosomal large subunit pseudouridine synthase B
V1075074	hypothetical protein
V1820402	Collagen triple helix repeat (20 copies)
V1141223	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1085507	glycogen synthase
V1401722	Outer membrane porin F precursor
V1500012	Triosephosphate isomerase
V1006798	High temperature protein G
V1016290	Leucine--tRNA ligase
V1000007	Translation initiation factor IF-1
V1036415	hypothetical protein
V1139078	Oligopeptide-binding protein AppA precursor
V1180399	hypothetical protein
V1079169	DNA topoisomerase 1
V1138429	2-oxoglutarate oxidoreductase subunit KorA
V1081968	Electron transfer flavoprotein small subunit
V1562682	Carbon starvation protein A
V1012782	Ribonuclease J 1
V1013685	Lactose transport system permease protein LacF
V1144728	putative ATP-dependent Clp protease ATP-binding subunit
V1036465	Serine/threonine-protein kinase PrkC
V1018324	50S ribosomal protein L19
V1086332	GDP-mannose 4%2C6-dehydratase
V1138265	hypothetical protein
V1145315	DNA-directed RNA polymerase subunit alpha
V1145270	type 2 lantibiotic biosynthesis protein LanM
V1294891	Ribosome hibernation promoting factor
V1500057	50S ribosomal protein L14
V1074237	Aldose 1-epimerase precursor
V1190205	hypothetical protein
V1015865	Preprotein translocase subunit SecE
V1552772	Pyruvate kinase
V1841430	TonB-linked outer membrane protein%2C SusC/RagA family
V1102242	Colicin I receptor precursor
V1180067	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
V1011011	F-ATPase subunit 6
V1074108	2-oxoglutarate oxidoreductase subunit KorA
V1074266	Tyrosine--tRNA ligase
V1000518	Glv operon regulatory protein
V1436495	co-chaperonin GroES
V1400258	Pyruvate kinase I
V1499291	Recombinase A
V1083359	Asparagine--tRNA ligase
V1240761	Colicin I receptor precursor
V1036773	DNA gyrase subunit B
V1010371	Manganese-dependent inorganic pyrophosphatase
V1079800	Cold-shock DEAD box protein A
V1013794	hypothetical protein
V1154407	DNA-directed RNA polymerase subunit beta'
V1156648	F-ATPase gamma subunit%2C sodium ion specific
V1079147	Chaperone protein DnaJ
V1268510	putative adenylyltransferase/sulfurtransferase MoeZ
V1820405	preprotein translocase subunit SecY
V1191179	Dark-response protein 21
V1399770	hypothetical protein
V1036155	hypothetical protein
V1138843	Outer membrane cobalamin translocator
V1082084	Cell division protein FtsA
V1036258	L-arabinose transport system permease protein AraQ
V1074549	hypothetical protein
V1083864	Major Facilitator Superfamily protein
V1881721	co-chaperonin GroES
V1440773	30S ribosomal protein S7
V1010362	Tyrosine phosphorylated protein A
V1082181	succinate dehydrogenase (or fumarate reductase) cytochrome b subunit%2C b558 family
V1081779	putative glycogen debranching enzyme%2C archaeal type
V1082697	Glycogen synthase
V1491714	30S ribosomal protein S1
V1015610	ATP-dependent zinc metalloprotease FtsH
V1162264	ABC transporter ATP-binding protein YxdL
V1435073	hypothetical protein
V1139151	DNA polymerase III subunit alpha
V1616787	hypothetical protein
V1076330	Helix-destabilizing protein
V1507269	hypothetical protein
V1073423	t(6)A37 threonylcarbamoyladenosine biosynthesis protein
V1500586	hypothetical protein
V1481186	30S ribosomal protein S6
V1037074	Polyphosphate kinase
V1886336	Phosphocarrier protein HPr
V1138581	DNA gyrase subunit A
V1498595	C-20 methyltransferase BchU
V1103366	hypothetical protein
V1383863	hypothetical protein
V1038293	DNA phosphorothioation system restriction enzyme
V1072280	HSP-70 cofactor
V1080607	GTP-binding protein HflX
V1084955	hypothetical protein
V1036111	Adenylosuccinate synthetase
V1000093	Putative penicillin-binding protein PbpX
V1012921	hypothetical protein
V1368264	Maltose transport system permease protein MalG
V1166828	hypothetical protein
V1002465	Elongation factor Tu
V1123844	cell division protein GpsB
V1440590	50S ribosomal protein L2
V1058170	hypothetical protein
V1000171	Oligopeptide-binding protein AppA precursor
V1073847	Peptide chain release factor 2
V1075204	Trifunctional nucleotide phosphoesterase protein YfkN precursor
V1887021	Trigger factor
V1016844	Iron-regulated outer membrane proteins
V1073609	Phosphatidate cytidylyltransferase
V1006727	30S ribosomal protein S1
V1294696	hypothetical protein
V1084171	hypothetical protein
V1107091	hypothetical protein
V1360576	Translation initiation factor IF-1
V1053761	RTX-I toxin determinant B
V1169982	Adhesin YadA precursor
V1140922	RTX-I toxin determinant B
V1069332	Glucose-6-phosphate isomerase
V1138417	ATP-dependent Clp protease ATP-binding subunit ClpX
V1084463	Phosphoribosylaminoimidazole-succinocarboxamide synthase
V1301930	50S ribosomal protein L7/L12
V1008252	SusD family protein
V1527021	Pyruvate kinase
V1581223	Helix-destabilizing protein
V1851982	putative ABC transporter ATP-binding protein YheS
V1237649	putative periplasmic or secreted protein
V1013989	putative ribosomal protein
V1074321	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--LD-lysine ligase
V1356674	hypothetical protein
V1036684	Penicillin-binding protein 1*
V1139033	Lysine--tRNA ligase
V1036251	putative hydrolase of the alpha/beta superfamily protein
V1356571	hypothetical protein
V1082506	hypothetical protein
V1265462	Heat shock protein 70-2
V1036407	Putative thiamine biosynthesis protein
V1138425	TonB-dependent receptor
V1841394	3-oxoacyl-[acyl-carrier-protein] reductase FabG
V1082237	1%2C4-alpha-glucan branching enzyme GlgB
V1139807	V-type sodium pump subunit B
V1074846	Nitric oxide reductase
V1841428	Cyclomaltodextrin glucanotransferase precursor
V1082074	2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase
V1607555	Beta-N-acetylhexosaminidase precursor
V1000020	30S ribosomal protein S19
V1501012	Response regulator ArlR
V1009869	50S ribosomal protein L4
V1138629	Penicillin-binding protein 2
V1080387	outer membrane receptor FepA
V1162271	hypothetical protein
V1000528	30S ribosomal protein S7
V1069749	Phosphoribosylaminoimidazole-succinocarboxamide synthase
V1820497	Lysine--tRNA ligase
V1011009	Putative F0F1-ATPase subunit (ATPase_gene1)
V1514405	hypothetical protein
V1074062	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
V1102240	Chaperone protein DnaJ
V1000134	HSP-70 cofactor
V1041179	Dipeptidase A
V1010897	5-methylthioadenosine/S-adenosylhomocysteine deaminase
V1000326	Threonine--tRNA ligase
V1374569	DNA gyrase subunit B
V1085783	Desulfoferrodoxin
V1081809	Glutamine synthetase
V1040054	putative ABC transporter ATP-binding protein YheS
V1547364	hypothetical protein
V1036176	sortase
V1422497	hypothetical protein
V1036483	PP2C-family Ser/Thr phosphatase
V1394176	PTS system galactitol-specific EIIC component
V1577158	preprotein translocase subunit SecY
V1138309	Elongation factor 4
V1594784	Diacylglycerol kinase
V1015609	Bifunctional protein BirA
V1367806	30S ribosomal protein S16
V1200931	50S ribosomal protein L16
V1167012	hypothetical protein
V1178384	Elongation factor G
