gene	geneProduct
V1597118	F-ATPase subunit 6
V1009516	Enolase
V1211182	Alanine--tRNA ligase
V1136305	Beta-phosphoglucomutase
V1301930	50S ribosomal protein L7/L12
V1136122	Helix-destabilizing protein
V1599309	Isoleucine--tRNA ligase
V1899703	Folate ECF transporter S component FolT
V1213499	F-type ATPase subunit delta
V1334911	30S ribosomal protein S2
V1136202	ribosomal-protein-alanine N-acetyltransferase
V1136304	Trehalose import ATP-binding protein SugC
V1136272	D-lactate dehydrogenase
V1136265	Recombination protein O
V1423938	Enolase
V1136116	Ribonuclease P protein component
V1880284	Vegetative protein 209
V1599322	30S ribosomal protein S4
V1599135	Recombination protein N
V1136635	Phosphocarrier protein HPr
V1136546	Glutathione transport system permease protein GsiC
V1136562	putative transposase OrfB
V1599154	Heat shock protein 70
V1599242	mevalonate kinase
V1294914	Helix-destabilizing protein
V1211279	Aminopeptidase N
V1203343	DNA gyrase subunit A
V1136133	Stress protein H5
V1880839	putative endopeptidase precursor
V1140472	50S ribosomal protein L11
V1819416	ATP-dependent Clp protease ATP-binding subunit ClpE
V1211411	Ribosomal RNA small subunit methyltransferase H
V1064214	external scaffolding protein
V1136581	Central glycolytic genes regulator
V1885262	Aldehyde-alcohol dehydrogenase
V1885690	Putative penicillin-binding protein PbpX
V1599277	GTPase Era
V1136045	30S ribosomal protein S11
V1154975	Vegetative protein 19
V1213504	30S ribosomal protein S12
V1136324	Threonine--tRNA ligase
V1136252	Phosphoglucomutase
V1015704	Formate acetyltransferase 1
V1156008	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1599151	Translation initiation factor IF-2
V1448274	C protein alpha-antigen precursor
V1136076	Bifunctional protein GlmU
V1211402	Asparagine--tRNA ligase
V1600693	Leucine--tRNA ligase
V1238011	Flavodoxin
V1136387	Triosephosphate isomerase
V1599149	Proline--tRNA ligase
V1203477	product=hypothetical protein
V1599138	Serine/threonine-protein kinase PrkC
V1211250	Stage 0 sporulation protein KD
V1013253	Elongation factor Tu
V1238840	Translation initiation factor IF-1
V1430373	30S ribosomal protein S6
V1136681	F-type ATPase subunit b
V1448284	Xylulose-5-phosphate phosphoketolase
V1136297	Cytochrome d ubiquinol oxidase subunit 1
V1891385	50S ribosomal protein L29
V1136335	Asparagine synthetase [glutamine-hydrolyzing] 1
V1203419	Cytochrome d ubiquinol oxidase subunit 2
V1899671	DNA primase
V1136303	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
V1136115	Stage III sporulation protein J
V1606068	putative endopeptidase precursor
V1154976	30S ribosomal protein S7
V1599276	Glycine--tRNA ligase beta subunit
V1237789	hypothetical protein
V1211371	Glutamate--tRNA ligase
V1136422	Rod shape-determining protein MreB
V1211258	ATP-dependent zinc metalloprotease FtsH
V1104524	Penicillin-binding protein 1*
V1012496	Stress protein H5
V1237406	Lysine--tRNA ligase
V1136464	50S ribosomal protein L18
V1885246	Valine--tRNA ligase
V1425581	50S ribosomal protein L2
V1599324	Uracil phosphoribosyltransferase
V1011906	Heat shock protein 70
V1599133	Exodeoxyribonuclease 7 large subunit
V1213492	Ornithine decarboxylase%2C inducible
V1211276	hypothetical protein
V1600206	preprotein translocase subunit SecA
V1172284	hypothetical protein
V1159480	Vegetative protein 209
V1555046	Translation initiation factor IF-1
V1167759	Pyruvate kinase
V1687741	Maltodextrin-binding protein
V1211322	Phosphoglucosamine mutase
V1448368	Oligopeptide-binding protein AppA precursor
V1203664	PTS system galactitol-specific EIIC component
V1136511	30S ribosomal protein S19
V1599150	DNA polymerase III PolC-type
V1599136	Primosomal protein N'
V1448858	F-type ATPase subunit b
V1723441	Curved DNA-binding protein
V1764175	Vegetative protein 19
V1799345	putative membrane protein
V1036379	1%2C4-alpha-glucan branching enzyme GlgB
V1136439	50S ribosomal protein L29
V1016650	F-type ATPase subunit b
V1799360	Rod shape-determining protein RodA
V1136558	YbbR-like protein
V1600196	Phenylalanine--tRNA ligase beta subunit
V1211327	Neutral endopeptidase
V1599167	Bifunctional (p)ppGpp synthase/hydrolase RelA
V1885679	hypothetical protein
V1007262	R3H domain protein
V1211254	Ribonuclease Y
V1600990	Protein involved in sex pheromone biosynthesis
V1386117	Elongation factor Ts
V1136081	Methionine--tRNA ligase
V1599159	Dihydrofolate reductase
V1448291	Stage 0 sporulation protein KE
V1714616	6-phosphofructokinase
V1136418	Phosphoenolpyruvate carboxykinase [ATP]
V1203703	Heat-inducible transcription repressor HrcA
V1503161	Rib/alpha/Esp surface antigen repeat
V1136553	Farnesyl diphosphate synthase
V1211207	Chromosome partition protein Smc
V1136380	hypothetical protein
V1615032	ATP-dependent zinc metalloprotease FtsH
V1448276	Lyzozyme M1 (1%2C4-beta-N-acetylmuramidase)
V1687757	hypothetical protein
V1448504	Methionyl-tRNA formyltransferase
V1213486	Maltose transport system permease protein MalG
V1600995	hypothetical protein
V1799382	hypothetical protein
V1136606	50S ribosomal protein L27
V1203723	cell division protein MraZ
V1211234	1-deoxy-D-xylulose-5-phosphate synthase
V1136615	HSP-70 cofactor
V1723757	50S ribosomal protein L21
V1448294	D-alanine--D-alanine ligase A
V1136255	DNA gyrase subunit B
V1599332	Ribonuclease R
V1486076	hypothetical protein
V1136334	D-aspartate ligase
V1819528	Lyzozyme M1 (1%2C4-beta-N-acetylmuramidase)
V1019461	ATP synthase subunit beta
V1597160	50S ribosomal protein L5
V1136484	UDP-glucose 4-epimerase
V1605662	putative transcriptional regulatory protein
V1211213	Fumarate reductase flavoprotein subunit precursor
V1136123	hypothetical protein
V1599213	Magnesium-transporting ATPase%2C P-type 1
V1265517	Trehalose import ATP-binding protein SugC
V1136048	Energy-coupling factor transporter transmembrane protein EcfT
V1799337	tRNA pseudouridine synthase A
V1599311	Cell division protein FtsA
V1136423	F-ATPase epsilon subunit
V1203506	Lipoteichoic acid synthase 1
V1599132	Bifunctional protein FolD protein
V1011374	putative sugar isomerase YihS
V1136046	hypothetical protein
V1136359	Glutamine synthetase
V1032620	Ribonucleoside-diphosphate reductase 2 subunit beta
V1136065	Elongation factor P
V1032060	Transaldolase
V1211358	UTP--glucose-1-phosphate uridylyltransferase
V1136124	Bifunctional oligoribonuclease and PAP phosphatase NrnA
V1136066	Pantothenate kinase
V1912357	Tagatose 1%2C6-diphosphate aldolase
V1136164	hypothetical protein
V1136563	Alkaline shock protein 23
V1009512	Putative thiamine biosynthesis protein
V1123844	cell division protein GpsB
V1213489	Diacylglycerol kinase
V1203849	Thioredoxin-like protein YtpP
V1211238	hypothetical protein
V1203647	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
V1015427	Phosphoenolpyruvate carboxylase
V1211166	chromosome segregation protein SMC
V1819428	Foldase protein PrsA precursor
V1008596	hypothetical protein
V1203451	D-alanyl-lipoteichoic acid biosynthesis protein DltB
V1599137	Ribosomal RNA small subunit methyltransferase B
V1154973	50S ribosomal protein L22
V1799334	Ribonuclease J 2
V1448285	potassium transport protein Kup
V1203705	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
V1899658	Stage III sporulation protein E
V1409431	30S ribosomal protein S4
V1136050	30S ribosomal protein S9
V1136348	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
V1136075	Ribose-phosphate pyrophosphokinase
V1149748	Translation initiation factor IF-3
V1599266	Carbamoyl-phosphate synthase large chain
V1157421	50S ribosomal protein L21
V1158337	F-ATPase subunit 6
V1216924	Ribonucleoside-diphosphate reductase 2 subunit beta
V1136248	Recombinase A
V1692640	Enolase
V1136271	Cystathionine beta-lyase family protein involved in aluminum resistance
V1198623	DNA-directed RNA polymerase subunit beta'
V1009071	Pullulanase precursor
V1885702	hypothetical protein
V1007264	DNA gyrase subunit B
V1014150	Glutamine synthetase 1
V1036253	Cell division protein FtsZ
V1108326	Maltodextrin phosphorylase
V1136526	putative GTP-binding protein EngB
V1599982	hypothetical protein
V1315998	hypothetical protein
V1615339	Lipid-binding protein
V1819513	Cytidylate kinase
V1704843	Heat shock protein 70
V1213596	GTP-binding protein obg
V1819427	hypothetical protein
V1884746	Aminopeptidase E
V1033549	Enolase
V1211203	DNA topoisomerase 1
V1600991	DNA ligase
V1599336	gram-positive signal peptide%2C YSIRK family
V1136446	Aspartate--tRNA ligase
V1136518	Glucosamine kinase GspK
V1151601	Glyceraldehyde-3-phosphate dehydrogenase
V1599275	RNA polymerase sigma factor RpoD
V1211530	Phenylalanine--tRNA ligase beta subunit
V1136274	Inosine-5'-monophosphate dehydrogenase
V1799344	DEAD-box ATP-dependent RNA helicase CshA
V1799323	product=Cysteine--tRNA ligase
V1599174	O-acetyltransferase OatA
V1036861	Ribose-phosphate pyrophosphokinase
V1136295	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1034259	Elongation factor Tu
V1203443	Aminopeptidase E
V1009625	preprotein translocase subunit YajC
V1203704	putative peptidase
V1599306	Exodeoxyribonuclease V alpha chain
V1211293	Stage 0 sporulation protein KC
V1136174	Phosphoglycerol transferase%2C alkaline phosphatase superfamily
V1599316	Rod shape-determining protein MreC
V1203690	Aldose 1-epimerase
V1136302	Glutamyl-tRNA(Gln) amidotransferase subunit A
V1599139	Putative ribosome biogenesis GTPase RsgA
V1012446	50S ribosomal protein L13
V1448344	Ribonuclease J 1
V1136467	Putative Holliday junction resolvase
V1912273	Putative malate transporter YflS
V1687756	preprotein translocase subunit SecY
V1599224	DNA topoisomerase 4 subunit B
V1899820	single-stranded DNA-binding protein
V1012188	hypothetical protein
V1211268	Magnesium and cobalt efflux protein CorC
V1036344	Fimbrial subunit type 1 precursor
V1203434	putative ABC transporter ATP-binding protein
V1599148	Zinc metalloprotease RasP
V1599068	Xaa-Pro dipeptidyl-peptidase
V1136247	Helix-turn-helix domain protein
V1448413	Isoleucine--tRNA ligase
V1155989	Glyceraldehyde-3-phosphate dehydrogenase
V1599264	Phosphoenolpyruvate carboxylase
V1912376	Pyruvate oxidase
V1136294	putative metal-dependent RNase%2C consists of a metallo-beta-lactamase domain and an RNA-binding KH domain
V1599302	ATP-dependent Clp protease ATP-binding subunit ClpX
V1344117	30S ribosomal protein S6
V1136318	PTS system oligo-beta-mannoside-specific EIIC component
V1599241	ATP-dependent helicase/deoxyribonuclease subunit B
V1599342	Transcription-repair-coupling factor
V1136080	putative deoxyribonuclease YcfH
V1348573	30S ribosomal protein S5
V1053019	Translation initiation factor IF-2
V1009518	Branched-chain-amino-acid aminotransferase
V1301829	30S ribosomal protein S6
V1203454	Serine--tRNA ligase
V1600706	Putative niacin/nicotinamide transporter NaiP
V1154971	50S ribosomal protein L5
V1599142	Signal recognition particle receptor FtsY
V1600199	Peptide chain release factor 3
V1203369	putative transport protein YifK
V1403101	Phosphoglycerate kinase
V1203453	Lyzozyme M1 (1%2C4-beta-N-acetylmuramidase)
V1009629	putative transcriptional regulatory protein/MSMEI_2866
V1599319	putative tRNA sulfurtransferase
V1302665	Stress protein H5
V1293818	Oligopeptide-binding protein AppA precursor
V1136579	Phosphatidate cytidylyltransferase
V1799363	Penicillin-binding protein 2B
V1136389	Adenylosuccinate synthetase
V1036212	Maltose transport system permease protein MalF
V1599134	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
V1211230	Uridylate kinase
V1885222	sucrose/H+ symporter
V1136094	hypothetical protein
V1899652	Thioredoxin-like protein YtpP
V1211521	ADP-ribose pyrophosphatase
V1687672	FK506-binding protein
V1899714	hypothetical protein
V1291721	Pyrimidine-specific ribonucleoside hydrolase RihA
V1136254	DNA replication and repair protein RecF
V1599261	Neutral endopeptidase
V1136232	putative tRNA-dihydrouridine synthase
V1302349	Trigger factor
V1687738	Leucine--tRNA ligase
V1010632	hypothetical protein
V1615067	UDP-N-acetylmuramate--L-alanine ligase
V1136492	Putative HMP/thiamine import ATP-binding protein YkoD
V1339706	PTS system mannose-specific EIIC component
V1211431	Glycine--tRNA ligase alpha subunit
V1136217	Nicotinate phosphoribosyltransferase pncB2
V1032287	hypothetical protein
V1136102	Extreme acid sensitivity protein
V1599140	dihydroxyacetone kinase
V1599226	putative manganese-dependent inorganic pyrophosphatase
V1136143	hypothetical protein
V1037047	Trigger factor
V1009249	hypothetical protein
V1141462	Glutamate--tRNA ligase
V1885612	Guanylate kinase
V1679927	Putative HMP/thiamine import ATP-binding protein YkoD
V1723469	50S ribosomal protein L5
V1599181	GTP-binding protein EngA
V1011227	hypothetical protein
V1429840	Heat shock protein 70
V1136290	RNAP delta factor
V1599343	Negative regulator of genetic competence ClpC/MecB
V1267333	putative monoacyl phosphatidylinositol tetramannoside-binding protein LpqW precursor
V1012582	Lipid II:glycine glycyltransferase
V1203423	Saliva-binding protein
V1723160	hypothetical protein
V1599225	DNA topoisomerase 4 subunit A
V1201722	Glutathione-binding protein GsiB precursor
V1167486	Polyribonucleotide nucleotidyltransferase
V1136570	SigL modulation protein
V1383841	50S ribosomal protein L10
V1034175	Cyclodextrin-binding protein precursor
V1483461	HSP-70 cofactor
V1016652	F-ATPase gamma subunit
V1136074	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
V1885604	Glutamyl-tRNA(Gln) amidotransferase subunit C
V1007252	Serine/threonine-protein kinase PknE
V1886671	Peptidase T
V1599059	Calcium-transporting ATPase
V1554020	Cyclodextrin-binding protein precursor
V1599143	hypothetical protein
V1203315	Nucleoid occlusion protein
V1599233	Formate--tetrahydrofolate ligase 1
V1211359	Dipeptidase A
V1136218	putative hydrolase
V1136341	Dipeptidase A
V1136342	Beta-Ala-Xaa dipeptidase
V1136235	PTS system N-acetylgalactosamine-specific EIIC component 1
V1212870	Adenine phosphoribosyltransferase
V1600701	Phosphotransferase system%2C galactitol-specific IIB component
V1136209	hypothetical protein
V1203784	Tyrosine recombinase XerC
V1203652	putative aminodeoxychorismate lyase
V1211256	Poly-beta-1%2C6-N-acetyl-D-glucosamine synthase
V1600193	DNA polymerase I
V1136550	putative protein containing a divergent version of the methyl-accepting chemotaxis-like domain protein
V1136569	Peptide chain release factor 1
V1599314	Phospho-N-acetylmuramoyl-pentapeptide-transferase
V1036976	Anaerobic ribonucleoside-triphosphate reductase
V1599358	Penicillin-binding protein F
V1599345	Aminopeptidase C
V1011230	Alkyl hydroperoxide reductase subunit C
V1136169	D-alanine--poly(phosphoribitol) ligase subunit 1
V1007273	sortase
V1213519	Chaperone protein DnaJ
V1136127	Phosphate-import protein PhnD precursor
V1211168	Replicative DNA helicase
V1136111	preprotein translocase subunit YajC
V1599321	Septation ring formation regulator EzrA
V1136236	Endoglucanase precursor
V1301210	Transposase
V1599187	Type-1 restriction enzyme R protein
V1599980	O-GlcNAcase NagJ precursor
V1006685	Chaperone protein ClpB 1
V1020161	hypothetical protein
V1899754	Deoxyadenosine kinase
V1014818	Pathogen-specific membrane antigen
V1799364	DEAD-box ATP-dependent RNA helicase CshB
V1383824	Nickel-binding periplasmic protein precursor
V1136197	putative transporter YfdV
V1136079	Ribonuclease M5
V1448286	Tagatose-6-phosphate kinase
V1203446	PTS system galactitol-specific EIIC component
V1136458	Cell division protein SepF
V1599313	UDP-N-acetylmuramoylalanine--D-glutamate ligase
V1203293	Protein involved in initiation of plasmid replication
V1599334	Excinuclease ABC subunit A
V1203533	putative amino acid permease YhdG
V1047245	HTH domain protein
V1051151	Chaperone protein ClpB 1
V1136363	hypothetical protein
V1136300	Deoxyguanosine kinase
V1211373	Acetate kinase
V1007275	Cell division protein CrgA
V1302040	putative septation inhibitor protein
V1203379	Inner membrane transporter YcaM
V1203584	Histidine--tRNA ligase
V1203618	Inner membrane transporter YjeM
V1203767	Serine/threonine phosphatase stp
V1203571	Cell division protein DivIB
V1009641	DNA-directed RNA polymerase subunit omega
V1213497	Tyrosine--tRNA ligase
V1047247	PTS system galactitol-specific EIIC component
V1723081	L-2-hydroxyisocaproate dehydrogenase
V1009586	Glycogen debranching enzyme
V1119368	Phenylalanine--tRNA ligase alpha subunit
V1075934	50S ribosomal protein L10
V1599356	Xaa-Pro dipeptidase
V1136219	Aminopeptidase E
V1819563	putative endopeptidase precursor
V1394803	Heat shock protein 70
V1136386	Fumarate reductase flavoprotein subunit precursor
V1599170	putative amino acid permease YhdG
V1203599	Phosphate-import protein PhnD precursor
V1203641	Replication initiation and membrane attachment protein
V1136044	Inner membrane transporter YcaM
V1211235	Adenylosuccinate lyase
V1104057	Lysine--tRNA ligase
V1213495	DNA polymerase III subunit gamma/tau
V1799385	Penicillin-binding protein 1A
V1301588	Elongation factor G
V1194354	30S ribosomal protein S12
V1599990	ATP-binding/permease protein CydD
V1136547	Trehalose import ATP-binding protein SugC
V1527021	Pyruvate kinase
V1368195	Putative L%2CD-transpeptidase LppS precursor
V1136624	Magnesium and cobalt efflux protein CorC
V1211286	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
V1011154	hypothetical protein
V1136135	GMP synthase [glutamine-hydrolyzing]
V1016649	F0F1 ATP synthase subunit C
V1339744	Bacterial SH3 domain protein
V1386205	HSP-70 cofactor
V1687689	RNA polymerase principal sigma factor HrdB
V1014159	flagellin modification protein A
V1203646	S-adenosylmethionine synthase
V1723592	30S ribosomal protein S16
V1136485	Thioredoxin reductase
V1430683	putative oxidoreductase/MSMEI_1564
V1211255	Inner membrane protein YjjP
V1606066	putative ABC transporter ATP-binding protein YheS
V1554160	50S ribosomal protein L6
V1136136	hypothetical protein
V1291976	putative monoacyl phosphatidylinositol tetramannoside-binding protein LpqW precursor
V1136312	ATP-dependent Clp protease proteolytic subunit
V1383863	hypothetical protein
V1599315	Penicillin-binding protein B
V1203748	Putative ribosomal N-acetyltransferase YdaF
V1606134	gram-positive signal peptide%2C YSIRK family
V1615030	Aminopeptidase E
V1013972	Inosine-5'-monophosphate dehydrogenase
V1136402	putative transport protein YifK
V1819417	Zinc-transporting ATPase
V1136047	Energy-coupling factor transporter ATP-binding protein EcfA2
V1799292	phosphatidylglycerophosphatase B
V1156119	RNAP delta factor
V1599069	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1211200	Inner membrane amino-acid ABC transporter permease protein YecS
V1136599	putative ribosomal protein YlxQ
V1203569	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
V1136407	DNA-binding protein HU
V1136391	2%2C5-diketo-D-gluconic acid reductase B
V1136262	glutamyl-tRNA(Gln) amidotransferase subunit E
V1009687	Acetolactate synthase
V1136416	putative mannose-6-phosphate isomerase GmuF
V1099084	Heat shock protein 70
V1687721	Maltodextrin-binding protein MdxE precursor
V1012219	L-lactate dehydrogenase 2
V1213493	hypothetical protein
V1195163	Transposon resolvase
V1136561	Glutamine transport ATP-binding protein GlnQ
V1448404	Ribulose-phosphate 3-epimerase
V1136234	Fructose-specific phosphotransferase enzyme IIB component
V1136239	Glutamine transport ATP-binding protein GlnQ
V1014147	hypothetical protein
V1203742	hypothetical protein
V1352387	ribosomal subunit interface protein
V1498668	Adenylosuccinate synthetase
V1599239	hypothetical protein
V1799376	Penicillin-binding protein F
V1599333	LPPG:FO 2-phospho-L-lactate transferase
V1211222	ATP-dependent DNA helicase PcrA
V1605696	Cell division protein FtsZ
V1445419	Pyruvate kinase
V1912377	6-phosphogluconate dehydrogenase%2C decarboxylating
V1203623	Lactose phosphotransferase system repressor
V1448268	MucBP domain protein
V1448293	Ribose-phosphate pyrophosphokinase
V1012447	30S ribosomal protein S9
V1011667	hypothetical protein
V1136210	putative ABC transporter ATP-binding protein YxlF
V1481470	C protein alpha-antigen precursor
V1687735	putative hydrolase of the alpha/beta superfamily protein
V1038323	Maltose transport system permease protein MalG
V1211366	Pyruvate formate-lyase 1-activating enzyme
V1203567	hypothetical protein
V1365642	30S ribosomal protein S8
V1220400	Triosephosphate isomerase
V1120164	Elongation factor G
V1136125	hypothetical protein
V1221300	50S ribosomal protein L7/L12
V1899699	Multidrug-efflux transporter 3
V1136226	chromosome segregation protein SMC
V1600195	hypothetical protein
V1203388	GTP-binding protein HflX
V1036755	Phenylalanine--tRNA ligase beta subunit
V1301559	hypothetical protein
V1614151	Type IIS restriction enzyme Eco57I
V1799374	hypothetical protein
V1448308	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
V1211454	Methionine aminopeptidase 1
V1198712	F-ATPase subunit 6
V1445315	hypothetical protein
V1012192	Glycogen accumulation regulator GarA
V1599312	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
V1302071	30S ribosomal protein S16
V1615081	hypothetical protein
V1136263	PhoH-like protein
V1347762	30S ribosomal protein S16
V1799290	Elongation factor P
V1136285	Oligoendopeptidase F%2C plasmid
V1013919	hypothetical protein
V1599194	ATP-dependent protease ATPase subunit ClpY
V1211165	MucBP domain protein
V1009738	Ribose-5-phosphate isomerase A
V1203409	Adenosylcobalamin-dependent ribonucleoside-triphosphate reductase
V1385698	putative ATP-dependent Clp protease ATP-binding subunit
V1048671	hypothetical protein
V1009677	Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX
V1191179	Dark-response protein 21
V1604018	50S ribosomal protein L2
V1600704	Oligo-1%2C6-glucosidase
V1011909	Inositol-3-phosphate synthase
V1136357	tRNA (guanine-N(7)-)-methyltransferase
V1203678	DNA polymerase III subunit gamma/tau
V1599236	Ribosomal RNA large subunit methyltransferase L
V1409436	Serine/threonine-protein kinase PknB
V1136327	hypothetical protein
V1617361	Stress protein H5
V1088392	hypothetical protein
V1606490	Muramidase-2 precursor
V1212471	Glucan 1%2C6-alpha-glucosidase
V1037355	G5 domain protein
V1058645	hypothetical protein
V1211249	Phosphate acyltransferase
V1211377	2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase precursor
V1211485	Putative universal stress protein
V1600695	Arginine--tRNA ligase
V1009637	Phosphoribosylaminoimidazole-succinocarboxamide synthase
V1246962	50S ribosomal protein L16
V1016651	F-type ATPase subunit delta
V1203314	putative chromosome-partitioning protein ParB
V1013641	Dipeptide-binding protein DppE precursor
V1723096	putative periplasmic iron-binding protein precursor
V1705090	hypothetical protein
V1036343	hyperosmolarity resistance protein Ebh
V1136460	photosystem II S4 domain protein
V1211328	GTP pyrophosphokinase YjbM
V1136449	hypothetical protein
V1599310	Minicell-associated protein DivIVA
V1052171	hypothetical protein
V1136555	50S ribosomal protein L20
V1139489	6-phosphogluconate dehydrogenase%2C decarboxylating
V1605846	Lysine--tRNA ligase
V1345236	DNA-binding protein HB1
V1203516	Intracellular maltogenic amylase
V1615127	t(6)A37 threonylcarbamoyladenosine biosynthesis protein RimN
V1009245	UDP-N-acetylmuramate--L-alanine ligase
V1136292	deoxyguanosinetriphosphate triphosphohydrolase-like protein
V1334743	Periplasmic serine endoprotease DegP precursor
V1549140	hypothetical protein
V1014914	Phenylalanine--tRNA ligase alpha subunit
V1606172	Maltose phosphorylase
V1009590	DNA polymerase I%2C thermostable
V1159230	ATP synthase subunit alpha
V1599354	MutS2 protein
V1899700	Catabolite control protein A
V1203523	Phosphate-import permease protein PhnE
V1448315	3-hydroxy-3-methylglutaryl-coenzyme A reductase
V1599353	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
V1155988	Phosphoglycerate kinase
V1705099	putative NADH oxidase
V1136233	N-acetylglucosamine-6-phosphate deacetylase
V1012313	Bifunctional (p)ppGpp synthase/hydrolase relA
V1216162	Oligoribonuclease
V1819442	UDP-N-acetylenolpyruvoylglucosamine reductase
V1003219	Inorganic pyrophosphatase
V1136630	D-ribose pyranase
V1037079	Putative HMP/thiamine permease protein YkoE
V1136113	Glucose-inhibited division protein A
V1819524	MucBP domain protein
V1175483	Negative regulator of genetic competence ClpC/MecB
V1448384	Oligopeptide-binding protein AppA precursor
V1203332	Proline iminopeptidase
V1841742	Heat shock protein 70
V1136346	L-2-hydroxyisocaproate dehydrogenase
V1834913	Aminopeptidase E
V1211294	Fumarate reductase flavoprotein subunit precursor
V1420720	hypothetical protein
V1203387	L-ribulose-5-phosphate 4-epimerase
V1167777	Putative thiamine biosynthesis protein
V1136642	PTS system galactitol-specific transporter subunit IIA
V1448347	Histidine--tRNA ligase
V1203531	hypothetical protein
V1012945	hypothetical protein
V1430170	Putative L%2CD-transpeptidase LppS precursor
V1009679	N5-carboxyaminoimidazole ribonucleotide synthase
V1599308	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
V1213556	Oligo-1%2C6-glucosidase
V1819516	DegV domain-containing protein
V1599182	ATP-dependent helicase HepA
V1136073	Aspartate racemase
V1211281	Aldose 1-epimerase
V1599335	galactose-1-phosphate uridylyltransferase
V1158338	Uracil phosphoribosyltransferase
V1599344	polynucleotide kinase
V1799322	Cysteine--tRNA ligase
V1211176	EIIABC-Fru
V1764722	Pyruvate kinase
V1203342	DNA polymerase III subunit beta
V1599274	tRNA (adenine(22)-N(1))-methyltransferase
V1158083	putative transcriptional regulatory protein
V1203313	hypothetical protein
V1238902	Bifunctional protein GlmU
V1136584	Ribonuclease Z
V1212487	Staphylococcal respiratory response protein A
V1136601	metal-binding protein
V1923947	hypothetical protein
V1599163	Fumarate hydratase class II
V1203311	Alanine racemase
V1912315	hypothetical protein
V1211237	hypothetical protein
V1885719	hypothetical protein
V1213539	Aryl-phospho-beta-D-glucosidase BglA
V1136146	Tagatose-6-phosphate kinase
V1606122	Helicase IV
V1172547	hypothetical protein
V1599155	Elongation factor 4
V1136110	Holliday junction ATP-dependent DNA helicase RuvB
V1211215	DNA mismatch repair protein MutS
V1203323	cobyric acid synthase
