gene	geneProduct
V1010370	Ferrous iron transport protein B
V1008596	hypothetical protein
V1037518	50S ribosomal protein L7/L12
V1384369	fimbrial isopeptide formation D2 domain protein
V1081400	Biopolymer transport protein ExbB
V1014517	pyrroloquinoline quinone biosynthesis protein PqqE
V1038252	F-ATPase gamma subunit
V1083488	30S ribosomal protein S5
V1238174	Vegetative protein 300
V1036164	Stress protein H5
V1547956	hypothetical protein
V1239597	Dark-response protein 21
V1806808	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
V1175702	hypothetical protein
V1199930	hypothetical protein
V1037793	hypothetical protein
V1152905	F-type ATPase subunit delta
V1140098	ATP synthase subunit beta%2C sodium ion specific
V1145663	Elongation factor G
V1138616	Maltodextrin phosphorylase
V1012379	Flavodoxin
V1200344	Negative regulator of genetic competence ClpC/MecB
V1068939	1%2C4-alpha-glucan branching enzyme GlgB
V1064214	external scaffolding protein
V1266125	Formate acetyltransferase
V1010605	Heat shock protein 70
V1138312	Periplasmic pH-dependent serine endoprotease DegQ precursor
V1009707	putative NADH oxidase
V1084025	putative TonB-dependent receptor precursor
V1076810	50S ribosomal protein L7/L12
V1037377	Rubrerythrin
V1083585	hypothetical protein
V1010320	putative FAD-linked oxidoreductase
V1075465	Elongation factor Ts
V1015469	Electron transfer flavoprotein large subunit
V1834832	transcriptional regulator ICP4
V1613141	30S ribosomal protein S11
V1082180	Fumarate reductase flavoprotein subunit
V1074700	Triosephosphate isomerase
V1139283	Glucokinase
V1076102	50S ribosomal protein L15
V1496913	hypothetical protein
V1014932	Oligopeptide-binding protein AppA precursor
V1036274	DivIVA domain protein
V1273957	Putative metal chaperone YciC
V1037512	hypothetical protein
V1806795	Glyceraldehyde-3-phosphate dehydrogenase
V1038276	TM2 domain protein
V1138313	Phosphoglucomutase
V1080453	bifunctional preprotein translocase subunit SecD/SecF
V1075073	50S ribosomal protein L13
V1073923	DNA-directed RNA polymerase subunit alpha
V1549573	co-chaperonin GroES
V1617409	hypothetical protein
V1081399	protein TolR
V1266177	Nickel-binding periplasmic protein precursor
V1079172	hypothetical protein
V1015867	50S ribosomal protein L11
V1013795	Nucleoside triphosphate pyrophosphohydrolase
V1145224	hypothetical protein
V1087127	6-phosphofructokinase isozyme 1
V1616702	hypothetical protein
V1085033	Alkyl hydroperoxide reductase subunit F
V1080488	Pyruvate%2C phosphate dikinase
V1006685	Chaperone protein ClpB 1
V1500737	6-phosphofructokinase isozyme 1
V1190680	Meso-diaminopimelate D-dehydrogenase
V1085783	Desulfoferrodoxin
V1036227	Dipeptide-binding protein DppE precursor
V1168807	Translation initiation factor IF-1
V1138953	Fimbrial subunit type 1 precursor
V1526141	Phenylalanine--tRNA ligase beta subunit
V1036261	Inner membrane ABC transporter permease protein YcjP
V1441127	50S ribosomal protein L1
V1034175	Cyclodextrin-binding protein precursor
V1075480	Glucose-6-phosphate isomerase
V1613200	hypothetical protein
V1082145	Enterobactin outer-membrane receptor
V1884213	Pyruvate-flavodoxin oxidoreductase
V1138253	putative propionyl-CoA carboxylase beta chain 5
V1031976	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
V1073922	hypothetical protein
V1269313	hypothetical protein
V1074055	hypothetical protein
V1834838	C protein alpha-antigen precursor
V1312248	Trigger factor
V1089092	hypothetical protein
V1073610	ATP-dependent zinc metalloprotease FtsH
V1080854	hypothetical protein
V1200468	hypothetical protein
V1073219	Methylmalonyl-CoA carboxyltransferase 5S subunit
V1138614	Vegetative protein 209
V1085061	Cytosol non-specific dipeptidase
V1038267	Threonine--tRNA ligase
V1083487	hypothetical protein
V1367590	Elongation factor Ts
V1355511	hypothetical protein
V1016291	pyridoxamine 5'-phosphate oxidase%2C FMN-binding family
V1081240	hypothetical protein
V1841419	Acetate kinase
V1881313	hypothetical protein
V1203547	Transposase
V1384350	30S ribosomal protein S7
V1162245	Maltodextrin phosphorylase
V1138324	protease3
V1037422	F-type ATPase subunit b
V1138246	Cell division inhibitor MinD
V1841384	Tyrosine recombinase XerD
V1016891	Helix-destabilizing protein
V1157772	Translation initiation factor IF-3
V1266145	S-adenosylmethionine synthase
V1141833	hypothetical protein
V1080459	DNA gyrase subunit B
V1177532	50S ribosomal protein L11
V1082319	Neutral endopeptidase
V1139744	Pullulanase
V1074148	Trigger factor
V1012925	Phosphate acetyltransferase
V1291747	Fumarate hydratase class I%2C aerobic
V1076928	50S ribosomal protein L28
V1084261	tetratricopeptide repeat protein
V1238882	hypothetical protein
V1036367	hypothetical protein
V1015704	Formate acetyltransferase 1
V1440338	Outer membrane protein alpha precursor
V1363539	Pyridoxamine 5'-phosphate oxidase
V1037423	ATP synthase subunit alpha
V1038290	FeoA domain protein
V1612264	hypothetical protein
V1432853	50S ribosomal protein L21
V1073235	putative PEP-CTERM system TPR-repeat lipoprotein
V1037492	flagellar basal body-associated protein FliL
V1139917	Aspartate--tRNA ligase
V1413731	Ketobutyrate formate-lyase
V1728061	30S ribosomal protein S2
V1083207	Glucose-1-phosphatase precursor
V1085162	(S)-sulfolactate dehydrogenase
V1036358	Fimbrial subunit type 1 precursor
V1445419	Pyruvate kinase
V1076929	50S ribosomal protein L33 2
V1531057	Heat shock protein 70-2
V1013685	Lactose transport system permease protein LacF
V1011483	DNA protection during starvation protein
V1073414	Lipid-binding protein
V1138289	Heat shock protein J
V1006055	Thiol-activated cytolysin
V1015868	50S ribosomal protein L1
V1385524	hypothetical protein
V1036784	Tromp-1
V1090535	DNA protection during starvation protein
V1073798	Phosphoserine aminotransferase
V1085680	Aminopeptidase C
V1144908	Heat shock protein 70-2
V1016844	Iron-regulated outer membrane proteins
V1151211	hypothetical protein
V1000004	DNA-directed RNA polymerase subunit alpha
V1079897	Inner membrane protein YbhL
V1079230	Threonine--tRNA ligase
V1080630	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
V1037415	Pyridoxamine 5'-phosphate oxidase
V1012602	Acetate kinase
V1079145	NADH-quinone oxidoreductase subunit 4
V1038324	putative ABC transporter ATP-binding protein YxlF
V1008595	co-chaperonin GroES
V1249122	hypothetical protein
V1841396	hypothetical protein
V1445200	hypothetical protein
V1000546	Maltose/maltodextrin-binding protein precursor
V1138294	Elongation factor G
V1037868	hypothetical protein
V1145034	hypothetical protein
V1500790	Inner membrane lipoprotein YiaD precursor
V1232339	co-chaperonin GroES
V1009873	Rubredoxin-oxygen oxidoreductase
V1036415	hypothetical protein
V1038271	CTP synthase
V1083489	preprotein translocase subunit SecY
V1038272	Lysine--tRNA ligase
V1083710	Phenylalanine--tRNA ligase beta subunit
V1074475	NADH-quinone oxidoreductase subunit H
V1017894	Outer membrane protein
V1522030	Beta-N-acetylhexosaminidase precursor
V1084754	SusD family protein
V1087133	chromosome segregation protein SMC
V1364027	maltose ABC transporter periplasmic protein
V1010716	hypothetical protein
V1082561	50S ribosomal protein L4
V1081499	hypothetical protein
V1073427	4-alpha-glucanotransferase
V1265557	Outer membrane protein alpha precursor
V1011016	ATP synthase subunit beta
V1074885	30S ribosomal protein S6
V1082990	hypothetical protein
V1038293	DNA phosphorothioation system restriction enzyme
V1018464	Vegetative protein 209
V1074886	50S ribosomal protein L9
V1081970	Acyl-CoA dehydrogenase
V1162250	C protein alpha-antigen precursor
V1080012	Pyruvate kinase
V1367869	Trehalose import ATP-binding protein SugC
V1037768	Pyruvate formate-lyase 1-activating enzyme
V1178384	Elongation factor G
V1383841	50S ribosomal protein L10
V1082262	Cytosol non-specific dipeptidase
V1036260	Pullulanase precursor
V1081266	CTP synthase
V1074771	G-3-P permease
V1139033	Lysine--tRNA ligase
V1367057	DNA-directed RNA polymerase subunit beta'
V1140670	ATP synthase subunit alpha%2C sodium ion specific
V1073415	F-type ATPase subunit b
V1368264	Maltose transport system permease protein MalG
V1036115	HSP-70 cofactor
V1138297	Susd and RagB outer membrane lipoprotein
V1340115	Lactose phosphotransferase system repressor
V1079328	Ribonuclease G
V1039764	hypothetical protein
V1481186	30S ribosomal protein S6
V1036980	Acetate CoA-transferase YdiF
V1081290	Cysteine--tRNA ligase
V1154539	Glyceraldehyde-3-phosphate dehydrogenase
V1017544	Elongation factor Tu
V1085814	cell division protein FtsN
V1011014	ATP synthase subunit alpha
V1140185	hypothetical protein
V1079147	Chaperone protein DnaJ
V1036378	Uridylate kinase
V1245732	Enolase
V1036407	Putative thiamine biosynthesis protein
V1036795	putative transcriptional regulatory protein pdtaR
V1072282	NAD(P)H-quinone oxidoreductase subunit K 1 precursor
V1551637	hypothetical protein
V1138661	Alanine--tRNA ligase
V1394807	Elongation factor Tu
V1107292	Methionine gamma-lyase
V1073993	Glucosamine-6-phosphate deaminase 1
V1138351	Adenylate kinase
V1036616	Aminopeptidase C
V1079169	DNA topoisomerase 1
V1036298	Antiseptic resistance protein
V1077624	hypothetical protein
V1436794	Maltose-binding periplasmic proteins/domains
V1440527	Adenylosuccinate lyase
V1015866	hypothetical protein
V1201514	Anaerobic ribonucleoside-triphosphate reductase
V1080015	Transketolase
V1073739	50S ribosomal protein L2
V1040054	putative ABC transporter ATP-binding protein YheS
V1383824	Nickel-binding periplasmic protein precursor
V1237403	Transaldolase
V1138844	Histidine--tRNA ligase
V1080489	Valine--tRNA ligase
V1073924	50S ribosomal protein L17
V1036422	Long-chain-fatty-acid--CoA ligase FadD15
V1138985	Tyrosine phosphorylated protein A
V1075971	hypothetical protein
V1328292	hypothetical protein
V1083391	Alkaline phosphatase precursor
V1036282	Polyphosphate glucokinase
V1080608	protease3
V1500012	Triosephosphate isomerase
V1036841	ATP-dependent zinc metalloprotease FtsH
V1301930	50S ribosomal protein L7/L12
V1166828	hypothetical protein
V1547407	hypothetical protein
V1075332	Chaperone protein YajL
V1012820	(R)-2-hydroxyglutaryl-CoA dehydratase subunit alpha
V1080828	hypothetical protein
V1138734	Glutamine--tRNA ligase
V1073413	F-ATPase subunit 6
V1158372	ATP synthase subunit beta
V1391872	TonB-linked outer membrane protein%2C SusC/RagA family
V1037074	Polyphosphate kinase
V1841430	TonB-linked outer membrane protein%2C SusC/RagA family
V1072280	HSP-70 cofactor
V1464571	Elongation factor Tu-B
V1145315	DNA-directed RNA polymerase subunit alpha
V1000122	Elongation factor Tu
V1265582	Elongation factor Tu
V1487566	L-arabinose transport system permease protein AraQ
V1010603	Heat-inducible transcription repressor HrcA
V1180770	Formate acetyltransferase 1
V1362785	maltose ABC transporter periplasmic protein
V1013253	Elongation factor Tu
V1074547	50S ribosomal protein L5
V1036092	Putative transcriptional regulator YvhJ
V1082749	DNA gyrase subunit A
V1435073	hypothetical protein
V1162252	RNA polymerase principal sigma factor HrdB
V1265462	Heat shock protein 70-2
V1037108	Sulfur carrier protein ThiS adenylyltransferase
V1075094	Translation initiation factor IF-3
V1144728	putative ATP-dependent Clp protease ATP-binding subunit
V1314716	Ketobutyrate formate-lyase
V1039101	Trigger factor
V1076239	Heat shock protein 70
V1120164	Elongation factor G
V1080455	DNA-binding protein HU-beta
V1081814	F-ATPase gamma subunit
V1083554	3-oxoacyl-[acyl-carrier-protein] synthase 2
V1036988	Anaerobic ribonucleoside-triphosphate reductase
V1138601	Tyrosine-protein kinase ptk
V1172076	Trehalose import ATP-binding protein SugC
V1576351	hypothetical protein
V1292479	ATP-dependent Clp protease ATP-binding subunit ClpC
V1108928	ATP synthase subunit beta%2C sodium ion specific
V1079148	Folylpolyglutamate synthase
V1036725	hypothetical protein
V1011843	Elongation factor Tu
V1138984	hypothetical protein
V1084672	hypothetical protein
V1080858	preprotein translocase subunit SecA
V1138261	Prolyl tripeptidyl peptidase precursor
V1841310	TonB-linked outer membrane protein%2C SusC/RagA family
V1383833	Butanolide receptor
V1008890	ATP-dependent Clp protease ATP-binding subunit ClpC
V1000639	Glyceraldehyde-3-phosphate dehydrogenase
V1074548	50S ribosomal protein L14
V1036155	hypothetical protein
V1074550	50S ribosomal protein L29
V1039802	Benzylsuccinate synthase alpha subunit
V1081878	Serine hydroxymethyltransferase
V1012852	DNA-directed RNA polymerase subunit alpha
V1084373	Phosphoglycerate kinase
V1576731	30S ribosomal protein S8
V1102145	Elongation factor Ts
V1431950	elongation factor Ts
V1368681	DNA-directed RNA polymerase subunit alpha
V1102938	Colicin I receptor precursor
V1194354	30S ribosomal protein S12
V1172209	H+ Antiporter protein
V1012921	hypothetical protein
V1249468	30S ribosomal protein S16
V1177863	Malonyl CoA-acyl carrier protein transacylase
V1139144	50S ribosomal protein L3
V1087334	outer membrane assembly lipoprotein YfiO
V1036186	Periplasmic serine endoprotease DegP precursor
V1013250	Cold shock protein CspC
V1013989	putative ribosomal protein
V1074210	Gas vesicle protein
V1037232	hypothetical protein
V1074401	putative transcriptional regulatory proteinc
V1885910	hypothetical protein
V1153964	Acyl-CoA dehydrogenase%2C short-chain specific
V1366860	hypothetical protein
V1380944	Major phosphate-irrepressible acid phosphatase precursor
V1344192	hypothetical protein
V1036959	Type-2 restriction enzyme BsuMI component YdiS
V1011009	Putative F0F1-ATPase subunit (ATPase_gene1)
V1073590	Elongation factor P
V1085507	glycogen synthase
V1157569	F-ATPase subunit 6
V1079324	Lon protease 1
V1017849	Pyruvate formate-lyase 1-activating enzyme
V1705041	N-acetylmuramoyl-L-alanine amidase domain-containing protein precursor
V1082074	2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase
V1392083	L-aspartate oxidase
V1138310	Sensory transduction protein regX3
V1198530	PTS system galactitol-specific EIIC component
V1380402	Adhesin YadA precursor
V1073422	hypothetical protein
V1102240	Chaperone protein DnaJ
V1036223	Tyrosine phosphorylated protein A
V1337383	Aminopeptidase C
V1080997	Arginine--tRNA ligase
V1383863	hypothetical protein
V1558106	hypothetical protein
V1138581	DNA gyrase subunit A
V1067673	Elongation factor Tu
V1138323	Retaining alpha-galactosidase precursor
V1036465	Serine/threonine-protein kinase PrkC
V1079142	hypothetical protein
V1000545	Maltose transport system permease protein MalF
V1313683	F-ATPase subunit 6
V1337284	hypothetical protein
V1072215	NADH-quinone oxidoreductase subunit L
V1036111	Adenylosuccinate synthetase
V1527021	Pyruvate kinase
V1075208	Ribosome maturation factor RimP
V1036826	Phosphoenolpyruvate carboxylase
V1200931	50S ribosomal protein L16
V1037884	hypothetical protein
V1445343	C protein alpha-antigen precursor
V1036907	hypothetical protein
V1138767	Fimbrial subunit type 1 precursor
V1072281	putative ABC transporter ATP-binding protein YheS
V1152318	D-alanine--D-alanine ligase B
V1075539	3-oxoacyl-[acyl-carrier-protein] reductase FabG
V1841306	hypothetical protein
V1368546	protoporphyrinogen oxidase
V1011952	hypothetical protein
V1881163	IgA-specific serine endopeptidase autotransporter precursor
V1355610	PAP2 superfamily protein
V1036479	Serine/threonine-protein kinase PknB
V1881721	co-chaperonin GroES
V1138549	Beta-galactosidase
V1074066	V8-like Glu-specific endopeptidase
V1013977	putative selenium metabolism protein%2C YedE family
V1017440	Vegetative protein 296
V1036804	CRISPR-associated protein Cas9/Csn1%2C subtype II/NMEMI
V1237649	putative periplasmic or secreted protein
V1082510	2-oxoglutarate oxidoreductase subunit KorB
V1011015	F-ATPase gamma subunit
V1146313	F-ATPase gamma subunit
V1162256	30S ribosomal protein S4
V1038295	Alanine--tRNA ligase
V1190201	hypothetical protein
V1082075	Phosphoribosylformylglycinamidine synthase
V1145270	type 2 lantibiotic biosynthesis protein LanM
V1036801	FeS cluster assembly protein SufB
V1036773	DNA gyrase subunit B
V1141150	Enolase
V1012601	phosphoglycolate phosphatase
V1139821	V-type ATP synthase subunit I
V1010209	Isoleucine--tRNA ligase
V1075074	hypothetical protein
V1083208	Phosphate-selective porin
V1036776	DNA polymerase III subunit beta
V1000018	hypothetical protein
V1081379	Outer membrane protein Omp85
V1036684	Penicillin-binding protein 1*
V1083704	ATP-dependent Clp protease proteolytic subunit
V1036169	hypothetical protein
V1037475	AIPR protein
V1104775	putative type I restriction enzymeP M protein
V1016890	hypothetical protein
V1138426	Type III restriction enzyme%2C res subunit
V1082647	Lysine 6-dehydrogenase
V1071065	Rod shape-determining protein MreB
V1036839	Putative phenylalanine aminotransferase
V1138974	Heat shock protein 70
V1072586	Thermophilic serine proteinase precursor
V1044382	Spore protein SP21
V1074483	Adenylate kinase
V1174424	hypothetical protein
V1036270	cell division protein MraZ
V1017590	Aspartokinase
V1017656	Outer membrane cobalamin receptor protein
V1077505	hypothetical protein
V1569324	hypothetical protein
V1036417	putative ABC transporter ATP-binding protein
V1084062	Cytochrome d ubiquinol oxidase subunit 2
V1576738	methylmalonyl-CoA epimerase
V1138843	Outer membrane cobalamin translocator
V1073412	F-ATPase epsilon subunit
V1013990	50S ribosomal protein L21
V1500210	Proline--tRNA ligase
V1038507	SigL modulation protein
V1238883	C protein alpha-antigen precursor
V1036190	NADH dehydrogenase
V1070068	preprotein translocase subunit SecA
V1036118	Penicillin-binding protein 1*
V1082083	Cell division protein FtsZ
V1143274	gram-positive signal peptide%2C YSIRK family
V1138429	2-oxoglutarate oxidoreductase subunit KorA
V1000943	50S ribosomal protein L11
V1079327	hypothetical protein
V1291848	Cationic 19 kDa outer membrane protein
V1267333	putative monoacyl phosphatidylinositol tetramannoside-binding protein LpqW precursor
V1076789	Regulatory protein AsnC
V1083902	Anaerobic ribonucleoside-triphosphate reductase
V1082181	succinate dehydrogenase (or fumarate reductase) cytochrome b subunit%2C b558 family
V1080456	Glycine--tRNA ligase
V1081088	Phosphate acetyltransferase
V1172803	Phosphoglycerate kinase
V1080607	GTP-binding protein HflX
V1074141	Oxa1Ec
V1493841	Beta-N-acetylhexosaminidase precursor
V1081811	Long-chain-fatty-acid--CoA ligase FadD15
V1036102	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA precursor
V1074640	hypothetical protein
V1037548	Glutamyl-tRNA(Gln) amidotransferase subunit A
V1011950	hypothetical protein
V1076154	hypothetical protein
V1374569	DNA gyrase subunit B
V1806864	Methionine--tRNA ligase
V1036571	Bicarbonate transport system permease protein CmpB
V1360576	Translation initiation factor IF-1
V1198633	30S ribosomal protein S7
V1445347	DNA-directed RNA polymerase subunit beta'
V1724279	maltose ABC transporter periplasmic protein
V1074549	hypothetical protein
V1466175	Vegetative protein 19
V1012782	Ribonuclease J 1
V1036483	PP2C-family Ser/Thr phosphatase
V1082432	Methionine--tRNA ligase
V1230382	flagellar basal body-associated protein FliL
V1819269	50S ribosomal protein L2
V1074062	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
V1074528	3-oxoacyl-[acyl-carrier-protein] synthase 3
V1180252	Glucan 1%2C4-alpha-maltotetraohydrolase precursor
V1013406	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
V1080387	outer membrane receptor FepA
V1499291	Recombinase A
V1081809	Glutamine synthetase
V1723757	50S ribosomal protein L21
V1074056	Septal ring factor
V1032287	hypothetical protein
V1082084	Cell division protein FtsA
V1875168	Acyl carrier protein
V1705007	preprotein translocase subunit SecY
V1010364	Outer membrane protein alpha precursor
V1486976	hypothetical protein
V1073967	50S ribosomal protein L10
V1498595	C-20 methyltransferase BchU
V1139467	30S ribosomal protein S18 1
V1000527	Vegetative protein 19
V1081288	putative protease YhbU precursor
V1820483	putative cysteine desulfurase
V1616787	hypothetical protein
V1181936	Formate acetyltransferase
V1084588	ATP synthase subunit beta
V1081148	Carbamoyl-phosphate synthase large chain
V1011011	F-ATPase subunit 6
V1006736	Beta-N-acetylhexosaminidase precursor
V1138617	Quinolinate synthase A
V1083359	Asparagine--tRNA ligase
V1036527	Phosphoglycerate kinase
V1036085	FK506-binding protein
V1200366	30S ribosomal protein S1
V1050687	hypothetical protein
V1036611	Inorganic pyrophosphatase
V1012819	(R)-2-hydroxyglutaryl-CoA dehydratase subunit beta
V1379907	Chaperone protein DnaJ
V1011012	F-type ATPase subunit b
V1110017	hypothetical protein
V1820421	Iron hydrogenase 1
V1841315	Rubrerythrin
V1037967	hypothetical protein
V1041179	Dipeptidase A
V1000549	Maltose phosphorylase
V1037345	Aldehyde-alcohol dehydrogenase
V1145239	50S ribosomal protein L10
V1138320	Leucine--tRNA ligase
V1012850	hypothetical protein
V1069749	Phosphoribosylaminoimidazole-succinocarboxamide synthase
V1082697	Glycogen synthase
V1036258	L-arabinose transport system permease protein AraQ
V1381908	Ribose-phosphate pyrophosphokinase
V1082087	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
V1010322	Oxidative stress genes repressor
V1198538	Glutamine synthetase 1
V1032070	Maltodextrin phosphorylase
V1067144	hypothetical protein
V1083864	Major Facilitator Superfamily protein
V1081694	2-amino-3-ketobutyrate coenzyme A ligase
V1042531	50S ribosomal protein L1
V1139151	DNA polymerase III subunit alpha
V1500057	50S ribosomal protein L14
V1001368	EIIAB-Man
V1081969	Electron transfer flavoprotein large subunit
V1001546	enterobactin exporter EntS
V1010371	Manganese-dependent inorganic pyrophosphatase
V1144615	Colicin I receptor precursor
V1036127	potassium transport protein Kup
V1323258	hypothetical protein
V1500586	hypothetical protein
V1069332	Glucose-6-phosphate isomerase
V1166804	Colicin I receptor precursor
V1074846	Nitric oxide reductase
V1037254	hypothetical protein
V1362627	hypothetical protein
V1011960	L-fuculose phosphate aldolase
V1037426	Inner membrane protein YbhL
V1175489	hypothetical protein
V1036838	hypothetical protein
V1155973	Carbon starvation protein A
V1082201	Pullulanase precursor
V1010826	Translation initiation factor IF-3
V1079801	NADH dehydrogenase-like protein
V1082460	Ferrous iron transport protein B
V1375540	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
V1436368	C protein alpha-antigen precursor
V1440773	30S ribosomal protein S7
V1058170	hypothetical protein
V1054684	Degradation activator
V1268572	30S ribosomal protein S14
V1086559	hypothetical protein
V1010897	5-methylthioadenosine/S-adenosylhomocysteine deaminase
V1000848	ABC transporter permease protein YxdM
V1082713	1%2C4-alpha-glucan branching enzyme GlgB
V1010604	HSP-70 cofactor
V1284599	DNA gyrase subunit B
V1006020	50S ribosomal protein L2
V1036416	hypothetical protein
V1399582	Prolyl tripeptidyl peptidase precursor
V1391823	Haemagglutinin
V1364807	Alkyl hydroperoxide reductase subunit C
V1000017	50S ribosomal protein L16
V1499268	8-amino-7-oxononanoate synthase
V1074430	FeS cluster assembly protein SufB
V1806816	preprotein translocase subunit YajC
V1036685	Dihydroorotate dehydrogenase (quinone)
V1203949	Pyridoxamine 5'-phosphate oxidase
V1037678	ATP-dependent Clp protease proteolytic subunit 1
V1431607	50S ribosomal protein L21
V1015609	Bifunctional protein BirA
V1031988	Trigger factor
V1138252	chromosome segregation protein SMC
V1162280	hypothetical protein
V1505246	hypothetical protein
V1440590	50S ribosomal protein L2
V1181333	Pyruvate kinase
V1000116	Pyruvate kinase
V1155393	Vegetative protein 19
V1362787	30S ribosomal protein S15
V1008438	putative periplasmic serine endoprotease DegP-like precursor
V1175441	Elongation factor Ts
V1031979	Dark-response protein 21
V1577158	preprotein translocase subunit SecY
V1036567	Phenylalanine--tRNA ligase alpha subunit
V1383899	Bicarbonate transport ATP-binding protein CmpD
V1500989	hypothetical protein
V1166996	Pyrimidine-specific ribonucleoside hydrolase RihA
V1239646	hypothetical protein
V1431655	hypothetical protein
V1806766	Ammonia transporter
V1020418	Adenylosuccinate synthetase
V1358470	Formate acetyltransferase 1
V1146231	heat shock protein 90
V1174490	Ferritin
V1084999	Ribonuclease Y
V1436832	Enolase
V1499937	Glucosamine-6-phosphate deaminase
V1191476	DNA methylase
V1086332	GDP-mannose 4%2C6-dehydratase
V1515302	co-chaperonin GroES
V1002465	Elongation factor Tu
V1583524	hypothetical protein
V1272240	50S ribosomal protein L5
V1400899	hypothetical protein
V1139047	3-oxoacyl-[acyl-carrier-protein] reductase FabG
V1156648	F-ATPase gamma subunit%2C sodium ion specific
V1032240	1%2C4-alpha-glucan branching enzyme GlgB
V1073609	Phosphatidate cytidylyltransferase
V1080014	hypothetical protein
V1014274	Ribosomal large subunit pseudouridine synthase D
V1036300	Pseudouridine kinase
V1875176	2-hydroxyglutaryl-CoA dehydratase component A
V1036664	Eco57I restriction-modification methylase
V1190205	hypothetical protein
V1098956	50S ribosomal protein L21
V1195096	30S ribosomal protein S2
V1036090	L-lactate dehydrogenase 2
V1836803	Beta-N-acetylhexosaminidase precursor
V1009870	50S ribosomal protein L3
V1166811	CCAAT-binding factor%2C subunit C
V1036112	Fructose-bisphosphate aldolase
V1010898	Adenosylhomocysteinase
V1154707	V-type sodium ATPase catalytic subunit A
V1036812	Histidine--tRNA ligase
V1841399	NAD(P)H-quinone oxidoreductase chain 4 1
V1155143	DNA gyrase subunit A
V1000008	Adenylate kinase
V1000487	Fructose-bisphosphate aldolase
V1036423	Branched-chain-amino-acid aminotransferase
V1036269	Peptidoglycan synthase FtsI precursor
V1015865	Preprotein translocase subunit SecE
V1197036	Pathogen-specific membrane antigen
V1752973	hypothetical protein
V1138412	hypothetical protein
V1006110	50S ribosomal protein L24
V1574099	PTS system mannose-specific EIIC component
V1806794	Phosphotransferase enzyme family protein
V1015186	F-type ATPase subunit delta
V1138417	ATP-dependent Clp protease ATP-binding subunit ClpX
V1180160	Ribonucleoside-diphosphate reductase NrdZ
V1037046	Helix-destabilizing protein
V1138628	sucrose/H+ symporter
V1138772	hypothetical protein
V1168094	50S ribosomal protein L6
V1170101	Chaperone protein ClpB 1
V1502554	50S ribosomal protein L9
V1015610	ATP-dependent zinc metalloprotease FtsH
V1103366	hypothetical protein
V1360042	hypothetical protein
V1000841	F-type ATPase subunit delta
V1010170	Cytosol non-specific dipeptidase
V1704984	Phosphomethylpyrimidine synthase
