gene	geneProduct
V1163288	Gas vesicle protein
V1032211	D-aspartate ligase
V1163598	Glucose-6-phosphate isomerase
V1032983	hypothetical protein
V1807973	Acyl-ACP thioesterase
V1032880	DNA gyrase subunit A
V1033069	Cysteine--tRNA ligase
V1047210	putative manganese-dependent inorganic pyrophosphatase
V1033085	FtsX-like permease family protein
V1033399	hypothetical protein
V1032434	Phenylalanine--tRNA ligase beta subunit
V1033157	Putative peptidoglycan binding domain protein
V1033347	Phosphoglycerol transferase%2C alkaline phosphatase superfamily
V1033669	Dipeptidase A
V1002229	Transposase DDE domain protein
V1032292	Nicotinate phosphoribosyltransferase pncB2
V1886365	t(6)A37 threonylcarbamoyladenosine biosynthesis protein RimN
V1034187	Primosomal protein N'
V1884418	Bacterial Ig-like domain (group 3)
V1806596	putative tRNA-dihydrouridine synthase
V1033155	Putative penicillin-binding protein PbpX
V1034256	DNA topoisomerase 4 subunit B
V1199409	Phosphate-import protein PhnD precursor
V1032940	AtlE
V1819405	Dipeptidase A
V1101401	putative membrane protein
V1033215	Exodeoxyribonuclease 7 large subunit
V1163759	Purine nucleoside receptor A
V1033188	Glucosamine kinase GspK
V1162957	Surface layer protein
V1032571	Fumarate reductase flavoprotein subunit precursor
V1819360	gram-positive signal peptide%2C YSIRK family
V1796880	putative hydrolase
V1608693	Aspartate-semialdehyde dehydrogenase
V1033541	glutamyl-tRNA(Gln) amidotransferase subunit E
V1034284	Ribonuclease Z
V1032845	Xaa-Pro dipeptidyl-peptidase
V1032525	Ribosomal RNA small subunit methyltransferase I
V1204586	Cell division protein FtsZ
V1032361	Inner membrane ABC transporter permease protein YcjP
V1047301	Gram positive anchor
V1032679	Transcription-repair-coupling factor
V1032813	50S ribosomal protein L22
V1755579	Ribonuclease R
V1163624	ATP-dependent Clp protease ATP-binding subunit ClpE
V1032729	Glucan 1%2C6-alpha-glucosidase
V1035457	Bacitracin export ATP-binding protein BceA
V1047070	Penicillin-binding protein 2B
V1338889	Tyrosine phosphorylated protein A
V1101442	FmtA-like protein
V1796881	Aminopeptidase E
V1796839	Citrate lyase alpha chain
V1047159	Aldehyde-alcohol dehydrogenase
V1891385	50S ribosomal protein L29
V1769429	30S ribosomal protein S11
V1032514	hypothetical protein
V1552710	co-chaperonin GroES
V1033212	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
V1034244	Ribonuclease J 1
V1880001	Restriction enzyme BgcI subunit alpha
V1032724	Chaperone protein YajL
V1150387	Signal transduction histidine-protein kinase ArlS
V1047211	N-formylmethionyl-tRNA deformylase
V1032337	Rod shape-determining protein RodA
V1033139	Rod shape-determining protein MreB
V1033340	ATP-dependent DNA helicase RecG
V1032228	D-alanine--D-alanine ligase A
V1101380	putative membrane protein
V1064643	ABC transporter permease protein YxdM
V1163714	D-alanyl-lipoteichoic acid biosynthesis protein DltD
V1032575	Thymidylate synthase
V1884791	Peptidase T
V1032459	FMN reductase
V1032767	Magnesium-transporting ATPase%2C P-type 1
V1033687	HTH-type transcriptional activator CmpR
V1032626	Acetate kinase
V1339684	Surface layer protein
V1032410	CTP synthase
V1033138	Rod shape-determining protein MreC
V1806651	putative endopeptidase Spr precursor
V1032555	UDP-N-acetylenolpyruvoylglucosamine reductase
V1033202	hypothetical protein
V1032633	Maltose transport system permease protein MalG
V1033745	Serine/threonine exchanger SteT
V1033032	Histidine--tRNA ligase
V1796834	ATP-dependent DNA helicase PcrA
V1033127	Replicative DNA helicase
V1684120	Foldase protein PrsA precursor
V1032838	Surface layer protein
V1001513	hypothetical protein
V1034247	Ornithine decarboxylase%2C inducible
V1032909	Primosomal protein DnaI
V1388962	DNA topoisomerase 4 subunit A
V1032989	Proline iminopeptidase
V1806589	YbbR-like protein
V1032769	Antibiotic biosynthesis monooxygenase
V1032881	DNA replication and repair protein RecF
V1203404	Phenylalanine--tRNA ligase alpha subunit
V1891344	hypothetical protein
V1885045	Transposase IS116/IS110/IS902 family protein
V1032523	DNA polymerase III subunit gamma/tau
V1032914	DNA polymerase I
V1046992	Lipid-binding protein
V1032674	Signal transduction histidine-protein kinase BaeS
V1033408	O-acetyl-ADP-ribose deacetylase
V1033333	6%2C7-dimethyl-8-ribityllumazine synthase
V1033115	putative endopeptidase p60 precursor
V1891308	glutathione ABC transporter permease GsiC
V1424786	putative transcriptional regulatory protein
V1882173	putative oxidoreductase
V1032812	30S ribosomal protein S19
V1424383	Glutamyl-tRNA(Gln) amidotransferase subunit C
V1890912	Dipeptidase A
V1199427	Transposase DDE domain protein
V1033612	Magnesium and cobalt efflux protein CorC
V1032728	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
V1446961	hypothetical protein
V1807999	NADH peroxidase
V1032602	hypothetical protein
V1032557	DNA integrity scanning protein DisA
V1808084	hypothetical protein
V1202459	hypothetical protein
V1806595	Ascorbate-specific phosphotransferase enzyme IIA component
V1033201	hypothetical protein
V1032603	EIICBA-Glc
V1032665	Helicase IV
V1032642	Phosphatidate cytidylyltransferase
V1033009	Alpha-xylosidase
V1032595	potassium transport protein Kup
V1032649	Transcriptional regulatory protein YycF
V1033128	hypothetical protein
V1032318	MutS2 protein
V1755545	GTPase Era
V1101384	Oligoendopeptidase F%2C plasmid
V1046988	Chaperone protein DnaJ
V1032801	Ribonuclease P protein component
V1882399	SagB-type dehydrogenase domain protein
V1032823	50S ribosomal protein L30
V1033400	hypothetical protein
V1033533	HIT-like protein
V1034224	Peptide chain release factor 1
V1819364	DegV domain-containing protein
V1032978	50S ribosomal protein L27
V1033348	G3P acyltransferase
V1032206	Neutral endopeptidase
V1819373	Aldehyde-alcohol dehydrogenase
V1034207	Phosphate acyltransferase
V1693896	50S ribosomal protein L3
V1032996	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
V1032719	polynucleotide kinase
V1032391	Stage III sporulation protein E
V1034232	C protein alpha-antigen precursor
V1101438	N-acetylgalactosamine-N%2CN'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
V1047198	Carbamoyl-phosphate synthase large chain
V1033692	Release factor glutamine methyltransferase
V1033184	putative protein containing a divergent version of the methyl-accepting chemotaxis-like domain protein
V1032312	Holliday junction ATP-dependent DNA helicase RuvB
V1033253	tRNA-specific 2-thiouridylase MnmA
V1101427	Glutamine transport ATP-binding protein GlnQ
V1033685	hypothetical protein
V1033163	UDP-glucose 4-epimerase
V1150431	Type-1 restriction enzyme R protein
V1033090	30S ribosomal protein S9
V1032882	DNA polymerase III subunit beta
V1032552	Phosphate acetyltransferase
V1033514	50S ribosomal protein L1
V1035061	Ornithine carbamoyltransferase
V1503149	Enolase
V1448274	C protein alpha-antigen precursor
V1552699	Surface layer protein
V1032217	Phosphate-import permease protein PhnE
V1032551	Uracil-DNA glycosylase
V1047055	PTS system glucitol/sorbitol-specific transporter subunit IIA
V1819365	ATP-dependent protease subunit HslV
V1101424	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
V1032524	Initiation-control protein YabA
V1046998	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
V1033172	DNA-binding protein HU
V1033361	putative DEAD-box ATP-dependent RNA helicase
V1032519	Recombination protein RecR
V1032208	Hemerythrin HHE cation binding domain protein
V1032652	Serine protease Do-like HtrA
V1032521	Thymidylate kinase
V1047025	Fic/DOC family protein
V1034371	hypothetical protein
V1684079	cell division protein MraZ
V1033278	ADP-ribose pyrophosphatase
V1032314	DEAD-box ATP-dependent RNA helicase CshB
V1819404	hypothetical protein
V1047006	tRNA (adenine(22)-N(1))-methyltransferase
V1883238	PTS system EIIBC component
V1806650	putative sugar transferase EpsL
V1884554	Tryptophan--tRNA ligase 2
V1208364	gram-positive signal peptide%2C YSIRK family
V1032627	Oligo-1%2C6-glucosidase
V1033158	YGGT family protein
V1764180	hypothetical protein
V1034199	Dihydroorotate dehydrogenase B (NAD(+))%2C catalytic subunit
V1796843	Xylulose-5-phosphate phosphoketolase
V1032901	hypothetical protein
V1033496	Putative protein phosphatase 2C-type
V1032388	pheromone autoinducer 2 transporter
V1047058	hypothetical protein
V1338861	Bifunctional oligoribonuclease and PAP phosphatase NrnA
V1032393	Putative zinc protease AlbF
V1033256	Exodeoxyribonuclease V alpha chain
V1047290	hypothetical protein
V1032683	transposase%2C IS605 OrfB family
V1032462	Thiamine biosynthesis lipoprotein ApbE precursor
V1033472	Tagatose-6-phosphate kinase
V1885167	Lichenan-specific phosphotransferase enzyme IIB component
V1032476	putative FAD-linked oxidoreductase
V1033463	Cystathionine beta-lyase family protein involved in aluminum resistance
V1033511	cyclic 3'%2C5'-adenosine monophosphate phosphodiesterase
V1819410	Staphylococcal respiratory response protein A
V1033722	putative peptidase
V1150392	Alpha-xylosidase
V1032592	glutamine amidotransferase
V1424385	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
V1032402	preprotein translocase subunit SecA
V1033020	Peptide chain release factor 3
V1033642	OsmC-like protein
V1032351	Serine--tRNA ligase
V1032831	autolysin
V1032830	Cytidylate kinase
V1033036	Putative ribosome biogenesis GTPase RsgA
V1032331	Cysteine desulfurase
V1033657	FeS assembly SUF system protein
V1899820	single-stranded DNA-binding protein
V1033159	photosystem II S4 domain protein
V1032931	Putative glycosyltransferase EpsH
V1032816	50S ribosomal protein L29
V1884865	hypothetical protein
V1032424	hypothetical protein
V1163626	DNA gyrase subunit A
V1032356	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
V1796884	RNAP delta factor
V1503161	Rib/alpha/Esp surface antigen repeat
V1034200	ABC transporter ATP-binding protein YtrE
V1047188	hypothetical protein
V1032718	hypothetical protein
V1032322	Glutamate racemase
V1033084	Phosphoserine phosphatase 1
V1032360	putative metal-dependent RNase%2C consists of a metallo-beta-lactamase domain and an RNA-binding KH domain
V1423860	Phosphocarrier protein HPr
V1872750	Transposase
V1032232	Ribose-phosphate pyrophosphokinase
V1033650	hypothetical protein
V1033588	Glycine--tRNA ligase alpha subunit
V1032293	NH(3)-dependent NAD(+) synthetase
V1033130	UDP-N-acetylmuramoylalanine--D-glutamate ligase
V1366248	Cysteine-rich secretory protein family protein
V1033324	Leucine--tRNA ligase
V1033848	Adenine phosphoribosyltransferase
V1032635	Riboflavin biosynthesis protein RibF
V1035062	Carbamate kinase 1
V1684075	Putative penicillin-binding protein PbpX
V1032362	Lactose transport system permease protein LacF
V1034216	hypothetical protein
V1032460	NADPH azoreductase
V1032227	hypothetical protein
V1882165	hypothetical protein
V1684119	Transposase
V1032883	Cell division protein FtsW
V1033257	O-acetyltransferase OatA
V1891294	hypothetical protein
V1033330	Formate--tetrahydrofolate ligase 1
V1032465	Nucleoid occlusion protein
V1033048	Aminopeptidase E
V1033314	UDP-N-acetylmuramate--L-alanine ligase
V1034345	hypothetical protein
V1047172	Thymidylate synthase
V1204734	Aldehyde-alcohol dehydrogenase
V1891194	Energy-coupling factor transporter ATP-binding protein EcfA1
V1033342	hypothetical protein
V1032469	hypothetical protein
V1032472	Sensor histidine kinase YycG
V1033051	Citrate lyase gamma chain
V1101383	Membrane-bound protein LytR
V1034218	Dipeptidase
V1237175	Thymidylate synthase
V1047005	ATP-dependent helicase/nuclease subunit A
V1032916	Peptidoglycan endopeptidase RipA precursor
V1033349	Membrane-bound protein LytR
V1808252	Glycerol kinase
V1033678	metal-binding protein
V1032682	CBS domain protein
V1033490	50S ribosomal protein L19
V1033425	hypothetical protein
V1033134	Saliva-binding protein
V1764178	preprotein translocase subunit SecY
V1032421	hypothetical protein
V1034281	Inner membrane transporter YjeM
V1796925	Xylulose kinase
V1033055	Arabinose import ATP-binding protein AraG
V1806432	gram-positive signal peptide%2C YSIRK family
V1033471	Glucitol operon repressor
V1032990	Lipid A export ATP-binding/permease protein MsbA
V1032226	YibE/F-like protein
V1389191	Ribosomal RNA large subunit methyltransferase L
V1143683	DNA-directed RNA polymerase subunit alpha
V1001201	Fructose-bisphosphate aldolase
V1047112	Recombination protein N
V1033075	Sporulation initiation inhibitor protein soj
V1796870	N-acetyldiaminopimelate deacetylase
V1033167	ribonuclease BN/unknown domain fusion protein
V1032837	hypothetical protein
V1033049	Putative malate transporter YflS
V1886924	Zinc-transporting ATPase
V1033021	Magnesium and cobalt efflux protein CorC
V1032922	Trifunctional nucleotide phosphoesterase protein YfkN precursor
V1032332	Septation ring formation regulator EzrA
V1101403	Putative aminopeptidase YsdC
V1032216	Phosphate-import permease protein PhnE
V1883240	8-oxo-dGTP diphosphatase
V1143768	Phosphoglycerate kinase
V1143257	L-lactate oxidase
V1033179	GTP pyrophosphokinase YwaC
V1033095	hypothetical protein
V1033268	D-inositol 3-phosphate glycosyltransferase
V1819409	Uracil transporter
V1034299	Putative acetyltransferase YjbC
V1033595	Penicillin-binding protein 1A
V1033267	GDP-mannose-dependent alpha-(1-2)-phosphatidylinositol mannosyltransferase
V1101426	ABC-2 type transporter
V1035063	Arginine deiminase
V1032995	Tyrosine recombinase XerC
V1033564	Peptidase family M23
V1047215	Aminopeptidase N
V1034230	L-lactate dehydrogenase
V1033078	DNA polymerase III subunit alpha
V1033028	Ribosomal protein L11 methyltransferase
V1301206	hypothetical protein
V1033462	tRNA dimethylallyltransferase
V1032839	Carboxylesterase NlhH
V1806581	addiction module antitoxin%2C RelB/DinJ family
V1206511	putative ABC-type exoprotein transport system%2C permease component
V1032466	putative chromosome-partitioning protein ParB
V1032394	3-oxoacyl-[acyl-carrier-protein] reductase FabG
V1552715	hypothetical protein
V1032913	Formamidopyrimidine-DNA glycosylase
V1032782	hypothetical protein
V1032594	Ribose-5-phosphate isomerase A
V1101414	Choloylglycine hydrolase
V1047160	Putative mutator protein MutT4
V1796911	Guiding PBP1-shuttling protein
V1764086	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1819379	hypothetical protein
V1032313	preprotein translocase subunit YajC
V1032612	hypothetical protein
V1032517	DNA polymerase III subunit gamma/tau
V1684170	Chromosomal replication initiator protein DnaA
V1032698	Tyrosine--tRNA ligase 1
V1819375	Ornithine carbamoyltransferase%2C catabolic
V1796869	hypothetical protein
V1033757	Glutamate--tRNA ligase
V1034809	Maltose phosphorylase
V1047165	hypothetical protein
V1032405	Prolipoprotein diacylglyceryl transferase
V1047199	hypothetical protein
V1000378	50S ribosomal protein L3
V1162595	putative cation-transporting ATPase F
V1032310	DNA mismatch repair protein MutS
V1032396	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
V1033068	Mini-ribonuclease 3
V1033170	3-hydroxy-3-methylglutaryl-coenzyme A reductase
V1796916	Acetate kinase
V1033176	Signal transduction histidine-protein kinase BaeS
V1033165	Plasmid pRiA4b ORF-3-like protein
V1033501	30S ribosomal protein S20
V1446896	putative transposase
V1033499	Arginine--tRNA ligase
V1446956	C protein alpha-antigen precursor
V1047068	Phenylalanine--tRNA ligase beta subunit
V1032675	hypothetical protein
V1210615	gram-positive signal peptide%2C YSIRK family
V1101406	Bifunctional protein pyrR
V1163933	hypothetical protein
V1336048	putative amino acid permease YhdG
V1033123	Thymidine kinase
V1885082	Regulatory protein spx
V1034862	Phosphoenolpyruvate-protein phosphotransferase
V1047286	hypothetical protein
V1143270	Maltose/maltodextrin-binding protein precursor
V1033633	hypothetical protein
V1032697	Fibronectin type III domain protein
V1047214	Cytidylate kinase
V1199358	Flavin mononucleotide phosphatase YbjI
V1424934	DNA-directed RNA polymerase subunit alpha
V1033781	Rhomboid protease GluP
V1032581	Multiple sugar-binding protein precursor
V1047142	Excinuclease ABC subunit C
V1034676	ATP-dependent zinc metalloprotease FtsH
V1872768	Metal-tetracycline/H(+) antiporter
V1883278	Fluoroquinolones export ATP-binding proteinc/MT2762
V1033634	hypothetical protein
V1424924	Vegetative protein 19
V1047015	Putative HMP/thiamine permease protein YkoE
V1034287	LexA repressor
V1886371	Alanine racemase
V1101263	putative ATP-binding protein involved in virulence
V1101441	Multidrug-efflux transporter 3
V1684135	Transposase
V1887289	ASCH domain protein
V1032204	Transcript cleavage factor GreA
V1819407	FOG: Transposase
V1162941	Phosphoglycerol transferase%2C alkaline phosphatase superfamily
V1033035	50S ribosomal protein L20
V1806613	ATP-dependent RNA helicase SrmB
V1032582	hypothetical protein
V1032803	Glucose-inhibited division protein A
V1033248	Oxidoreductase YdhF
V1032923	putative hydrolase YutF
V1032404	HPr kinase/phosphorylase
V1101435	Putative glycosyltransferase EpsF
