gene	geneProduct
V1200344	Negative regulator of genetic competence ClpC/MecB
V1346167	hypothetical protein
V1076810	50S ribosomal protein L7/L12
V1065539	Ferrous iron transport protein B
V1083710	Phenylalanine--tRNA ligase beta subunit
V1613141	30S ribosomal protein S11
V1082180	Fumarate reductase flavoprotein subunit
V1083207	Glucose-1-phosphatase precursor
V1064214	external scaffolding protein
V1235967	flagellar biosynthesis anti-sigma factor FlgM
V1066917	Alanine--tRNA ligase
V1273194	Phase 1-I flagellin
V1076928	50S ribosomal protein L28
V1082561	50S ribosomal protein L4
V1073610	ATP-dependent zinc metalloprotease FtsH
V1065558	Phosphoenolpyruvate-protein phosphotransferase
V1138253	putative propionyl-CoA carboxylase beta chain 5
V1067560	Triosephosphate isomerase
V1386621	DegV domain-containing protein
V1073923	DNA-directed RNA polymerase subunit alpha
V1139283	Glucokinase
V1065326	Chemotaxis protein CheA
V1065317	Flagellar motor switch protein FliN
V1080854	hypothetical protein
V1075073	50S ribosomal protein L13
V1190269	hypothetical protein
V1229971	hypothetical protein
V1341867	50S ribosomal protein L13
V1386220	Glutamine synthetase
V1066636	Putative endo-beta-N-acetylglucosaminidase precursor
V1075465	Elongation factor Ts
V1198628	hypothetical protein
V1841384	Tyrosine recombinase XerD
V1083391	Alkaline phosphatase precursor
V1138246	Cell division inhibitor MinD
V1066643	30S ribosomal protein S12
V1203298	Trehalose import ATP-binding protein SugC
V1139917	Aspartate--tRNA ligase
V1037687	Stress protein H5
V1076102	50S ribosomal protein L15
V1040877	Phosphoenolpyruvate carboxykinase [ATP]
V1884207	Maltose transport system permease protein MalF
V1500737	6-phosphofructokinase isozyme 1
V1083488	30S ribosomal protein S5
V1065926	F-ATPase subunit 6
V1084754	SusD family protein
V1394389	Cyclodextrin-binding protein precursor
V1752973	hypothetical protein
V1065454	hypothetical protein
V1090535	DNA protection during starvation protein
V1066662	Hook-filament junction protein
V1145224	hypothetical protein
V1073219	Methylmalonyl-CoA carboxyltransferase 5S subunit
V1073427	4-alpha-glucanotransferase
V1374205	Maltose operon transcriptional repressor
V1612264	hypothetical protein
V1089092	hypothetical protein
V1841396	hypothetical protein
V1016844	Iron-regulated outer membrane proteins
V1138312	Periplasmic pH-dependent serine endoprotease DegQ precursor
V1081240	hypothetical protein
V1232339	co-chaperonin GroES
V1079230	Threonine--tRNA ligase
V1190145	hypothetical protein
V1067581	Flagellar hook protein FlgE
V1084261	tetratricopeptide repeat protein
V1080630	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
V1066197	Carbon starvation protein A
V1584490	Putative flagellin YvzB
V1617409	hypothetical protein
V1065553	Ornithine carbamoyltransferase%2C catabolic
V1881542	hypothetical protein
V1074210	Gas vesicle protein
V1154539	Glyceraldehyde-3-phosphate dehydrogenase
V1080828	hypothetical protein
V1065580	DNA-directed RNA polymerase subunit alpha
V1066642	30S ribosomal protein S7
V1616703	hypothetical protein
V1080012	Pyruvate kinase
V1087133	chromosome segregation protein SMC
V1070888	Thiol-activated cytolysin
V1083208	Phosphate-selective porin
V1082319	Neutral endopeptidase
V1380944	Major phosphate-irrepressible acid phosphatase precursor
V1085680	Aminopeptidase C
V1440527	Adenylosuccinate lyase
V1841419	Acetate kinase
V1245732	Enolase
V1190680	Meso-diaminopimelate D-dehydrogenase
V1066664	Flagellar hook-associated protein 1
V1190195	Phase 1-C flagellin
V1067571	DNA topoisomerase 1
V1464819	hypothetical protein
V1880355	Fimbrial subunit type 1 precursor
V1074700	Triosephosphate isomerase
V1074148	Trigger factor
V1065313	Chemotaxis protein PomA
V1067455	Heat shock protein J
V1041445	co-chaperonin GroES
V1042479	Glyceraldehyde-3-phosphate dehydrogenase A
V1269313	hypothetical protein
V1432853	50S ribosomal protein L21
V1498389	Phenyloxazoline synthase MbtB
V1083372	Stress protein H5
V1070304	Oligo-1%2C6-glucosidase 1
V1076929	50S ribosomal protein L33 2
V1068964	Cell division protein FtsZ
V1341888	flagellar capping protein
V1036191	Alkyl hydroperoxide reductase subunit C
V1067579	Flagellar hook-length control protein FliK
V1379850	hypothetical protein
V1065924	F-type ATPase subunit delta
V1036259	4-alpha-glucanotransferase
V1072280	HSP-70 cofactor
V1884213	Pyruvate-flavodoxin oxidoreductase
V1138601	Tyrosine-protein kinase ptk
V1037377	Rubrerythrin
V1080488	Pyruvate%2C phosphate dikinase
V1070302	Trehalose transport system permease protein SugA
V1065517	Distal rod protein
V1066663	Flagellar hook-associated protein 1
V1292479	ATP-dependent Clp protease ATP-binding subunit ClpC
V1181720	TonB-dependent hemoglobin/transferrin/lactoferrin receptor family protein
V1146041	Sulfur carrier protein ThiS adenylyltransferase
V1195053	hypothetical protein
V1138289	Heat shock protein J
V1081970	Acyl-CoA dehydrogenase
V1066652	50S ribosomal protein L11
V1073922	hypothetical protein
V1065550	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1083487	hypothetical protein
V1138953	Fimbrial subunit type 1 precursor
V1547407	hypothetical protein
V1138324	protease3
V1201618	Formate acetyltransferase
V1073414	Lipid-binding protein
V1364027	maltose ABC transporter periplasmic protein
V1084373	Phosphoglycerate kinase
V1080455	DNA-binding protein HU-beta
V1342924	Putative endo-beta-N-acetylglucosaminidase precursor
V1194949	hypothetical protein
V1083489	preprotein translocase subunit SecY
V1080015	Transketolase
V1394807	Elongation factor Tu
V1265423	hypothetical protein
V1067562	DNA protection during starvation protein
V1065325	Chemotaxis response regulator protein-glutamate methylesterase
V1138661	Alanine--tRNA ligase
V1392083	L-aspartate oxidase
V1138844	Histidine--tRNA ligase
V1166924	Heat shock protein 70
V1507021	Flagellin
V1082749	DNA gyrase subunit A
V1362785	maltose ABC transporter periplasmic protein
V1080608	protease3
V1074886	50S ribosomal protein L9
V1065579	30S ribosomal protein S4
V1103405	Collagen triple helix repeat (20 copies)
V1069716	Gamma-DL-glutamyl hydrolase precursor
V1344990	hypothetical protein
V1327810	hypothetical protein
V1066655	hypothetical protein
V1190158	hypothetical protein
V1066160	putative L-ascorbate-6-phosphate lactonase UlaG
V1500012	Triosephosphate isomerase
V1138323	Retaining alpha-galactosidase precursor
V1420994	Flagellin
V1080489	Valine--tRNA ligase
V1073413	F-ATPase subunit 6
V1083902	Anaerobic ribonucleoside-triphosphate reductase
V1070305	Beta-phosphoglucomutase
V1194952	hypothetical protein
V1239646	hypothetical protein
V1081779	putative glycogen debranching enzyme%2C archaeal type
V1195869	Alkyl hydroperoxide reductase subunit C
V1500790	Inner membrane lipoprotein YiaD precursor
V1081266	CTP synthase
V1177532	50S ribosomal protein L11
V1180252	Glucan 1%2C4-alpha-maltotetraohydrolase precursor
V1083554	3-oxoacyl-[acyl-carrier-protein] synthase 2
V1067076	Glucose-6-phosphate isomerase
V1177863	Malonyl CoA-acyl carrier protein transacylase
V1073422	hypothetical protein
V1576351	hypothetical protein
V1391872	TonB-linked outer membrane protein%2C SusC/RagA family
V1036274	DivIVA domain protein
V1082262	Cytosol non-specific dipeptidase
V1366860	hypothetical protein
V1138310	Sensory transduction protein regX3
V1036256	Maltodextrin-binding protein
V1065316	Flagellar motor switch protein FliM
V1065925	F-type ATPase subunit b
V1066653	hypothetical protein
V1074667	IgA-specific serine endopeptidase autotransporter precursor
V1295083	Heat-inducible transcription repressor HrcA
V1138618	Membrane protein YdfJ
V1067441	D-alanyl-lipoteichoic acid biosynthesis protein DltB
V1295411	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
V1238067	50S ribosomal protein L5
V1295076	Pyruvate%2C phosphate dikinase
V1066658	flagellar capping protein
V1421010	50S ribosomal protein L6
V1139151	DNA polymerase III subunit alpha
V1295046	Maltose operon transcriptional repressor
V1440258	hypothetical protein
V1190319	hypothetical protein
V1079327	hypothetical protein
V1172803	Phosphoglycerate kinase
V1065938	Helix-destabilizing protein
V1073415	F-type ATPase subunit b
V1138645	hypothetical protein
V1066144	Cold shock-like protein
V1013092	Formate acetyltransferase
V1066936	hypothetical protein
V1065437	Adenylosuccinate synthetase
V1082406	Lipid A export ATP-binding/permease protein MsbA
V1036164	Stress protein H5
V1070409	hypothetical protein
V1138261	Prolyl tripeptidyl peptidase precursor
V1138617	Quinolinate synthase A
V1146231	heat shock protein 90
V1138252	chromosome segregation protein SMC
V1065314	Outer membrane protein OmpAb
V1229972	hypothetical protein
V1068939	1%2C4-alpha-glucan branching enzyme GlgB
V1074885	30S ribosomal protein S6
V1072281	putative ABC transporter ATP-binding protein YheS
V1067102	Isoleucine--tRNA ligase
V1272524	Formate--tetrahydrofolate ligase 1
V1065576	Adenylate kinase
V1138614	Vegetative protein 209
V1081878	Serine hydroxymethyltransferase
V1075971	hypothetical protein
V1010605	Heat shock protein 70
V1066651	50S ribosomal protein L1
V1066657	Flagellar protein FliS
V1613200	hypothetical protein
V1081088	Phosphate acetyltransferase
V1079167	RNA polymerase sigma factor SigM
V1075539	3-oxoacyl-[acyl-carrier-protein] reductase FabG
V1085507	glycogen synthase
V1068294	Anaerobic ribonucleoside-triphosphate reductase
V1067062	glutaredoxin-like protein%2C YruB-family
V1441947	hypothetical protein
V1013684	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1079324	Lon protease 1
V1074401	putative transcriptional regulatory proteinc
V1084672	hypothetical protein
V1190199	Putative endo-beta-N-acetylglucosaminidase precursor
V1291747	Fumarate hydratase class I%2C aerobic
V1079169	DNA topoisomerase 1
V1073739	50S ribosomal protein L2
V1074475	NADH-quinone oxidoreductase subunit H
V1190854	Methyl-accepting chemotaxis protein 4
V1082647	Lysine 6-dehydrogenase
V1080997	Arginine--tRNA ligase
V1073993	Glucosamine-6-phosphate deaminase 1
V1394860	hypothetical protein
V1200373	sn-glycerol-3-phosphate import ATP-binding protein UgpC
V1065456	Chemotaxis protein CheV
V1038361	Elongation factor Tu
V1583884	hypothetical protein
V1138974	Heat shock protein 70
V1138985	Tyrosine phosphorylated protein A
V1500210	Proline--tRNA ligase
V1138619	hypothetical protein
V1039802	Benzylsuccinate synthase alpha subunit
V1190205	hypothetical protein
V1075790	hypothetical protein
V1076789	Regulatory protein AsnC
V1075094	Translation initiation factor IF-3
V1065575	preprotein translocase subunit SecY
V1138298	hypothetical protein
V1201506	Putative flagellin YvzB
V1076773	Acyl carrier protein
V1249122	hypothetical protein
V1066659	flagellar protein FlaG
V1065542	hypothetical protein
V1067188	30S ribosomal protein S1
V1139904	Alcohol dehydrogenase 1
V1145407	hypothetical protein
V1081232	Formate acetyltransferase 1
V1042478	Enolase
V1071065	Rod shape-determining protein MreB
V1562112	Collagen triple helix repeat (20 copies)
V1065511	Gamma-DL-glutamyl hydrolase precursor
V1042360	hypothetical protein
V1066644	putative integral membrane protein
V1239597	Dark-response protein 21
V1065484	Stage V sporulation protein G
V1065353	Translation initiation factor IF-2
V1499520	putative glycosyl hydrolase
V1069194	colicin uptake protein TolQ
V1201875	Methyl-accepting chemotaxis protein McpC
V1074141	Oxa1Ec
V1081969	Electron transfer flavoprotein large subunit
V1070014	Elongation factor Tu
V1841306	hypothetical protein
V1195501	hypothetical protein
V1111384	Lipid-binding protein
V1067453	HSP-70 cofactor
V1065527	Glucose-1-phosphate thymidylyltransferase
V1079328	Ribonuclease G
V1386949	hypothetical protein
V1075208	Ribosome maturation factor RimP
V1083230	hypothetical protein
V1067905	Acetate kinase
V1069093	Putative aldehyde dehydrogenase AldA
V1441127	50S ribosomal protein L1
V1082084	Cell division protein FtsA
V1067466	preprotein translocase subunit YajC
V1065554	Carbamate kinase 1
V1379907	Chaperone protein DnaJ
V1082181	succinate dehydrogenase (or fumarate reductase) cytochrome b subunit%2C b558 family
V1381908	Ribose-phosphate pyrophosphokinase
V1082201	Pullulanase precursor
V1085814	cell division protein FtsN
V1067072	Lysine--tRNA ligase
V1065506	SigL modulation protein
V1400481	Inner membrane lipoprotein YiaD precursor
V1080456	Glycine--tRNA ligase
V1072215	NADH-quinone oxidoreductase subunit L
V1180160	Ribonucleoside-diphosphate reductase NrdZ
V1085783	Desulfoferrodoxin
V1385920	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
V1139144	50S ribosomal protein L3
V1068298	Chaperone protein YajL
V1065335	Elongation factor Ts
V1068445	putative integral membrane protein
V1138628	sucrose/H+ symporter
V1036784	Tromp-1
V1152318	D-alanine--D-alanine ligase B
V1065466	Glutamine--tRNA ligase
V1190863	hypothetical protein
V1079147	Chaperone protein DnaJ
V1067945	hypothetical protein
V1373715	ATP-dependent zinc metalloprotease FtsH 4
V1375540	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
V1368681	DNA-directed RNA polymerase subunit alpha
V1079145	NADH-quinone oxidoreductase subunit 4
V1155393	Vegetative protein 19
V1139821	V-type ATP synthase subunit I
V1141150	Enolase
V1249468	30S ribosomal protein S16
V1067574	Flagellar M-ring protein
V1066937	hypothetical protein
V1075332	Chaperone protein YajL
V1081781	Membrane-anchored protein predicted to be involved in regulation of amylopullulanase
V1077624	hypothetical protein
V1081379	Outer membrane protein Omp85
V1087334	outer membrane assembly lipoprotein YfiO
V1290770	adaptor protein
V1436794	Maltose-binding periplasmic proteins/domains
V1036115	HSP-70 cofactor
V1070303	L-arabinose transport system permease protein AraQ
V1312248	Trigger factor
V1068292	Phosphate acetyltransferase
V1421911	hypothetical protein
V1065374	dihydroxyacetone kinase
V1081148	Carbamoyl-phosphate synthase large chain
V1014074	Formate acetyltransferase
V1075213	30S ribosomal protein S7
V1014517	pyrroloquinoline quinone biosynthesis protein PqqE
V1191629	hypothetical protein
V1201501	Putative endo-beta-N-acetylglucosaminidase precursor
V1380542	Endo-beta-N-acetylglucosaminidase F2 precursor
V1039342	50S ribosomal protein L10
V1074548	50S ribosomal protein L14
V1065569	50S ribosomal protein L24
V1240499	Putative endo-beta-N-acetylglucosaminidase precursor
V1431655	hypothetical protein
V1499268	8-amino-7-oxononanoate synthase
V1085154	hypothetical protein
V1082087	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
V1081814	F-ATPase gamma subunit
V1074528	3-oxoacyl-[acyl-carrier-protein] synthase 3
V1066656	FlgN protein
V1583003	B-type flagellin
V1065574	50S ribosomal protein L15
V1194993	Putative endo-beta-N-acetylglucosaminidase precursor
V1039201	putative adenylyltransferase/sulfurtransferase MoeZ
V1174424	hypothetical protein
V1066919	Nicotinate phosphoribosyltransferase pncB2
V1065463	Arginine--tRNA ligase
V1576731	30S ribosomal protein S8
V1500586	hypothetical protein
V1037518	50S ribosomal protein L7/L12
V1138412	hypothetical protein
V1086332	GDP-mannose 4%2C6-dehydratase
V1038252	F-ATPase gamma subunit
V1075204	Trifunctional nucleotide phosphoesterase protein YfkN precursor
V1082074	2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase
V1074547	50S ribosomal protein L5
V1015469	Electron transfer flavoprotein large subunit
V1464212	hypothetical protein
V1080858	preprotein translocase subunit SecA
V1012548	Ethanolamine utilization protein EutG
V1065922	F-ATPase epsilon subunit
V1066151	bifunctional preprotein translocase subunit SecD/SecF
V1190263	CTP synthase
V1140670	ATP synthase subunit alpha%2C sodium ion specific
V1082083	Cell division protein FtsZ
V1067443	D-alanine--poly(phosphoribitol) ligase subunit 1
V1081145	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1075756	hypothetical protein
V1083359	Asparagine--tRNA ligase
V1386354	Distal rod protein
V1065515	preprotein translocase subunit SecA
V1082237	1%2C4-alpha-glucan branching enzyme GlgB
V1010370	Ferrous iron transport protein B
V1399582	Prolyl tripeptidyl peptidase precursor
V1874622	L-2%2C4-diaminobutyrate decarboxylase
V1068933	glycine radical enzyme%2C YjjI family
V1138297	Susd and RagB outer membrane lipoprotein
V1040473	hypothetical protein
V1012818	Acyl-CoA dehydrogenase%2C short-chain specific
V1065572	30S ribosomal protein S5
V1067899	hypothetical protein
V1065571	hypothetical protein
V1200513	Rod shape-determining protein MreB
V1010320	putative FAD-linked oxidoreductase
V1084983	3-phosphoshikimate 1-carboxyvinyltransferase
V1067066	putative diguanylate cyclase YedQ
V1138429	2-oxoglutarate oxidoreductase subunit KorA
V1067043	29 kDa protein
V1076154	hypothetical protein
V1067580	flagellar operon protein
V1806808	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
V1074062	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
V1435073	hypothetical protein
V1139033	Lysine--tRNA ligase
V1082460	Ferrous iron transport protein B
V1883810	hypothetical protein
V1138734	Glutamine--tRNA ligase
V1074430	FeS cluster assembly protein SufB
V1066926	Oligoendopeptidase F%2C plasmid
V1065935	Bifunctional oligoribonuclease and PAP phosphatase NrnA
V1421101	Glucose-6-phosphate isomerase
V1068931	Galactose/methyl galactoside import ATP-binding protein MglA
V1082697	Glycogen synthase
V1082075	Phosphoribosylformylglycinamidine synthase
V1108928	ATP synthase subunit beta%2C sodium ion specific
V1074108	2-oxoglutarate oxidoreductase subunit KorA
V1463686	Maltose transport system permease protein MalF
V1138351	Adenylate kinase
V1166870	Outer membrane protein alpha precursor
V1499291	Recombinase A
V1268572	30S ribosomal protein S14
V1065363	Chemotaxis protein methyltransferase
V1484106	Heat shock protein 70
V1515302	co-chaperonin GroES
V1440590	50S ribosomal protein L2
V1463658	Anaerobic sulfatase-maturating enzyme
V1083864	Major Facilitator Superfamily protein
V1067955	30S ribosomal protein S9
V1192001	3-oxoacyl-[acyl-carrier-protein] synthase 3
V1066138	FeS cluster assembly protein SufB
V1138309	Elongation factor 4
V1036261	Inner membrane ABC transporter permease protein YcjP
V1086018	Endonuclease YhcR precursor
V1498382	Iron import ATP-binding/permease protein IrtA
V1072282	NAD(P)H-quinone oxidoreductase subunit K 1 precursor
V1076239	Heat shock protein 70
V1066661	Flagellar assembly factor FliW
V1138320	Leucine--tRNA ligase
V1065434	Argininosuccinate lyase 1
V1065562	50S ribosomal protein L4
V1068934	Uridine phosphorylase
V1066147	Cob(I)yrinic acid a%2Cc-diamide adenosyltransferase
V1367827	Collagen triple helix repeat (20 copies)
V1073423	t(6)A37 threonylcarbamoyladenosine biosynthesis protein
V1498381	Lipid A export ATP-binding/permease protein MsbA
V1110483	30S ribosomal protein S11
V1154706	hypothetical protein
V1194946	Distal rod protein
V1086559	hypothetical protein
V1065567	hypothetical protein
V1081811	Long-chain-fatty-acid--CoA ligase FadD15
V1145274	Eco57I restriction-modification methylase
V1067442	hypothetical protein
V1081809	Glutamine synthetase
V1162245	Maltodextrin phosphorylase
V1016291	pyridoxamine 5'-phosphate oxidase%2C FMN-binding family
V1558106	hypothetical protein
V1138642	Phosphomannomutase/phosphoglucomutase
V1082510	2-oxoglutarate oxidoreductase subunit KorB
V1170661	hypothetical protein
V1065545	Putative aminotransferase/MSMEI_6121
V1081290	Cysteine--tRNA ligase
V1075074	hypothetical protein
V1073802	putative chromosome-partitioning protein ParB
V1067906	cytidylate kinase
V1067947	Cyclic di-GMP phosphodiesterase response regulator RpfG
V1081499	hypothetical protein
V1067576	putative ATP synthase YscN
V1067921	Asparagine--tRNA ligase
V1485688	Anaerobic sulfatase-maturating enzyme
V1073412	F-ATPase epsilon subunit
V1593144	Putative endo-beta-N-acetylglucosaminidase precursor
V1073590	Elongation factor P
V1498720	Collagen triple helix repeat (20 copies)
V1067673	Elongation factor Tu
V1152196	Phosphoglycerate kinase
V1081596	Aspartate ammonia-lyase
V1067915	Aminopeptidase C
V1138308	Ribosomal protein S12 methylthiotransferase RimO
V1065526	dTDP-glucose 4%2C6-dehydratase
V1368700	hypothetical protein
V1065337	Polymer-forming cytoskeletal
V1012547	Succinate-semialdehyde dehydrogenase (acetylating)
V1087223	Glutamine synthetase
V1145836	hypothetical protein
V1266125	Formate acetyltransferase
V1084579	dTDP-glucose 4%2C6-dehydratase 2
V1138984	hypothetical protein
V1068287	serine/threonine protein kinase
V1362577	Penicillin-binding protein 1A
V1083029	S-adenosylmethionine synthase
V1074846	Nitric oxide reductase
V1074066	V8-like Glu-specific endopeptidase
V1139110	Modulator of FtsH protease HflK
V1065435	Argininosuccinate synthase
V1020203	hypothetical protein
V1065327	Chemotaxis protein CheW
V1065329	Chemoreceptor glutamine deamidase CheD
V1074719	ParA-like protein
V1182814	Carbamate kinase 1
V1145663	Elongation factor G
V1081500	L-fucose permease
V1074549	hypothetical protein
V1138258	hypothetical protein
V1200638	Chemotaxis protein CheY
V1080607	GTP-binding protein HflX
V1200285	Methyl-accepting chemotaxis protein McpC
V1376645	UGMP family protein
V1016999	Elongation factor Tu
V1066647	Maltodextrin-binding protein MdxE precursor
V1067468	ATP-dependent Clp protease ATP-binding subunit ClpC
V1401024	Peroxide operon regulator
V1066615	hypothetical protein
V1243744	Collagen triple helix repeat (20 copies)
V1139423	Type I restriction enzyme EcoKI M protein
V1068490	C4-dicarboxylate anaerobic carrier
V1138288	GDP-L-fucose synthase
V1181657	Collagen triple helix repeat (20 copies)
V1547417	Putative endo-beta-N-acetylglucosaminidase precursor
V1218756	Glutamate/gamma-aminobutyrate antiporter
V1139114	Leucine Rich repeats (2 copies)
V1080688	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
V1086607	Inosine-5'-monophosphate dehydrogenase
V1068449	Methyl-accepting chemotaxis protein 4
V1084999	Ribonuclease Y
V1081694	2-amino-3-ketobutyrate coenzyme A ligase
V1068443	1-deoxy-D-xylulose-5-phosphate synthase
V1138254	hypothetical protein
V1066154	Transketolase
V1100248	Putative flagellin YvzB
V1138549	Beta-galactosidase
V1067907	Citrate transporter
V1230382	flagellar basal body-associated protein FliL
V1078401	Putative sporulation-specific glycosylase YdhD
V1084062	Cytochrome d ubiquinol oxidase subunit 2
V1380987	hypothetical protein
V1077505	hypothetical protein
V1139691	preprotein translocase subunit SecY
V1066918	5-methylthioadenosine/S-adenosylhomocysteine deaminase
V1068960	Cell division protein FtsA
V1067111	Macrolide export ATP-binding/permease protein MacB
V1067902	Phenylalanine--tRNA ligase beta subunit
V1081292	Signal peptidase I
V1065457	hypothetical protein
V1081156	Type I restriction enzyme EcoR124II R protein
V1067578	hypothetical protein
V1074282	Outer membrane receptor for ferrienterochelin and colicins
V1138545	Phosphate acetyltransferase
V1065565	hypothetical protein
V1526141	Phenylalanine--tRNA ligase beta subunit
V1084154	Nitrogen assimilation regulatory protein
V1549573	co-chaperonin GroES
V1500057	50S ribosomal protein L14
V1241918	hypothetical protein
V1073924	50S ribosomal protein L17
V1146313	F-ATPase gamma subunit
V1068470	Elongation factor P
V1079801	NADH dehydrogenase-like protein
V1065332	hypothetical protein
V1073077	RNA polymerase sigma-54 factor 2
V1355511	hypothetical protein
V1253512	F0F1 ATP synthase subunit delta
V1081660	Outer membrane receptor for ferrienterochelin and colicins
V1294846	hypothetical protein
V1524769	Hexagonal wall protein
V1074599	biopolymer transport protein ExbB
V1190658	hypothetical protein
V1073321	Ribosomal large subunit pseudouridine synthase D
V1084155	DNA gyrase subunit A
V1138417	ATP-dependent Clp protease ATP-binding subunit ClpX
V1138245	Serine--tRNA ligase
V1463657	hypothetical protein
V1380448	Peptidase T
V1079571	TonB-linked outer membrane protein%2C SusC/RagA family
V1079387	Flagellar biosynthetic protein FliP precursor
V1042496	50S ribosomal protein L1
V1081780	Glycogen synthase
V1238174	Vegetative protein 300
V1042555	Malate dehydrogenase
V1065568	50S ribosomal protein L14
V1841403	hypothetical protein
