gene	geneProduct
V1075411	Vegetative protein 19
V1440287	Heat shock protein 70
V1064214	external scaffolding protein
V1000845	Glucose-6-phosphate isomerase
V1581223	Helix-destabilizing protein
V1073455	Phosphoenolpyruvate carboxykinase [ATP]
V1000641	Triosephosphate isomerase
V1043350	Stage 0 sporulation protein KD
V1182770	F-ATPase gamma subunit
V1574411	VWFA-related Acidobacterial domain protein
V1367057	DNA-directed RNA polymerase subunit beta'
V1291186	hypothetical protein
V1000564	Cell division protein FtsZ
V1884213	Pyruvate-flavodoxin oxidoreductase
V1000828	ATP-dependent zinc metalloprotease FtsH
V1000528	30S ribosomal protein S7
V1010716	hypothetical protein
V1887021	Trigger factor
V1552777	Translation initiation factor IF-2
V1175444	cell division protein GpsB
V1592997	Cell surface antigen I/II precursor
V1000326	Threonine--tRNA ligase
V1574584	Maltodextrin phosphorylase
V1036980	Acetate CoA-transferase YdiF
V1012602	Acetate kinase
V1176250	Pyruvate kinase
V1851965	hypothetical protein
V1039764	hypothetical protein
V1409395	NMT1/THI5 like protein
V1381099	F-ATPase gamma subunit
V1000551	Intracellular maltogenic amylase
V1000570	Rod shape-determining protein MreB
V1000627	Ribonuclease Y
V1000630	preprotein translocase subunit SecA
V1291657	ATP synthase subunit alpha
V1175173	Phosphoribosylaminoimidazole-succinocarboxamide synthase
V1067144	hypothetical protein
V1380402	Adhesin YadA precursor
V1190991	Glyceraldehyde-3-phosphate dehydrogenase
V1074069	hypothetical protein
V1176640	F-type ATPase subunit delta
V1552772	Pyruvate kinase
V1339706	PTS system mannose-specific EIIC component
V1175065	Adenylosuccinate synthetase
V1017544	Elongation factor Tu
V1085663	co-chaperonin GroES
V1171078	Uracil phosphoribosyltransferase
V1000014	50S ribosomal protein L14
V1166828	hypothetical protein
V1239690	Dipeptide-binding protein DppE precursor
V1440381	putative ATP-dependent Clp protease ATP-binding subunit
V1041601	Phosphate acetyltransferase
V1011016	ATP synthase subunit beta
V1190448	Thiol-activated cytolysin
V1000010	50S ribosomal protein L30
V1018464	Vegetative protein 209
V1239624	hypothetical protein
V1886336	Phosphocarrier protein HPr
V1345412	Long-chain-fatty-acid--CoA ligase FadD15
V1291537	Translation initiation factor IF-3
V1594784	Diacylglycerol kinase
V1374960	hypothetical protein
V1724779	hypothetical protein
V1010364	Outer membrane protein alpha precursor
V1000638	Central glycolytic genes regulator
V1059001	Phosphoenolpyruvate-protein phosphotransferase
V1001468	Leucine--tRNA ligase
V1015868	50S ribosomal protein L1
V1011009	Putative F0F1-ATPase subunit (ATPase_gene1)
V1724687	L-arabinose transport system permease protein AraP
V1000835	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
V1000499	Glutamyl-tRNA(Gln) amidotransferase subunit A
V1013250	Cold shock protein CspC
V1044382	Spore protein SP21
V1011014	ATP synthase subunit alpha
V1016290	Leucine--tRNA ligase
V1291368	Trigger factor
V1000012	50S ribosomal protein L6
V1000109	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
V1039802	Benzylsuccinate synthase alpha subunit
V1000318	Phenylalanine--tRNA ligase beta subunit
V1151418	CRISPR type I-E/Ecoli-associated protein CasA/Cse1
V1006021	hypothetical protein
V1343276	RNA polymerase principal sigma factor HrdB
V1000184	Bacteriophage peptidoglycan hydrolase
V1043480	Helix-destabilizing protein
V1299127	Penicillin-binding protein B
V1547871	Fimbrial subunit type 1 precursor
V1175166	N5-carboxyaminoimidazole ribonucleotide synthase
V1191426	ATP synthase subunit beta
V1612021	Cell division protein SepF
V1851982	putative ABC transporter ATP-binding protein YheS
V1012820	(R)-2-hydroxyglutaryl-CoA dehydratase subunit alpha
V1176013	Glutathione import ATP-binding protein GsiA
V1162881	Phosphoglucomutase
V1175618	Phenylalanine--tRNA ligase beta subunit
V1459319	Dark-response protein 21
V1000144	Vegetative protein 209
V1015866	hypothetical protein
V1851967	Heat-inducible transcription repressor HrcA
V1076330	Helix-destabilizing protein
V1175405	hypothetical protein
V1181403	Lysine--tRNA ligase
V1724752	Xaa-Pro aminopeptidase 1
V1362379	hypothetical protein
V1175524	putative transcriptional regulatory protein/MSMEI_2866
V1240761	Colicin I receptor precursor
V1041800	Dihydroorotate dehydrogenase (quinone)
V1430591	hypothetical protein
V1000603	Putative Holliday junction resolvase
V1153964	Acyl-CoA dehydrogenase%2C short-chain specific
V1043096	hypothetical protein
V1037768	Pyruvate formate-lyase 1-activating enzyme
V1000093	Putative penicillin-binding protein PbpX
V1265582	Elongation factor Tu
V1000596	Stress protein H5
V1548997	hypothetical protein
V1039101	Trigger factor
V1102145	Elongation factor Ts
V1000166	ADP-ribose pyrophosphatase
V1000601	Alanine--tRNA ligase
V1000040	Anaerobic ribonucleoside-triphosphate reductase
V1017590	Aspartokinase
V1034630	DNA protection during starvation protein
V1175971	Ferrous iron uptake protein
V1043994	Elongation factor Ts
V1176862	30S ribosomal protein S6
V1175568	hypothetical protein
V1180259	DNA gyrase subunit A
V1041672	putative lipase
V1000009	50S ribosomal protein L15
V1420563	DNA gyrase subunit B
V1012852	DNA-directed RNA polymerase subunit alpha
V1000108	ATP-dependent protease subunit HslV
V1038507	SigL modulation protein
V1291805	hypothetical protein
V1000001	30S ribosomal protein S9
V1067673	Elongation factor Tu
V1436021	Pullulanase
V1291369	Fimbrial subunit type 1 precursor
V1084381	Chaperone protein ClpB 1
V1000885	Ribonuclease J 1
V1400074	ATP-dependent protease ATPase subunit ClpY
V1183908	50S ribosomal protein L10
V1013990	50S ribosomal protein L21
V1000172	Stage 0 sporulation protein KC
V1000075	Ribonuclease P protein component
V1852109	gram-positive signal peptide%2C YSIRK family
V1000300	Aspartate--tRNA ligase
V1000015	hypothetical protein
V1203300	dihydroxyacetone kinase
V1009873	Rubredoxin-oxygen oxidoreductase
V1175172	Phosphoribosylformylglycinamidine synthase 2
V1366884	co-chaperonin GroES
V1176338	Pyridoxamine 5'-phosphate oxidase
V1724688	preprotein translocase subunit SecY
V1038361	Elongation factor Tu
V1374806	hypothetical protein
V1175021	drug resistance MFS transporter%2C drug:H+ antiporter-2 (14 Spanner) (DHA2) family
V1181235	Ribosome-binding ATPase YchF
V1008711	Pullulanase
V1594655	Stage 0 sporulation protein KD
V1011952	hypothetical protein
V1374569	DNA gyrase subunit B
V1143377	EIIABC-Fru
V1006736	Beta-N-acetylhexosaminidase precursor
V1355234	CTP synthase
V1912438	hypothetical protein
V1553523	Foldase protein PrsA precursor
V1576738	methylmalonyl-CoA epimerase
V1493841	Beta-N-acetylhexosaminidase precursor
V1011012	F-type ATPase subunit b
V1401247	Protein involved in initiation of plasmid replication
V1836800	Protein involved in sex pheromone biosynthesis
V1013989	putative ribosomal protein
V1000020	30S ribosomal protein S19
V1013406	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
V1580786	PTS system mannose-specific EIIC component
V1033375	Trigger factor
V1607579	hypothetical protein
V1064607	Pullulanase
V1037967	hypothetical protein
V1138803	Heat shock protein 70
V1016890	hypothetical protein
V1593034	hypothetical protein
V1011015	F-ATPase gamma subunit
V1060343	F-type ATPase subunit delta
V1042541	hypothetical protein
V1175115	hypothetical protein
V1200366	30S ribosomal protein S1
V1724546	protoporphyrinogen oxidase
V1175707	Alkyl hydroperoxide reductase subunit C
V1191213	type 2 lantibiotic biosynthesis protein LanM
V1011011	F-ATPase subunit 6
V1594076	Histidine--tRNA ligase
V1268240	Pullulanase
V1074742	30S ribosomal protein S12
V1000892	Phosphoglucosamine mutase
V1380652	50S ribosomal protein L15
V1000032	Aromatic-ring-opening dioxygenase LigAB%2C LigA subunit
V1851978	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1000082	Replicative DNA helicase
V1012850	hypothetical protein
V1180500	Glutamyl-tRNA(Gln) amidotransferase subunit A
V1852094	Adenylosuccinate lyase
V1268476	CBS domain protein
V1175364	hypothetical protein
V1010371	Manganese-dependent inorganic pyrophosphatase
V1017849	Pyruvate formate-lyase 1-activating enzyme
V1381763	Glucosamine kinase GspK
V1500439	Elongation factor Tu
V1886961	Serine/threonine-protein kinase PrkC
V1724555	DNA gyrase subunit B
V1155143	DNA gyrase subunit A
V1356068	Ribonuclease J 1
V1851961	ATP-dependent Clp protease ATP-binding subunit ClpE
V1190926	Neutral endopeptidase
V1000044	Asparagine synthetase [glutamine-hydrolyzing] 1
V1517484	50S ribosomal protein L6
V1574295	ATP-dependent zinc metalloprotease FtsH
V1394393	Enolase
V1000317	Transcript cleavage factor GreA
V1000140	Proline--tRNA ligase
V1000134	HSP-70 cofactor
V1000558	Putative protein phosphatase 2C-type
V1400939	DNA-directed RNA polymerase subunit beta'
V1191063	Tyrosine phosphorylated protein A
V1381169	DNA-directed RNA polymerase subunit beta
V1465413	Stage III sporulation protein E
V1000502	Inosine-5'-monophosphate dehydrogenase
V1724838	hypothetical protein
V1010826	Translation initiation factor IF-3
V1852039	RNAP delta factor
V1392216	Stress protein H5
V1574450	Glutamine synthetase 1
V1836829	putative ABC transporter ATP-binding protein YheS
V1000037	Aminopeptidase E
V1012601	phosphoglycolate phosphatase
V1358917	50S ribosomal protein L21
V1181027	putative amino acid permease YhdG
V1040142	FK506-binding protein
V1214686	LPXTG cell wall anchor domain protein
V1175445	UDP-glucose 4-epimerase
V1190927	Methionine aminopeptidase 1
V1000625	Helix-turn-helix domain protein
V1011950	hypothetical protein
V1172384	hypothetical protein
V1017440	Vegetative protein 296
V1171904	hypothetical protein
V1000019	50S ribosomal protein L22
V1075033	Glyceraldehyde-3-phosphate dehydrogenase A
V1175972	Pathogen-specific membrane antigen
V1000121	ATP-dependent Clp protease ATP-binding subunit ClpX
V1175593	Lipopolysaccharide kinase (Kdo/WaaP) family protein
V1000301	Bifunctional (p)ppGpp synthase/hydrolase RelA
V1000503	Calcium-transporting ATPase
V1143274	gram-positive signal peptide%2C YSIRK family
V1176363	Ribose-5-phosphate isomerase A
V1138312	Periplasmic pH-dependent serine endoprotease DegQ precursor
V1000176	putative glutamine ABC transporter permease protein GlnM
V1820497	Lysine--tRNA ligase
V1167440	6-phospho-alpha-glucosidase 1
V1158598	Translation initiation factor IF-3
V1466175	Vegetative protein 19
V1852140	Methionine--tRNA ligase
V1001475	putative ABC transporter ATP-binding protein YxlF
V1012819	(R)-2-hydroxyglutaryl-CoA dehydratase subunit beta
V1618419	Fimbrial subunit type 1 precursor
V1836820	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
V1541210	hypothetical protein
V1552713	Phosphoglucosamine mutase
V1000295	Glycine--tRNA ligase beta subunit
V1006735	gram-positive signal peptide%2C YSIRK family
V1203355	Chaperone protein DnaJ
V1010170	Cytosol non-specific dipeptidase
V1364877	F-ATPase epsilon subunit
V1000023	Ribose-phosphate pyrophosphokinase
V1888216	NADH oxidase
V1191444	Acetate kinase
V1580955	Heat shock protein 70
V1374701	Putative L%2CD-transpeptidase LppS precursor
V1213480	Recombinase A
V1175118	Bifunctional (p)ppGpp synthase/hydrolase relA
V1176472	Translation initiation factor IF-1
V1175979	Cell division protein FtsZ
V1724651	F-ATPase subunit 6
V1015123	Glutamine--tRNA ligase
V1014326	Sulfonamide resistance protein
V1481442	Pullulanase
V1181163	Leucine--tRNA ligase
V1084323	bacteriocin-associated integral membrane protein
V1000142	Uridylate kinase
V1012782	Ribonuclease J 1
V1239678	L-arabinose transport system permease protein AraQ
V1485691	Elongation factor Tu
V1000167	Cold shock-like protein CspG
V1836815	Galactose/methyl galactoside import ATP-binding protein MglA
V1442272	Immunoglobulin G-binding protein G precursor
V1010897	5-methylthioadenosine/S-adenosylhomocysteine deaminase
V1000834	DEAD-box ATP-dependent RNA helicase CshA
V1458459	PII-type proteinase precursor
V1041179	Dipeptidase A
V1503164	Serine-rich repeat protein GspB
V1181001	Phenylalanine--tRNA ligase alpha subunit
V1042200	putative periplasmic or secreted protein
V1181416	Stage 0 sporulation protein KC
V1175496	hypothetical protein
V1198583	CRISPR-associated endonuclease Cas9 2
V1058821	Holliday junction ATP-dependent DNA helicase RuvB
V1080812	High temperature protein G
V1172364	hypothetical protein
V1042531	50S ribosomal protein L1
V1010210	Amino-acid carrier protein AlsT
V1015185	Copper-exporting P-type ATPase A
V1037377	Rubrerythrin
V1440314	Threonine--tRNA ligase
V1607589	Signal transduction histidine-protein kinase ArlS
V1481330	L-cystine import ATP-binding protein TcyC
V1175406	Aspartate--tRNA ligase
V1034832	Ribonuclease J 2
V1175780	Polyribonucleotide nucleotidyltransferase
V1291350	PII-type proteinase precursor
V1875176	2-hydroxyglutaryl-CoA dehydratase component A
V1420755	PII-type proteinase precursor
V1522724	Aminopeptidase C
V1724698	ABC transporter glutamine-binding protein GlnH precursor
V1019923	Sporulation initiation inhibitor protein soj
V1152183	Fimbrial subunit type 1 precursor
V1464969	Riboflavin biosynthesis protein RibF
V1564264	Heat shock protein 70
V1011013	F-type ATPase subunit delta
V1375479	Glutathione-binding protein GsiB precursor
V1194354	30S ribosomal protein S12
V1010898	Adenosylhomocysteinase
V1394549	Aldehyde-alcohol dehydrogenase
V1175738	hypothetical protein
V1010603	Heat-inducible transcription repressor HrcA
V1615860	repeat
V1013797	Transcription-repair-coupling factor
V1400168	Cell division protein DivIVA
V1013977	putative selenium metabolism protein%2C YedE family
V1000022	hypothetical protein
V1000533	CTP synthase
V1006022	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
V1408874	hypothetical protein
V1180561	Antiseptic resistance protein
V1069215	Heat shock protein 70
V1169826	Chaperone protein ClpB 1
V1724833	FK506-binding protein
V1875168	Acyl carrier protein
V1000604	hypothetical protein
V1011951	putative RNA-binding protein (contains KH domain)
V1015184	hypothetical protein
V1172567	Pyrimidine-specific ribonucleoside hydrolase RihB
V1037682	putative chromosome-partitioning protein ParB
V1166804	Colicin I receptor precursor
V1820402	Collagen triple helix repeat (20 copies)
V1400436	Aminopeptidase N
V1191139	Alanine--tRNA ligase
V1436276	hypothetical protein
V1102240	Chaperone protein DnaJ
V1881865	General stress protein 13
V1175987	Putative HMP/thiamine permease protein YkoE
V1000323	Tagatose-6-phosphate kinase
V1000611	Beta-Ala-Xaa dipeptidase
V1013794	hypothetical protein
V1000294	DNA primase
V1000526	Helicase IV
V1038532	hypothetical protein
V1152427	Malate dehydrogenase
V1238024	Minicell-associated protein DivIVA
V1724602	Ammonia transporter
V1076036	Non-specific ribonucleoside hydrolase RihC
V1464388	DNA-directed RNA polymerase subunit beta
V1381895	Trehalose import ATP-binding protein SugC
V1102242	Colicin I receptor precursor
V1010362	Tyrosine phosphorylated protein A
V1068836	High temperature protein G
V1159013	Cell division protein FtsZ
V1000827	putative tRNA-dihydrouridine synthase
V1088192	hypothetical protein
V1015610	ATP-dependent zinc metalloprotease FtsH
V1594229	6-phosphogluconate dehydrogenase%2C decarboxylating
V1176354	Glutathione import ATP-binding protein GsiA
V1012921	hypothetical protein
V1013252	2-aminoadipate transaminase
V1191447	Pyridoxamine 5'-phosphate oxidase
V1151052	repeat
V1000304	Pullulanase
V1395075	hypothetical protein
V1548238	Collagen triple helix repeat (20 copies)
V1418931	putative secreted protein
V1175292	putative transcriptional regulatory protein pdtaR
V1291378	Adhesin/invasin TibA autotransporter precursor
V1464396	hypothetical protein
V1046767	DNA polymerase I
V1072266	Enolase
V1327808	zinc/cadmium/mercury/lead-transporting ATPase
V1006819	Glutamine transport ATP-binding protein GlnQ
V1201514	Anaerobic ribonucleoside-triphosphate reductase
V1015865	Preprotein translocase subunit SecE
V1724667	Oligopeptide transport system permease protein OppC
V1200413	ATP synthase subunit alpha
V1542216	hypothetical protein
V1268242	preprotein translocase subunit SecD
V1175343	hypothetical protein
V1439186	50S ribosomal protein L19
V1412814	Penicillin-binding protein 1*
V1175018	L-lactate dehydrogenase 2
V1000117	Ribonuclease Z
V1345181	Haemagglutinin
V1181180	Polyphosphate glucokinase
V1851995	Ribosomal RNA small subunit methyltransferase H
V1081813	ATP synthase subunit alpha
V1181596	Serine--tRNA ligase
V1590848	Ribosome biogenesis GTPase A
V1073961	hypothetical protein
V1040664	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
V1000016	50S ribosomal protein L29
V1000081	Bifunctional oligoribonuclease and PAP phosphatase NrnA
V1000643	Ribonuclease R
V1310551	Pullulanase
V1256184	LPXTG cell wall anchor domain protein
V1175412	Pullulanase precursor
V1469304	Glutamyl-tRNA(Gln) amidotransferase subunit C
V1020418	Adenylosuccinate synthetase
V1175017	putative sensor histidine kinase pdtaS
V1851983	ATP-dependent DNA helicase PcrA
V1014182	Single-stranded-DNA-specific exonuclease RecJ
V1239646	hypothetical protein
V1180989	4-alpha-glucanotransferase
V1140935	Haemagglutinin
V1724672	Glycogen debranching enzyme
V1820421	Iron hydrogenase 1
V1000500	DNA ligase
V1041630	sortase
V1576098	Phosphate acyltransferase
V1311179	Carbamoyl-phosphate synthase large chain
V1852132	Nicotinate-nucleotide adenylyltransferase
V1875154	D-alanyl-D-alanine carboxypeptidase DacA precursor
V1820405	preprotein translocase subunit SecY
V1374695	hypothetical protein
V1081021	Isoleucine--tRNA ligase
V1440366	Phosphoenolpyruvate carboxylase
V1175767	Pseudouridine kinase
V1000169	Chromosome partition protein Smc
V1007951	Elongation factor Ts
V1000092	D-alanyl-lipoteichoic acid biosynthesis protein DltB
V1852121	Thioredoxin reductase
V1014274	Ribosomal large subunit pseudouridine synthase D
V1015609	Bifunctional protein BirA
V1010162	Cell wall-binding protein YocH precursor
V1177266	L-2-hydroxyisocaproate dehydrogenase
V1000031	hypothetical protein
V1181287	Inorganic pyrophosphatase
V1000132	Single-stranded-DNA-specific exonuclease RecJ
V1374311	hypothetical protein
V1172782	hypothetical protein
V1427948	hypothetical protein
V1175365	hypothetical protein
V1412765	putative glutamine synthetase 2
V1010322	Oxidative stress genes repressor
V1010596	Cyclopropane-fatty-acyl-phospholipid synthase
V1164544	DNA polymerase III subunit gamma/tau
V1175096	DNA polymerase III subunit beta
V1038297	Dihydroxy-acid dehydratase
V1000106	Formate--tetrahydrofolate ligase 1
V1875149	hypothetical protein
V1000475	hypothetical protein
V1522030	Beta-N-acetylhexosaminidase precursor
V1175826	Phosphomethylpyrimidine synthase
V1181233	Aminopeptidase C
V1010860	50S ribosomal protein L13
V1382281	50S ribosomal protein L27
V1069833	Nickel-binding periplasmic protein precursor
V1000511	hypothetical protein
V1009869	50S ribosomal protein L4
V1178384	Elongation factor G
V1016421	hypothetical protein
V1175369	hypothetical protein
V1593022	DNA-directed RNA polymerase subunit beta
V1038426	Methionine aminopeptidase 1
V1180499	hypothetical protein
V1342924	Putative endo-beta-N-acetylglucosaminidase precursor
V1498930	General stress protein CTC
V1015734	Arginine--tRNA ligase
V1181272	6-phosphogluconate dehydrogenase%2C NADP(+)-dependent%2C decarboxylating
V1084754	SusD family protein
V1240407	hypothetical protein
V1010707	Regulatory protein PchR
V1311012	DNA topoisomerase 1
V1374801	Cell division protein CrgA
V1079141	Pyruvate-flavodoxin oxidoreductase
V1469296	hypothetical protein
V1607575	DNA polymerase III PolC-type
V1009870	50S ribosomal protein L3
V1010324	Nuclease SbcCD subunit C
V1013326	Diaminopimelate decarboxylase
V1000632	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
V1085032	Alkyl hydroperoxide reductase subunit C
V1506464	Elongation factor Tu
V1000155	Farnesyl diphosphate synthase
V1609073	Triosephosphate isomerase
V1499048	DNA-directed RNA polymerase subunit beta
V1431657	30S ribosomal protein S2
V1418915	H+ Antiporter protein
V1328066	Maltodextrin phosphorylase
V1237636	Pyridoxamine 5'-phosphate oxidase
V1011765	Methylmalonyl-CoA carboxyltransferase 12S subunit
V1011960	L-fuculose phosphate aldolase
V1819311	hypothetical protein
V1881721	co-chaperonin GroES
V1291190	VWFA-related Acidobacterial domain protein
V1000159	putative peptidase
V1000519	PTS system maltose-specific EIICB component
V1181900	Phosphoglycerate kinase
V1175907	Inosine-5'-monophosphate dehydrogenase
V1014590	hypothetical protein
V1458543	Glutamate--tRNA ligase
V1724641	cell division protein MraZ
V1064200	Alpha-glycerophosphate oxidase
V1498701	PP2C-family Ser/Thr phosphatase
V1163596	Internalin-J precursor
V1593004	hypothetical protein
V1038287	Tyrosine recombinase XerC
V1175438	Ribulose-phosphate 3-epimerase
V1175093	Sporulation initiation inhibitor protein soj
V1468407	F0F1 ATP synthase subunit C
V1466356	Methionine-binding lipoprotein MetQ precursor
V1000141	Phosphatidate cytidylyltransferase
V1483970	hemin importer ATP-binding subunit
V1912441	Glucitol operon repressor
V1076095	hypothetical protein
V1000152	hypothetical protein
V1010589	putative assembly protein
V1399193	50S ribosomal protein L5
V1607584	hypothetical protein
V1440373	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
V1594580	hypothetical protein
V1364807	Alkyl hydroperoxide reductase subunit C
V1462045	Polyphosphate kinase
V1175325	Phospho-N-acetylmuramoyl-pentapeptide-transferase
V1463123	Response regulator ArlR
V1503141	LPXTG cell wall anchor domain protein
V1617969	30S ribosomal protein S16
V1422497	hypothetical protein
V1042447	Adenylosuccinate lyase
V1073738	50S ribosomal protein L22
V1033129	Phosphoenolpyruvate-protein phosphotransferase
V1181061	hypothetical protein
V1340115	Lactose phosphotransferase system repressor
V1077152	50S ribosomal protein L10
V1175803	putative glutamine ABC transporter permease protein GlnM
V1607555	Beta-N-acetylhexosaminidase precursor
V1006728	putative oxidoreductase
V1006814	Site-specific recombinase XerD
V1083585	hypothetical protein
V1067936	Formate acetyltransferase
V1820483	putative cysteine desulfurase
V1851957	Adenosylhomocysteinase
V1039358	hypothetical protein
V1175640	DNA-directed RNA polymerase subunit omega
V1014819	Histidine--tRNA ligase
V1481434	G3P acyltransferase
V1013988	50S ribosomal protein L27
V1138842	30S ribosomal protein S1
V1298017	Competence-specific nuclease
V1547364	hypothetical protein
V1139649	DNA-directed RNA polymerase subunit beta'
V1175471	Serine/threonine-protein kinase PknL
V1820490	ATP-dependent Clp protease proteolytic subunit precursor
V1175766	Universal stress protein/MSMEI_3859
V1176586	Lysine-specific permease
V1237898	photosystem II S4 domain protein
V1390055	hypothetical protein
V1724583	Ribonuclease 3
V1014514	Ribonuclease 3
V1042265	Gamma-glutamyl phosphate reductase
V1481348	Phenylalanine--tRNA ligase alpha subunit
V1014328	hypothetical protein
V1006627	Magnesium and cobalt efflux protein CorC
V1724594	Tyrosine--tRNA ligase 1
V1176172	Periplasmic serine endoprotease DegP precursor
V1851988	hypothetical protein
V1175460	Serine/threonine-protein kinase PknB
V1270765	30S ribosomal protein S6
V1272241	hypothetical protein
V1358567	nucleoside triphosphate pyrophosphohydrolase
V1175312	Penicillin-binding protein 2D
V1000181	Energy-coupling factor transporter ATP-binding protein EcfA2
V1190763	Anaerobic ribonucleoside-triphosphate reductase
V1000177	ABC transporter glutamine-binding protein GlnH precursor
V1000069	Sensor histidine kinase YycG
