gene	geneProduct
V1420624	putative endopeptidase YafL precursor
V1000685	Glutamine synthetase
V1001168	Tyrosine phosphorylated protein A
V1302970	DNA-directed RNA polymerase subunit alpha
V1000729	FeS cluster assembly protein SufB
V1000380	30S ribosomal protein S19
V1806689	putative cysteine desulfurase
V1605192	hypothetical protein
V1204717	Acetate kinase
V1000266	Citrate lyase subunit beta
V1836874	Rib/alpha/Esp surface antigen repeat
V1000379	50S ribosomal protein L23
V1000360	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
V1000767	Putative Holliday junction resolvase
V1000244	Peptidase T
V1001200	Arginine--tRNA ligase
V1836854	hypothetical protein
V1001351	DNA topoisomerase 4 subunit B
V1150477	Serine--tRNA ligase
V1000659	Threonine--tRNA ligase
V1000739	Bifunctional protein FolD protein
V1420594	putative endopeptidase YafL precursor
V1001061	Glutamyl-tRNA(Gln) amidotransferase subunit A
V1001347	DNA topoisomerase 1
V1000676	Phenylalanine--tRNA ligase beta subunit
V1301167	Purine nucleoside receptor A
V1000866	Zinc metalloprotease RasP
V1001352	DNA topoisomerase 4 subunit A
V1365511	Oligopeptide-binding protein AppA precursor
V1581846	ATP-dependent Clp protease ATP-binding subunit ClpC
V1616331	Bone sialoprotein-binding protein precursor
V1150704	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1001118	UTP--glucose-1-phosphate uridylyltransferase
V1598288	DEAD-box ATP-dependent RNA helicase CshA
V1806684	Bifunctional (p)ppGpp synthase/hydrolase RelA
V1001059	Diacylglycerol kinase
V1836875	C protein alpha-antigen precursor
V1000902	Spo0B-associated GTP-binding protein
V1301163	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1001019	Ribosomal RNA small subunit methyltransferase H
V1001030	Minicell-associated protein DivIVA
V1001055	Galactose/methyl galactoside import ATP-binding protein MglA
V1365570	hypothetical protein
V1001011	spore cortex-lytic enzyme
V1000869	hypothetical protein
V1001025	Cell division protein FtsA
V1001095	Aminopeptidase C
V1000262	Histidine--tRNA ligase
V1000651	UDP-N-acetylmuramate--L-alanine ligase
V1899800	Phosphocarrier protein HPr
V1157641	DNA-directed RNA polymerase subunit alpha
V1000756	Stage 0 sporulation protein KE
V1000755	Stage 0 sporulation protein KD
V1836851	Foldase protein PrsA precursor
V1034624	putative outer membrane protein
V1001032	ADP-ribose pyrophosphatase
V1001688	gram-positive signal peptide%2C YSIRK family
V1605193	hypothetical protein
V1836842	potassium transport protein Kup
V1001089	50S ribosomal protein L1
V1491720	30S ribosomal protein S12
V1001133	Leucine--tRNA ligase
V1541791	DNA-binding protein HU
V1836856	cell division protein MraZ
V1000742	Hemolysin A
V1001429	Multiple sugar-binding protein precursor
V1001268	Carbamoyl-phosphate synthase large chain
V1001476	Putative HMP/thiamine permease protein YkoE
V1001514	ATP-dependent Clp protease ATP-binding subunit ClpX
V1001064	ATP-dependent DNA helicase PcrA
V1000764	putative protein containing a divergent version of the methyl-accepting chemotaxis-like domain protein
V1001084	DNA polymerase III subunit gamma/tau
V1162946	YbbR-like protein
V1605176	Rib/alpha/Esp surface antigen repeat
V1000394	Energy-coupling factor transporter ATP-binding protein EcfA1
V1001086	hypothetical protein
V1001150	EIIABC-Fru
V1000261	Aspartate--tRNA ligase
V1210262	30S ribosomal protein S11
V1806688	dihydroxyacetone kinase
V1806737	Methionine--tRNA ligase
V1000375	30S ribosomal protein S7
V1001188	Rod shape-determining protein RodA
V1000728	Vegetative protein 296
V1806685	Citrate lyase alpha chain
V1001370	Helix-turn-helix domain protein
V1806710	Inner membrane transporter YjeM
V1159877	50S ribosomal protein L4
V1001056	beta-methylgalactoside transporter inner membrane component
V1001143	Ribosome-binding ATPase YchF
V1000274	Putative malate transporter YflS
V1000285	Thymidylate synthase
V1541145	hypothetical protein
V1000427	Riboflavin biosynthesis protein RibBA
V1303429	Helix-turn-helix domain protein
V1491929	Translation initiation factor IF-3
V1581404	hypothetical protein
V1257323	Asparagine synthetase [glutamine-hydrolyzing] 1
V1000342	Bifunctional protein GlmU
V1001277	Arginine/agmatine antiporter
V1000736	putative peptidase
V1001063	Protein involved in sex pheromone biosynthesis
V1000865	Phosphatidate cytidylyltransferase
V1000404	DNA gyrase subunit B
V1162919	Glv operon regulatory protein
V1000272	putative oxidoreductase YjmC
V1806714	Deoxyguanosine kinase
V1001148	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
V1000667	Response regulator ArlR
V1001203	Penicillin-binding protein F
V1001192	Septation ring formation regulator EzrA
V1448552	hypothetical protein
V1000877	Elongation factor 4
V1001248	Oligo-1%2C6-glucosidase
V1000245	metal-binding protein
V1150138	universal bacterial protein YeaZ
V1001004	hypothetical protein
V1503149	Enolase
V1000730	NifU-like protein
V1880977	Penicillin-binding protein 1A
V1001403	Lactate 2-monooxygenase
V1000876	Chaperone protein DnaJ
V1598308	putative metal-dependent RNase%2C consists of a metallo-beta-lactamase domain and an RNA-binding KH domain
V1001178	Peptide chain release factor 1
V1001199	hypothetical protein
V1000933	LPPG:FO 2-phospho-L-lactate transferase
V1573697	Dipeptidase A
V1891324	Calcineurin-like phosphoesterase superfamily domain protein
V1001193	putative tRNA sulfurtransferase
V1000982	hypothetical protein
V1001005	D-alanine--D-alanine ligase A
V1598366	Deoxyadenosine kinase
V1573650	hypothetical protein
V1000396	Energy-coupling factor transporter transmembrane protein EcfT
V1580961	50S ribosomal protein L19
V1000960	FeS assembly SUF system protein
V1000864	Ditrans%2Cpolycis-undecaprenyl-diphosphate synthase ((2E%2C6E)-farnesyl-diphosphate specific)
V1207195	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1605175	Beta-(1-->2)glucan export ATP-binding/permease protein NdvA
V1547330	hypothetical protein
V1000737	hypothetical protein
V1000915	Calcium-transporting ATPase
V1001108	Peptide chain release factor 3
V1000762	Beta-Ala-Xaa dipeptidase
V1001169	Ribonuclease J 1
V1000397	tRNA pseudouridine synthase A
V1000381	50S ribosomal protein L22
V1000735	50S ribosomal protein L27
V1000411	Replicative DNA helicase
V1150440	DEAD-box ATP-dependent RNA helicase CshB
V1000292	Magnesium-transporting ATPase%2C P-type 1
V1257428	Phosphoglucomutase
V1000364	Transcription-repair-coupling factor
V1000745	Guanylate kinase
V1150455	hypothetical protein
V1000759	Signal recognition particle receptor FtsY
V1001180	Lipid-binding protein
V1001021	Penicillin-binding protein B
V1001191	30S ribosomal protein S4
V1001245	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
V1209733	50S ribosomal protein L1
V1000766	MutS2 protein
V1598284	Glutamate racemase
V1150747	Endoribonuclease YbeY
V1806698	Ribonuclease R
V1000678	Penicillin-binding protein 2B
V1000862	Uridylate kinase
V1000978	Elongation factor P
V1001070	Putative O-antigen transporter
V1491873	hypothetical protein
V1001007	AB hydrolase superfamily protein YdjP
V1806701	Excinuclease ABC subunit A
V1001378	hypothetical protein
V1001115	3-hydroxy-3-methylglutaryl-coenzyme A reductase
V1000775	Type I restriction enzyme EcoR124II R protein
V1836871	Saliva-binding protein
V1001383	tRNA (guanine-N(1)-)-methyltransferase
V1000284	Dihydrofolate reductase
V1001017	Rod shape-determining protein MreC
V1836876	acyl-CoA esterase
V1000246	Sigma-A
V1000275	Putative malate transporter YflS
V1001376	Glucosamine kinase GspK
V1000931	Excinuclease ABC subunit B
V1000921	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
V1000230	hypothetical protein
V1001481	CsbD-like protein
V1000398	Glucose-inhibited division protein A
V1000914	6-phosphogluconolactonase
V1365610	Aldehyde-alcohol dehydrogenase
V1880179	V-type sodium ATPase catalytic subunit A
V1208712	Nucleoid-associated protein
V1001114	Polyketide biosynthesis 3-hydroxy-3-methylglutaryl-ACP synthase PksG
V1573656	Carbamate kinase 1
V1000765	Non-canonical purine NTP pyrophosphatase
V1836861	MucBP domain protein
V1000771	Holliday junction ATP-dependent DNA helicase RuvB
V1208713	NADPH azoreductase
V1001453	DNA protection during starvation protein
V1806739	Putative L%2CD-transpeptidase YciB precursor
V1806760	putative ABC transporter ATP-binding protein
V1000782	co-chaperonin GroES
V1598386	30S Ribosomal protein S1
V1303323	Elongation factor P
V1806748	putative murein peptide carboxypeptidase
V1001002	Alpha-xylosidase
V1000400	Stage III sporulation protein J
V1000758	Chromosome partition protein Smc
V1001027	Cell division protein SepF
V1001013	Folylpolyglutamate synthase
V1001022	UDP-N-acetylmuramoylalanine--D-glutamate ligase
V1000271	L-lactate dehydrogenase
V1000253	PhoH-like protein
V1001035	Cysteine desulfurase
V1001447	Tyrosine-protein phosphatase precursor
V1000249	Glycine--tRNA ligase alpha subunit
V1001399	6-phosphogluconate dehydrogenase%2C decarboxylating
V1000268	[Citrate [pro-3S]-lyase] ligase
V1001147	Alkaline phosphatase synthesis sensor protein PhoR
V1000757	Dipeptide transport system permease protein DppC
V1000362	Alanine racemase
V1209726	hypothetical protein
V1000254	hypothetical protein
V1034690	50S ribosomal protein L18
V1001081	DNA polymerase III subunit gamma/tau
V1880180	V-type sodium pump subunit B
V1000689	Xaa-Pro dipeptidyl-peptidase
V1880996	Riboflavin biosynthesis protein RibD
V1162890	UDP-glucose 4-epimerase
V1880147	Bacterial Ig-like domain (group 3)
V1210636	single-stranded DNA-binding protein
V1000752	ATP-dependent DNA helicase RecG
V1001353	putative manganese-dependent inorganic pyrophosphatase
V1001062	Glutamyl-tRNA(Gln) amidotransferase subunit C
V1000972	Bacitracin export permease protein BceB
V1000949	Biofilm regulatory protein A precursor
V1159013	Cell division protein FtsZ
V1143676	ATP synthase subunit alpha
V1000337	Magnesium-transporting ATPase%2C P-type 1
V1836852	Phenylalanine--tRNA ligase alpha subunit
V1607558	hypothetical protein
V1001350	ATP-dependent protease ATPase subunit ClpY
V1000668	Signal transduction histidine-protein kinase ArlS
V1806720	Inner membrane amino-acid ABC transporter permease protein YecS
V1598451	ATP synthase subunit beta
V1001410	Phosphoenolpyruvate synthase
V1000428	Riboflavin synthase
V1420549	Calcium-transporting ATPase
V1000769	Glucose-6-phosphate 1-dehydrogenase
V1555403	DNA ligase
V1000919	Putative zinc protease AlbF
V1806728	Lipase 2
V1001446	NADPH azoreductase
V1001090	hypothetical protein
V1001265	Formate--tetrahydrofolate ligase 1
V1000979	Proline iminopeptidase
V1257301	Aminopeptidase E
V1303322	chromosome segregation protein SMC
V1001588	D-aspartate ligase
V1806671	gram-positive signal peptide%2C YSIRK family
V1001348	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
V1000856	hypothetical protein
V1000450	HNH endonuclease
V1000857	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
V1000763	Xaa-Pro dipeptidase
V1001069	D-inositol 3-phosphate glycosyltransferase
V1150397	Chromosomal replication initiator protein DnaA
V1365504	Stage III sporulation protein E
V1000433	Transcriptional regulatory protein YycF
V1000802	DNA integrity scanning protein DisA
V1000930	Thioredoxin reductase
V1209724	Cell division protein FtsZ
V1000810	Phosphate acetyltransferase
V1163052	Putative N-acetylmannosaminyltransferase
V1150482	Tyrosine recombinase XerC
V1301137	gram-positive signal peptide%2C YSIRK family
V1000929	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
V1806729	Phosphate-import permease protein PhnE
V1001023	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
V1001404	putative ABC transporter ATP-binding protein YheS
V1001198	D-alanyl-D-alanine carboxypeptidase DacA precursor
V1000248	Glycine--tRNA ligase beta subunit
V1000863	Ribosome-releasing factor
V1257338	Heat shock protein 70
V1034747	F-ATPase subunit 6
V1000768	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
V1000879	Single-stranded-DNA-specific exonuclease RecJ
V1000989	Trehalose import ATP-binding protein SugC
V1000733	VIT family protein
V1209783	Exodeoxyribonuclease 7 small subunit
V1001041	D-alanine--poly(phosphoribitol) ligase subunit 2
V1581813	F-ATPase gamma subunit
V1001066	NH(3)-dependent NAD(+) synthetase
V1301897	F-ATPase epsilon subunit
V1155228	Elongation factor Tu
V1000395	Energy-coupling factor transporter ATP-binding protein EcfA2
V1034625	sortase
V1001267	Carbamoyl-phosphate synthase small chain
V1257311	Maltose phosphorylase
V1598360	ribonuclease BN/unknown domain fusion protein
V1302351	Central glycolytic genes regulator
V1163599	CRISPR-associated endonuclease Cas9
V1000806	Spermidine/putrescine import ATP-binding protein PotA
V1150535	HSP-70 cofactor
V1001495	putative inorganic polyphosphate/ATP-NAD kinase
V1836859	GTP-binding protein EngA
V1001466	UDP-N-acetylglucosamine 2-epimerase
V1001307	hypothetical protein
V1000347	GMP synthase [glutamine-hydrolyzing]
V1204924	Cysteine--tRNA ligase
V1000399	tRNA modification GTPase MnmE
V1001427	Low-affinity inorganic phosphate transporter 1
V1806717	hypothetical protein
V1001057	L-arabinose transporter permease protein
V1000761	Trifunctional nucleotide phosphoesterase protein YfkN precursor
V1598325	hypothetical protein
V1000402	DNA polymerase III subunit beta
V1000361	Holo-[acyl-carrier-protein] synthase
V1598392	Bacitracin export ATP-binding protein BceA
V1257460	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
V1159220	Inner membrane transporter YcaM
V1765286	Fructose-bisphosphate aldolase
V1256234	hypothetical protein
V1304483	hypothetical protein
V1001149	Tagatose-6-phosphate kinase
V1001327	putative type I restriction enzymeP M protein
V1000356	ABC-2 family transporter protein
V1001431	Ribokinase
V1000677	Transcript cleavage factor GreA
V1001037	tRNA-specific 2-thiouridylase MnmA
V1000777	Type I restriction enzyme EcoKI M protein
V1001470	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1614139	30S ribosomal protein S9
V1001109	Magnesium and cobalt efflux protein CorC
V1001146	Staphylococcal respiratory response protein A
V1000222	DNA/pantothenate metabolism flavoprotein
V1000290	DegV domain-containing protein
V1000672	Membrane protein YidC 1
V1806674	O-acetyltransferase OatA
V1257308	Xylulose-5-phosphate phosphoketolase
V1001338	Quinone oxidoreductase 2
V1257520	Oligopeptide-binding protein AppA precursor
V1000875	Heat-inducible transcription repressor HrcA
V1001306	Glucose-specific phosphotransferase enzyme IIA component
V1000377	H+/gluconate symporter
V1000986	Peptidase T
V1806732	putative membrane protein
V1806702	SigL modulation protein
V1034619	type IV secretion system protein VirD4
V1806670	Phospho-N-acetylmuramoyl-pentapeptide-transferase
V1598271	Recombination protein RecR
V1001014	Phosphorylated carbohydrates phosphatase
V1000820	D-lactate dehydrogenase
V1304788	Signal transduction histidine-protein kinase BaeS
V1836855	t(6)A37 threonylcarbamoyladenosine biosynthesis protein RimN
V1001136	Thiamine biosynthesis lipoprotein ApbE precursor
V1000878	sortase
V1143802	Sporulation initiation inhibitor protein soj
V1000738	hypothetical protein
V1000231	ATP-dependent helicase/nuclease subunit A
V1065125	hypothetical protein
V1304888	tetratricopeptide repeat protein
V1001428	Putative pit accessory protein
V1580712	Deoxyadenosine kinase
V1158561	Helicase IV
V1000903	Ribonuclease Z
V1000964	Glutamine transport ATP-binding protein GlnQ
V1209674	PTS system maltose-specific EIICB component
V1143704	Anaerobic ribonucleoside-triphosphate reductase
V1000355	ABC-type transporter ATP-binding protein EcsA
V1000920	3-oxoacyl-[acyl-carrier-protein] reductase FabG
V1001238	Inner membrane transporter YjeM
V1541195	hypothetical protein
V1000403	DNA replication and repair protein RecF
V1000747	Methionyl-tRNA formyltransferase
V1880976	Tyrosine--tRNA ligase
V1000664	putative nicotinate-nucleotide adenylyltransferase
V1001116	Acetyl-CoA acetyltransferase
V1001456	putative hydrolase
V1000369	putative tRNA-dihydrouridine synthase
V1208397	hypothetical protein
V1301141	Rib/alpha/Esp surface antigen repeat
V1150730	Maltose/maltodextrin import ATP-binding protein MalK
V1000818	ATP-dependent Clp protease proteolytic subunit
V1150434	putative outer membrane protein
V1149350	Trehalose import ATP-binding protein SugC
V1001405	Di-/tripeptide transporter
V1365521	Valine--tRNA ligase
V1000224	Ribosomal RNA large subunit methyltransferase L
V1001145	putative ABC transporter ATP-binding protein
V1000913	Cytidylate kinase
V1543896	Lipid-binding protein
V1001044	putative NAD-dependent malic enzyme 2
V1001262	6-phospho-beta-galactosidase
V1160411	hypothetical protein
V1581847	Methionine aminopeptidase 1
V1000990	Lactose transport system permease protein LacF
V1598488	putative secreted protein
V1001067	Nicotinate phosphoribosyltransferase pncB2
V1001179	Release factor glutamine methyltransferase
V1581102	hypothetical protein
V1035318	Pyruvate oxidase
V1149656	product=putative inner membrane transporter YicL
V1001244	ABC transporter glutamine-binding protein GlnH precursor
V1150476	ATP-dependent Clp protease ATP-binding subunit ClpE
V1365565	hypothetical protein
V1001435	Excinuclease ABC subunit A
V1000250	Recombination protein O
V1610201	30S ribosomal protein S12
V1001135	S-adenosylmethionine synthase
V1150723	Ferredoxin--NADP reductase 2
V1001412	Inner membrane transporter YcaM
V1836858	DNA polymerase III subunit alpha
V1000991	Inner membrane ABC transporter permease protein YcjP
V1000363	CBS domain protein
V1573652	Ribose-phosphate pyrophosphokinase
V1000335	Tryptophan--tRNA ligase 2
V1439190	50S ribosomal protein L4
V1000773	DNA mismatch repair protein MutL
V1001159	Ribonuclease J 2
V1001297	Putative peptidoglycan binding domain protein
V1001006	hypothetical protein
V1836878	Inner membrane metabolite transport protein YgcS
V1000778	hypothetical protein
V1000251	GTPase Era
V1001444	Dipeptidase A
V1101667	hypothetical protein
V1581839	gram-positive signal peptide%2C YSIRK family
V1001079	Acyl-ACP thioesterase
V1034259	Elongation factor Tu
V1000999	Transcription antiterminator LicT
V1000226	Holliday junction resolvase RecU
V1000343	Citrate transporter
V1580701	Deoxyguanosine kinase
V1001176	UDP-N-acetylmuramate--L-alanine ligase
V1257386	t(6)A37 threonylcarbamoyladenosine biosynthesis protein
V1000987	hypothetical protein
V1598315	Rib/alpha/Esp surface antigen repeat
V1000932	glmZ(sRNA)-inactivating NTPase
V1001029	photosystem II S4 domain protein
V1829390	hypothetical protein
V1000657	Primosomal protein DnaI
V1000658	Neutral endopeptidase
V1150720	CTP synthase
V1000422	hypothetical protein
V1000652	DNA polymerase I
V1000393	hypothetical protein
V1547334	hypothetical protein
V1034623	sortase
V1000774	DNA mismatch repair protein MutS
V1000965	Phosphate-import protein PhnD precursor
V1000874	Riboflavin biosynthesis protein RibF
V1806706	Magnesium and cobalt efflux protein CorC
V1000749	Putative ribosome biogenesis GTPase RsgA
V1000927	HPr kinase/phosphorylase
V1302706	Beta-Ala-Xaa dipeptidase
V1001207	Gas vesicle protein
V1000426	6%2C7-dimethyl-8-ribityllumazine synthase
V1365591	transcriptional regulator ICP4
V1034862	Phosphoenolpyruvate-protein phosphotransferase
V1001411	Cystathionine beta-lyase family protein involved in aluminum resistance
V1001261	Transcription antiterminator LicT
V1000237	Ribosomal RNA small subunit methyltransferase F
V1000954	putative ABC transporter ATP-binding protein YheS
V1000338	putative deoxyribonuclease YcfH
V1001246	Tyrosine-protein phosphatase precursor
V1000753	Phosphate acyltransferase
V1000959	sn-glycerol-3-phosphate-binding periplasmic protein UgpB precursor
V1000909	Tyrosine recombinase XerD
V1001073	HTH-type transcriptional repressor YvoA
V1001496	GTP pyrophosphokinase YjbM
V1000436	Putative metallo-hydrolase YycJ
V1303428	putative ABC transporter ATP-binding protein
V1541149	putative endopeptidase p60 precursor
V1598465	Cell division protein FtsA
V1000223	cyclic 3'%2C5'-adenosine monophosphate phosphodiesterase
V1598383	DNA-binding transcriptional repressor FabR
V1000908	hypothetical protein
V1001459	Adenylosuccinate synthetase
V1204777	Nitroreductase family protein
V1001034	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
V1034934	Rod shape-determining protein MreB
V1301524	Phosphate-import protein PhnD precursor
V1001438	putative membrane protein
V1204958	hypothetical protein
V1001335	putative phage-associated protein
V1064554	hypothetical protein
V1000336	hypothetical protein
V1001000	N-acetylglucosamine-6-phosphate deacetylase
V1458569	Heat shock protein 70
V1000408	hypothetical protein
V1000905	2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase precursor
V1598307	Cysteine desulfurase
V1000807	UDP-N-acetylenolpyruvoylglucosamine reductase
V1001140	Sporulation initiation inhibitor protein soj
V1150467	5-formyltetrahydrofolate cyclo-ligase family protein
V1213504	30S ribosomal protein S12
V1001298	HTH-type transcriptional regulator GltC
V1001156	Biofilm regulatory protein A precursor
V1001155	Oligoendopeptidase F%2C plasmid
V1000236	Isopentenyl-diphosphate delta-isomerase
V1000434	Sensor histidine kinase YycG
V1001232	Lipoteichoic acid synthase 2
V1001417	Inner membrane protein YbhL
V1000872	Ribosome-binding factor A
V1257355	Inner membrane transporter YjeM
V1420554	putative endopeptidase p60 precursor
V1000232	ATP-dependent helicase/deoxyribonuclease subunit B
V1000656	Replication initiation and membrane attachment protein
V1000770	preprotein translocase subunit YajC
V1000871	putative ribosomal protein YlxQ
V1001083	Thymidylate kinase
V1829413	hypothetical protein
V1806686	D-alanyl-D-alanine carboxypeptidase DacA precursor
V1000665	hypothetical protein
V1006036	H(+)/Cl(-) exchange transporter ClcA
V1000263	D-tyrosyl-tRNA(Tyr) deacylase
V1891353	TrbC/VIRB2 family protein
V1001074	L-2-hydroxyisocaproate dehydrogenase
V1881048	Adenosine monophosphate-protein transferase VbhT
V1001340	ribosomal-protein-alanine acetyltransferase
V1207151	DNA polymerase IV
V1000934	Sporulation transcription regulator WhiA
V1880769	Aryl-phospho-beta-D-glucosidase BglH
V1256199	Trehalose import ATP-binding protein SugC
V1034607	hypothetical protein
V1034951	Lipoteichoic acid synthase 1
V1001440	acetoin dehydrogenase E2 subunit dihydrolipoyllysine-residue acetyltransferase
V1000868	hypothetical protein
V1000918	Peptidase M16 inactive domain protein
V1598893	Cell division protein FtsZ
V1000748	Ribosomal RNA small subunit methyltransferase B
