gene	geneProduct
V1000632	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
V1000827	putative tRNA-dihydrouridine synthase
V1888216	NADH oxidase
V1000503	Calcium-transporting ATPase
V1882996	repeat
V1237186	hypothetical protein
V1000332	Magnesium and cobalt efflux protein CorC
V1000132	Single-stranded-DNA-specific exonuclease RecJ
V1163596	Internalin-J precursor
V1912441	Glucitol operon repressor
V1000138	hypothetical protein
V1851965	hypothetical protein
V1000037	Aminopeptidase E
V1076330	Helix-destabilizing protein
V1576592	hypothetical protein
V1553706	putative alpha-glucosidase
V1000298	glutamyl-tRNA(Gln) amidotransferase subunit E
V1000205	hypothetical protein
V1000525	Pantothenate kinase
V1000146	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
V1301126	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1006822	deoxyguanosinetriphosphate triphosphohydrolase-like protein
V1000299	Putative pyruvate%2C phosphate dikinase regulatory protein
V1000092	D-alanyl-lipoteichoic acid biosynthesis protein DltB
V1175000	Aminopeptidase N
V1886961	Serine/threonine-protein kinase PrkC
V1499649	2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase
V1836802	Putative tRNA (cytidine(34)-2'-O)-methyltransferase
V1159777	L-ribulose-5-phosphate 4-epimerase
V1000528	30S ribosomal protein S7
V1000012	50S ribosomal protein L6
V1000319	Putative TrmH family tRNA/rRNA methyltransferase
V1000309	hypothetical protein
V1000831	Transcription-repair-coupling factor
V1851966	Internalin-J precursor
V1000848	ABC transporter permease protein YxdM
V1522724	Aminopeptidase C
V1851964	hypothetical protein
V1058821	Holliday junction ATP-dependent DNA helicase RuvB
V1268476	CBS domain protein
V1852053	Putative niacin/nicotinamide transporter NaiP
V1000823	potassium transport protein Kup
V1382281	50S ribosomal protein L27
V1577371	Putative transposon Tn552 DNA-invertase bin3
V1576591	hypothetical protein
V1000313	Xaa-Pro dipeptidyl-peptidase
V1469285	Hypoxanthine-guanine phosphoribosyltransferase
V1000323	Tagatose-6-phosphate kinase
V1000938	Cysteine--tRNA ligase
V1000594	Carbamoyl-phosphate synthase large chain
V1033789	Glucose-specific phosphotransferase enzyme IIA component
V1167421	Chromosomal replication initiator protein DnaA
V1000056	transcriptional regulator BetI
V1000140	Proline--tRNA ligase
V1581223	Helix-destabilizing protein
V1339706	PTS system mannose-specific EIIC component
V1000486	Penicillin-binding protein F
V1000196	tape measure domain protein
V1008711	Pullulanase
V1000634	Excinuclease ABC subunit A
V1000060	Ribonuclease HI
V1043994	Elongation factor Ts
V1000074	Glucose-inhibited division protein A
V1000109	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
V1000329	Peptide chain release factor 3
V1000169	Chromosome partition protein Smc
V1000173	ATP-dependent DNA helicase RecG
V1163051	rRNA adenine N-6-methyltransferase
V1000320	Membrane protein YidC 1
V1436495	co-chaperonin GroES
V1000552	putative galacturonate locus repressor
V1000142	Uridylate kinase
V1000945	Modification methylase TaqI
V1392036	Integrase
V1578075	hypothetical protein
V1000504	Nicotinate phosphoribosyltransferase pncB2
V1580786	PTS system mannose-specific EIIC component
V1851969	hypothetical protein
V1006627	Magnesium and cobalt efflux protein CorC
V1577368	hypothetical protein
V1035129	putative tRNA sulfurtransferase
V1577602	bifunctional antitoxin/transcriptional repressor RelB
V1436021	Pullulanase
V1000149	hypothetical protein
V1000611	Beta-Ala-Xaa dipeptidase
V1298017	Competence-specific nuclease
V1464388	DNA-directed RNA polymerase subunit beta
V1852017	Cytidylate kinase
V1000175	50S ribosomal protein L28
V1000633	Excinuclease ABC subunit B
V1268292	DEAD-box ATP-dependent RNA helicase CshA
V1000117	Ribonuclease Z
V1000598	preprotein translocase subunit YajC
V1552713	Phosphoglucosamine mutase
V1608875	hypothetical protein
V1000327	Replication initiation and membrane attachment protein
V1151036	Pur operon repressor
V1291229	hypothetical protein
V1553535	Penicillin-binding protein 1A
V1000942	hypothetical protein
V1837631	D-proline reductase proprotein PrdA
V1491690	Primosomal protein N'
V1355907	hypothetical protein
V1503142	hypothetical protein
V1000141	Phosphatidate cytidylyltransferase
V1000605	MutS2 protein
V1598238	Peptide chain release factor 1
V1852121	Thioredoxin reductase
V1034752	hypothetical protein
V1038255	Tyrosine--tRNA ligase
V1852132	Nicotinate-nucleotide adenylyltransferase
V1582963	Septum-associated FtsK-like translocase of DNA
V1852095	hypothetical protein
V1617343	Penicillin-binding protein 1A
V1167856	Tyrosine recombinase XerD
V1293972	hypothetical protein
V1394176	PTS system galactitol-specific EIIC component
V1000097	Signal peptidase IB
V1381941	hypothetical protein
V1852108	adaptor protein
V1380652	50S ribosomal protein L15
V1001488	Mannosylfructose-phosphate synthase
V1000484	3'-5' exoribonuclease YhaM
V1000607	hypothetical protein
V1430377	Lipid A export ATP-binding/permease protein MsbA
V1580703	Procyclic acidic repetitive protein (PARP)
V1000566	Phospho-N-acetylmuramoyl-pentapeptide-transferase
V1312265	putative ATP-dependent Clp protease ATP-binding subunit
V1836819	Degradation activator
V1000475	hypothetical protein
V1000535	Isochorismatase family protein YecD
V1000113	GTP-binding protein EngA
V1000529	putative integral membrane protein
V1000152	hypothetical protein
V1338858	GTP-binding protein HflX
V1851962	hypothetical protein
V1000888	ADP-binding protein
V1006029	UDP-N-acetylenolpyruvoylglucosamine reductase
V1392051	Acetate kinase
V1582973	addiction module toxin%2C RelE/StbE family
V1000020	30S ribosomal protein S19
V1393914	phage portal protein%2C SPP1 family
V1000185	Glucan 1%2C6-alpha-glucosidase
V1000330	Regulatory protein RecX
V1000024	Bifunctional protein GlmU
V1000066	Serine protease Do-like HtrA
V1836825	Glycopeptide resistance-associated protein R
V1293700	hypothetical protein
V1000059	Putative glycosyltransferase EpsH
V1036544	putative type I restriction enzymeP M protein
V1000468	EIICB-Lac
V1000091	hypothetical protein
V1612021	Cell division protein SepF
V1000622	putative inorganic polyphosphate/ATP-NAD kinase
V1000881	D-serine/D-alanine/glycine transporter
V1046766	C protein alpha-antigen precursor
V1000294	DNA primase
V1000631	Peptide chain release factor 2
V1420577	repeat
V1001367	Aspartate--ammonia ligase
V1590848	Ribosome biogenesis GTPase A
V1000028	putative deoxyribonuclease YcfH
V1469372	hypothetical protein
V1462015	CCA-adding enzyme
V1541161	Arginine transport system permease protein ArtQ
V1000510	hypothetical protein
V1582960	hypothetical protein
V1391924	Ribosomal RNA large subunit methyltransferase H
V1851984	NH(3)-dependent NAD(+) synthetase
V1389989	Glucose-6-phosphate isomerase
V1000454	Aspartate racemase
V1000162	Dihydropteroate synthase
V1000154	Recombination protein N
V1006728	putative oxidoreductase
V1149263	HTH-type transcriptional regulator YodB
V1463112	DNA polymerase III PolC
V1000155	Farnesyl diphosphate synthase
V1289763	GTP pyrophosphokinase
V1424841	L%2CD-transpeptidase catalytic domain
V1578591	hypothetical protein
V1000158	Alkaline shock protein 23
V1159013	Cell division protein FtsZ
V1295066	Putative glycosyltransferase EpsH
V1469304	Glutamyl-tRNA(Gln) amidotransferase subunit C
V1576748	Sortase (surface protein transpeptidase)
V1423331	Magnesium-transporting ATPase%2C P-type 1
V1607575	DNA polymerase III PolC-type
V1852085	Magnesium-transporting ATPase%2C P-type 1
V1000022	hypothetical protein
V1000102	ATP-dependent helicase/nuclease subunit A
V1000610	Glucose-resistance amylase regulator
V1837734	Formate acetyltransferase
V1851963	Phosphate-binding protein PstS 1 precursor
V1000573	Cysteine desulfurase
V1295013	Di-/tripeptide transporter
V1000005	30S ribosomal protein S11
V1000295	Glycine--tRNA ligase beta subunit
V1851977	Lipopolysaccharide export system ATP-binding protein LptB
V1000456	t(6)A37 threonylcarbamoyladenosine biosynthesis protein
V1420579	putative hydrolase
V1006017	Ribonucleoside-diphosphate reductase subunit beta nrdF2
V1104960	Type IIS restriction enzyme Eco57I
V1000203	phage head morphogenesis protein%2C SPP1 gp7 family
V1574081	major facilitator superfamily transporter
V1000051	hypothetical protein
V1301158	Serine protease Do-like HtrA
V1312967	Heat shock protein 70
V1389777	Transcript cleavage factor GreA
V1000541	Tyrosine-protein phosphatase precursor
V1594655	Stage 0 sporulation protein KD
V1001477	hypothetical protein
V1000623	Stage III sporulation protein E
V1038287	Tyrosine recombinase XerC
V1043350	Stage 0 sporulation protein KD
V1000068	YycH protein
V1390210	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1469296	hypothetical protein
V1000316	Penicillin-binding protein 2B
V1886694	GTP pyrophosphokinase YjbM
V1000014	50S ribosomal protein L14
V1000088	Deoxyadenosine kinase
V1034596	L%2CD-transpeptidase catalytic domain
V1000887	putative phosphatase YwpJ
V1000569	Rod shape-determining protein MreC
V1000306	Choline-binding protein precursor
V1503469	Guanine/hypoxanthine permease PbuG
V1000099	mevalonate kinase
V1000644	SsrA-binding protein
V1577369	hypothetical protein
V1852100	Thiamine pyrophosphokinase
V1000331	ribonuclease BN/unknown domain fusion protein
V1006820	Alpha-hemolysin translocation ATP-binding protein HlyB
V1000458	Acyl-ACP thioesterase
V1000544	Fumarate reductase flavoprotein subunit precursor
V1851970	hypothetical protein
V1448552	hypothetical protein
V1158598	Translation initiation factor IF-3
V1430720	Prolipoprotein diacylglyceryl transferase
V1836832	Elongation factor P
V1000470	Oligo-1%2C6-glucosidase
V1852112	Modification methylase DpnIIB
V1000101	ATP-dependent helicase/deoxyribonuclease subunit B
V1000067	Putative metallo-hydrolase YycJ
V1006734	hypothetical protein
V1462019	Putative L%2CD-transpeptidase YciB precursor
V1886968	hypothetical protein
V1851975	Cold-shock DEAD box protein A
V1006819	Glutamine transport ATP-binding protein GlnQ
V1008910	Phosphotransferase enzyme family protein
V1013271	hypothetical protein
V1000895	Cytosine deaminase
V1006731	Alcohol dehydrogenase GroES-like domain protein
V1400588	Low-affinity inorganic phosphate transporter 1
V1301930	50S ribosomal protein L7/L12
V1481348	Phenylalanine--tRNA ligase alpha subunit
V1149187	putative ABC transporter ATP-binding protein YxlF
V1383818	hypothetical protein
V1837930	L-lactate dehydrogenase
V1006022	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
V1000161	ABC-2 type transporter
V1149241	cell division protein MraZ
V1357707	Transcriptional regulatory protein YycF
V1381260	Adenylosuccinate synthetase
V1852079	Sensor protein kinase WalK
V1364363	ATP-dependent Clp protease ATP-binding subunit ClpX
V1000118	O-acetyltransferase OatA
V1445186	Proline--tRNA ligase
V1000058	Tropinesterase
V1000115	Segregation and condensation protein A
V1000602	hypothetical protein
V1851957	Adenosylhomocysteinase
V1000883	UDP-glucose 4-epimerase
V1076034	hypothetical protein
V1000166	ADP-ribose pyrophosphatase
V1491762	N-acetylglucosamine-6-phosphate deacetylase
V1594712	RNA polymerase sigma factor RpoD
V1608857	30S ribosomal protein S1
V1000159	putative peptidase
V1000614	putative hydrolase YutF
V1151052	repeat
V1150958	DNA topoisomerase 4 subunit A
V1594601	DNA topoisomerase 1
V1000536	putative chromosome-partitioning protein ParB
V1418918	Glutamate racemase
V1000467	6-phospho-beta-galactosidase
V1000322	GTPase YqeH
V1000328	Dephospho-CoA kinase
V1000463	hypothetical protein
V1482720	hypothetical protein
V1000833	Alanine racemase
V1356248	Inner membrane metabolite transport protein YgcS
V1499093	co-chaperonin GroES
V1852077	Ribosomal RNA small subunit methyltransferase G
V1103199	Multidrug-efflux transporter 3
V1469321	hypothetical protein
V1852080	UDP-N-acetylmuramate--L-alanine ligase
V1000311	Rhomboid protease GluP
V1000296	Recombination protein O
V1000572	Folylpolyglutamate synthase
V1424791	Replication-associated recombination protein A
V1001467	S-adenosylmethionine synthase
V1000565	UDP-N-acetylmuramoylalanine--D-glutamate ligase
V1548376	Modification methylase HhaI
V1000157	hypothetical protein
V1573677	bacteriocin biosynthesis docking scaffold%2C SagD family
V1046752	Beta-N-acetylhexosaminidase precursor
V1143274	gram-positive signal peptide%2C YSIRK family
V1000052	lantibiotic protection ABC transporter permease subunit%2C MutE/EpiE family
V1036802	Relaxase/Mobilisation nuclease domain protein
V1000824	Zinc import ATP-binding protein ZnuC
V1204225	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
V1418931	putative secreted protein
V1552776	autoinducer 2 ABC transporter permease LsrC
V1044111	PTS system maltose-specific EIICB component
V1339798	L-serine dehydratase%2C alpha chain
V1357028	hypothetical protein
V1000556	putative ABC transporter ATP-binding protein
V1033129	Phosphoenolpyruvate-protein phosphotransferase
V1469580	GMP synthase [glutamine-hydrolyzing]
V1574088	hypothetical protein
V1008959	Bifunctional protein FolD protein
V1238915	EIIAB-Man
V1000071	Extreme acid sensitivity protein
V1000128	Ribosomal RNA small subunit methyltransferase D
V1295172	Energy-coupling factor transporter transmembrane protein EcfT
V1200639	Proline iminopeptidase
V1000176	putative glutamine ABC transporter permease protein GlnM
V1301242	DegV domain-containing protein
V1503145	Uracil phosphoribosyltransferase
V1214686	LPXTG cell wall anchor domain protein
V1430829	UDP-N-acetylglucosamine 2-epimerase
V1420578	DNA integrity scanning protein DisA
V1577599	DNA repair protein RadC
V1043410	hypothetical protein
V1000846	Lipoteichoic acid synthase 1
V1034593	Zinc metalloprotease RasP
V1162547	putative 5-formyltetrahydrofolate cyclo-ligase
V1164912	CopAB ATPases metal-fist type repressor
V1523333	High-copy suppressor of rspA
V1000613	hypothetical protein
V1000637	ATP-dependent Clp protease proteolytic subunit
V1112929	AAA domain (dynein-related subfamily)
V1852125	Putative pit accessory protein
V1036054	Transcription-repair-coupling factor
V1239723	hypothetical protein
V1430852	Ribokinase
V1431118	hypothetical protein
V1553529	Beta-N-acetylhexosaminidase precursor
V1000590	Bifunctional protein pyrR
V1000098	Ribosomal RNA small subunit methyltransferase F
V1852155	Flavodoxin
V1609073	Triosephosphate isomerase
V1000539	Ribosomal RNA small subunit methyltransferase G
V1000600	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
V1582969	hypothetical protein
V1009516	Enolase
V1469297	tRNA-dihydrouridine synthase B
V1000485	putative metallophosphoesterase YhaO
V1000626	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
V1339704	Lipid A export ATP-binding/permease protein MsbA
V1381169	DNA-directed RNA polymerase subunit beta
V1837733	Pyruvate formate-lyase 1-activating enzyme
V1380860	Sodium/proton antiporter
V1580717	TM2 domain protein
V1595138	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
V1001487	D-inositol 3-phosphate glycosyltransferase
V1576749	hypothetical protein
V1852092	Folate ECF transporter S component FolT
V1852136	DNA replication initiation protein
V1340623	GTPase Era
V1289775	hypothetical protein
V1582959	hypothetical protein
V1836814	hypothetical protein
V1356484	Histidine--tRNA ligase
V1000937	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase
V1594651	Peptidase T
V1851985	3-hydroxy-3-methylglutaryl-coenzyme A reductase
V1852066	hypothetical protein
V1036545	Virulence protein
V1399511	6-phosphofructokinase
V1000524	Competence-specific nuclease
V1000560	Methionyl-tRNA formyltransferase
V1204220	esterase
V1420722	hypothetical protein
V1000509	Glycerol-3-phosphate cytidylyltransferase
V1852052	Major cardiolipin synthase ClsA
V1000832	Peptidyl-tRNA hydrolase
V1500069	hypothetical protein
V1582962	hypothetical protein
V1000508	Putative CDP-glycerol:glycerophosphate glycerophosphotransferase
V1001392	Acetate kinase
V1852110	putative zinc transport system permease protein AdcB
V1383406	Ribosome-releasing factor
V1887022	hemolysin
V1000025	hypothetical protein
V1000567	cell division protein FtsL
V1000829	hypothetical protein
V1036803	Cell division protein FtsW
V1044453	hypothetical protein
V1196381	Penicillin-binding protein F
V1000482	ABC-type transporter ATP-binding protein EcsA
V1000890	Spermidine/putrescine import ATP-binding protein PotA
V1033793	Flavin mononucleotide phosphatase YbjI
V1381056	putative hydrolase YxeP
V1517484	50S ribosomal protein L6
V1576589	hypothetical protein
V1000062	5'-nucleotidase YfbR
V1013253	Elongation factor Tu
V1491695	6-phosphogluconolactonase
V1000462	tRNA-specific adenosine deaminase
V1035202	Lactococcin-G-processing and transport ATP-binding protein LagD
V1000039	anaerobic ribonucleotide reductase-activating protein
V1000083	hypothetical protein
V1008909	Beta-lactamase TEM precursor
V1356077	DNA/pantothenate metabolism flavoprotein
V1356515	GMP reductase
V1000108	ATP-dependent protease subunit HslV
V1430481	putative ABC transporter ATP-binding protein/MT1014
V1057876	hypothetical protein
V1203277	Elongation factor 4
V1355192	Alpha-xylosidase
V1430479	Alpha-xylosidase
V1008911	hypothetical protein
V1044896	hypothetical protein
V1000061	Inner membrane amino-acid ABC transporter permease protein YecS
V1000114	Ribosomal large subunit pseudouridine synthase B
V1000459	Ribosomal RNA small subunit methyltransferase I
V1000537	Sporulation initiation inhibitor protein soj
V1006096	hypothetical protein
V1006729	Thymidylate synthase
V1608734	ATP-dependent Clp protease ATP-binding subunit ClpE
V1852117	Ribosomal RNA large subunit methyltransferase L
V1875154	D-alanyl-D-alanine carboxypeptidase DacA precursor
V1340115	Lactose phosphotransferase system repressor
V1000515	Sensory transduction protein regX3
V1006018	HNH endonuclease
V1204226	hypothetical protein
V1000559	Ribosomal RNA small subunit methyltransferase B
V1000884	L-arabinose transport system permease protein AraQ
V1000314	RNA polymerase sigma-54 factor 1
V1000597	DNA mismatch repair protein MutL
V1555046	Translation initiation factor IF-1
V1000180	Uracil transporter
V1295329	Holo-[acyl-carrier-protein] synthase
V1574093	hypothetical protein
V1852098	hypothetical protein
V1015704	Formate acetyltransferase 1
V1143821	Chromosomal replication initiator protein DnaA
V1000030	hypothetical protein
V1102439	Staphylococcal respiratory response protein A
V1339995	putative tRNA sulfurtransferase
V1000073	Putative NrdI-like protein
V1000555	hypothetical protein
